dates,oahuoahu0108_0001,oahuoahu0108_0002,oahuoahu0108_0003,oahuoahu0108_0004,oahuoahu0108_0005,oahuoahu0108_0006,oahuoahu0108_0007,oahuoahu0108_0008,oahuoahu0108_0009,oahuoahu0108_0010,oahuoahu0108_0011,oahuoahu0108_0012,oahuoahu0108_0013,oahuoahu0108_0014,oahuoahu0108_0015,oahuoahu0108_0016,oahuoahu0108_0017,oahuoahu0108_0018,oahuoahu0108_0019,oahuoahu0108_0020,oahuoahu0108_0021,oahuoahu0108_0022,oahuoahu0108_0023,oahuoahu0108_0024,oahuoahu0108_0025,oahuoahu0108_0026,oahuoahu0108_0027,oahuoahu0108_0028,oahuoahu0108_0029,oahuoahu0108_0030,oahuoahu0108_0031,oahuoahu0108_0032,oahuoahu0108_0033,oahuoahu0108_0034,oahuoahu0108_0035,oahuoahu0108_0036,oahuoahu0108_0037,oahuoahu0108_0038,oahuoahu0108_0039
2017-05-02 00:12:30.000,17.63082343852865,23.83923628937929,,,,,,,,,55.56975388375478,59.04496449861493,64.40501398075294,68.0228824100772,73.91104087435134,73.79186999181113,76.43852150922135,77.22419802574241,80.3771816471112,78.0845599476839,71.433189021778,61.89241308048999,60.51708169554441,54.14631357492487,48.96822398556894,43.5792706511614,38.72102122890663,30.730086787477195,36.29565906981328,36.04035928547161,18.039728332822293,12.760947902782492,8.957849860232312,22.8433042576468,22.554110552158548,37.77600631422384,25.9428179809397,17.931768017949615,13.509924599804943
2017-05-18 17:24:51.000,,,19.224697162954683,20.33951021962118,32.34996305134422,24.03947940007961,25.96575307100636,31.83596510301705,32.93134695221187,23.08571569972394,33.7717221604559,50.46093805810703,57.453267342084736,61.89578950796749,64.67701140419669,67.31734430335614,76.32717164996244,81.35378855693243,84.71714538674065,80.78203330687799,74.09429226153283,65.95733717388815,67.08894087549693,64.20083504993119,55.53078467959767,48.64280403528941,43.93399315988023,39.52777147013557,37.57148824977521,37.4944641681158,18.439556766361203,1.898022148394241,,13.895717294612664,17.835361729871366,18.049995621085543,26.772173572546315,17.98547815240159,10.546637304568415
2017-05-18 20:25:31.000,12.66242980200578,18.913931688160595,,,,,,,,33.020825996621674,36.72163057642838,46.92508476440492,55.45810780448386,62.01538716094501,66.32413424782861,66.42203084971167,69.51540401436966,74.88134655037032,76.77659245058072,75.88753120660309,73.44833252929048,66.54855156903363,64.2193094052504,60.57313179493142,55.08144528245988,47.535130662207536,42.496850914133255,34.67513017203564,36.32033228807683,33.51514033567876,21.07883287483072,9.595102219744184,7.658828504195783,19.622105804925987,22.578783770422096,20.157860332453943,23.64781123375231,17.956441236213163,10.633046493693795
2017-06-05 00:02:22.000,40.509913913132905,46.79116697610282,,,55.836790224122176,50.766805085922826,59.649826636516686,,61.76316382033811,58.23606183157247,,,,,,,,,,,,,98.64654691039884,93.57362000627272,87.45767445250034,81.97871286401342,70.87136630039124,62.77092193716106,62.272103184364205,55.87450206346462,37.27330147428527,32.038404347690346,32.841487246525915,42.069735968790745,33.160901130067515,27.400098962226394,21.503936817178047,24.83089621543909,21.203529505509604
2017-06-28 20:20:53.000,12.700146090838317,17.118465942114458,15.998185037597349,14.97915153213112,31.18957305401692,25.48691346387273,27.02994422614075,31.385580297573565,28.430253586132103,24.17658558587626,25.06900527249748,37.4461540594826,49.20380043132364,58.27014271257273,59.257064050886,63.34986860037228,68.64582965524617,74.7355807914721,79.86110433653492,79.62501611008996,75.03993943559826,73.73298677839513,71.19300446593857,67.3822420892665,66.31509866618545,63.08976674306968,58.891079487177045,53.5612240262315,51.33130576430396,44.8676634072944,30.91733793439241,16.172326796641013,10.73115651901528,25.327659312899883,28.333161452429536,31.32817985715619,25.398827487751653,20.453889885825177,13.606132660642963
2017-07-05 20:21:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-17 17:17:03.000,,,,,,,,,,,,,30.90607749814675,44.78198328037351,50.19399303638768,50.385688810726165,58.33675842497113,72.06028995266561,,,,,,,,,,,64.4612760538162,54.988868997315365,36.656999778514106,27.95161773981579,8.040335783824935,17.37312302917848,21.59939980281708,,29.268930171548043,24.53884987806013,19.695031099728443
2017-07-27 02:54:28.000,15.65134545105528,19.45907829780632,17.643007558894382,20.26812112751688,34.132682264714546,24.14098630236668,28.2126654488143,29.5023222115428,25.214711316913736,23.40678886383408,27.95309422542742,38.09459542883901,44.14071036108621,48.56598340623458,58.70335907173879,65.338508853622,71.5889388659438,75.13590353543688,78.51795994233414,77.62733488538127,75.85069121114827,76.2318946013164,74.77607037931074,73.74408690005843,72.30529269269896,68.65292247835887,63.66653688963572,58.286660461829264,54.02421816267712,45.75870333552813,27.635385596436528,16.514259113473578,9.751935000484192,19.269471426111394,21.98086691411312,18.14466855040489,21.81510290592469,11.820994981563915,3.5838110444287925
2017-07-29 20:21:44.000,,,,,,,,,,,,,35.66800388751385,44.918934137681504,50.404412005251125,57.12401872832231,63.42983230806176,67.00624414257186,72.54545203466533,72.84950174812771,,,,,,,,,,,,,,,,,,,
2017-07-30 20:21:41.000,15.654485779860536,18.82316283547469,16.421410625102805,16.717021680866168,29.978652051422007,25.942291799503742,32.656538209570506,,,,26.5658972724486,28.79133889981276,36.0682542444489,42.76187890548152,48.59999827476476,54.17773138129043,61.6724652466211,66.80537317733565,70.8025755891512,74.86476822674125,68.39200949372974,66.95072494111618,85.30515847003025,,,,,,,,,,,,,,,,21.9842178632008
2017-08-05 20:22:19.000,17.240706294371634,19.54559417400272,,,,,,,,,27.539626484544723,28.21042925417868,38.248233410220905,44.55134696915648,50.19471306389735,56.91464466139039,66.58683456985776,73.24027516601363,78.7654583753601,79.99044030560627,76.56915924242077,74.45465077969237,73.85556337281118,75.59509167555078,71.19579604801311,63.84549442468639,60.01134079968324,55.49143192262212,55.10492271386928,50.01728814089503,38.52029129624,27.95302756987256,20.08224402944799,23.843623805147285,26.085789621023427,23.29316816394397,26.210007319499105,18.463171548647715,14.041328130503045
2017-08-06 20:22:03.000,35.697520596086115,34.28049151643987,,50.38464819684111,28.272431702108072,49.66290815400647,,,,40.27460210800752,38.1835315389848,31.571493300455263,60.18406110749845,80.47115544802743,,,,,,,,,,,,,,,,,,,,,49.80490381752824,44.421379263465255,35.27633014322806,35.936492310418274,31.87882640597672
2017-08-12 20:22:00.000,16.8399448468417,18.99285296036844,16.591259566354864,15.723182627913609,28.99220519347896,23.776675950947613,30.98785342389403,,,,26.969229179299205,30.22551516106334,37.353344333650085,44.38300359631416,52.02222984269508,58.71390083471917,67.15887064406877,72.86345273193756,76.24550913883482,76.58785878881864,73.57824040764895,72.33691082184818,77.53086284019571,79.90947467822852,77.32782417318595,68.11985964926296,65.39531348998136,61.30899631104222,60.90516187976579,54.60782806470229,33.721004737418795,24.52581911983679,14.71668160407711,19.99745298843945,22.708691648780565,16.969729836257663,20.89756075323612,15.04814993610139,7.576864754129357
2017-08-12 20:22:01.000,13.392471838308415,18.88764216286408,16.957071140000807,15.326798216161928,26.904692302143708,23.943937286676977,,,,,25.45083638334273,27.8564605530916,35.08177969424194,42.60419353628025,49.67757870991932,54.74973412416177,62.843608114789845,70.23386651634308,72.67092058513973,73.87829367653427,71.44585528023741,70.21267221675024,74.73212103622112,76.98864913335741,73.09920513556973,66.86575459958848,60.97384846649829,58.21177520753021,57.774382606432376,52.32522941463623,33.39792206973705,23.53587527484476,14.424630645821123,19.99742529617553,22.708663956516645,18.8084675501677,24.72753079728842,18.086321422307712,10.639369392824246
2017-08-13 20:44:35.000,19.00112606130105,21.56901311229598,21.51844554931681,21.13877968948247,34.51815242421557,30.433092705375213,24.89486063219217,29.88326072432896,29.7287765707078,22.87339179862017,27.06400364717184,33.434292200802105,44.32623199045084,51.95967092022357,55.186407837634285,59.27216348540605,63.82676372452299,71.27391368583321,76.80377178952169,78.71481945181178,76.26886049348343,74.05311500641854,75.29357434306462,79.14403753222447,75.7164699709202,68.55778368318545,64.17516320862374,61.8672589617291,61.37898296826605,57.72076479385363,33.82472869887832,24.94514676551968,17.431894342774545,26.33676807585224,26.267229837634225,37.96176619477245,26.6556617282486,21.68281094371036,14.222768347113842
2017-08-18 20:22:33.000,13.100947939609805,18.362072976272096,,,,,,,,,26.74718394819466,27.455657900406944,34.93835089528717,42.7648838168627,49.04807748632432,55.94249159801869,61.70780306823711,66.15656988933917,71.25065480071075,73.17372972213744,72.88040904200393,69.52301506559624,74.14049355099476,76.10892210446373,72.21850087263847,65.00113943085772,60.560839610853456,56.54913555804865,59.2089363681989,52.54917153625812,32.04515870541307,19.71958277298052,10.808165189613042,21.43197905794206,21.1429421801164,17.12859474730229,18.596646414295144,11.728918681476609,4.397653736057588
2017-08-20 20:24:06.000,17.946363806584245,20.210281236440952,19.17426488545645,18.21185254604786,34.55416941653695,23.335169175302788,26.9101369588872,29.538447952324383,29.375029362591206,26.44341516909868,26.46412720307853,30.384840176804406,37.47032356535527,43.06883471700743,52.15790073791833,56.75400444934463,65.22836889709514,73.07963495396787,76.46169136086513,76.23362130699186,73.80421636173752,74.67730395679901,80.22617729824306,81.96062494627651,77.11584338085628,71.25447122601364,66.18435696192387,62.03365186910553,61.0848255552562,54.8240102867326,38.89025029283898,24.87340253348907,16.75081062751384,23.21406757629913,25.93095956398924,29.98505778281577,25.63506735284657,18.302531336601945,14.978974005350898
2017-08-22 17:21:39.000,,,,,,,,,,,,,,,37.90226095979942,43.8153729225093,51.08001381335421,56.71062319803478,62.2685306672173,66.34275056432034,65.36731653134893,66.95472212018211,68.11703113937338,71.83596763659006,69.2965826502866,65.0020989510397,61.20202470678444,56.68645301239227,53.60988262342903,47.44327290819838,26.119385744326152,12.743425462092912,,,29.30289785605458,6.593493593064464,13.579571909865429,7.853533922815139,3.246226322612786
2017-08-22 20:22:38.000,12.166466453273044,18.78749812070797,17.815549998766123,12.04697090527056,26.20974596599534,21.29824228372637,25.937866002886288,22.56956907048042,40.93204670507144,40.964733451027655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-24 20:24:15.000,11.129818888295832,16.604624992510495,14.788554253598551,15.164944446264291,31.48670472940553,22.00539485911808,29.35127810524952,,,,25.88448367757486,25.47690912154002,36.77572103209104,43.77657742251049,49.56124239238993,58.13189833292267,64.41925072389655,70.13364853334983,75.66350663703831,75.43543658316504,72.99623790585244,76.0033301458062,80.06621954653593,79.47973182146009,76.74582167138944,71.19732182048897,66.54373262689923,61.15072146402052,60.25524674601401,56.92183247115033,36.43570217767408,24.51499038524121,21.955208996401986,25.42869159143665,28.93924205553412,22.50751594687127,25.51539657576522,19.49581270713522,12.321339418705458
2017-08-29 20:25:06.000,14.104912679660735,20.01442726425577,18.267984499769543,16.892734758139877,29.58432889256565,26.54658838201316,,,,,27.904469164507663,26.96144173198544,33.97897022274135,40.042765739538495,46.82715177582724,53.56211010244535,59.96703725576225,68.36469638514777,73.33570062419189,73.11564874316939,72.82232806303588,71.58914499954871,76.12704262317867,78.80483858961647,73.07777702555147,69.41428252261052,64.28917096804061,62.68544140157677,59.22703120983643,53.00342285679076,29.995504890079086,20.62707277334761,12.713806704368098,21.418934465082263,18.13669338579201,16.45440305572801,18.019216842555988,7.695905450462258,3.779472629146816
2017-08-31 20:24:24.000,,,,,,,,,,,,,,,,87.05837618224677,92.41751052688232,89.51814918967307,90.62911823379508,92.51611137771464,93.07156512844205,,,95.7546527678078,89.18809252413634,82.04670375285004,73.37558244917842,63.26296977751049,59.248142873424015,46.97917483192779,,,,,26.15837993040616,15.394765454352232,12.153598465417478,7.458400680695045,2.670988554931661
2017-08-31 20:24:25.000,,,,,,,,,,,,,,,,87.05847673496356,92.4176110795991,89.42301344217893,91.10033833006317,92.51621193043144,93.07166568115883,,,95.7547533205246,89.70085727176175,82.04680430556682,74.3986988534761,65.9108261588535,57.4903196926424,48.92966798418916,32.993525321475296,,,,46.52403282931671,15.394866007069009,15.563963296216777,7.458501233411822,5.94925357144361
2017-09-01 20:23:27.000,,,,,,,,,,,,,36.49053923292328,50.57122750506281,57.83964011465688,64.2336999996217,68.78576203931877,,,,,,,,,,,,,,,,,37.22738442892184,,,,13.834421967654237,5.950013096328918
2017-09-01 21:42:03.000,,,,,,,,,,,,,,,,,,,95.45038703940338,88.62041987628774,79.72831347556101,87.27007037410996,,,,,,,,,,,,,,35.01808570049212,21.91678663081297,17.404832132796116,12.576157918351004
2017-09-02 20:23:41.000,45.218105331169085,,,36.84533857445713,38.46901480078983,27.08695215557041,32.698708929710925,,,,27.98260415962316,27.2471467983193,38.53483593946371,52.57852067511286,64.22103831235958,72.46890620733433,76.96645272341135,83.05485636651969,88.13825555693607,91.94144806427212,89.1966513433086,,90.13821851203951,87.62786952014099,84.057341614154,82.64545396917964,,67.5741373925148,62.021268574307214,55.78494047027846,46.13589893331076,39.00718104872431,25.29128818729952,31.69966396906295,35.886906207025426,38.14713187739206,27.27451148313789,21.67574218310948,11.797797630854328
2017-09-03 20:56:00.100,,,,,,,,,,,,,,,,,68.51513793949269,74.11309972447715,77.49515613137442,77.4723246606072,72.73508391075562,75.71076872730829,81.25964206875234,82.9940897167858,78.57747116572554,81.10434611679894,73.16796765926772,68.45553596624906,62.17536619696972,49.823318205324505,32.93522214412483,23.93565208876184,13.196388136246073,26.806739842270183,23.958338641320164,20.879478434539223,20.363920149885388,16.297796928640988,9.157983906171548
2017-09-03 21:41:48.000,,,,,,,,,,,,,34.58063965805011,48.698331466761104,60.42624818978448,64.67148817670842,68.93361906307578,74.63820115094457,78.02025755784183,77.79218750396856,75.35298882665596,71.98744832802117,76.58362693922567,78.14937572469681,76.81243585574445,75.96327442627823,73.56351396146087,66.17833696264071,62.40474764972896,48.081589623361786,21.617319117542493,11.230928813123422,12.586567268023185,18.77176904161908,23.313395934879445,,,9.399898859936036,6.307792701987566
2017-09-05 20:23:33.000,46.32510955132099,,,,,,,,,,28.56150124274967,25.823845017085247,39.62527090175088,46.88375255317063,51.97001965558883,56.52945344771489,64.77425907360167,70.70728225554691,78.3802671616846,78.14818802152548,77.834586498435,76.57696386800329,80.63985326873302,80.02418023691435,77.18624316423782,74.51515240030679,71.72084573680397,61.614971110842674,57.76604151909687,48.51896941094986,34.13449495315052,19.86839512233721,13.880633714617908,22.989516574669395,25.272853388828786,22.115873577959206,22.84819251487925,18.07798033497221,10.612316445678736
2017-09-07 20:23:29.000,,,,,,,,,,,,,,,,,,,,,,,,,70.30151980213017,68.80535546757656,66.26061043838727,58.44819756385695,54.3581588572272,47.841907260364025,26.732578553685,15.970640285659025,2.2096573295693345,7.717871220790839,8.821539912936569,19.38005988648084,4.435416285501318,41.23919523221993,31.425285083360453
2017-09-07 20:24:56.000,11.173303273988044,,,,,,,,,,,,,,,,,,86.34002689508522,77.66343820500575,77.33828838698527,,,,,,,,,,,,,,,,,,
2017-09-08 20:25:22.000,14.70745707869236,27.95699954737373,,,,,,,,,,,,,,,,,,,,,,,,73.64411849557683,60.40047794289282,51.579529534987486,50.95753585357588,39.028621870184416,14.741991563377594,0.3705588171665479,,,,-0.1073283749359046,,,
2017-09-10 20:23:24.000,13.729113030227138,19.468804114746987,17.538155323972244,15.956588836367697,26.25808070557637,21.78774420801616,29.318792320780044,,,,26.61588491841384,26.408328550586656,33.1620881397082,40.52013198481132,50.030404210733614,54.84533620369472,63.19983270771887,68.92404623902021,74.45857923677166,74.23451826946331,76.06679474346167,72.69310772251329,78.07842998239776,76.9221288526673,73.53849530870929,74.26058535330462,69.20503313035286,59.502637693109286,55.08429718045831,45.894518715157794,26.99894259343494,14.502818471810572,13.527542454130268,20.35364988910456,23.06488854944568,20.241281634151257,20.405163113624383,15.404346836766498,8.651929679455469
2017-09-12 20:25:19.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.249012411404848,9.32182456134439,17.162888224399143,20.994450276766823,16.89771839756631,11.61870651235365,10.47768980601027,5.678631182001034
2017-09-13 20:23:59.000,32.55469792083158,,,,,,,,,,27.64148936254533,31.437029252091538,36.13787945218867,38.0057702726379,47.315871692265496,54.1302794951653,61.12195419827935,70.47450882657108,75.5475473015657,75.78498085701418,77.61725733101254,76.36778122298468,79.62889256994863,79.41265047497674,77.06486680844931,73.33694591542242,67.61704639218466,56.40584247858102,50.80333283611243,44.4218125526388,26.129831565161428,15.764235152798184,9.311278914197317,18.903680110828056,21.61507559882978,17.463187912021496,21.952564888262675,10.894061414333686,8.488509341162658
2017-09-14 20:25:21.000,14.797160337784076,20.706674922379108,18.96023215789288,17.72535046323235,27.961542919322326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-23 20:26:27.000,,,,,,,,,,,,,32.84462080603778,36.16751396201463,47.6522809838164,52.22439457890549,60.2704545717838,66.45877720855854,71.99798510065202,71.77793321962952,73.61696997464362,74.49985130176337,79.51061387782345,80.10596338411185,79.05561014784512,77.58562826062185,76.43932552086805,65.25999728945797,58.50410823683413,45.78514714062644,27.77320584845421,19.606363789032912,12.31532310875167,20.03618255543413,22.747421215775248,17.408760451807318,20.09128351738769,15.086879503096071,7.615594321124037
2017-09-23 20:26:28.000,13.19139730005763,18.217847480371343,15.50765839525037,18.034411848075884,29.03094671753729,24.51495311359043,25.223781596279004,27.268612932101803,23.951194182018146,23.7683762461014,24.62959922739533,26.03630003082981,33.82194539959302,38.00667412814289,49.8566321538796,54.74877577708767,60.73725947733608,68.60659086241344,71.99799705771568,73.91706289285653,73.61698193170729,74.49986325882703,81.54082175011652,81.89165697709461,79.53618255058795,78.7637292200185,77.31477967116335,65.88506516176805,59.7683325572872,47.70360580600194,27.83753184844219,21.2581832458895,15.003860333161189,23.03662687832715,25.74770871100568,18.90214616245034,20.52883872457173,15.086891460159723,10.51568641573509
2017-09-24 20:25:49.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.95886895510306,44.38155149497633,47.09153553402546,44.32536741706805,42.40443139319848,36.69618376524381,29.26424763207691
2017-09-28 20:25:32.000,14.37052425527743,20.39829435266265,18.78073098011665,17.20231281529225,30.479861931677995,25.472284526583383,33.18853344176559,,,,,31.2963421192132,34.172753880292085,38.66958050554141,47.02919221078358,51.63556018060756,57.99076355866071,62.39592062988178,69.29298193549302,69.08094822741857,68.80114810894018,65.46004717707318,68.7334827305967,72.5272967284112,68.21146774781828,68.60524014334742,,,,42.35408115530835,22.828720759923264,7.624876089629444,,12.616135897687418,21.328396117347864,21.19640337579672,21.67213258151324,13.62993076438362,9.458095989775911
2017-09-28 20:26:54.000,13.287893510044515,19.41059598925007,18.29031508473296,14.768297609160346,30.58874675586237,22.787621819775865,29.401651651505183,,,24.56611810141101,28.81316152634512,41.51600699681764,47.83709468835488,53.02287990947401,62.461058333948536,68.5403428605876,70.93795970238179,78.97191786572047,87.48053303491481,90.4736170215026,92.86083277754976,,,,,,,,,,52.97452563063214,,40.91762446750863,45.62238355500772,48.33236759405685,45.501162126115226,42.83098353538541,34.89881664682336,30.29369655238592
2017-09-30 20:26:17.000,14.294528710900297,19.5665794073534,17.124325426382804,17.155453558617218,31.06738026178472,25.465733531318094,32.70464684611975,,,,28.80225709957826,28.20894279096288,35.7555962468327,40.52540002494752,48.31975759452023,56.04664815364893,64.52854034113945,70.25275387244078,75.78728687019222,75.56322590288387,75.26314494173462,76.14602626885437,81.69489961029842,83.42934725833187,79.01272870727162,78.08795052860073,73.1731695396884,65.74016763825075,60.28412367049992,51.647240584664296,39.00764494264295,19.6031635279562,10.973598177685938,22.28982706468033,25.4852902862706,19.31789051954426,21.30385821718288,11.259770489912416,6.554806106474487
2017-10-05 20:26:50.000,11.80464729177999,17.118212778875865,,,,,,,,,26.05019834607991,27.93122576580748,38.04771549711017,41.66899224918926,47.7517768384945,50.49348356422875,57.059441001184645,64.41047136644542,72.09424959406611,74.01654679047098,77.75432745050831,74.80424395985254,80.85571669826003,80.1873063672023,76.82992160582377,,,64.59178113802791,54.17743248257227,47.82886558023839,33.70733417845955,22.24219283550699,15.785849953194624,20.219492048790983,31.84774368495527,29.804166432529563,23.136968294212554,17.30537182665507,15.751128960061688
2017-10-08 21:15:26.100,,51.00470422398837,,52.363760325494624,50.89895524779512,51.265712766249536,33.29072118050451,41.72802828383721,44.94599633770303,40.24637773462176,38.69747695268183,39.70773333873639,51.821453573451976,53.84516978138589,65.4531140204092,73.60792951732432,83.35213253296486,90.40879662134203,86.11511080973963,90.73093716497895,,,,,,,,,,,,,,,,,,,
2017-10-08 21:37:25.000,14.364401800424224,18.965207639937088,15.789656321867128,15.563474342110016,29.21411575747239,21.726197176410093,29.34425632273076,,,,27.005645480728155,28.06246703138438,37.1159944076048,40.476311902225554,49.66836904941348,56.807288914564,60.95548507592774,70.58635028358324,74.37184902335623,78.4260234883746,80.59611933576116,79.62641242903194,84.32350016284046,85.2771624286755,77.7839217765168,77.74953510304273,76.36638137407965,66.72566410704165,58.80003131818816,51.86705084095615,33.74754145948843,24.93012859245849,17.658283794622374,26.267784407347868,22.97815833603025,24.084675899739025,26.696916377628,21.394014980273163,16.833140705204098
