dates,oahuoahu0055_0001,oahuoahu0055_0002,oahuoahu0055_0003,oahuoahu0055_0004,oahuoahu0055_0005,oahuoahu0055_0006,oahuoahu0055_0007,oahuoahu0055_0008,oahuoahu0055_0009,oahuoahu0055_0010,oahuoahu0055_0011,oahuoahu0055_0012,oahuoahu0055_0013,oahuoahu0055_0014,oahuoahu0055_0015,oahuoahu0055_0016,oahuoahu0055_0017,oahuoahu0055_0018,oahuoahu0055_0019,oahuoahu0055_0020,oahuoahu0055_0021,oahuoahu0055_0022,oahuoahu0055_0023,oahuoahu0055_0024,oahuoahu0055_0025,oahuoahu0055_0026,oahuoahu0055_0027,oahuoahu0055_0028,oahuoahu0055_0029,oahuoahu0055_0030,oahuoahu0055_0031,oahuoahu0055_0032,oahuoahu0055_0033,oahuoahu0055_0034,oahuoahu0055_0035,oahuoahu0055_0036,oahuoahu0055_0037,oahuoahu0055_0038,oahuoahu0055_0039,oahuoahu0055_0040,oahuoahu0055_0041,oahuoahu0055_0042,oahuoahu0055_0043,oahuoahu0055_0044,oahuoahu0055_0045,oahuoahu0055_0046,oahuoahu0055_0047,oahuoahu0055_0048,oahuoahu0055_0049,oahuoahu0055_0050,oahuoahu0055_0051,oahuoahu0055_0052,oahuoahu0055_0053,oahuoahu0055_0054,oahuoahu0055_0055,oahuoahu0055_0056,oahuoahu0055_0057,oahuoahu0055_0058,oahuoahu0055_0059,oahuoahu0055_0060,oahuoahu0055_0061,oahuoahu0055_0062,oahuoahu0055_0063,oahuoahu0055_0064,oahuoahu0055_0065,oahuoahu0055_0066,oahuoahu0055_0067,oahuoahu0055_0068,oahuoahu0055_0069,oahuoahu0055_0070,oahuoahu0055_0071,oahuoahu0055_0072,oahuoahu0055_0073,oahuoahu0055_0074,oahuoahu0055_0075,oahuoahu0055_0076,oahuoahu0055_0077,oahuoahu0055_0078,oahuoahu0055_0079,oahuoahu0055_0080,oahuoahu0055_0081,oahuoahu0055_0082,oahuoahu0055_0083,oahuoahu0055_0084,oahuoahu0055_0085,oahuoahu0055_0086,oahuoahu0055_0087
2017-04-20 20:15:00.000,-3.0959921227527603,-4.926519834354536,,,,,,,,,,,,0.4437782715400699,,,,,,,,,,,,,,,,9.531167184224945,2.6510100954387297,1.5418638258195236,,,,0.601399221288433,9.14317488361166,,152.57396574722745,146.6908092118568,,,,,,,,,,0.5620497594141064,2.11253274767626,1.061049051192254,5.27049046418712,11.489020520829635,-2.648859801210117,-7.995827571252462,-9.580797454732966,-10.45889949528702,,,17.098259348152983,,,,,,,,,,,,,,,,,,,,19.529086232111727,44.78721990354813,,,,,
2017-04-26 02:33:12.000,,,,,,,,,,,,,,,,,,,,,,,,-7.817623492997561,,10.53409059425552,19.337136461739668,17.722130561640792,14.585845903504133,,,,,,5.002010907626166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.608098555962124,13.3209144641321,25.56463682738662,37.46398117873545,34.98269732431035,31.71981759485378,28.16894676041091,34.57385419027144,47.22919138043915,58.58163370739992,54.1934944931937,56.54439478072288,,,,,,,,,,,
2017-05-16 17:28:41.100,,,,,,,,,0.1887342982480129,3.317349542141054,2.25171760505277,3.8359753805456815,7.390878565305188,14.6421288317288,22.7335546085836,15.966481693639931,15.569108995938263,22.816642967583004,18.855888572030068,11.763357233366028,,,,,,,,,,,,,,,,,,4.781349862609298,158.06843512520817,159.25281216461224,156.48535134786223,155.1297396179972,145.29205517367294,144.81177157762394,,,,,,,,13.27503241226482,4.577432268146714,2.8426462984090666,-2.0024973569199265,-0.0527317621311154,0.3349126751771025,2.523228138030193,3.531923801940385,-0.5088583368470998,0.8244428116192977,2.992151616071381,1.8471433802488928,7.359873014602718,15.02517884840771,15.44453271674569,18.1934159781274,32.17116769684697,23.86796862603777,25.919237670675432,34.0952625783919,34.72033942779544,29.81981553591527,34.62895937051981,35.156211209841,32.09052728016258,32.197495086704045,,,,37.62014953890505,37.693923034856745,37.35491751592094,25.10887765524645,22.234692924800267,16.148368973923052,
2017-06-20 03:31:37.100,-3.5161344189390937,0.1341608711704671,,,,,,,-5.226093465370411,-5.839854994680165,-6.099011368049494,-7.176217927208318,1.632993437085519,4.935893759488097,,,12.512711328248018,22.12688528387432,19.13109898162509,14.859099069238528,7.278474942948938,6.362951674811606,3.894717835614957,2.2590580489340426,7.239952735976422,6.61640224441012,10.82242822625538,14.640185683659896,11.196569387056202,,,,,12.433026489809736,9.716243861956269,7.830201426379647,,,,,,,,,,,,,,,,,-2.4790223590376903,,,-7.929354112163324,-5.765186737078111,0.6079363838495679,-1.1996103306652672,-2.1100157572292573,-3.264327306172516,0.4345807758750182,-2.9844423541045173,10.816871868588697,19.13873994201062,20.43823455184928,20.888036052598853,33.835111333176634,25.77417425014036,24.50438379317732,32.477408799726334,39.18232082384023,53.03837732737436,52.44241941448172,54.79020141119163,48.60069890905738,39.11169112294487,32.000154493665846,,,,,,,,,
2017-06-25 20:18:41.000,,,,,,,,,,-6.718854430021783,-8.035589846237372,,20.68549449304515,,,35.548061306613754,31.91773001481308,,45.49782703119878,37.35287845295064,26.05940987040001,19.886277275984835,24.647548491203697,,36.00605330447435,,33.64681206374417,29.805734659941148,17.314220071400165,16.921881450642974,18.028713312228085,21.77145201623887,25.111156000234487,31.70832747873504,26.069639280766125,31.719125982749727,38.71458120583151,17.561094821191798,172.70368025694938,181.51478002050385,,167.2546905398952,166.1240006033021,,,,177.3175261700624,28.041259107785844,31.28667818909661,18.394975383936377,30.332961795333663,30.55566853555888,,26.679822677233688,9.624015604958348,16.270760603313807,4.827377544092295,11.496968582098228,,7.530175366219948,7.845663057289895,28.8756655213623,19.0648919923235,24.136168903232857,31.585690773005627,25.469763358212152,26.83177427546931,38.75481492314097,29.19337820704792,26.95693534653319,,,,,,,,,,,,,,,,,
2017-07-02 20:19:11.000,8.120640361140472,9.88807123281291,14.158448443518957,,20.24006225841195,24.638557031283565,23.82501330191104,15.34992821726212,15.105044805123637,8.979281478716937,9.1129382391387,6.845594358701176,27.37450163987172,18.028908218666057,28.32985370340196,22.427542784208367,24.47331917502172,40.83281765357167,31.93666133702497,35.99924622124341,16.42873336470551,12.677488154023802,18.58810678053987,27.359171134129788,25.19607856636477,16.613423668601794,18.81763802764318,22.56632704695168,19.468798564023405,21.783929080542435,24.16175362107692,18.83265903952211,19.57533626638628,22.461064654064646,17.975826196373365,22.237666430270902,26.261231918276483,13.887393460014014,169.80004766085148,180.6673474858056,184.79519002790923,171.28199407948912,167.1284190732972,158.90905948040927,158.87700216252713,164.6866965513138,179.71620885469267,,,,,,,,,,,,,,16.644662014001238,20.176794813296272,9.828884705785295,16.06301523688683,22.141905736647164,21.0685246994548,18.32805777012421,32.60108049053772,24.190106156144623,22.565206796028065,30.872693959361825,37.72298420314127,46.56873063590111,45.95454390098645,42.69911742242268,41.25969355819271,33.969177960049244,37.45844471004936,47.52695964254142,44.4893340099845,38.25394473519248,29.437161727171905,22.71053497527864,27.31521831549659,40.50169040145141,41.752761959857736,25.975864026464013
2017-07-09 20:18:05.000,16.285480175948308,9.160227984785111,24.66254104936744,10.376565746209646,9.20411004727895,23.99018178979278,15.604535504147242,4.129791058926051,1.6283434674375372,-5.71048655004302,-3.808261957876782,-7.956214800374612,3.444381442221142,34.66240902496911,36.91175885182004,27.997608694599,25.471089793795223,43.49729696125026,32.32439917211898,24.791549292642728,27.19480700227696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.309845687152341,-4.6806939372787735,-4.603654292901192,-3.36109825423597,1.7519184071118077,2.0163778406464616,10.517423134285456,19.21683645133242,20.292610037162625,25.808189826256967,22.356237972404507,21.848805073157152,33.46032777802021,24.8249712286117,21.67241893080065,34.804799708591936,45.87604060995276,49.570493314735984,52.38974661457592,49.64791239441445,57.226665361942665,,,,,,,,,,34.44553826633928,20.8770331406063
2017-07-10 19:09:51.000,,,,,,,,,,6.198964224713041,1.5541679896475813,-2.414113762105604,-2.887527522088224,0.4787618944257445,14.52770696389634,3.5980783542069155,8.124145664843699,14.421468200330017,,6.121408362540375,2.2665523878016067,6.328130160662559,-3.0009100910883184,-4.377982870530747,,,,,,,,,,,,,,,145.97739659747222,157.93533060532505,159.7961639747247,155.48831836863636,150.93366674838103,147.562371226236,146.47191059686608,,,,,,4.572755506248136,,,,,,,,,,,,,,14.846715117319132,14.121364884443867,14.37010020512344,32.34577951034328,28.266037736643945,39.39767187643635,50.69380739447728,55.228522695969005,,54.46242427115469,58.18681642634438,57.78100619519462,57.0578793891214,50.08565234489477,57.44654023075958,,,,27.182100087069127,28.283887321796964,35.13942599870066,35.387282233357226,26.76708546622244
2017-07-10 20:19:14.000,20.788714140632216,27.015026191650907,24.70685122543794,13.582936476516013,11.301540062681411,27.89951120144342,25.6089491442281,12.286436745109834,19.91458453195899,12.65921567602476,15.172727435834467,11.580638989916991,27.24791674919853,18.471859495474604,32.20352503106483,21.530650328991847,22.64948469661156,39.43972072486479,,,,,,,31.93145901964209,14.025709741830264,20.273683087738075,27.982566141844607,17.803956798815683,22.191845025750567,20.751424029073927,20.918952523357827,23.466141932267337,25.902397133886947,23.744167789625337,22.26419981842199,34.19067005297545,14.407588236021336,167.72518210834204,182.0335737603978,168.0277247575438,162.14414212526154,159.31247043853958,167.2701657714686,174.09608010147943,153.687164588993,163.24478772758073,29.017536592446056,28.606541912103857,19.20169364180444,27.14319673589399,27.65910483109549,10.333442642333086,8.572022330825606,2.3040218057604016,2.7144662573779983,3.2009506852190044,8.560777303441155,8.814489143703618,5.832660050123836,6.131181225170645,26.50451336946487,18.75745993967696,19.88617240111218,26.91342713673312,27.53311735038349,24.93654595347974,39.136758459291016,30.15218010780424,,38.906174264437176,45.04726270152969,47.770180257953015,58.90603443708597,,,,,46.17139419382573,40.970124182904826,49.07738047196038,46.10326553961233,27.01714630110901,32.292814505286614,34.2170402324082,35.837802859847784,32.51160410506551
2017-07-13 20:17:46.000,10.392444210290751,11.044358146170676,13.04063244967418,26.577596426447705,11.822703527674992,24.207190993142262,24.41106600128093,20.0387175510556,20.077004695434823,11.396692493514667,12.896103698401223,14.327399098157256,24.632664244206328,19.11420906045289,26.75780472822378,23.46739402564022,28.06037273314492,,36.661077339724535,31.38931057807331,13.548788831872104,12.447885042986012,21.11451571495368,29.69467577283961,36.34646843393296,16.727199677674307,20.139046742502405,24.347355028115533,18.603515918488565,20.88466258791112,24.394510591797463,21.0102624076239,22.760057063796555,27.47639672560848,20.980552965158328,24.40225340017104,31.96451109052129,13.083241622866256,166.4723095076365,176.96864617398245,167.21149505238694,161.6922826147083,160.9244934463343,152.946117076754,158.46130627860092,156.8172592243363,160.48635947778828,24.40464406381039,27.148332058184405,19.953476203909027,21.928204681904504,26.944797788485147,12.106235197928374,10.162261301952064,4.488153113738921,4.071694458593754,0.7963300033477756,8.571289896206206,10.032073076375053,7.01118608633769,9.163194914950784,26.874407598278744,13.5505756456024,22.27725122445555,28.055437690968667,24.8870718902196,24.395992993239528,38.75372378400615,25.77759333758905,27.143238357135065,37.06516093531634,42.76565104578631,52.91788888908639,55.33136976289076,55.5709319651932,51.26886633708639,43.22503412600221,40.91076859346331,50.26549528040988,46.42898778413733,40.56121080343016,26.702780320509987,26.104809157765484,23.41041447532492,33.73258830674658,33.3072053771141,19.314789862819826
2017-07-13 20:18:58.000,19.04150793966348,13.779909238283029,20.48974993413664,15.230890320268037,18.0638020897256,28.92896466790681,28.32611072400734,22.58597758225968,19.948923080831666,14.124115806522743,17.76617734393376,21.058297009374105,25.55774242325902,20.505901270032016,34.78017949199687,26.56183395964065,34.371401068495935,,40.07567262893821,32.92456809417292,15.58369764092532,18.83436522397076,25.095344602542017,29.57186219597164,29.59755900444848,18.137396504422785,23.10159092809359,23.104251399896423,19.806256531548417,21.28887786308137,22.627598291159384,19.707037756948697,23.931087522213662,26.03314029997154,22.01002127439009,26.153712231141583,30.58487452348429,12.121194162435623,172.11661875531817,169.40447118767585,176.3572283749205,169.31054845583725,166.38421879584325,156.6536550964562,157.9786261641171,160.12662751443972,163.23592555347255,23.288999407210948,27.24553949036928,24.89024439698562,26.64593377098875,27.49774877023664,20.57835577709859,32.85989306277808,9.506329976690552,6.100060036434194,6.4338503178304345,10.087047537890047,9.360297852400391,6.860081434659787,11.432889598121376,28.376131313864448,19.222405529623284,22.9880482227852,28.756073817363426,25.87639276775853,23.616715962336126,34.91120692902142,24.207442780926105,25.55402652709749,37.98491895088156,44.56815660087623,49.6752742103504,56.43099530074034,57.228754142290704,55.62251038167989,50.31333491526639,43.19573114148261,47.54511201109234,47.96461645358084,40.87567895957274,29.84934491674871,23.76018578479353,20.576649419085825,29.489205194999496,29.79520305228948,18.49993295461015
2017-07-17 17:21:15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.915669596298155,22.291667414082283,2.975571594304493,157.08090995814158,156.83196214392015,155.8113805496776,148.66239962010735,143.75800194991373,146.26182073398724,146.7108117136578,150.95795565703338,152.6875105756159,-2.5877047557395096,7.8814347937146705,12.610069961056276,13.872077736792257,17.152275896373276,7.415829992453722,2.3739564551714234,-3.232802813039126,0.3262703981148531,0.2149992872610537,3.7113860534450094,3.9614768430745846,3.0665337289261485,3.64623813701301,4.627798883573511,3.3264355936860275,16.830982455593265,24.97489691179505,24.108851225297137,34.07350166962378,48.093050939152526,39.23189358030006,36.80440910058939,36.78440627067467,38.749916670984895,40.69948151715338,48.691049870975824,50.98129697021526,46.51933305240612,41.769137195510986,36.679879714271166,42.39747940564789,43.151546978026,37.97082014578327,32.19177692865188,31.562817569134765,25.133606964002503,25.433456123505483,29.574215644168767,18.546021658657857
