dates,oahuoahu0041_0001,oahuoahu0041_0002,oahuoahu0041_0003,oahuoahu0041_0004,oahuoahu0041_0005,oahuoahu0041_0006,oahuoahu0041_0007,oahuoahu0041_0008
2017-01-05 20:19:28.000,177.9242949630368,175.9566683912135,178.83119347224414,178.61357599065454,177.36021150770247,173.29696556403744,176.24768501728528,180.2338387545681
2017-02-18 19:26:46.000,177.9389297111058,175.56399017652944,175.20289734814497,172.55709549343734,172.66370378917338,170.12743628766344,171.84431603071698,174.359798871048
2017-02-20 18:08:44.100,,,172.77850119877124,169.3644608474235,167.9396410808787,160.89026259383886,,
2017-06-21 17:04:43.100,186.0007212528676,183.78498624669265,180.200739100553,180.5260696663516,179.49456239032713,174.8349221758949,177.9291817116455,179.45815158938026
2017-06-24 20:19:24.000,197.52563377033715,,200.6151107125673,,,,,198.8332921124505
2017-07-10 19:09:48.000,188.35491450338904,194.38743850309504,190.89786454484863,187.8471309123375,189.79035711921088,194.3296329056485,194.0489705743522,186.946760197613
2017-07-21 20:20:48.000,188.0569031143266,191.896124483292,189.31906379278425,188.3726312655622,188.3842593951949,184.91169477811687,185.7994059097292,186.4093013628249
2017-07-27 03:14:03.000,175.11914413789196,176.0407012305376,178.8210140860529,178.874391284978,178.66242579727577,177.45337349811794,179.7614924573401,183.6963871570416
2017-08-08 20:19:03.000,187.08019701313708,189.89562439082843,187.97371725793263,183.72861716414693,184.91859368669603,181.7866394937654,184.5119227263766,184.14234393483443
2017-08-08 20:20:37.000,186.55936404278705,190.7600487234293,188.5970338414343,186.36636280849973,185.57225537753465,183.8879195517229,186.1125846088808,187.4201795821852
2017-08-08 20:24:52.000,189.72294198416807,193.33113856937945,189.12953713838417,186.43842204729071,185.33051193596583,182.99227112864097,185.96887205403013,185.94335126779345
2017-08-26 20:23:15.000,183.59966229438027,182.53493697575567,182.32978967440928,181.40303458143327,180.9910472881721,177.50982076537736,181.14280073755603,184.06521510161667
2017-09-03 20:23:06.000,185.5385217773164,190.5562703988282,,,,,,
2017-09-03 21:38:22.000,182.07171541051704,178.59430779083144,180.5763741241064,180.40316634503264,179.4384306707612,176.61263474613736,179.0007513383938,182.3128153120191
2017-09-06 20:23:03.000,172.0737343523905,169.20999794193776,175.7012450753381,181.80115534268424,,,,
2017-09-19 21:37:23.000,184.8483438469985,182.22749872883412,185.38284971710064,183.1125267422376,179.71245251945203,176.87408302728662,180.4815530885004,185.0692179277386
2017-09-23 20:23:45.000,186.0886515238745,191.0573481768444,192.3885547487395,191.2494571922731,198.6161754009827,,187.88717968543656,194.7092400334396
2017-09-24 21:37:31.000,193.5819758558043,196.8533123043608,201.37759023475687,197.02165420222204,196.8608483386756,189.2041036209542,196.44151711539425,199.3719225125853
2017-09-27 01:35:05.000,,,,,,164.2453419919046,,
