dates,oahuoahu0094_0001,oahuoahu0094_0002,oahuoahu0094_0003
2017-01-01 00:17:45.100,,,
2017-01-29 20:21:32.000,,,
2017-02-22 20:22:38.000,,,
2017-03-07 20:22:42.000,12.925366275205324,11.24936198547942,6.700463403331563
2017-04-19 19:30:07.000,2.390558896818688,2.4985788799869653,
2017-04-22 17:42:08.100,3.3035179998493254,3.134564998185269,
2017-04-23 17:50:32.000,4.659395701667124,8.278267474356614,7.364884552618987
2017-04-27 01:38:27.000,14.4626514026535,13.376193728498984,11.044001711197955
2017-05-02 00:12:33.000,,,
2017-05-02 00:12:33.100,,,14.080503177360988
2017-05-07 20:17:19.000,,,
2017-05-18 17:24:54.000,0.8983900403501816,5.94345136310837,4.838351703185582
2017-05-25 20:18:56.000,,,
2017-06-01 01:33:18.000,17.711149993237868,18.79701023038513,12.70693613785746
2017-06-04 01:18:15.000,15.550570537894435,16.0794420170696,12.049086578183983
2017-06-19 20:20:13.000,12.904827834296924,14.338019269414096,10.334978036521932
2017-06-24 17:03:21.000,,3.036901473084882,-0.0275355758626001
2017-06-27 00:39:39.000,18.10880864752903,20.10928714274694,13.7221925657423
2017-07-14 20:25:52.000,,,
2017-07-16 20:21:20.000,,,
2017-07-17 17:17:05.000,1.719407175634182,6.74878495562361,2.216782524147121
2017-07-23 20:21:49.000,,,
2017-08-11 20:27:01.000,,,
2017-08-12 21:44:26.000,,,
2017-08-13 20:44:34.000,12.336692740026558,13.6779407026299,9.749555263929276
2017-08-15 21:44:11.000,13.420797600936956,13.824021572271391,7.711716508163196
2017-08-23 20:23:23.000,,,
2017-08-23 20:23:24.000,,,
2017-08-24 20:24:16.000,,,
2017-08-24 20:24:17.000,,,
2017-08-28 20:23:46.000,11.757465329280544,12.885210715131764,6.0018090402891575
2017-08-28 20:28:31.000,10.76007284131711,11.484670061603738,6.118870169015871
2017-08-30 20:24:04.000,8.404111591928094,10.598822774078169,3.486571238171132
2017-09-02 20:22:17.000,13.050508093382929,13.693178251064278,10.450366282886156
2017-09-03 20:23:29.000,,6.649787008774096,
2017-09-03 21:41:36.000,,,
2017-09-03 21:41:45.000,13.760237734514437,14.572144295072126,10.115186650921558
2017-09-03 21:41:46.000,15.27957576661017,16.57661850963499,10.733101680537104
2017-09-05 20:23:35.000,,,
2017-09-07 20:22:44.000,,,
2017-09-07 21:40:38.000,,,
2017-09-10 20:22:32.000,9.04271658496076,9.445702976122798,
2017-09-11 20:25:30.000,12.7241402566608,12.908796095834573,9.271740384967158
2017-09-12 20:24:59.000,10.191514407323307,9.328970684519362,6.704749590928905
2017-09-13 20:23:32.000,10.591586615835528,12.391198037143608,6.856729705908016
2017-09-14 20:22:31.000,,,6.900023612006171
2017-09-14 20:22:32.000,10.74288763670214,11.57046036043388,6.374733340030108
2017-09-14 20:25:24.000,10.753761739765478,12.691287056065532,7.110709997265008
2017-09-16 21:40:14.000,,26.85502591834026,16.75678362846878
2017-09-18 21:39:40.000,17.50492163933466,19.953793871075124,13.707980224837154
2017-09-21 20:24:06.000,,,
2017-09-22 20:25:25.000,16.811074401284195,18.40911684115001,11.358656627516746
2017-09-22 21:39:07.000,,,
2017-09-23 20:26:29.000,15.720680887097508,15.313916812408662,10.561884556057526
2017-09-25 02:24:30.000,15.395724958379637,18.0161283339744,12.21488868511985
2017-09-28 20:25:33.000,13.155043419522878,13.701323975461692,6.755874257132786
2017-09-30 20:24:41.000,,,
2017-09-30 20:29:34.000,15.387539334061458,16.978812713092772,10.781209173132764
2017-10-02 20:24:39.000,,,
2017-10-02 21:38:22.000,17.03973133282301,18.501559141475063,14.219503396354968
2017-10-05 20:26:52.000,,,
2017-10-08 20:24:44.000,,,
2017-10-09 20:24:30.000,,,
2017-10-11 19:38:44.000,9.74104450196616,10.922999318624775,4.2023072708376885
2017-10-14 20:26:23.000,8.630913065680572,13.859363494733778,10.0154901448732
2017-10-15 20:25:47.000,15.952579622927969,16.953067761695163,11.89613788672522
2017-10-17 20:26:05.000,,,
2017-10-22 20:26:36.000,16.790986680296392,18.55695693960942,12.893925169766735
2017-10-24 20:26:40.000,12.500195041400268,12.903419012734703,9.10114254798502
2017-10-26 20:26:20.000,3.8445062239879286,4.247017454691267,
2017-10-30 20:25:42.000,13.37360186020613,11.01532986447868,8.957788943434252
2017-11-02 20:26:27.000,14.839285461694493,12.994869904638362,10.661679936777048
2017-11-06 20:25:43.000,12.450662368051615,12.455339323617691,8.77071973844651
2017-11-08 20:24:50.000,9.7901247733353,10.267218713364556,6.548347337880617
2017-11-09 20:27:44.000,10.198668563378448,10.601654954540486,6.588770811307919
2017-11-13 20:26:27.000,16.4125852548471,14.147524369627126,11.915426961027457
2017-11-14 20:26:35.000,13.015598809711946,13.463793241638744,7.135081970077869
2017-11-14 20:28:13.000,,,
2017-11-14 21:32:04.000,13.17847949501039,16.41945558293737,12.52164263225638
2017-11-15 20:26:35.000,15.835114206987855,16.195525812270667,12.127176431171636
2017-11-16 20:26:33.000,17.651149433488023,18.61286880646831,14.524853948351778
2017-11-18 20:26:35.000,17.22631288407617,19.28837739960343,14.106455895588182
2017-11-23 20:26:30.000,12.822505389032994,13.014503078494752,8.702980269015313
2017-11-23 21:30:33.000,13.678208901773596,17.624907602067857,11.684170085373196
2017-11-24 20:27:19.000,14.444153969223562,11.232364554909566,8.24258447542813
2017-11-29 20:26:18.000,13.11000857722054,11.51273508194098,7.945572912945736
2017-12-06 20:27:04.000,11.64388207325057,9.563800096518325,8.548592940375562
2017-12-07 20:27:39.000,9.470760177225593,9.264313528704015,5.767021176005719
2017-12-08 20:27:14.000,6.770101164522992,7.114582881584838,5.990994781701467
2017-12-10 20:27:57.000,11.19392218293596,10.617765098237092,8.565659261503722
2017-12-13 20:27:39.000,9.696498100991628,8.504532144752307,3.0555434329305946
2017-12-15 20:28:14.000,12.384993898096576,14.11082966179964,11.786219929983623
2017-12-16 20:27:51.000,14.118172286235945,12.988512489544933,11.345366975661465
2017-12-16 20:27:52.000,12.166856937630769,12.603790264315563,13.392389408736978
2017-12-17 20:28:48.000,,,
2017-12-18 20:28:47.000,,,13.457041699863764
2017-12-18 20:28:48.000,14.344487624590345,12.467361992066438,12.385644198048965
2017-12-18 21:26:38.100,13.327520477114897,17.582582115183516,14.685011590672351
2017-12-18 21:26:39.000,14.226398182534036,15.971085893694356,14.556991261423304
2017-12-21 20:28:01.000,12.10050328611658,12.503727257451017,11.383405936652112
2017-12-21 20:28:02.000,12.100439856919298,12.503663828253732,11.36490123956694
2017-12-28 20:28:47.000,13.039271099029031,13.271406454951691,8.245209297747678
2017-12-28 20:28:48.000,12.744473168951403,13.271372567204224,9.12958873026345
2017-12-30 20:28:19.000,15.619687532770447,16.023149084391182,13.984756007977234
2017-12-31 20:27:23.000,,,
2018-01-04 20:28:44.000,11.984972086839814,12.28594344052886,9.665524417714227
2018-01-04 21:23:11.000,3.775959975536113,3.161680626240066,
2018-01-09 20:30:17.000,6.672883433012895,8.104248048297372,6.024881710658068
2018-01-10 20:29:26.000,9.444002852600812,9.846989243762849,6.7648300807329695
2018-01-11 20:29:16.000,9.366397451292084,9.76938384245412,4.923632044621337
2018-01-12 20:29:39.000,9.292603059572397,9.684391162195098,5.429462205368019
2018-01-13 20:29:43.000,9.187900825110615,9.590887216272654,4.810827843358934
2018-01-13 21:21:32.000,11.223514675589344,12.746907389845417,9.897312157952705
2018-01-14 20:29:28.000,9.07782091128468,7.153745662966177,4.68024164038787
2018-01-15 20:29:11.000,8.95810026548002,9.361086656642057,4.85238548801795
2018-01-15 21:21:15.000,14.462035847666826,15.757912444663454,12.787251000305757
2018-01-15 21:21:16.000,15.26608765843642,15.713244060694278,13.4397362090326
2018-01-16 20:29:15.000,11.529426489653163,12.344438064715426,10.939350198121709
2018-01-18 20:30:09.000,,,
