dates,oahuoahu0073_0001,oahuoahu0073_0002,oahuoahu0073_0003,oahuoahu0073_0004,oahuoahu0073_0005,oahuoahu0073_0006,oahuoahu0073_0007,oahuoahu0073_0008,oahuoahu0073_0009,oahuoahu0073_0010
2017-01-01 00:13:55.000,27.73845235322413,32.92602128621929,44.78162696307558,45.02667167457321,49.32523837602875,46.728306327506886,41.28499869248664,37.64498991136168,29.670094438339007,19.26011017051711
2017-01-01 20:19:50.000,20.6303056347754,26.404821894884808,38.6516954809047,40.055342373745134,42.7223039261727,42.22778328341681,36.92531245408549,33.63355709423949,27.22035693477264,12.689366504215304
2017-01-05 20:19:30.000,19.12160061150304,26.94174419394347,36.71731648991822,38.045301379734255,41.2316449790206,40.75523813758268,35.40686076097502,30.28836640549753,23.665293991497485,10.614187179793271
2017-01-30 02:52:03.100,21.817152472449063,29.63971404428676,40.48623112678473,41.24816624300136,45.17867254132147,44.66603809725732,39.20493626008818,33.906359435635466,24.36901612738408,13.246793965380771
2017-02-16 20:21:21.000,21.13100706539772,26.845695684026367,39.63575172543393,40.09428702389836,44.49252713427013,41.85855894977552,36.37966290967785,32.10497673684271,24.80598049814557,14.488814798152776
2017-02-18 19:26:43.200,18.55279501906467,26.819961375304032,38.04629228470088,40.443752315889085,43.52503593632864,42.30776628565739,36.09628237678452,32.3301270061539,25.28900858271477,12.678591557283076
2017-03-13 19:16:23.000,20.61086792174949,28.43342949358719,40.22471613077379,40.4410980409401,41.83294044888319,41.3384198061273,35.88295318486485,31.818955091953413,23.07170632011921,12.596575125928403
2017-03-14 20:21:08.000,23.92340605257408,31.47996688092624,41.85051161230498,43.86948634793068,46.12853554773859,45.597787303060606,40.15447966804036,35.791099491422784,28.53510113862454,19.47289369932055
2017-03-20 20:21:10.000,22.282799549899472,29.388845547248,40.124203633032685,41.07625653076125,44.50427345211244,43.991639008048296,38.53053717087916,32.95553322154412,25.130708538297647,15.843010939889018
2017-04-26 02:33:10.000,,,,,,,,,,
2017-05-13 20:17:12.000,23.349048545009094,33.932042292360386,43.93279237280149,44.3277963970664,47.801223142127135,45.86860269578131,39.68771972069018,35.80783228760366,28.54472407738597,17.861784206699095
2017-05-19 17:04:29.100,16.417647859534654,25.112014906096107,35.647629449323865,37.73821707386732,40.21021583420168,39.449843546540535,32.097990806830104,27.862386884221944,20.50720798665777,3.0734636871417185
2017-06-04 20:24:32.000,22.229080367277305,30.051641939115,43.053498716233264,42.39937108917515,45.332512951923775,44.23850918745162,39.61686415491643,35.022990389870884,26.531834547739667,15.574820043853707
