dates,oahuoahu0102_0001,oahuoahu0102_0002,oahuoahu0102_0003,oahuoahu0102_0004,oahuoahu0102_0005,oahuoahu0102_0006,oahuoahu0102_0007,oahuoahu0102_0008,oahuoahu0102_0009,oahuoahu0102_0010,oahuoahu0102_0011,oahuoahu0102_0012,oahuoahu0102_0013,oahuoahu0102_0014,oahuoahu0102_0015,oahuoahu0102_0016,oahuoahu0102_0017,oahuoahu0102_0018,oahuoahu0102_0019,oahuoahu0102_0020,oahuoahu0102_0021,oahuoahu0102_0022,oahuoahu0102_0023,oahuoahu0102_0024,oahuoahu0102_0025,oahuoahu0102_0026,oahuoahu0102_0027,oahuoahu0102_0028,oahuoahu0102_0029,oahuoahu0102_0030,oahuoahu0102_0031,oahuoahu0102_0032,oahuoahu0102_0033,oahuoahu0102_0034,oahuoahu0102_0035
2017-01-01 00:17:43.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-02 20:21:47.000,26.702242896863595,36.49815400127448,32.53707701198371,26.820569178071786,25.758738088679056,26.82290113749708,24.36693817681672,41.43455502801636,41.51777954290167,39.276603323753385,35.88128732428628,31.639435401885745,24.91243557074313,32.6871019558942,31.13393080830136,25.313815380732464,20.498167910729187,16.188103490314333,14.705392357044104,11.276118848320836,8.53316326925942,7.815637676538341,11.558958274891308,15.390802110376717,21.17576926281497,13.88378268066351,15.042537710898868,18.26086771376333,17.556235301950014,18.3374016939032,12.145102144621204,24.391008584222497,19.538636491150832,11.948595546672992,13.093739694761863
2017-01-29 20:21:31.000,37.45502332427666,39.08804497598366,36.93210529597644,32.81736345243295,29.656727518235087,30.921316001477766,30.06790651217363,46.30052768274905,47.6994632631024,45.41063509883874,40.81464045824493,35.904208883006525,28.361884759694306,41.21206228390854,36.17608190520799,30.608444765768738,28.318207933073417,25.74625083536383,21.42283569107403,15.781190009071445,11.498781351147594,9.639976549133468,11.268515470250318,13.14110540750058,23.4739207679092,21.485394544067525,24.64199289212786,23.548217810748653,20.508584302916884,21.334228749524087,12.203038259944124,25.907235782047007,21.6236922110173,11.93051454491628,11.796453637372862
2017-02-20 20:21:56.000,38.539216200220565,41.386696103377865,37.42485828103224,33.336206356298725,31.699789732457745,31.142741984048165,29.855628091062982,47.75512314626182,47.8921339172637,45.90439856813085,42.68805839847487,36.17357379641831,29.1021238326428,41.04093824943969,37.16603725698599,31.8307630315626,28.667599781013188,26.61175972459685,22.833870822155884,15.546069912665818,10.036561618830545,8.12220211232335,8.301379734846781,10.6913934447351,26.30539585704096,25.85742500218611,25.522010465184337,21.84332335236351,23.747125205541884,19.64334752132489,22.22946849604119,20.98826891160186,20.237585621517745,8.64096443782177,15.2000855842114
2017-02-22 20:22:37.000,36.42110657939189,41.07845883395995,35.7235913676866,31.06227691436729,29.08466184486872,30.097619632892563,28.509193501228577,45.38151379021219,45.56057211238937,42.87792873795805,41.40563149069604,33.26993863289168,26.35498207001662,38.86928688543723,34.039876524850406,28.42226296019873,24.043512433709505,21.43594747204048,18.53957209654296,12.6079748236021,10.06432382267172,8.47237335811727,9.47936710434906,9.306565564914694,27.307119865578777,22.431602021492168,21.1865110416781,22.348764856831583,19.08171135239619,17.055793576633693,12.818779238493262,18.64005438239705,17.737814548934786,8.167076173272987,10.367638331131625
2017-04-15 20:24:36.000,35.8834231657212,40.01782133808561,36.01194015364517,29.95095331242188,26.186714597653825,23.08431506198343,1.4443574333777351,,,,,,,,,,,,,,,,,18.88511726465831,13.603679609585148,12.227412369133097,17.815135579497554,20.39447512265264,18.692140301048468,19.84797965322719,18.48193683085527,14.549752608796302,10.675072410515336,,
2017-04-19 19:30:07.000,31.486048591639832,36.29039074038418,34.36086542413055,27.54021445096033,24.95482581928476,25.76255333496044,25.014623328010643,,,37.54487990302184,34.9180816363793,29.832852017420105,20.95743666750336,17.664808044160985,16.713586127320823,9.205672627260402,4.684105795194508,7.776974724828926,8.080238153360991,3.786839502679357,4.494466513800141,5.146803998631135,9.000830759666588,13.018425745499702,14.123773777186658,9.215142182266018,12.607746063950088,14.569801485122037,15.959860492505124,15.425481670462933,17.739475055820616,18.175049869962766,18.91499863298745,9.668105212783882,8.511464675276718
2017-04-27 01:38:26.100,27.59180898527576,32.492928905052146,31.21240430440497,25.14221195990318,25.61984242089686,25.611510070312832,24.32938456509215,40.50448111339953,40.9821034299145,39.58214262291318,37.70862449443908,32.56815878180252,25.717787043033127,32.31056344104729,31.61677569740768,23.35377669892573,18.846802110998787,15.175678043444858,12.686408016252958,11.02651684063846,9.363481555980531,10.143018837657582,13.926835132594467,19.70277927061004,18.68600198306794,15.946984010277864,19.810114067407888,21.89960260437216,22.48881037174985,19.86683330207797,22.132056302082862,25.69754232027821,21.01404059320354,15.673569991019278,19.55831602901064
2017-05-02 00:12:31.000,34.58088503383763,39.68454523947888,35.940589680656785,28.75413593525118,28.82823127749581,30.439227534494183,30.68520988273634,46.591475997103146,44.94094443915323,41.85388087860239,38.21534822074578,34.225232355421575,28.23519271885856,38.37384178821939,36.11621414618476,29.04853312878271,23.29084617096948,21.476438347800592,19.442998464527,15.304539139922458,12.040713885218606,11.204489595687786,13.224144126623372,17.41904828503199,22.23254339791896,17.889441518610862,17.96574282675425,20.01537032197166,20.89634109297491,21.729028161182185,14.456545869795876,27.60440102527041,26.435663908437043,19.610720148304583,18.66126400167181
2017-05-18 17:24:52.000,18.12692310938632,36.29638136531145,34.9570597274254,26.854332008769266,25.11804202941568,26.37661410651775,26.19134776478745,41.03631334652532,41.06032255188174,35.95141849452673,31.919565506476687,29.50148911268113,17.91335251486195,28.574456038961635,24.06696175461357,17.713312051348314,5.969181444817467,11.927186707171904,4.0563125915585125,,,,,13.288328599738737,4.760761255817972,4.28520762201099,0.6905741850214071,3.631393811718247,,32.285437373195066,11.802393535483144,18.05976463868829,17.956244440411847,15.17344748850113,1.6613765305827242
