dates,oahuoahu0062_0001,oahuoahu0062_0002,oahuoahu0062_0003,oahuoahu0062_0004,oahuoahu0062_0005,oahuoahu0062_0006,oahuoahu0062_0007,oahuoahu0062_0008,oahuoahu0062_0009,oahuoahu0062_0010,oahuoahu0062_0011,oahuoahu0062_0012,oahuoahu0062_0013,oahuoahu0062_0014,oahuoahu0062_0015,oahuoahu0062_0016,oahuoahu0062_0017,oahuoahu0062_0018,oahuoahu0062_0019,oahuoahu0062_0020,oahuoahu0062_0021,oahuoahu0062_0022,oahuoahu0062_0023,oahuoahu0062_0024,oahuoahu0062_0025,oahuoahu0062_0026,oahuoahu0062_0027,oahuoahu0062_0028,oahuoahu0062_0029,oahuoahu0062_0030,oahuoahu0062_0031,oahuoahu0062_0032,oahuoahu0062_0033,oahuoahu0062_0034,oahuoahu0062_0035,oahuoahu0062_0036,oahuoahu0062_0037,oahuoahu0062_0038,oahuoahu0062_0039,oahuoahu0062_0040
2017-01-01 00:13:17.100,,,5.16824502065526,9.33166970100638,10.663058696852728,9.739905777941972,10.765875300546412,11.88143486469503,10.543921107235809,10.524646459900149,8.927286518478267,9.5805244867375,11.264303401162332,13.322142807560162,11.853762941443298,10.23954149036526,7.298470780736603,7.535786633261103,8.962040500655846,10.876078104770244,9.838580813019988,10.257948088934588,11.155409961435664,10.03022158609748,14.825784772609955,13.999389706767497,14.534348812378498,14.18470980112284,13.587767581989072,11.099071475275109,13.410511404728933,14.184562565555428,14.415593554196104,15.33937453770324,11.92689582854835,12.413470182381586,14.157291688797528,18.11823768547922,16.088182585996304,8.10696669488361
2017-01-01 20:19:50.000,,,4.926970156072107,9.072965326398338,9.057050207608407,8.754022269872964,8.821838797468718,7.908590775669676,4.782784672712068,4.88108008206403,8.40588633437582,9.323955958830144,11.007734873254975,10.534698044798333,11.090353426469187,9.345487989410286,9.000301652422383,7.771531614896389,11.02723887362434,10.693085051533387,10.55752516001862,11.246659557948933,11.290639726598192,10.945395843074111,14.8213331368909,11.936230565392588,12.285752359616648,13.970547537434976,12.441832839865771,11.126437282119944,11.454463536463882,14.4980097377864,11.97160814413145,14.017543262678734,12.85960318409416,10.05043588260468,13.33531782261751,18.2506353543804,14.852138700892144,7.061325473132724
2017-01-03 20:19:09.000,,,1.8258359652044287,7.7087871198428894,9.02577887409864,8.979988395387938,10.565742089944829,11.239442315781265,10.504641765738148,11.915742998022957,8.998391254241751,9.651629222500985,11.335408136925816,11.932765928148898,9.220786373729975,8.85946185679625,7.3695755165000865,6.710069773027064,8.354313790672979,10.0203292895686,9.909685548783472,12.351759960730972,11.50827745295585,9.564479231603643,14.563251849815112,12.386947782587855,13.685008243087731,14.27937280460544,10.394702084073678,11.004207433519875,11.391724636742577,12.842111680961033,12.232803668442328,9.241523819054269,3.1063237244885684,4.280863492914931,11.545124047637392,13.727339414927068,8.46377580590359,0.7479642221533217
2017-01-30 02:52:05.000,,,3.046867536264912,10.15293011222375,9.63626509068741,13.709949827556247,12.709949161217498,11.941559747903224,10.095046867962411,10.036290324352873,11.906897452978612,12.7235473751175,15.959846057192811,15.426447146263426,12.209828788758294,10.1094711273799,10.358635055138455,7.879873621503998,9.490469878723472,12.430999474889528,12.26390036164471,13.32868102629094,15.431729995184163,14.13333911604151,18.30501103038103,17.199454476092967,17.50403377553936,16.414335432338103,14.921801937820378,13.24105464396544,14.608995471021858,16.20371522929603,13.400181250192912,15.988463940574569,12.90615951862125,14.557691991483868,17.225275056318903,16.45608852572491,11.383977086934026,4.108749888337102
2017-02-17 19:21:43.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5975736447321465
2017-03-14 20:21:08.000,8.844694304938331,20.51102654550784,19.881148461177244,12.573984486926664,12.953930120592863,9.555519734493858,12.30260358339371,12.930967444313827,10.686182204313669,12.274573382355204,10.808924199467114,14.217591068653928,14.671164686639347,18.19409051311692,16.72329113909487,11.822013590152812,12.169317671464064,12.899013808466837,16.155772203116836,16.60093768394058,18.770744573242265,31.15182098146625,17.47909122441019,23.472671856472463,21.90388051274721,21.66988752910363,18.78174890293061,35.19327192856557,37.59848273101403,33.028008898638,40.87086784485653,45.00452521823141,32.24143017164492,37.55017080443409,,,,42.49394602178534,,
2017-03-20 20:21:10.000,3.963964380506338,2.0786694587980312,5.522522460725328,8.917750586807593,10.00745659514554,8.996340852539687,10.142892373545324,10.579126749637563,10.421984654900696,9.910600014069743,9.014112158480916,11.971726922045663,13.652446746307993,12.708096361729758,11.535657459719696,9.820097141024648,6.957752582396218,7.407114405248105,8.962236796574203,11.526457566902932,12.229512522064455,10.643401339860976,12.559941108632204,12.91504967006714,17.301242040260885,14.286955346536429,14.200056273674114,18.91430689411872,13.817130871338724,11.795279372380392,14.75231101256296,20.09810417707267,15.037710469089756,17.56694112091196,17.331586536300218,11.981191622165476,17.199044620700487,19.55449784557265,5.5406438029769065,8.04943668826989
2017-04-18 19:19:10.000,2.2267788864073417,0.7367374348572719,24.452749707093403,29.967087602114816,11.630182315177656,12.342106879201111,10.5978158574037,11.1240976035774,10.033038068629123,6.7456807028530985,8.169949257360635,11.828436106758437,13.509155931020764,12.56480554644253,11.39236664443247,11.844873311709533,9.541172910812632,8.331376763694472,10.526470140414064,11.662330393809736,9.081243551902356,12.511218881965116,14.462356708639602,12.608005561126328,18.80027074630251,18.48070195196544,18.71874690967577,18.852755654808483,16.551686438748504,16.72330321106179,17.670157302896627,26.881804229225,18.272715233410093,14.25137768525328,11.09124752649352,8.646832714969808,7.384237459053537,11.988149542418888,17.105645490389133,26.000086471522124
2017-04-26 02:33:11.000,,,,1.80054027927326,5.622337921422626,5.785666770876417,7.028302615119252,4.195324344215658,3.08470744607368,,4.195695762122257,4.8601751133838205,9.030883080871662,8.61111159927678,7.198967899422881,5.998849433314714,4.158637336831121,3.3181029744117234,,4.467388887864578,5.118772892193886,6.030439117798699,7.663639723131518,4.827640998762385,9.585484745465594,7.439047257834688,8.230432936726602,9.616590778012473,7.911377837510495,6.08685644370952,7.7773131665500195,9.435942249576504,8.546445662888837,9.241474170406512,7.179923608371674,6.4951976670432,7.3883946678871695,12.141292185715033,8.819844318632814,1.7000255681525618
2017-05-13 20:17:12.000,,,,,22.51258456265121,24.7564318158367,,,,17.993540108637244,16.36390339740328,18.37873367529985,21.677070726057146,,26.465422581190367,36.70120732804748,39.248180813488496,,,,,,,,,,,,,,,,,,3.234097342790148,12.093328852481063,22.103631397578106,31.962357740309635,,
2017-05-14 18:10:45.000,1.0902547445750284,1.7534484134882382,6.114007711255554,8.761152913341942,8.704258265936705,8.150668570979096,9.85639722122264,11.137752904066833,9.898217084747431,8.809349319328874,7.460602581748564,10.22579822370084,11.144733190470149,10.047348733023233,10.364910019906915,9.63261447120836,7.478346163438669,6.950074711681356,8.28214141358291,7.057182600709558,7.200091234599224,7.602757757147177,5.481841697903241,2.882641198693368,2.4742438141688607,2.841401207793802,0.3161987767867165,3.492698275189301,4.536000959832403,1.9854139097876704,-0.1094549707303222,2.510108802349289,-1.3132762629960957,-0.901287795929144,,,,,,
2017-05-16 17:28:41.100,2.686617474123152,0.3618370342623822,2.246446127067941,6.716900792589295,7.582007653786816,6.545430098779555,8.13758147918546,7.864769614148345,7.274249033133328,3.039481295818116,,2.693437001419844,5.180483139164638,6.423677005845736,8.34364264117368,6.326878731625987,3.558633076313425,3.992273587626005,4.476571711494481,4.139734351985181,4.200984090582924,6.441301038003376,7.606725310253601,6.986945395706073,8.41569001868503,7.247793660670617,5.322612036446262,6.988004769687855,7.63688315188719,6.518388100023827,5.558130364971456,10.501701004602646,7.77016883065658,8.526568188096496,5.668122526386092,8.55840235088392,10.599699930365835,12.947949412445748,6.903982081027875,
2017-06-12 20:18:07.000,,,,,32.29683902654012,24.67561311081809,,,39.58077549253794,17.912721403618633,15.26018691039303,17.708217059588087,21.63123808633028,31.57538443884527,29.652120157641363,29.36005913626896,29.33825677935844,29.324269394046063,,,,,31.08015806117003,33.379059498340425,41.14849394761697,,,,,,,,,,,,,,,
2017-06-19 20:17:47.000,,,4.432902828178484,10.83907050826642,11.565330791713434,12.828070365623,13.292633909589794,12.80319437395569,11.037592700057758,8.333457157179232,9.59126317178046,10.410963679946002,12.094742594370834,11.151992202162962,9.980120831174997,9.521885364667968,6.638911581928421,5.858466557350666,9.113648248117997,11.288181767930904,10.66902000622849,11.05367444807884,10.764067989390396,11.33217264742949,17.456890727799426,16.64435047830208,15.883283343354536,17.08453491249786,15.171166786112968,14.316846068756936,17.737355303827,18.40173219578056,18.018493075111287,18.47865841390462,15.962849031799992,13.991047871719449,17.796161314581212,1.7333699767931152,9.465216069427402,8.744508664867725
2017-06-25 20:18:41.000,,,,,,,,,24.867809110095976,14.71289566389723,10.08314830329244,10.04876539670173,14.170749324619708,12.874161793465412,10.294696117716164,13.74735684050393,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30 20:24:05.000,2.495292251780031,1.1833772030666123,7.821528438116077,11.15181793941098,10.260343316244,11.238057169088863,12.837574983304052,14.543156871897285,11.125751806872684,10.529175407559013,8.931815466137131,10.879748499110033,14.27102213979726,13.326671755219026,12.154232853208963,12.606739520486029,15.35705482206373,30.079974280569072,,29.27707004945023,33.87056845886043,31.33673341560129,35.618662583486106,,,,,,,,,,,,,,,,,
2017-07-09 20:18:05.000,,,,,,,,,,,,,,,,41.53983446033297,,24.01050880074559,38.58106139353062,,,,,,,,,,,,,,,,19.2478165450454,10.78627979034182,9.89477236938902,12.312180807382257,13.602109100300478,
2017-07-09 20:18:06.000,,,,,,,,,,,,,,,,,,,,,,,,,,,28.34069316918876,,,,,47.08021188236779,21.77316762537048,13.075721536987643,16.691163800851193,11.758747893648026,9.894964023204915,12.023227031070494,16.608513570227334,1.777851981055642
2017-07-13 20:18:58.000,23.79796352604086,25.045091269572648,29.41280388476699,17.794139739225496,14.08963448801627,15.204662489422205,15.550024343689216,15.437638164396912,15.79357533234564,10.655388983705643,10.781241018647448,13.51149870218608,14.690602597308365,15.108007280283058,13.166162341518495,11.531546060676025,11.36492421244829,9.8134475955794,13.069680422268783,14.309310147003035,18.07364126590758,31.417329113168087,29.6358394135106,,30.96806943963795,30.40794011996332,33.58194602519219,44.771682015151946,35.504440763154555,41.870511646767,39.03467413614051,47.43786652528408,39.25938562482595,46.17668398100873,2.729691042481406,11.682989299140084,21.78184023503172,31.726943126643302,41.85463177127768,
2017-07-15 16:55:53.100,,,,,,,1.3026283302155026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-26 20:19:57.000,,,,,39.17743423615297,34.43087015996118,,,,,17.44797333334999,17.207808133425086,21.88372078861797,,30.58808995160556,26.653653359460566,18.41121078940852,23.70235858135762,,,,,,,,,,,,,,,,,2.5954045525098377,,,31.580405707179125,,
