dates,oahuoahu0071_0001,oahuoahu0071_0002,oahuoahu0071_0003,oahuoahu0071_0004,oahuoahu0071_0005,oahuoahu0071_0006,oahuoahu0071_0007,oahuoahu0071_0008,oahuoahu0071_0009,oahuoahu0071_0010,oahuoahu0071_0011,oahuoahu0071_0012,oahuoahu0071_0013,oahuoahu0071_0014,oahuoahu0071_0015,oahuoahu0071_0016,oahuoahu0071_0017,oahuoahu0071_0018
2017-01-01 00:13:56.000,10.591637236447417,7.991784005865512,6.721442317607102,4.741406144467855,3.622528886833927,3.2024570834864114,17.93425186774442,17.52963084620469,16.374866863933022,8.198197920302698,5.662222463292578,4.664902045956088,6.622732447970271,15.324733353391224,20.31745171312262,22.553992070489542,25.36596356374816,45.20124219961732
2017-01-01 20:19:50.000,10.188014706667856,5.126852598202129,4.807877941577002,3.583412449223282,1.4510824086231708,9.279968924182974,17.986290831829717,16.996510285073843,14.378986010119348,6.946093877147006,3.7201478565710606,3.696874164515106,5.891019929935031,15.221341932143744,18.012589671890197,18.827625910120243,23.04937834954039,40.8246701710401
2017-01-05 20:19:30.000,,,,,,,8.825539934320895,8.955097111561843,8.33010667025507,3.0472624984275485,2.8935359360839663,2.9612301097164093,5.745956243343193,15.340813803429125,18.10890863919532,18.491226598670885,20.497472879633445,37.1126384129366
2017-01-15 18:16:33.000,6.476541473470711,4.222191710890659,2.03596521567482,,,,,,,,,,,,,,,
2017-01-30 02:52:03.100,8.945804959015756,7.940898813639378,5.883059456247765,3.953184107903162,2.3936633402089136,5.493915315698512,17.44618829699078,17.077848376552332,12.087522261704624,5.853303267339458,5.573939073307173,6.646359843906119,12.229399812014032,17.55823584872245,20.68763469262711,21.30183597315201,25.078118597483947,43.29441314245659
2017-01-30 02:52:04.000,8.541316662026787,7.8361373305963,5.772428181212836,4.067138670508667,2.6799037890355617,7.036225088255732,18.37206317824132,17.318633950592055,12.474690801981744,5.746172387416303,5.576849661265436,6.202721264093062,,,,,,
2017-02-16 20:21:21.000,6.555584419820857,5.015153986575044,3.376647715432417,2.692410516963354,2.946399614600019,8.188421035261046,15.857448747923115,14.35081425824571,9.056407637287656,2.6734586327167977,2.220149815702932,3.3782947118124262,12.408599901018102,15.825492312590438,17.384670603787374,16.812382030037046,20.34976200526761,39.11110948345147
2017-02-18 19:26:43.200,9.243609613997354,8.2439563769212,3.1663166280135533,0.4756671937492236,1.199406505102539,6.296998434962938,13.581420683597294,12.872855219992251,8.132557075307913,1.5289993108165665,2.172738396640921,2.503547971465804,12.45983134028444,14.26978702032584,16.3694765471187,15.005833679887653,18.027611061306107,35.83935039387694
2017-03-13 19:16:23.000,7.39974511007128,6.101768667026464,2.6304475436267274,-0.3807379809949051,-0.949882937676434,,10.148975571813915,11.706920320487356,6.74604074441116,0.8446522740430149,1.0747501660432226,0.4625119991808581,5.131196791463003,15.1684483703496,17.823412660439637,16.325304438730463,19.801921634153068,36.35088722800101
2017-03-14 20:21:08.000,10.112034294760448,9.463882395058077,3.716002726300249,2.429719955845348,1.327811278257583,10.225194629204683,20.07371320892901,18.005961427639722,12.33339877606268,5.672827405986495,5.069826169884549,5.470522317538359,10.23796292759426,19.32454558941983,22.531839143047893,21.962901054723588,24.33674495106328,43.88528594798429
2017-03-20 20:21:10.000,8.235288772795286,6.896138530135685,2.0835856242078776,2.048677266924951,0.9191967756780705,0.4880949297162542,20.66859647019952,17.816077480115908,12.842974397155036,5.167750623924219,4.505900064149416,4.785334531563899,8.305804620237028,16.572274608818,19.687414027649123,20.21720260290721,23.196925913475507,43.23901840581407
2017-05-13 20:17:12.000,3.5969366568747727,3.1421181364247923,6.971477528716274,5.988310060626534,4.392082682858983,9.877168090819223,16.739108773012923,16.873799792492477,8.872177150112883,2.4539609570227148,2.663418735903285,3.5966703912611973,8.481798000769865,18.124228208302764,21.003239945547264,18.41555731124157,21.45999729568326,40.9673275379646
2017-06-04 20:24:32.000,2.0088023113496103,1.5970509049552863,3.598443896439643,3.316845027734661,0.9925719795711248,11.04715512603536,13.335613867350828,13.485547318268368,10.553729695455395,4.267521715635176,5.161975095674708,5.606114536947551,8.75829383466674,16.308423345380508,19.379884199599857,21.02007148623197,22.38115489610271,43.1870220800085
2017-06-06 20:18:49.000,,,,,,,,,11.89370642227708,6.7168603212586095,6.803077744280331,5.821609795462328,8.692822718439526,17.904813719831548,20.6152735452718,21.10237336066811,25.067435938389306,45.044105058293496
2017-06-12 20:18:07.000,4.200391263626456,0.9345354810707523,4.458964045463713,3.3551794257413494,0.9221680975900544,9.722553064871368,14.179190977705655,13.562948357076458,11.430953085529518,5.438366097768257,5.786722222765964,,,,,,,
2017-06-19 19:00:19.000,,,,,,,,,8.67193945218251,4.071061396390557,4.781316718091044,5.55036680100369,,,,,,
2017-06-21 17:26:45.000,4.624240223180231,-0.1092953266651124,-1.5139769210940168,,,,,,,,,,,,,,,
