dates,oahuoahu0106_0001,oahuoahu0106_0002,oahuoahu0106_0003,oahuoahu0106_0004,oahuoahu0106_0005,oahuoahu0106_0006,oahuoahu0106_0007,oahuoahu0106_0008,oahuoahu0106_0009,oahuoahu0106_0010,oahuoahu0106_0011,oahuoahu0106_0012,oahuoahu0106_0013,oahuoahu0106_0014,oahuoahu0106_0015,oahuoahu0106_0016,oahuoahu0106_0017,oahuoahu0106_0018,oahuoahu0106_0019
2017-01-01 00:17:42.000,,,,,,,,,,,,32.43784038537501,32.84060102249088,32.48862833338368,27.053911567204985,25.77126322521257,22.486962721289565,20.342713727476145,22.756110108077955
2017-01-01 00:17:43.000,33.92561878398559,41.97372548359247,45.14779955933235,49.90878932902738,50.56804803731203,54.92346160876394,57.065201080310295,60.4339118179148,54.04229141501779,42.70242440598594,36.46174626731425,32.961955310206925,32.787222539842375,31.55662482751853,28.091211395569896,26.355005626669826,20.93142557136257,19.87379701248212,24.15320839060188
2017-01-02 20:21:47.000,34.50145389560794,46.670403814356185,51.04518906844449,55.21748399027148,55.04304793079974,57.79956073175556,60.59950136797137,64.29355591519459,57.05642721275785,43.714508423860906,34.77462339707622,31.132647423187187,34.416736244204806,32.39949666567355,24.788220966773075,27.9644275972094,23.264332848190744,20.836247279383244,23.69985027478068
2017-01-29 20:21:30.000,,,,,,,,,,,,,,,,,28.52942880518046,23.925757673467267,29.35506430236566
2017-01-29 20:21:31.000,,,,,,,,,,,,,,,,34.33484153148056,31.690933848183025,27.783867819437543,31.4971468626513
2017-02-20 20:21:56.000,36.92652546766151,47.4645363241389,57.02355886028983,59.79578106146355,65.10136930995724,65.36106753107042,65.37493109343724,67.24106361553356,59.84804061698933,43.661051381959744,37.39921390296421,31.64199885572826,29.840874778684743,27.59314593730272,24.469086125004534,31.49340785540183,26.48858571547622,26.01269889715038,28.146521531075766
2017-02-22 20:22:37.000,41.15767600778609,49.59286169622333,54.11738473700001,59.25862999190258,59.39793342129683,60.82935272316517,61.169288039025545,64.81829864928707,53.91629537621343,36.49170242261367,34.70871098061637,26.432454372177567,30.57525506298676,33.67416505430727,30.209273905127223,31.864898650637564,28.306954492105028,24.92620073694192,28.132073159660987
2017-04-15 20:24:36.000,25.09740324935936,36.662616275208016,43.696234941510994,46.58439037154344,48.88764222130664,48.90153899629538,48.45989590672647,52.400053817221774,48.181778054747056,37.42981747078476,35.95118532503401,35.6735654666062,41.82215798494459,46.115091749377534,45.49488038837889,42.28587486787115,,,
2017-04-19 19:30:07.000,21.501126643923698,31.38447884823139,38.55722177121761,41.42731381805773,43.910580392581686,46.19363819245815,50.70817534360377,53.93903518666448,48.53581275911053,40.09568595135531,39.11016012660307,37.898692030739326,39.0336299336941,42.724835958204594,40.45566659086645,32.12107226058225,26.033302038741805,27.204287990141708,24.170239382840688
2017-04-27 01:38:25.000,25.499799326431827,34.39274339811151,38.79480131648656,41.21788959405785,44.51875834771384,48.28181621392141,49.10592173240567,50.66478102133502,44.72387755176171,32.53986783931191,29.946288882223325,32.11334431267994,47.3691955092868,56.32281466384639,44.29027771519341,41.23828086503456,33.08811941540921,33.26418662404768,28.70186553619612
2017-05-02 00:12:31.000,22.982757994254268,,,,,,,,56.23759384658928,38.938386076547545,36.79721314042053,,,,,,,,
2017-05-18 17:24:51.000,-0.5826542887352291,16.936234886668228,14.825782324423606,,,,,,40.75739186759053,31.97703640233043,35.15402188158559,38.92867053597355,33.718372075630086,57.54274828121227,53.92009567757711,53.23465075452218,53.54808989708839,56.943630024821566,47.59024035962544
2017-05-18 20:25:31.000,15.81284311906999,22.13771314201088,27.931980994363546,32.40421657454689,37.58700960146119,41.286330218637104,43.08026618947087,44.21734194411451,38.15627397344999,29.7550329329191,32.37710512216259,34.24962955553941,41.00359704687231,44.86060036960007,43.59337491528937,42.21188976831243,42.60348471182995,42.70666229585133,40.64424098359209
