dates,oahuoahu0014_0001,oahuoahu0014_0002,oahuoahu0014_0003,oahuoahu0014_0004,oahuoahu0014_0005,oahuoahu0014_0006,oahuoahu0014_0007,oahuoahu0014_0008,oahuoahu0014_0009,oahuoahu0014_0010,oahuoahu0014_0011,oahuoahu0014_0012,oahuoahu0014_0013,oahuoahu0014_0014,oahuoahu0014_0015,oahuoahu0014_0016,oahuoahu0014_0017,oahuoahu0014_0018,oahuoahu0014_0019,oahuoahu0014_0020,oahuoahu0014_0021,oahuoahu0014_0022,oahuoahu0014_0023,oahuoahu0014_0024,oahuoahu0014_0025,oahuoahu0014_0026,oahuoahu0014_0027,oahuoahu0014_0028,oahuoahu0014_0029
2017-03-02 23:39:25.000,,,,,,,,,,,,,,,,,,,,,,19.80872237522971,15.033172925674869,15.895570763222892,17.246519078669202,,,28.50292112676968,29.75036573800737
2017-03-07 20:22:35.000,,,,,,,,,,,17.282651672066063,27.06120543474317,26.0881924009004,,23.28588225946169,8.261013007673094,-13.56636665040934,-8.368911468159896,-2.524448530037665,0.125728415450597,-2.249407422255361,-1.2390034203897944,-4.763293101244361,-14.340010095131843,-0.7489955018719617,-2.2735170468745967,14.101475787553396,15.113758368657592,14.121882383612483
2017-03-07 20:22:36.000,,,,,,,,,,,30.79593427508733,26.38276583062686,22.835428940394564,,13.503656674665438,6.828662657953663,-11.768109999020025,,-2.504174763760412,-1.9954196718965684,-2.4815910300578192,-1.2389875252802562,-4.553508529263651,,-1.2920029022556407,4.122874725931657,,14.240046850949904,14.12189827872202
2017-05-18 20:25:27.000,,13.59280987580099,6.211480362842908,10.173120949643977,11.365221108865358,11.409858202950163,13.596870847906718,13.734018456387275,17.9871513955027,17.986159548685904,14.420182596711628,14.33504319155499,13.735409698585151,15.935617968458702,15.027899719985188,12.103830406537286,10.283381703217591,11.522955442121994,,,,,,,,,,,
2017-06-06 00:34:44.000,3.977031200962239,1.6914210712696005,4.941264100639524,9.73577791244127,10.459516186141109,12.615545300032208,15.79790127015053,15.202629405695772,17.382039023641788,16.879545080075985,15.07673489218267,13.269450714545789,12.924551202168034,11.90132431170518,13.524916778690663,15.407679846014354,11.92771469475056,11.70746436355412,11.991548887007152,14.671458689911589,13.631528692293724,8.745795582052812,5.628637278697456,7.266298322443324,9.786448244076,14.65158912021116,22.66655764071057,24.665799096916576,26.51134454565497
2017-06-11 20:19:48.000,28.01510557117923,16.27925296448156,8.620536228239395,9.92062270061328,10.150200811428718,12.409657061572224,14.037263349745384,15.265988395762246,17.8400899064069,17.02389729819055,15.27489810539578,13.54607198713244,13.216124681397485,13.01338519952382,13.158717316829676,14.802049243444229,13.290593511729288,14.742723525178636,11.173393918775613,13.479546179022524,12.817571347659255,5.804493148926954,4.842687937789726,8.110060866757083,4.683765915339634,10.976702450988927,22.74319684237267,22.01423776361977,27.886490007510627
2017-06-16 20:19:32.000,9.74713689360244,8.662227270237164,6.111240459314042,11.445856311326644,12.31585125233373,16.795018864530356,20.311375105177365,19.521857735763668,21.62200190833041,22.04536607563673,19.8193843298639,17.178304806059003,19.2106441520534,16.735321298845513,15.917254289079594,,,,,,23.924735781357363,13.35609989260314,6.0248422895397225,7.294113797591115,7.658956531878586,10.335070566175547,23.174492662251,22.462696706157733,24.910559027224828
2017-06-27 01:00:11.000,,,,,,,,,,,,,,,,22.41578752819035,20.79381164920609,20.074491353501244,16.401724415423196,17.882666202699433,16.016608235031484,13.287020185306456,10.21160239907218,11.385758580235482,11.41444987605174,,,,
2017-07-05 20:19:50.000,12.942890138790926,10.713835309313872,9.275676561252563,12.278660068299445,10.885223111003722,14.973419386264045,16.023383329484798,17.25210837550166,19.42790393094388,19.20884562251629,18.6363951890754,15.686175486412845,15.190811054890125,14.759762963128624,15.472674105317,16.60705503472624,14.421079527909743,14.596112563532774,13.01555923672883,12.42648624716916,12.67634623890728,7.666015542416932,5.006677077443938,7.44082984070189,6.504440783583486,12.15680627930808,21.464140489357764,20.268220707855765,23.104145051301646
2017-07-10 19:09:42.000,23.222741395168924,16.36138559070468,13.410762843209826,15.142133453419088,13.888633660515929,15.36192017435046,17.61190242733499,18.449185176668955,22.098217028366584,19.944761468880515,18.72869121472713,15.338448649313785,17.14305618963339,15.014068223901662,9.695589538637124,12.527281895169205,11.021872075382532,14.273590666842503,6.898648052274092,8.044595612526967,10.324777520182536,-0.986190813990428,-4.202271097032108,-1.068728884274586,-7.149667337566983,,,,
