dates,oahuoahu0095_0001,oahuoahu0095_0002,oahuoahu0095_0003,oahuoahu0095_0004,oahuoahu0095_0005
2017-01-01 00:17:45.100,29.430589738812028,31.867042103857138,33.38982126440269,33.88043143730965,27.06948515811526
2017-02-22 20:22:38.000,24.908301660430872,24.965397525907928,24.474816792090024,26.280103693151823,18.352996298895988
2017-03-07 20:22:42.000,20.7941865288776,21.90236426281949,23.869686102555047,22.63890619980761,16.80155232574501
2017-04-19 19:30:07.000,8.64331426866246,7.426572481338617,10.578471614223186,9.250060546073916,10.69618841491537
2017-04-22 17:42:08.100,2.334157815362814,11.935317389044634,14.706851941102355,11.98401753244826,10.276739683695489
2017-04-23 17:50:32.000,16.515452202830758,11.65201831864985,20.22023026591443,26.0539108462222,26.57682918600943
2017-04-27 01:38:27.000,18.372093181512824,21.21178313319865,20.705298649957275,21.590325076880056,13.866421361041713
2017-05-02 00:12:33.000,22.543192869182267,24.43910094333584,26.45720489362015,25.671843142948795,16.284456688441818
2017-05-02 00:12:33.100,22.51631352640394,24.43910094333584,23.948520209517937,25.051760591763284,16.22099584986603
2017-05-07 20:17:19.000,25.356740162696493,25.082634835009127,25.629603421326383,25.895918803410613,16.817863755233088
2017-05-18 17:24:54.000,0.8845522009014998,9.327708149347854,12.318414805915262,9.235418416699035,10.702195188609856
2017-05-18 20:25:33.000,14.221610906498029,12.47072068677657,11.60200018402629,14.938895399846077,6.17675248501872
2017-05-25 20:18:56.000,20.481543358107245,20.95076359314202,20.511109219178827,21.458946872738867,12.259630496995369
2017-06-01 01:33:18.000,21.48314690224068,21.98803758557528,24.270060897401628,22.94059362622598,12.408591978540306
2017-06-04 01:18:15.000,18.4118880592201,19.20596727444431,18.69948279120293,19.53664717039413,11.481260080010005
2017-06-19 20:20:13.000,18.99832899644092,19.82233536498913,21.821352622366483,22.21492692074424,17.623693774366817
2017-06-24 17:03:21.000,,1.528731169282798,,,-2.082783510091793
2017-06-27 00:39:39.000,17.977803951003672,20.267249753394506,20.040241552598715,20.597929649344326,12.71397328265241
2017-07-14 20:25:52.000,23.642706069722728,24.27529950095891,23.784718767141005,24.88795914938635,16.04257423283678
2017-07-17 17:17:05.000,,9.80476512479684,10.09723157414238,3.650391710245345,11.17925216405884
2017-08-11 20:27:01.000,23.57282884304201,24.08892041224264,24.748359177633173,26.27641682548981,21.350214936278583
2017-08-12 21:44:26.000,21.35092317357313,21.883840501877323,21.2081750743356,24.985845430156704,21.94410138448084
2017-08-13 20:44:34.000,19.398993729101075,19.16592002928793,21.62035660658082,22.9469781262328,22.413248483761382
2017-08-15 21:44:11.000,18.8084124191947,20.169929331482106,20.593546626102864,20.67333835367943,17.971287740859793
2017-08-23 20:23:23.000,22.18471737927685,20.801126619643505,17.40672237644158,21.12550096307708,9.583981865275618
2017-08-23 20:23:24.000,23.607364888271366,19.81631455164673,17.261694772604667,20.218384139091267,10.120071370598133
2017-08-24 20:24:16.000,18.15614984014525,20.97817244437505,20.47963983584159,23.405375114495445,15.751075337559
2017-08-24 20:24:17.000,19.06721853317468,20.97822920809196,20.47969659955849,24.040295420678188,15.746522872927068
2017-08-28 20:23:46.000,,,50.29437902255904,45.86918728793516,
2017-08-28 20:28:31.000,15.693941267351384,16.597033708789965,19.123613970091167,20.048008037183152,11.905391258898238
2017-08-30 20:24:04.000,15.89363362650577,17.00563836291398,16.49120200488848,17.182533118804393,7.228801449025243
2017-09-02 20:22:17.000,19.252896463587465,19.688727789367505,21.316891408064663,23.193462306133,17.490086198745193
2017-09-03 20:23:29.000,8.473730765262477,10.062471375656306,,,
2017-09-03 21:41:36.000,23.085922212229043,23.33336618940424,23.520874433766927,26.038946061445948,23.740963728919528
2017-09-03 21:41:45.000,18.230950135376183,20.30182673687852,19.872868630204955,22.330417246721368,27.644908531368984
2017-09-03 21:41:46.000,17.956212173515045,20.301996122003,21.822356817686664,21.98620881636973,23.629420135192674
2017-09-05 20:23:35.000,22.662534114327546,21.622488485102355,22.772158955790303,22.455454345720245,16.320493288157888
2017-09-07 21:40:38.000,22.94742271421305,21.85605737993069,21.544178167919583,25.152405296253264,16.687529500494932
2017-09-10 20:22:32.000,11.317707834640776,12.819453820416031,12.487586094562449,35.103211445681296,
2017-09-11 20:25:30.000,18.377339485366672,19.47327198720595,19.17578458378868,20.385335441423585,12.03496253682937
2017-09-12 20:24:59.000,18.20864340473733,20.03438113186374,19.527896648622363,20.26531483744453,12.309673937429432
2017-09-13 20:23:32.000,16.452753032773217,17.401388595833378,16.918415817828635,18.097163983774063,8.558370460336215
2017-09-14 20:22:31.000,18.196590043658272,20.58569036585484,20.079205882613465,17.808372732078432,12.860983171420536
2017-09-14 20:22:32.000,17.236867943217433,17.57775951574109,20.079269878001195,18.55585328898025,12.861047166808266
2017-09-14 20:25:24.000,17.977258222483016,20.59662846430591,20.09871096874644,20.92730836025573,12.871921269871605
2017-09-16 21:40:14.000,18.17583711859277,17.791978635995985,18.325696434227385,21.12383352778344,29.678532997638
2017-09-22 20:25:25.000,21.7074390847185,21.36317607756689,20.864643469033428,21.968890608337457,16.131469742402004
2017-09-22 21:39:07.000,21.570881535078463,21.78647101603937,21.795066175140747,24.40855690891708,16.544976799671506
2017-09-23 20:26:29.000,18.48422654757057,19.42365773700003,21.08429376970949,22.073903777776373,16.36721040671549
2017-09-25 02:24:30.000,19.19412542334146,22.53545185125032,22.078391139613096,23.02648692651864,11.990079929649422
