dates,oahuoahu0022_0001,oahuoahu0022_0002,oahuoahu0022_0003,oahuoahu0022_0004,oahuoahu0022_0005,oahuoahu0022_0006,oahuoahu0022_0007,oahuoahu0022_0008,oahuoahu0022_0009,oahuoahu0022_0010,oahuoahu0022_0011,oahuoahu0022_0012,oahuoahu0022_0013,oahuoahu0022_0014,oahuoahu0022_0015,oahuoahu0022_0016,oahuoahu0022_0017,oahuoahu0022_0018,oahuoahu0022_0019,oahuoahu0022_0020,oahuoahu0022_0021,oahuoahu0022_0022,oahuoahu0022_0023,oahuoahu0022_0024,oahuoahu0022_0025,oahuoahu0022_0026,oahuoahu0022_0027,oahuoahu0022_0028,oahuoahu0022_0029,oahuoahu0022_0030,oahuoahu0022_0031,oahuoahu0022_0032,oahuoahu0022_0033,oahuoahu0022_0034,oahuoahu0022_0035,oahuoahu0022_0036,oahuoahu0022_0037,oahuoahu0022_0038,oahuoahu0022_0039,oahuoahu0022_0040,oahuoahu0022_0041,oahuoahu0022_0042,oahuoahu0022_0043,oahuoahu0022_0044,oahuoahu0022_0045,oahuoahu0022_0046,oahuoahu0022_0047,oahuoahu0022_0048,oahuoahu0022_0049,oahuoahu0022_0050,oahuoahu0022_0051,oahuoahu0022_0052,oahuoahu0022_0053,oahuoahu0022_0054,oahuoahu0022_0055,oahuoahu0022_0056,oahuoahu0022_0057,oahuoahu0022_0058,oahuoahu0022_0059,oahuoahu0022_0060,oahuoahu0022_0061,oahuoahu0022_0062,oahuoahu0022_0063,oahuoahu0022_0064,oahuoahu0022_0065,oahuoahu0022_0066,oahuoahu0022_0067,oahuoahu0022_0068,oahuoahu0022_0069,oahuoahu0022_0070
2017-07-05 20:19:50.000,25.946042709799663,21.36292880958809,22.034791900928628,22.61347434329641,23.849303006948432,23.23390778078944,27.12411443386867,32.176334227102124,33.9995042687916,30.34551475222315,31.25042881979941,34.00913915272762,40.174514445091376,44.42270384260712,46.8003546603291,43.74182749573815,42.68885209922541,42.91803772834586,47.04516938604766,46.646713984440375,52.95135717449581,63.81611712106808,,66.52337878422685,57.65027508666406,55.855706738471184,57.284294553891584,55.81425898462382,46.77237940938155,42.34127346229173,43.81270182389146,,,,,,,,,,,,,,,,21.60029319107332,21.44347381173535,24.322359662604978,39.150170436765286,,,,,,,,,,,,,,,,,,,,
2017-07-08 20:20:07.000,16.872277695974944,12.981645682234682,12.990808279748274,13.459131474693198,18.73218319002383,18.544149343774407,22.27249051453228,26.09450492226146,26.59396399106356,21.8664250014598,22.170081460635554,27.627539078918872,33.94945772295514,35.47036353200137,33.72725017201986,32.08004936375969,33.477550967764834,32.570825089427906,37.60681838492646,35.65995502813746,31.854822616893163,33.44254260888923,34.38735405588896,35.250452826303665,28.43188827604643,23.14306785292814,24.46066301474261,22.00502578531889,21.680369344092053,20.07940384966142,20.03930219879465,18.53374507790991,18.870396356194536,20.58637543629198,20.711893065823205,23.323445007970804,22.207974635040244,25.222940646584814,27.11930619092772,29.769286241875367,27.557333842845853,25.216650107889027,22.08850683438425,20.302370166208444,17.540411581038907,18.58042242876717,15.368472568735262,14.980287538832672,15.101866571947108,13.954476976215489,14.429081971813591,14.5777692206234,14.914281755152748,14.161804038501192,13.838022999193958,19.080533689812054,20.44206378761232,21.086826620238263,20.85298656282288,19.9517621007131,17.98561658986431,18.00287469455545,21.786256046122908,19.15956569940306,20.447139181061907,23.308537930395644,27.99466625164005,34.314742277387985,34.24889019368173,34.06589872341724
2017-07-10 19:09:44.000,12.905148685947946,4.326872391699734,1.801142115167892,0.9146367651355712,-0.1209700496559773,2.4490850364063266,5.978240058400299,12.46805730163075,26.36292352395841,29.432050450350435,31.936565885041823,38.16415727994956,44.23394192521793,46.94126531917328,47.05782267801907,46.35891372447916,47.85072746308809,47.28058048766393,47.53423111112533,47.63940457809664,43.95982878512028,43.73356340308016,40.33262843065954,39.71921885920538,37.02170258039147,35.547446544241026,34.48822151908677,31.35123541894765,30.46775537444949,26.78065876973312,25.890690067929658,24.64260553090376,25.080716751987968,26.19295856222376,27.681565666401383,28.04510009325572,28.474823581429693,32.72710929783125,34.32816155263252,35.03253188796767,32.02636019261612,29.082743203344368,24.457254963498,22.43850841945588,18.98516390532476,20.993723693997392,18.14473591180081,17.240533673921583,16.745022422736316,15.173712078783169,16.163579964419508,16.247683758921184,16.468381807928726,17.18447115285495,19.214700266612653,26.927955674031352,33.58269643574422,40.30823402885081,38.27334085963752,28.36132472510868,23.740498518269693,21.47119550025967,25.140022570548545,23.35198181347952,24.865612469280315,29.116445684068434,36.02372105032938,44.62204583391946,40.56676095095604,41.38454751559602
2017-07-10 20:21:52.000,28.88066580919861,18.604348128833912,15.96540208438224,16.174462589338486,17.073430353132327,19.04654644292116,21.704306090134946,26.534152261817127,29.718020645024023,26.93075032423432,28.830190502173,34.87427779155745,40.88155445118012,43.84480322000043,45.737194962456165,44.9545045858205,43.81994148075313,42.01919263424199,42.51059516175622,42.15305565103984,38.46030014165479,37.06116382583078,37.05574939376391,37.18422271196615,34.514711878836714,30.3279775106282,28.63315213494237,29.62297988442346,29.13911126900956,24.24787655457352,24.719940564789862,23.661250366665342,25.676050218333227,27.291726792062025,27.74363537840792,29.96517105613741,29.48655963728864,30.50758300069369,32.17404326966533,33.931489195764755,32.587650598096054,29.81791259228574,25.251611599185765,22.654675685818443,18.75083439257344,20.157072248279864,17.743564936956904,17.192479660570395,17.220814807179774,16.215425890930206,17.947979758111735,17.75983053212097,16.006674533635895,18.295226344644423,24.25078368600301,34.14779691054962,44.97141624064938,47.36828775561959,45.63911497464614,45.58659640092639,31.645273532464795,21.719324168593666,23.907728712192263,22.62501013441288,27.575684316352834,33.27985280251844,42.69828241444252,46.43345749038867,43.54339117770213,43.30325215337252
2017-07-14 20:25:47.000,19.09178817997043,14.958517423771909,15.406372564406883,16.72159055633849,18.738311661081696,20.202188994489795,26.319346190615647,32.10504415032614,34.41533648458756,31.12877504218274,33.62182448368452,38.459063838343,44.07669037165144,46.5493887727153,47.54592743836908,46.14400831436802,46.24005383332086,45.310244401558975,45.135466914111845,44.2979448384222,41.79179434645022,41.811459799194736,40.78135992289428,42.053534758858085,40.46490044305908,33.26031480648452,33.17586044579369,30.007270754605123,30.011539549532188,28.80752568925582,26.701581990007423,24.92258750754281,26.39655525423041,30.04089469515444,29.786555611044164,27.369171168643994,28.55676577188622,33.49673200142372,37.22817813122158,37.97389775331834,34.47228573170979,32.22015021610336,26.34491818580723,24.517820631358497,20.06430618567392,21.631117453079952,18.842714721720604,16.68414419623906,15.691953902880304,13.379481926430463,13.296089722530622,13.627909678760355,15.761605423798118,14.647364224063262,12.691058291976102,17.80242782754381,19.47171743980096,24.37567897876977,22.07903164535476,17.65101831302607,15.509354014891498,13.761931561194604,14.785277640342228,11.646307035218678,11.436817222466102,11.9313802283852,19.41107104842116,28.05380625108897,28.44150023488089,32.98946357045793
2017-07-27 02:54:33.000,14.51524564054984,13.933385175987675,13.093760067821782,12.413646334537662,15.90053801553142,16.649255416455144,20.553648699367063,25.883667224584137,28.96139816932596,26.623755666210208,25.36261798135211,24.999239143890435,27.32644626890156,35.85391081013376,36.12335171403083,37.10007610904044,38.95901449247013,41.43447593780076,44.08795659779037,42.259925039929016,39.6642330277735,41.14797843980663,31.62702850539272,27.665355556793784,23.044924843235485,23.533817462017645,13.899575000562312,21.08786083555514,24.4259488417039,23.81708285805201,23.641313237552872,20.399393109200325,20.100060528115897,21.74308311375005,22.209408665555188,22.265615655075,20.457352336534782,22.84547935237437,24.877654617015544,24.646316394702744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-27 02:54:33.100,,,,,,,,,,,,,,,33.58141395703683,33.59703818161362,36.65627638700076,38.96467532941606,41.58562518449592,41.204157008197086,39.4263821758929,41.51539508645596,31.53284947077436,25.15573033857536,22.39065383898181,21.0587004014981,12.21794208285034,14.89693449932543,22.48007875028249,21.940394244197435,20.651892834352573,17.950024895692483,18.8518950663958,19.53129200941911,18.94793795926286,18.641905833765083,17.789533659780183,20.927703673098577,22.44320057494273,22.046681018385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-30 20:19:50.000,23.553767251587107,24.01239855619285,23.9286716901166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-30 20:19:51.000,25.70720560825476,21.37540589767708,21.65826181775379,21.433378406657795,22.0908681761236,25.14984099273895,30.87275021919845,35.012411631758404,37.1582266387908,35.61483690145552,37.58745175294132,43.2941626479814,44.87380023887816,47.22575659706783,47.97452252637044,45.19110456771477,43.92356332782438,42.75912185604724,47.78270843102562,47.07830960530525,45.9293361204907,49.74506431078946,49.237190361772086,48.09832605745692,46.5405830588588,47.52910668861991,41.29092135100348,42.5134203249348,42.427774629466725,39.44885961114917,39.63172700119542,37.30595388246175,29.118919361302115,26.98493484330724,30.289607668761644,31.027071700189857,30.359367979206485,34.26909990964941,36.60098152104703,40.70719105283622,40.202037585216885,38.01457423175672,32.40853129017567,29.157913506896165,24.44959679803908,24.19962181907102,20.661609333508228,18.25719189659075,17.60845505250941,16.005550423761434,16.03309611083214,17.45563235938727,18.80703947356429,18.30281860925285,15.753118179272262,20.617167486091844,23.77686136912656,26.85098660407016,25.93221699010044,22.30383949393164,22.69575786655416,22.633266408943136,25.104099150732768,24.152828061263023,23.792535682695405,25.334754701057545,30.54369338678178,34.73827875319344,36.53439301137655,38.034390709379686
2017-08-06 20:25:55.000,15.051649822276342,10.668440071789163,13.268489319176863,13.667545697365243,13.63872142321112,15.841949841641409,23.31387562467108,27.684925031634634,27.403276604923068,23.53425670734613,26.03544073648792,30.19723079095391,31.67206229275465,34.02761120651909,32.77714166309221,33.74553949725344,35.15410136343875,34.65967744566805,32.49303165661207,31.26169096804561,31.43732484087788,35.1155845383208,30.417270458074352,28.53651107185201,22.64358452760807,19.23434503700122,20.95620223625488,22.671188260534446,22.52795400956621,19.44203575600748,19.463653868928468,18.128070260631613,17.445321904940798,17.75562093012736,17.86830275370253,24.0115814607227,23.784980575815148,26.453940579201248,27.869498431051912,28.73761839254429,26.488891478617457,24.6415499545944,19.818616858065027,16.736285694413066,13.01464710057313,14.70533254815556,13.681027658726387,13.157149193365877,14.272212118224006,13.023674391971667,12.747241651405394,12.479733379188128,12.337196698103076,14.129137013384948,16.056099385179987,18.684988179980405,15.593942700610189,18.8376869246816,19.004471978701577,18.48040368697891,14.79973149054501,16.856121614047506,20.536845037001022,19.56887168958188,21.06190814444693,24.17152644312359,28.8135116377015,34.190785075238125,35.6490928828779,35.93658742165736
2017-08-06 21:44:37.000,37.38053802464151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6560620214768,21.26837744781645,18.81783363547343,17.514301181816275,,,,,,,29.199872866810104,27.5447889166787,25.005243964883853,22.64136006927185,21.65531090228837,,15.669226066828829,15.2378032511814,15.08955463460608,12.868436109266211,12.994141061566951,12.904108499723096,14.92273602184036,16.02703048761231,16.870772508092827,24.13664755069705,23.91064171684456,23.16429882908736,20.96805734018899,20.067032058842685,16.59892181634032,19.40735619527532,22.85934254048442,22.04477065935645,19.636020323081706,21.87430024966707,26.50724173358356,26.897440431667583,28.84463538675076,31.257988961836
2017-08-08 20:20:33.000,22.89618334050409,14.646046290892722,15.288021130037828,15.371007629984495,16.427177452753746,18.87286586805707,25.49685041822478,32.66025648001059,34.74327342185644,30.39657614159577,32.11036591331326,37.39689622408461,41.85906494390066,44.16254146915191,44.10190705326941,44.464928455976604,45.73669899235821,47.56202248756,45.27494728737678,44.46497138142203,41.34198909749708,42.85997074737677,40.44282298584531,36.94415275093748,33.808457306242694,30.420379724098744,29.348004517838355,28.0707280367922,27.47598269354667,25.06807208972453,25.98050845868909,26.19073276708957,24.47335006136852,27.05666880069792,27.021389612011788,28.2598589129164,29.12649936259799,33.17182119755326,34.17367139956114,34.6564406268897,32.38506268031935,28.54077812873551,25.0375611101933,22.44009131145401,19.1458107935192,18.458145034185115,17.106018981407203,17.11116072483926,17.78240469352167,15.865536110793617,16.199694682220162,16.257919485416707,16.531240481922353,19.233725798073195,23.486558330635265,31.584736864676145,39.530410243931286,38.73461661748427,35.79718001224867,31.816019615651925,22.80430631274773,20.83630562297423,23.65126768455019,20.692107270961174,23.86310983450269,28.70749402025121,36.76754069452895,40.1854085894047,36.83008282751303,35.24790950408008
2017-08-09 21:44:09.000,,,,,,,,,,,,,,,,,,,,,,,,,31.37209072602622,28.630404484261994,30.222424289557228,30.60347009704032,30.06215656124493,28.780711708101705,,,,,,,,,37.80111730950503,45.74093449194393,40.05124619094284,36.23119112777034,30.384594943869786,27.316355623401304,22.61108752039604,22.090521964949502,22.338365969139343,21.97452205699124,21.991664055985883,20.00088786639392,20.89273387405579,25.10537978914188,28.27691543983939,32.3263583439828,35.2375193516107,45.43026771239551,,,,,,,37.68601381912221,32.02126152915366,31.96094804711897,43.73167537031706,,,,54.30613953724072
2017-08-12 20:21:48.000,,,,,,,26.67298039155853,32.43887517550519,36.03754783892401,32.5266943241701,34.61578659163938,37.91127969369503,43.00578068630752,43.734871453447376,41.94708089452751,43.34790794869884,45.25748644707117,49.00831642374177,46.67968228494798,44.89087865820385,43.38922726331285,45.97685200886093,43.17347017124936,36.89007045005948,31.89665340020904,28.943505554926343,28.69003473357428,28.56585005949211,28.49835965992639,26.58198435221705,24.06675353981804,22.641848410600712,25.41729588056433,24.366968785665147,24.243256421611143,22.296815155523685,23.396244823770303,28.37178530449888,30.57800281497876,30.11698219391474,27.492422277667192,25.14824740404905,22.53065013973968,20.562902906824853,16.82630175286515,17.16072452998684,16.599973961542084,15.445860340770084,16.307362709210967,14.93243834920463,15.40369210448496,14.770658046778694,14.907924893716936,16.09938749633427,16.37174646823876,19.00492322021015,17.831290765576657,19.14791567673859,19.24696302417801,20.2946795683892,19.740634725281463,23.0235312012064,25.81160644286064,23.557590041171824,24.416171567109306,27.83985189618578,33.30665828069656,38.71146360154188,36.55570542346415,35.5321784617867
2017-08-12 21:43:35.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.146801905695355,47.38127869226564,39.97897142251067,37.52025937137572,37.2518072983974,37.24107034240495,36.40506670080292,36.69890804919897,33.65627928262599,28.712799579917245,25.497473042862865,24.030331948895963,21.83635933681375,21.755887032461143,21.801859277770056,23.17737790309176,18.81435156043825,18.73453992022999,22.634779062076444,24.827290269989447,27.487724093588405,32.23713272515732,44.42308021006547,,,,,,33.726137367394315,32.23474288974231,29.267855623198056,31.12342884023728,38.93193138036124,48.48888161106765,52.88751047525744,51.39640960361822,
2017-08-12 21:43:36.000,,53.158829987336496,45.35675348312222,,,29.571650144953203,31.229871638441328,37.60852172635931,,,,,,,,,,,,,,,46.17408679634934,47.10027409463128,45.10121111397586,45.83041214154644,,,,,35.03159273928645,35.53289254493584,35.5552477073101,33.80858205718054,34.466359662424715,34.94762326783957,33.35542182876012,36.89998421218489,37.30169548893127,36.410679149519765,35.54401907200113,35.100621479056706,31.29155690719036,25.11097791443635,23.56148110733956,23.89777993131382,22.45981042281588,21.471049541902072,23.13622017045792,20.99230394097433,19.91716228239013,20.429103058778043,22.57349878068413,25.4008633241456,33.00359544354705,45.66977351861161,,,,,46.38238391499891,32.26477690782746,31.69593855563859,29.08597536189196,31.12349813072309,37.87234854462283,46.37349366828215,53.73218778378632,53.59810260137466,
2017-08-13 20:44:41.000,22.68641373694941,18.378119554243263,20.492400166957232,23.45121677572169,27.11187039025724,30.678181573709367,32.30587898677014,36.941909716039056,38.89879817955374,36.01560764531203,40.73684221534975,45.83835658638807,50.11894543352989,53.99977968385009,52.106677813488304,47.80476388061244,46.94558195406621,45.123140974464086,47.128482928574165,47.5269050566747,43.12059051628679,44.35753574455334,43.76138116151156,43.47028933565951,40.38095513018328,31.2099020325508,23.944273475863053,25.02528055297905,23.971971958746234,18.471679928367863,17.051036678113608,14.247195646331514,12.67294348929672,14.455422530762796,15.866319843339095,17.854722002530345,20.7609678667437,27.303115147492367,,,,,,,,,,,,,,,,43.64222520129738,,36.3193992767081,21.57718250792545,23.835598188113032,24.45347072892599,25.38085082018109,26.230665036234463,27.565973441559,30.429004530930804,27.029027434803123,28.127637300242554,30.974528038289392,38.08109406962255,46.23669871863428,45.86868547442562,44.36347234435936
2017-08-16 20:21:30.000,10.89944880121844,9.025614563110272,10.456880575314846,12.797749196842172,14.455792674534974,13.867568807699769,20.8660541850097,25.33871121789878,25.52352944227737,23.16157614923919,22.61254745258081,26.359773306977008,30.668061536078497,35.24437513129841,29.813347950307925,24.978908202623728,25.050476876017584,30.399153646471422,28.84200063208717,25.28893313934611,22.496971625236508,28.004422483286994,28.151819413938927,27.11079042211368,23.393598585693987,21.01269695855979,21.33345350356126,21.59016892446004,18.61163901989164,20.16567629839555,,20.476514327740105,20.23935265350055,20.72872890054051,20.3475850811751,17.805273857524885,19.274839530240808,23.053924934125018,26.051066688048188,26.428856307427456,25.141782766618302,23.440577159810843,21.38916921603921,19.709393664826216,15.987302355732126,18.80823005607708,16.92216479594218,16.757875310609265,17.316847948437594,16.174625790528,15.58460891281666,14.970270128621705,15.398613149611336,12.669175395950877,10.111054852232016,9.986446549962812,10.986397840253154,15.481847312071514,15.799692433578342,16.718027878366918,15.669226951325308,20.90641929999989,24.437541131151978,23.89405950866324,23.546652534842817,25.823323207459183,29.37345524171892,33.1980204050724,34.25106795772485,34.48410209441944
2017-08-19 21:43:59.000,,49.524489751681216,27.10933722484729,28.19835170221509,31.959727265820582,29.4238487568702,31.08641943460664,35.65867123640701,37.6438467909508,36.147693638346645,34.10401569374502,34.63359939681667,33.59758092331951,37.31461877580018,36.17280968244035,34.74887799853372,34.03347200513612,31.706816562542578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-22 17:21:45.000,15.643084560415405,14.241658661322049,16.474307559558696,17.852523735554144,20.027827391649275,23.9515401122674,29.703250453633075,34.94855454045808,36.1545053067651,31.098249663027342,29.73864129108552,43.71451221459154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-28 20:28:25.000,16.35417662059942,2.314537463405756,5.327240368033373,5.886929719222357,5.017752246984569,3.997122511670797,5.272775080840785,5.633027298519136,6.850528462097459,4.951090774569559,8.570448423423633,13.632784522865578,20.311178606222786,22.794912560308127,23.42363043194492,24.602123081130127,24.31777284803922,23.35560577150422,27.490171713867813,32.20822649014962,32.3002924805519,36.49027812619728,36.26864275028736,34.730762220310204,30.83411841103246,25.861831798366,26.662218784093486,21.61067519178381,20.5925070502156,16.965114275573725,17.26503121220131,16.066854505654224,18.277529213990164,17.92828904286895,24.42025742393118,42.84241330552088,45.79208821185824,49.43373341014675,,,,,,,,,,,,,,,,,,,,,,,,27.03417563792732,30.12097020082212,28.513284372767018,27.399555620045383,30.76938135682572,36.371981122970006,36.33003151678286,32.84211149249869,30.27362547938684
2017-08-30 20:22:58.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.50331759981068,30.64593583739031,26.07609926170571,23.17532379096928,18.118758697995087,16.17832344195265,11.949822146016242,14.322548888440297,14.797026437041968,13.831567302655523,12.649481700818168,11.048097400102296,11.998409405525232,11.094054623285594,7.967579038053847,8.412192872451287,6.76877679664158,11.152725657241303,16.943178871484584,14.938212219622786,12.26958361337716,11.138971546133222,13.978063456930332,17.276417274119897,20.34181862052721,20.933695841006664,22.36038628325825,29.27725690963655,36.17570961400072,38.63702254421246,38.020585577539805,38.34007571369182
