dates,oahuoahu0085_0001,oahuoahu0085_0002,oahuoahu0085_0003,oahuoahu0085_0004,oahuoahu0085_0005,oahuoahu0085_0006,oahuoahu0085_0007,oahuoahu0085_0008,oahuoahu0085_0009,oahuoahu0085_0010,oahuoahu0085_0011,oahuoahu0085_0012,oahuoahu0085_0013,oahuoahu0085_0014,oahuoahu0085_0015,oahuoahu0085_0016,oahuoahu0085_0017,oahuoahu0085_0018,oahuoahu0085_0019,oahuoahu0085_0020,oahuoahu0085_0021,oahuoahu0085_0022,oahuoahu0085_0023,oahuoahu0085_0024,oahuoahu0085_0025,oahuoahu0085_0026
2022-03-09 20:42:27.000,5.458876848200533,5.285980755291969,7.4929635553114915,7.570898492972206,7.658407830344422,11.999622426823256,13.036732281815947,9.1390709542899,-0.5001755590465413,,1.7717861038761418,,5.094727312420775,1.1415154219802413,0.1931530504693195,2.595094472087272,3.179178255601553,3.927586748937009,7.078905252547576,3.193924781609565,8.961784033014265,6.659914903499286,6.541613473686137,12.61979047206114,10.90143467565212,13.670498837602247
2022-03-10 20:42:47.510,7.723324960516663,8.82153084798219,13.14722551646099,9.695472502375091,10.281614019988664,12.096501595481444,11.325134031559466,9.34577058418592,1.316795332561056,,1.927009085802895,,6.002845932942266,3.6143330314575306,3.1918609610809345,5.15025023822488,6.1729064356522905,7.873542127743669,11.126749761879964,6.963413148935908,12.341698204351824,9.649546219636225,9.445835812660263,15.067233798924129,11.50139521257464,16.38971031404491
2022-03-11 20:29:36.750,10.838780006536606,10.528318178475654,14.560851396679617,12.833646063513129,13.599882438226524,14.981146476196052,14.243999134855116,11.999361530158149,2.2941204958333645,3.057307941672214,8.111968703548722,1.328787732672656,9.54416727597982,5.3558383161001375,5.199104322664543,8.709842673355322,8.0313537856802,7.997578225910842,11.561019584375371,7.598949389429243,12.968796055895544,10.05835078632022,9.566514281012662,16.316786762978953,13.080293253032895,17.844348619054056
2022-03-11 20:41:40.000,5.794138750298979,6.378013382687836,9.869780618939132,9.579006388165698,9.460922502121086,12.106421689043511,13.810016922813425,9.483017371951345,-0.3655934971032297,,2.786822596227914,,4.206734362077034,1.6400993853132584,1.511701648733886,4.469047485544122,5.122310092482305,5.68248751250851,8.502128611862744,4.245689795219615,10.142805018916176,7.074127261317962,6.831810378471182,13.787731459866793,9.912587967564878,14.880444013219089
2022-03-11 20:41:41.000,9.318434813872814,7.61950536591031,10.15788416697488,9.578989942781384,9.460906056736771,12.034221208470306,12.972854602839494,9.935902799025635,0.4938653905595274,,2.104114908357361,,4.646163393119057,1.7814542585798163,1.5764995016099608,4.461242537192165,5.50063423386535,4.93897008694443,8.132930594355296,4.685660007814386,10.891264980388344,7.791621058780814,6.520280771969143,14.503876018244188,8.573736008223444,15.080611633341691
2022-03-12 20:38:42.740,8.547522249832811,10.248073257081291,14.68459454731989,11.926835768303643,11.96823245060028,14.53867167889794,12.723038434593793,11.270768402594248,2.738052853613653,0.2596229669231915,4.06047968331961,1.476706787549466,8.125698004951605,4.955188937415887,4.6913877341199575,7.681322163710282,7.892132615237671,9.473850487630603,10.702124861888691,4.906384241343719,8.445381321599948,1.6974842437567803,1.0018346327656682,8.783174827121094,16.649483253596635,3.309841756878205
2022-03-13 20:12:02.100,22.83214953322899,23.838391545692044,26.104688711719547,15.873235645611098,12.23866169980536,10.514406563361392,11.491856642566042,6.537881125041554,,,,,1.5778980754152092,-0.0891467581141052,-0.3333706009123398,1.2189173636720896,2.190672648074232,1.8921551980623887,4.873743645295795,1.0906448651787564,6.756124357146175,4.711039870882451,4.800971591568116,11.27817991339074,10.15770690844875,12.968637228384674
2022-03-14 20:45:46.000,32.3045278210922,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15 20:12:17.340,,,,,,,,,,,,,,,,,,,39.41903596104442,28.10087032188368,32.97718677279412,27.77921123135821,28.02839198515134,37.43404471121733,37.56272522229447,44.479281103661016
2022-03-19 21:46:19.240,,,,,,,,,,,,,,,2.0228438710484937,4.557300365799787,6.411320849099939,9.249124381196532,12.639066198767472,8.201721713967071,15.257199316218395,12.24171911696446,11.54596950338432,17.696682336857712,9.328118636688194,16.94702152006681
