dates,oahuoahu0038_0001,oahuoahu0038_0002,oahuoahu0038_0003,oahuoahu0038_0004,oahuoahu0038_0005,oahuoahu0038_0006,oahuoahu0038_0007,oahuoahu0038_0008,oahuoahu0038_0009,oahuoahu0038_0010,oahuoahu0038_0011,oahuoahu0038_0012,oahuoahu0038_0013,oahuoahu0038_0014,oahuoahu0038_0015,oahuoahu0038_0016,oahuoahu0038_0017,oahuoahu0038_0018,oahuoahu0038_0019
2017-09-06 20:24:20.000,188.76620110274223,188.79014072874523,186.87167515120413,187.1749256530668,187.76619937344896,186.5072371215034,185.83119926385257,185.7284151543344,184.6274726808512,185.55088576889463,185.82798198470329,186.64312414856792,187.695212290362,189.31815327013013,189.5248724280092,186.5806578890404,185.2654154225733,183.3892586178311,179.0807258617556
2017-09-06 20:26:16.000,187.13966801191845,185.1437943881544,187.5536372714284,188.70662819938903,184.6740116689212,184.6478311010513,183.7871321632783,182.9259569063284,184.73031672638243,183.8875940138824,184.84515153955155,,,,,,,,
2017-09-06 20:26:17.000,190.1290432727129,185.19499833800887,188.39272677520137,189.1182644520229,185.86451533384167,184.77510128565868,184.42840456398577,183.6245249858353,182.85484498667668,184.5655353073362,184.7836013656824,185.84391052517265,186.33931335832665,184.433316406732,187.3427943098585,186.25021166693983,180.86163478726505,176.56051641249778,173.42882911544353
2017-09-11 20:24:22.000,186.11826540509767,183.33306377431376,186.36405291583085,187.8650273130829,191.7996910116178,184.91710411194785,185.77661903558672,181.7818651102692,182.96407690907355,182.66002905617293,184.00907164165085,183.33863347583767,183.63335468126257,185.24074506231813,186.2353822348448,181.32953867162647,181.0151147146227,177.86204366307828,175.84722621741105
2017-09-27 01:35:05.000,182.343903470748,178.7624881339304,182.0623103500465,183.4943122476093,180.03370057015402,176.88482805894398,176.86987717537755,178.22119286401514,177.93113285899472,178.7410421636002,177.29160973049397,179.31967819987298,181.30878278160048,178.3305113768277,178.5683531171225,175.0168912483838,172.19395306996583,172.4141248822161,170.18745536639017
2017-09-28 20:21:29.000,,179.97807900396194,185.85038522851733,184.6933421837759,182.780963782496,182.33396646754835,181.31583850528608,179.15973706440906,178.84187245042892,180.7914059173655,179.48373303196576,181.46461662827005,182.7416431674959,181.4657266662385,183.93620652262,177.16577003172856,176.15011566337236,175.7787287730168,173.89365734380365
2017-09-29 01:05:05.100,182.3531917965275,182.68688608495864,180.82456790874747,179.69078023655177,177.00868318173738,179.83273789528226,176.08696773520134,179.90084609693167,178.63895702601536,176.93934495863428,178.27360676194456,178.8539023444578,180.70852271828028,175.92791600561264,176.29665130078635,176.15172980626662,174.29350810839688,170.1209631985132,171.72359152256823
2017-09-30 20:23:33.000,187.1579868291441,184.40796180771605,187.5048575882261,188.0647292078564,187.77691692664337,186.80238297756324,186.80510280299592,179.72487560953462,181.1434477698646,176.72407882456386,179.13069159843337,183.2251248493398,186.64665479204788,185.46224092896412,188.7348892405921,183.7293266282293,,,
2017-09-30 20:23:34.000,187.15813677485133,185.11187008492664,187.3873127522232,190.312436226418,188.61313605569327,184.19485322534675,186.89018736670764,180.9439423388192,180.8978677639228,176.78893302235352,177.759177975826,184.0018240702308,187.4468763068788,186.3698251782583,189.290400935568,183.6098433632567,182.14419483056287,179.52006737351752,178.40362388221843
2017-10-08 20:23:56.000,185.51543366648767,183.9803105047288,186.9008350365398,186.5031703049617,187.8218165287992,184.55746577501185,181.6632453373845,180.3949048965653,182.13595265540656,183.39737725975533,183.0651282173224,183.51272246064488,185.67602410175977,183.8968952730293,185.1214488012972,186.54290136616848,180.42766109559028,179.4006871069149,178.2387511612533
2017-10-08 20:23:57.000,,,,,,,,,,,,,,,,,,177.68872537001732,176.02628480629127
