dates,oahuoahu0065_0001,oahuoahu0065_0002,oahuoahu0065_0003,oahuoahu0065_0004,oahuoahu0065_0005,oahuoahu0065_0006,oahuoahu0065_0007,oahuoahu0065_0008,oahuoahu0065_0009,oahuoahu0065_0010,oahuoahu0065_0011,oahuoahu0065_0012,oahuoahu0065_0013,oahuoahu0065_0014,oahuoahu0065_0015,oahuoahu0065_0016,oahuoahu0065_0017,oahuoahu0065_0018,oahuoahu0065_0019,oahuoahu0065_0020,oahuoahu0065_0021,oahuoahu0065_0022,oahuoahu0065_0023,oahuoahu0065_0024,oahuoahu0065_0025,oahuoahu0065_0026,oahuoahu0065_0027,oahuoahu0065_0028,oahuoahu0065_0029,oahuoahu0065_0030,oahuoahu0065_0031,oahuoahu0065_0032,oahuoahu0065_0033,oahuoahu0065_0034,oahuoahu0065_0035,oahuoahu0065_0036,oahuoahu0065_0037,oahuoahu0065_0038,oahuoahu0065_0039,oahuoahu0065_0040,oahuoahu0065_0041,oahuoahu0065_0042,oahuoahu0065_0043,oahuoahu0065_0044,oahuoahu0065_0045,oahuoahu0065_0046,oahuoahu0065_0047,oahuoahu0065_0048,oahuoahu0065_0049,oahuoahu0065_0050,oahuoahu0065_0051,oahuoahu0065_0052,oahuoahu0065_0053,oahuoahu0065_0054,oahuoahu0065_0055,oahuoahu0065_0056,oahuoahu0065_0057,oahuoahu0065_0058,oahuoahu0065_0059,oahuoahu0065_0060,oahuoahu0065_0061,oahuoahu0065_0062,oahuoahu0065_0063,oahuoahu0065_0064,oahuoahu0065_0065,oahuoahu0065_0066,oahuoahu0065_0067,oahuoahu0065_0068,oahuoahu0065_0069,oahuoahu0065_0070,oahuoahu0065_0071,oahuoahu0065_0072,oahuoahu0065_0073,oahuoahu0065_0074,oahuoahu0065_0075,oahuoahu0065_0076,oahuoahu0065_0077,oahuoahu0065_0078,oahuoahu0065_0079,oahuoahu0065_0080,oahuoahu0065_0081,oahuoahu0065_0082,oahuoahu0065_0083,oahuoahu0065_0084,oahuoahu0065_0085,oahuoahu0065_0086,oahuoahu0065_0087,oahuoahu0065_0088,oahuoahu0065_0089,oahuoahu0065_0090,oahuoahu0065_0091,oahuoahu0065_0092,oahuoahu0065_0093,oahuoahu0065_0094
2017-01-01 00:13:17.100,28.05794537643245,22.39623718537996,22.6844282154924,20.97062240654585,23.731886041137763,17.61483881551533,13.7644863599256,9.707855248100724,9.369856685610165,,4.199726567652978,8.849011816722582,9.995834890225131,9.84127716791254,10.882275282662173,11.810550876316286,12.83336733284818,14.818795687969706,13.639799929116643,15.555095157706916,13.025981689581858,14.786736708665588,33.265736070894846,33.80248226999762,24.34856497043457,12.495250133938574,9.621744663386444,7.967105989437008,8.273338361466442,8.392882969301954,3.874502891924127,5.694536513309109,4.110247260688994,11.019410203414033,21.67742001793585,16.24210578415836,14.00392295331856,10.125222901393345,8.983124912115313,11.071147747448588,9.635857789207508,15.117901626729177,16.4286109390262,13.15893579081858,9.461238415758288,11.467859816889773,12.25500368993716,11.86874478244595,10.188693558778814,12.330745955585078,7.95889063181784,8.481192071981706,10.37916225803804,10.09911611325741,10.128635016472,9.656949623014995,11.37147844273704,10.143972910173288,5.15723186548814,6.741074550932487,9.983990886783989,12.153774477829312,6.671029656443929,9.19917606316246,,,0.1518783948340081,,,,,,,,,1.19727248040444,0.5574256787462759,2.5213164173278924,4.513713935074491,1.4193391100100563,0.8441748553122745,,0.5298360697884732,2.988957943372489,5.029429766910009,5.912316892992795,0.8748996088244891,5.672563325164109,4.62826371497216,1.0655586893569011,2.6114606580777093,4.19367499535394,3.428720563991348,3.4194787529433346
2017-01-01 20:19:50.000,31.857735196873985,24.365008313271705,23.53477349369158,21.2451372867338,24.30100753020446,17.973984293595937,14.921710518329052,11.189016718745403,13.473299189831792,,0.9365051302994656,6.444701487001106,11.116474309834588,11.29153396438023,11.57620770018226,11.880198071082832,13.269149035576548,15.744695572805345,14.322346523650348,16.397612907308044,13.321188329301895,15.174188062913911,34.75004364573927,37.11694769449122,24.75330895910708,12.238681606031218,10.659941144482058,8.457849767119635,8.806010678634667,8.859860932004151,3.86964299607188,4.993708469968192,5.618220209790973,12.696574291862731,21.320261346142747,16.084453856456317,15.595289556036034,11.298385520163148,10.274010329785597,10.768334732022923,10.029478173254464,15.88718067208836,17.069187478181433,14.513944080125752,9.895753068110448,10.929978440661412,11.678424477235067,12.101686477115091,10.340179333386914,10.866401605785104,8.039770701471822,9.46811732763669,9.51161247021435,10.813057413190794,11.165722749924656,10.261727755130144,13.239190091550508,10.67747299627695,6.772812028742441,8.35460101066569,12.445879207060386,13.353933520499869,7.415015992345538,9.854106779553147,,0.177314506717766,0.6204852599116084,,,,,,,,-0.0674649875789293,1.5059112610038283,-0.2492462766874602,3.3730671486211428,5.567546029672838,1.4711959751204329,0.0896603296844015,0.7360625983683411,0.982753295531008,3.592136250622457,4.574603121691111,2.6888376792572948,2.7384983357061112,7.542891577709499,5.869613991051277,2.2267623129205765,5.525757488523457,7.139519156151684,6.609553384725184,4.166080341492137
2017-01-03 20:19:09.000,27.067860255078365,25.06104196542721,24.35668900354992,22.18910331423909,25.22952416504952,18.15677517348352,14.63221115917524,8.501303945727392,9.35261968048094,,6.406999717578219,10.391834553893885,12.654712866089616,10.37939276542566,9.54469878748489,9.66023345561669,11.960622304351304,14.204637229543636,12.583382116381548,13.505941448919124,10.343022430347109,11.452913711047966,30.326625473466283,34.92137676970724,27.44338976191168,12.43776938916406,7.302111945523595,6.676357335260635,5.941031621286023,4.780498217139354,0.5180270844354153,7.605629242203243,5.049561551674959,10.718893542138064,21.427011369128085,28.915372183129527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.421676854541904,8.166471613880912,10.11381195337289,1.4996975944787911,,,,,,,,,,,,,,,,,,,
2017-01-05 20:19:30.000,26.083500561011352,17.943420088883226,20.70382549736024,18.36309386969361,21.44492356485297,13.871889641870943,8.613087094530679,4.443732957846988,7.582482957578522,,,2.23473769138922,3.3915076495582537,3.1901827172815977,3.808728541038358,4.378212927844594,5.164626301707873,7.680728747757771,7.654536652885127,10.794915015029874,6.682786663440959,6.608547428809701,,,,,,,,,,,,,,,,,,,11.428411253021764,13.828462991712817,15.374578541004867,13.020497907765602,7.3954615100046945,10.443151696100422,23.13104820374205,29.349049958574803,37.03799864665194,33.81165825493132,13.414444789159887,8.221361493949836,6.598111227265365,8.012667623547173,8.756803140886719,5.470728611130248,8.560646149412666,5.19563442073809,2.8077727840614983,4.747839479933198,9.812370557559358,10.233854091376324,3.942681379223009,7.221363547521902,,,1.387486213385032,,,,,,,,,1.4255874770977388,,2.106920621662128,2.560445943173101,,0.9239133607318047,,,1.651258197187392,3.3865961089785728,2.924201550899624,0.9819350549400704,5.728955172868885,4.035307281734285,2.039548970496465,5.155401284073294,11.097979421542682,8.12488560853763,5.843380756928449
2017-01-15 18:16:33.000,24.241550061659524,19.543248657907963,21.04495449650776,17.94525672434001,21.896061705027435,14.252518896253353,10.771952562525424,7.970286520179792,9.611935694100383,,1.8450929275475367,7.059388776797903,8.763735711088936,8.092082522947576,8.062907611399204,7.967307239998558,9.381895662156827,13.23532629107288,13.061416175998842,13.57561474648698,9.265937817099344,11.702108907334289,27.36793258047925,26.437230363188974,20.782491280568244,10.917688011175494,7.75865429797059,5.231994786836188,5.397665200146063,7.787280835893814,3.955444327050533,4.798792727385218,3.484630993192257,9.715182412779075,18.618391765283786,13.66746637743566,13.11439895074962,9.180475700009875,9.665125242924743,10.823546222831812,9.86446586866212,16.093990385524343,17.51280616494298,14.083174358426517,10.090111532927075,11.050282056748312,10.251219333378229,11.180972742507782,10.10528662194436,10.75705430167358,7.691929801564174,8.459712550288874,8.221446018832456,8.068712458635021,8.469930017450954,7.494183376210836,11.06973344511962,8.90457921112991,6.877569383183607,8.351961662580337,11.446210303452322,10.431584456077283,4.310822425203838,9.873570953667285,1.0671453616926307,,,0.8444108854126606,,,,,,,,2.0916227134685927,0.6748245214685176,1.939105964499357,1.6404994744031869,,,,,0.9480040243414052,2.4832256679760305,,1.9510446310015688,6.200420119845537,4.638786065012668,3.2284052783854364,6.005445250966012,4.5482855534851705,3.3523032592537905,1.2977279422757584
2017-01-30 02:52:04.000,31.440231653392622,26.6868618684288,27.06395551722441,25.55582462391293,28.57484999705266,20.24569902451801,16.106256211943556,11.00075043633267,13.82418996981026,,2.0705465723017493,10.440565816438747,13.27940388072709,11.08519652696529,11.672386043835234,10.225818716695873,8.414221669610987,11.385810563027754,12.750788640847782,9.515091564066,3.4865996761198,14.509224658041004,29.871316910720694,34.59655067635783,20.31527437040951,3.906994741559507,3.054997512663283,3.0967743521353195,3.151995481271794,1.670283920631744,,2.0320003077168924,0.5963687007359078,4.69559467524411,15.045715823407685,9.63035250199965,10.04846863538222,3.706985990449156,0.1329894161989389,,,5.617744617890446,7.73963865058523,5.115075890656266,3.0464369833267777,8.017145148798502,8.87677965333128,10.507351559755923,11.2458413174201,11.34628028480255,8.059936711209815,8.274709612669394,7.304387076729075,8.80881154545434,10.520787172528806,10.011978033496684,12.117863684424302,8.008121639355194,4.449413924483512,8.066327061996603,11.685730769964689,9.554743171545692,1.8471378802652128,4.504470672362578,1.064705909808841,0.4696763475790793,,,,,,,,0.2859743403241894,0.768159291503199,0.9083265220906844,,1.3147739791451758,1.5583318720864012,0.13902369310516,,0.3151435051882283,1.4416367227090332,3.09045344821742,3.803649012647836,3.611079204820765,0.6280838385505649,4.374728672518364,3.63645084398004,2.358828781260037,4.9876920435616565,1.6492522097810245,2.4279573417044187,1.66673863302466
2017-02-16 20:21:21.000,23.2091407234893,21.79666416189772,23.01935155818765,21.6527296407132,25.781573063409123,18.00073426764626,15.935669060110875,12.406422611209852,9.869616178881456,,5.085526621387624,7.185929807602563,16.080024844505694,13.867667966877018,13.173911376509398,13.18443426540042,15.532391774275126,17.626456163869708,16.384649819049738,18.800864797460832,16.230317215197807,17.985606028018815,35.92272230188531,59.9982570657845,28.962625713769818,18.265852382612795,15.366434994203145,12.69110891092368,12.47299000898481,12.719993692396738,7.483120466007055,8.374028089892041,7.443775823907178,11.851769839848988,19.45612234825913,16.981747856378583,16.6841982349842,12.836183828951516,14.525602563171915,14.83236840244382,13.66905869580259,23.913894029423297,24.7434764027578,18.010334383286665,11.964780891588674,12.85144361452808,13.176134381283692,12.263261031245634,10.309860061876227,12.521213561123332,9.369833291301086,11.891750192531314,11.96346033044977,11.77538290376459,12.02447194963173,11.552324465347072,15.805927839810067,10.760543614132471,7.776945539508327,11.061269997758956,14.469035641253734,12.741357003515008,7.445603127685974,10.169280651563858,-0.348410841164001,0.3017090558401021,0.696379974333369,,,,,,,-0.0068572891237401,1.2182424660817728,3.217512469685607,0.7559144808278186,4.969266950253475,7.022807173674736,3.4732543529041635,0.640082298683269,0.7627501098979628,1.277524991788992,3.117741048893401,1.9944202671035287,0.6924537989658048,2.93817619085089,7.190135310592105,4.087566780999127,3.234269022014466,6.855884061980785,5.470637478276927,4.425149020680406,2.4200848986343786
2017-02-17 19:21:43.000,23.007635243823195,19.032691432306947,20.181552946166576,18.66301052239874,22.46908444803987,13.483906312942125,10.846447408689752,6.237736408347359,12.92815201051365,,3.3288437579418964,7.5704960944516415,11.104047787355636,7.781713693464388,8.061715565301224,9.908922644612389,11.457069786499217,13.725815170772664,13.331702206234413,15.346788963001089,11.137432094117532,13.664309492004207,27.205052581966253,33.66100768306178,21.920034175414365,10.557109328450217,10.192376083109192,6.573637726097207,7.58546341807034,9.221734414280784,4.112157383250597,4.580546677987398,3.4255588833293067,7.170333602143884,14.576880900328115,13.136479398806523,14.632785682797522,10.784970522366216,10.298624674417905,11.893075317373246,11.578513148602008,16.683175610859138,17.62101957092081,14.583225066676071,10.3427372695282,11.577423487117525,11.111812141669503,11.34222585734642,10.626773340731772,11.595391091331246,8.964907477960764,10.27847474593158,10.510829013589952,13.018918574860557,15.619632552507507,24.90048459622964,,,,27.804585002418268,22.782019954149327,21.51169974369767,14.049711405517616,10.990435747558957,0.1601239035972843,,0.7869598540316864,,,,,,,,0.1238007830213602,0.6187672651421285,,2.4122841176217085,3.746964143737981,0.6524109272291843,1.8434401759109755,0.2841251139967455,1.182825867332994,2.2750086909055955,1.827065462888824,1.9206539791071544,1.837927008990104,6.771166750058574,4.793737460799083,3.5787449368359483,5.9090403115917125,3.6952179080293455,4.430586324566979,3.538729454338785
2017-03-13 19:16:23.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.790373937945315,16.003947009152135,15.281659951775517,12.86815496019463,18.165475323108737,19.45295933572789,16.061076712510264,11.847146477864603,12.346899660741666,12.118742818178184,11.66682391345065,10.279597474630467,11.65230317107017,9.243320918566884,11.434768719238557,12.423841758683764,11.679606461620526,11.7220000573962,9.056001992734544,14.746583919870016,9.130808375889238,6.055168612425175,8.25307890823051,13.365477547533056,11.946375398656755,4.7547751650120045,7.100184469390812,,-0.5282940478636773,-0.4899920570130374,19.08348821191009,17.192850558698925,,,,,,-0.907523969655601,1.1481234208860993,-0.8785111360866393,2.3532929866086625,4.122938993796413,1.3020815730854358,0.0671488066992704,0.602235679082709,-0.1851531422621768,1.5338540901513182,2.7717228243439984,0.9152543367756278,0.1187112372809799,3.370531557222656,3.148784741493987,0.0055838336482629,4.321699620721427,3.7292445840722905,3.777662859687717,2.6665836891282284
2017-03-14 20:21:08.000,51.53214395889741,29.38381492953457,28.31770274715045,26.036066260333463,26.635772003855934,19.997138174314266,16.211204194923663,13.337370381554512,6.417992176436148,,4.023178171331591,4.919651245049433,14.832765400712788,12.137003751171129,12.075349096148855,13.364139383760994,15.803516670381685,18.39287921726722,17.483730675463242,20.69894696558343,17.51471031444662,18.11395432729188,37.46688528197695,62.28437041972459,29.8631374786878,17.72202368981346,14.824708941776487,10.56823832874303,11.546013409510126,12.224945496073172,8.24707950198484,8.716641109386975,5.747360903596791,30.22485586424514,42.28736446467413,20.260486278957785,16.137066470551698,12.590523566531248,12.293265358171922,12.599973222638184,11.440139088725909,17.434656521203742,18.460501385952,15.951664808079196,12.368504707709848,13.13989853216912,12.185422125027143,12.470201873983845,10.743774910263632,12.189626932736868,9.80179718077752,11.468479899383592,13.212767566763636,12.250764226780136,12.2081246020139,12.063737988886093,16.03588062237147,11.336902363140393,7.441696403525474,9.993895652765444,13.789287378494588,12.520189924237435,7.024970945384031,9.749874623019927,-0.8516454987668556,0.5146165454404008,0.4640562380481239,,,,,-1.1638474360618405,,0.8535052715183482,-0.3244370365830096,1.5300768179864643,-0.2524780612479531,2.393155904850679,3.5521038066856034,0.3886144180205793,-0.8209690138362816,-0.0856873887033129,1.0120454224106938,3.297054570794536,3.391560287016227,0.844763566010345,2.30194185828419,4.962453273211358,4.22140496461043,2.969409681722669,6.389171208293043,5.889526822552383,7.636574714671155,7.374300712415066
