dates,oahuoahu0036_0001,oahuoahu0036_0002,oahuoahu0036_0003,oahuoahu0036_0004,oahuoahu0036_0005,oahuoahu0036_0006,oahuoahu0036_0007,oahuoahu0036_0008,oahuoahu0036_0009,oahuoahu0036_0010,oahuoahu0036_0011,oahuoahu0036_0012,oahuoahu0036_0013,oahuoahu0036_0014,oahuoahu0036_0015,oahuoahu0036_0016,oahuoahu0036_0017,oahuoahu0036_0018,oahuoahu0036_0019,oahuoahu0036_0020,oahuoahu0036_0021,oahuoahu0036_0022,oahuoahu0036_0023,oahuoahu0036_0024,oahuoahu0036_0025,oahuoahu0036_0026,oahuoahu0036_0027,oahuoahu0036_0028,oahuoahu0036_0029,oahuoahu0036_0030,oahuoahu0036_0031,oahuoahu0036_0032,oahuoahu0036_0033,oahuoahu0036_0034,oahuoahu0036_0035,oahuoahu0036_0036,oahuoahu0036_0037,oahuoahu0036_0038,oahuoahu0036_0039,oahuoahu0036_0040,oahuoahu0036_0041,oahuoahu0036_0042,oahuoahu0036_0043,oahuoahu0036_0044,oahuoahu0036_0045,oahuoahu0036_0046,oahuoahu0036_0047,oahuoahu0036_0048,oahuoahu0036_0049,oahuoahu0036_0050,oahuoahu0036_0051,oahuoahu0036_0052,oahuoahu0036_0053,oahuoahu0036_0054,oahuoahu0036_0055,oahuoahu0036_0056,oahuoahu0036_0057,oahuoahu0036_0058,oahuoahu0036_0059,oahuoahu0036_0060,oahuoahu0036_0061,oahuoahu0036_0062,oahuoahu0036_0063,oahuoahu0036_0064,oahuoahu0036_0065,oahuoahu0036_0066,oahuoahu0036_0067,oahuoahu0036_0068,oahuoahu0036_0069,oahuoahu0036_0070,oahuoahu0036_0071,oahuoahu0036_0072,oahuoahu0036_0073,oahuoahu0036_0074,oahuoahu0036_0075,oahuoahu0036_0076,oahuoahu0036_0077,oahuoahu0036_0078,oahuoahu0036_0079,oahuoahu0036_0080,oahuoahu0036_0081,oahuoahu0036_0082,oahuoahu0036_0083,oahuoahu0036_0084,oahuoahu0036_0085,oahuoahu0036_0086,oahuoahu0036_0087,oahuoahu0036_0088,oahuoahu0036_0089,oahuoahu0036_0090,oahuoahu0036_0091,oahuoahu0036_0092,oahuoahu0036_0093,oahuoahu0036_0094,oahuoahu0036_0095,oahuoahu0036_0096,oahuoahu0036_0097,oahuoahu0036_0098,oahuoahu0036_0099,oahuoahu0036_0100,oahuoahu0036_0101,oahuoahu0036_0102,oahuoahu0036_0103,oahuoahu0036_0104,oahuoahu0036_0105,oahuoahu0036_0106,oahuoahu0036_0107,oahuoahu0036_0108,oahuoahu0036_0109,oahuoahu0036_0110,oahuoahu0036_0111,oahuoahu0036_0112,oahuoahu0036_0113,oahuoahu0036_0114,oahuoahu0036_0115,oahuoahu0036_0116,oahuoahu0036_0117,oahuoahu0036_0118,oahuoahu0036_0119,oahuoahu0036_0120,oahuoahu0036_0121,oahuoahu0036_0122,oahuoahu0036_0123,oahuoahu0036_0124,oahuoahu0036_0125,oahuoahu0036_0126,oahuoahu0036_0127,oahuoahu0036_0128,oahuoahu0036_0129,oahuoahu0036_0130,oahuoahu0036_0131,oahuoahu0036_0132,oahuoahu0036_0133,oahuoahu0036_0134,oahuoahu0036_0135,oahuoahu0036_0136,oahuoahu0036_0137,oahuoahu0036_0138,oahuoahu0036_0139,oahuoahu0036_0140,oahuoahu0036_0141,oahuoahu0036_0142,oahuoahu0036_0143,oahuoahu0036_0144,oahuoahu0036_0145,oahuoahu0036_0146,oahuoahu0036_0147,oahuoahu0036_0148,oahuoahu0036_0149,oahuoahu0036_0150,oahuoahu0036_0151,oahuoahu0036_0152,oahuoahu0036_0153,oahuoahu0036_0154,oahuoahu0036_0155
2017-02-20 18:08:44.000,11.007270314161124,14.721589087743425,10.075159425184726,8.140649132684432,7.829116098011163,6.248108311538514,6.4345876371923865,6.389497262689325,8.973998719612192,10.009027867878412,8.394316492505151,7.368078469518442,9.011384404495503,10.336682378059306,8.373041755826234,6.0360657307969845,6.985003187268768,7.024224446051274,6.679253414953427,7.917742029922815,5.48980274715097,9.09265480865039,6.095673560560045,22.75426901482342,9.99394167289728,3.884367172751021,3.912950357191368,5.6251508338329375,5.6189641755184745,4.802842517515849,9.710429217703089,7.937958914001602,9.02391438643116,12.031688044496212,11.687373663683122,10.501358249825184,7.930763515176963,8.41409025932643,5.7957049423715885,10.656242133314745,5.866993631445341,3.621142670325237,5.824804113372227,6.505666459240431,7.08834420894458,5.672351928510758,6.539095693869846,8.849335050301674,11.567652688701036,8.525900527037498,6.505694789303983,6.755745786078101,6.782293661732109,8.188376247951815,7.825562867187681,9.463736698131148,6.39341619913524,3.132098874392079,2.9222726556882432,,3.829358726902473,9.299283736520009,21.45636599638935,27.411006868508952,25.434912188966265,23.14210934575701,22.48073701532773,22.30534663160852,23.52720877210105,25.24547141990548,24.81379793462936,24.48032797012712,24.45081573365687,24.28042202739393,24.64420626203636,21.06362445730906,20.77387169380202,20.605393125274293,20.62174731127397,21.169214709358265,20.796263825237325,18.94330367380321,18.6004080792525,18.778067133627403,18.58081603350904,18.61606392043785,17.684854367627295,16.36353615752619,13.677568095422396,13.040132005814344,13.790650781985653,18.128202864845058,21.71829222605104,20.964950129496607,21.030214633269004,14.9029702910098,13.587544738978153,11.082263618956,,,,,29.880085589111683,10.866213704425626,11.811097548052444,16.330907588706722,13.1366723204218,15.17288204204351,9.079531889804125,12.609498129403493,13.910553392007833,7.442169647524874,14.879065917809214,15.131188419284486,10.402647660763847,6.139311357394674,5.053270072938024,13.572804430641265,12.37657389759173,14.536504593015978,9.207408207245944,15.226521068517243,11.38612376145381,11.363314840912391,14.63301129094737,17.720122472524395,18.146512608971182,18.54524264962311,14.630506174772089,12.073451605157974,12.774387264374932,12.657705952394386,14.629420156831838,12.310816448830494,12.172987377994296,7.210386845492029,6.329612935543951,9.628308977017944,13.163722055824406,13.147699646533097,15.772802295849573,11.77121094502345,24.45266011992112,24.4997412976012,25.586299843915672,18.9904742182393,11.880477672845894,8.717439073671668,8.344520426972418,7.083446935997419,6.7627007889521975,16.486420218908485,17.65306310153124,20.80407447387981,21.521170674101693
2017-03-22 20:22:20.000,9.6900919700163,10.888380392261247,2.6026734191443026,0.5089908743075693,0.259071479659223,,-0.1610831520828828,-0.1652065535125224,1.239850169224674,2.301472623251468,0.5727765480708276,0.8409250685950915,0.8320308940578067,0.6210908415166028,1.712054734421952,1.0790121229748042,1.3805328842055546,1.199812174592366,1.2451944561138175,3.171321445047937,2.246442016394791,3.999419594349086,3.9213605184550175,22.991171881140232,6.143701385764906,1.9464846203946933,4.058294368604572,6.106794929291418,4.365439855833922,2.964577136922374,8.067705417659354,6.191052679729787,5.188962879835013,7.749256534834069,6.726208364855946,5.646043421126215,4.85521259371631,5.463171623093334,5.476488365526462,22.838901361118072,6.428559999183402,3.343361711017153,5.059262190284927,7.179527454091291,7.5739555261411535,6.623532900829306,6.594317335594971,8.118622976036248,9.138009305732336,6.700805195984473,5.149222286187965,4.504691332760668,0.3090421367017907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-22 20:22:21.000,,,,,,,,,,,,,,,,,,,3.098324611121302,5.218329119947501,3.7649700218181072,5.9330907187189625,3.696082484985608,21.27479937967704,9.229609485367124,1.3164866378640634,1.3241000961702334,3.0221652314563787,1.3317683949036223,-0.1878790472346242,4.706505777915149,3.130047779756075,1.439973058281568,5.338374944896295,5.305710705298706,4.1345432516669565,1.8473264757390828,5.22272225208519,1.38846067999864,24.284154453375628,6.080585478043899,2.7409350557671983,0.8280259891798487,0.5713778659976927,2.193619342753948,2.462145848549585,2.2304433433212143,3.83828796544164,4.02014326530108,0.8679301399590822,-0.3987102669682229,0.0385552092542706,0.0370081226297915,1.9234821872853047,2.010013788673509,3.2513651569951847,1.3380145651804665,1.205091572529687,0.7397441817767227,,3.465713322603566,11.88101722688494,25.5108700061134,28.38368145958063,22.452936633481084,17.168245933595895,17.068318140305337,17.807983137817246,17.069073609037957,17.184124156393164,16.62837995342239,16.538849483390155,16.566109546019387,16.67416689836732,17.727371427521035,16.857195990296706,16.496298922961632,16.327809713184635,16.896347910085417,13.430740285153249,11.66629590736322,9.802616138526217,10.197714675856975,11.423547045164096,9.902512673217952,9.810967579561677,10.582270645932384,9.591853432056675,7.961562531219546,9.138864268655905,10.034860551568825,10.879143783223396,11.12307642606814,14.19587385930978,16.0665353182957,10.676921511461964,9.858988081273688,0.8306968612822969,32.804189114075555,38.77389458366316,39.326361117028654,32.39189582952204,32.55457363646837,19.75641110269042,20.79940090957697,24.36750085454733,23.08259538110525,24.762956500638552,18.46520010621264,19.4672117682532,19.781853716831204,12.146007377877256,18.38317681651608,15.570319912119372,7.139989685127929,5.639246418227925,5.36624762076755,13.947640675691405,13.041373812872283,11.491409049256902,4.741008512467553,11.718546063235976,9.276071066282038,10.354407968353408,14.299744561201765,17.677489871716052,19.724253920028502,20.518164638948672,15.9087847253651,12.960456050955752,12.93961248846118,13.227350934930383,14.701926769689438,13.645159133555747,14.599159425906572,10.02939090692392,9.163869751310042,10.640111943186245,12.36675989292397,12.078379727032775,15.08345377953231,10.845323058081105,22.972221001547137,22.690348881901823,23.93539710398006,19.556698547488622,14.12611660569685,10.184024587223018,6.117706134556015,4.735179818429882,1.5782694218116715,10.45194436922283,10.008532747646845,11.492491744709126,14.140661797440949
2017-04-11 21:52:26.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-10 19:09:46.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.858869285148035,6.0468305920155405,1.8308667524163995,0.97926490642535,6.447714039126916,7.915487756536327,9.244766011422694,9.01881933977936,9.904137126315325,10.246592295149055,9.979476598798309,8.949708914102155,7.913846991866231,7.016723695585467,7.705683520813762,21.398119749579944,,23.22216355432364,20.140378734336448,16.80292799087109,17.600310408700746,14.2019199229961,9.761206182367747,1.1482192272063378,33.01437484742569,37.656334748541525,35.81394555163655,35.03101632937561,35.50537633844574,22.907795874953045,22.887145200418505,29.57986539317772,26.626932425500947,21.934330422197345,15.671693246676194,18.98041982118089,17.713724391018133,9.504499352535603,15.64404002783754,11.253356951687335,2.21940842015166,,,-0.5151887696115156,-0.0299593340924975,-2.4245161520564147,,-2.3858524127054963,,,,-0.4479555369404946,-0.6682034210879775,3.063939252056439,0.5045376105074713,-0.926605130598539,0.5953036786985386,1.5590206786166951,10.082874228906917,17.439492479601594,19.996799249098974,16.097933822529125,15.265198471997012,15.395103871821794,16.268486100275993,15.652641732847917,16.725133897157665,9.884183444100923,19.37380094290852,19.916024770404395,19.709055905288576,13.134624017366647,3.744762485655416,-1.3012656916241168,,,,,-3.083637061504453,-0.3099232050240394,1.4533916875974469
2017-08-06 20:25:57.000,9.672080798684046,7.181474909498427,5.206351080134199,5.002880525467276,4.272301410711273,3.119752556736011,2.4529913052053502,-0.4407914303874051,1.5941527254124797,1.3143530541880173,1.4490942155549034,1.0481397446748173,1.9497130567757928,2.8229259868714336,2.7976032110952485,1.3133238991816198,2.1850675947278213,1.91937597981248,0.2860174315631031,2.1839373727009423,2.1818509505421484,3.2536026271194536,1.529429238846451,12.641400757098983,1.9744804809755672,-0.2869557190482001,0.9747841248818312,3.713585813248557,3.9437391403144697,1.9696686074617689,4.664830525046265,2.7375049148596964,3.5657900701864667,5.214682006229631,4.408705164772366,4.088271207226193,3.593616201135656,4.8826825757164185,3.4936956866292426,14.98679010251529,13.47410094671052,2.160092127868212,1.1553802377219662,0.1812273596552504,0.4197543843284747,0.5464044325884053,0.9161812732721748,3.9849462558538726,7.818208331616131,5.906655130524087,4.416412481896558,0.50708246773826,1.0361143781226692,3.874680022153402,4.221191965319385,6.151425974662568,4.651800197469908,3.2056459198584584,2.335491186464329,,3.686087204295716,12.197726007477083,19.65792044727097,21.768485865764045,19.078752562661435,21.61527323248416,20.28369770207905,20.557362809354487,19.685687106862545,19.84150638916196,19.299258469745585,19.66246018481832,21.27506967162224,21.91748187292968,22.005706952569064,18.16809019749963,15.48643037269452,14.958455462507487,16.8016054461758,16.52723502630478,16.613052199681356,16.06459930027117,16.31199969441403,16.945776644421414,15.915269796691874,16.502479018052597,15.854976389533787,14.778467790781615,12.332020297240843,12.43783086917033,11.30321905808054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-08 20:24:49.000,7.295472623274938,8.822391248452893,6.53463875289143,4.319654033691469,3.596143457560301,4.002506639418195,2.032944574795577,-1.2941348124438332,2.043695547274363,3.4744730526260983,3.093993615619264,2.5002825338175554,4.341864370525839,6.329335211000437,4.813296203115328,2.426628239616307,2.27523790047901,1.7669403865683797,0.4648822899841276,2.653176768877731,2.16041665883806,3.185141766158353,1.1380127343864808,10.210411979062878,1.0800715018897784,-0.7010191876174181,2.1445774736723275,5.930183672446605,5.855150728275158,3.849589371801469,6.5695177824478606,4.496994924998699,2.9195340008893367,4.51852097728206,3.930544666653135,4.04791374971016,2.2542638754473088,3.249948851466568,2.2136171931415176,12.39724971150995,2.9388710700443474,-0.4522947030505049,0.6506995512332114,2.4373582552894404,3.1705485774011444,1.9613181643667503,1.7925081743828626,5.709677097687944,9.632782615593772,5.695812022480689,2.862617150273931,1.2936063446606845,1.8045491238149904,4.118567329250819,4.793323284611537,7.305378487605603,3.0173439055543203,-0.8661119551416254,,,2.1965474419514988,7.292780499364213,22.259258183787804,28.48517932932485,25.81924585506716,25.437761018155747,24.25484636351806,23.79377036334087,21.80960781548714,21.743047395314893,22.674467764970466,23.16727710073391,23.9007322677145,23.215842532152248,21.36462447732648,18.388188847245303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-08 20:24:50.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82083779437275,5.19550699385848,4.0482001438123,2.254550269549449,3.726925336512224,3.0909494268298783,11.12480234717991,2.588792373724795,-0.0308810378200374,-0.0689893533525423,0.2527203990297355,1.6367462278832967,1.4162049530609253,1.0025499469601842,5.549395974021242,8.634835259540782,5.360963333363441,3.104388921737864,1.338185608520619,1.6457848549456844,4.218848790524657,4.162012882547742,7.575218811263618,3.37304443430208,-1.2435151064917362,,,1.8383450374480903,7.287143398900456,23.68116573214985,28.22529788320174,25.80267720273337,24.56946902317346,23.995388585480462,22.95801265989309,21.536065100235312,21.68471131224713,21.14609609054363,21.4316114130281,22.856981530645584,23.422639252240984,22.41415580417229,20.087199696123093,19.748398278261103,18.89365852390857,19.886270474691685,16.613840141531178,16.388932550269033,14.917257168102555,15.070473593895516,15.83505658472201,15.779458358026934,15.184941899475044,13.625801431297996,13.1382378341782,11.562022633001332,11.517492618772769,11.695746454178634,11.778288086238732,13.806626026277032,14.65669303250341,15.24286057612336,10.714481460448752,6.407067090374047,,21.935548938365,24.22438242516097,17.758615089287737,18.5055759945295,20.143658965875133,7.709584157089273,8.986747487206468,14.639598615185266,14.021503999626796,16.139968160557594,7.999269451530225,8.945874012345696,9.245156228292798,3.727431710692541,11.522507453116988,12.08880311569068,6.342268945296956,3.5519592614617466,2.4826411475625463,11.407337663246418,10.712053725454169,9.282756531480176,2.357340842368182,10.680648114027024,8.498023689862777,8.239770897593964,7.499859560964728,7.9201581202545395,11.474983783607486,16.40170991022901,15.040127031518365,13.872204186631352,13.870656451879524,12.210384967990503,10.753758500365686,10.06751266046182,10.914211971559416,6.376724506513481,5.983912419629194,7.838833637079285,9.517124078851314,9.209405911825389,12.479587322370584,7.331282937119518,16.654415773785317,16.72304084881422,19.394448942649603,14.615909230423034,10.336432047921464,7.373618450357762,6.722769720916082,6.349145794828523,6.30564546678991,13.694583742342855,16.023436331737628,21.440703828847745,26.12215415396006
2017-08-08 21:28:34.000,14.556671274810109,12.81947751293221,11.070969076490584,9.505727867510895,9.686199944557462,9.016865043989387,8.665320544319671,4.647774696906842,5.543262738084252,7.245132058460456,7.427373442412106,7.896059763718846,9.171209809556132,10.27364808017986,9.797319836060252,8.879624676038523,9.521693115012532,9.51429553634405,8.021702462424292,8.42667557441534,7.5939500453674675,9.864334125511425,4.815068605042741,22.307808461082804,9.58139632121566,5.892350807979776,7.8242477495509455,10.192053327742157,11.404470554836529,9.46257717236335,13.725626812621597,12.541805074992276,11.924986734699084,12.794362316445811,11.270855198841474,11.166314707428734,9.854583575532404,13.411685247169729,9.108504686950855,11.49486489022846,5.098535096902554,3.182418813629168,4.062746161795841,7.327594442015364,8.8719955133445,8.147004380268529,8.328721403833814,11.986473196130104,14.475301151364729,12.627734411525983,10.454946167894825,8.447129223307115,5.916209094927794,14.87719598995364,14.52597603137996,16.191682918353433,13.201715360900508,7.385014052893116,10.981442422305918,3.390470089835698,5.2089219800595945,5.940129613438735,20.939913959502125,28.58702868250637,23.99576590655216,22.55718299560614,25.47881259036653,25.620924309305707,23.29660655002246,24.418865510650463,25.34881999328374,25.137264706903625,25.31245927170692,25.954496360017703,24.911352262892244,23.814252628908022,24.035383442502884,27.412508513024825,22.15278452960313,21.828876676627964,21.412438270479893,19.4310285444407,19.064850377697365,20.381835671664803,19.209310996254374,18.347509446113364,17.049016832636255,15.682539920649656,13.494256712342768,15.31219190865349,14.985596907619415,16.476188706689904,15.302060495736647,16.47013932468405,18.843563815395903,14.141409384276924,13.063978168393394,0.4585123729872031,29.74184097815602,30.572280707459143,23.883759266513003,24.289264130615283,25.352219107563617,12.502846120094349,13.871507607703968,20.63848773872843,19.06025990907095,18.463243287321355,12.383774941160375,14.266225655968707,14.540005512553568,7.823110761654448,15.273366557090773,13.094086614085873,7.965599069050199,7.690851645077375,5.321440672451189,13.991901161988974,13.157779400265344,12.067545429000912,4.19843772136548,11.598399817172274,11.46078014490824,12.646482152699411,14.537382778231786,16.54781006146745,20.44967947847628,25.195679732421333,24.067047362575828,22.07417856631908,20.301276348976696,18.44961099085313,16.67510425532528,15.119692020187983,16.22808161588519,11.847726532619138,10.954635703260088,14.620823073189843,16.60869223582108,16.523440060363406,20.10276334482548,15.801750252545204,24.696725049004414,23.76836722817645,26.195089169630265,21.885881358791,15.792291506119994,12.04397640368766,10.843745640370924,10.22983318617006,8.664677312610298,16.382995908700895,19.982599756988773,27.19882688980884,34.89485413730643
2017-08-08 21:28:35.000,14.627535267300228,15.590626668518896,11.547186354538091,9.54457670924826,9.69764086936421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
