dates,oahuoahu0100_0001,oahuoahu0100_0002,oahuoahu0100_0003,oahuoahu0100_0004,oahuoahu0100_0005,oahuoahu0100_0006,oahuoahu0100_0007,oahuoahu0100_0008,oahuoahu0100_0009,oahuoahu0100_0010,oahuoahu0100_0011,oahuoahu0100_0012,oahuoahu0100_0013,oahuoahu0100_0014,oahuoahu0100_0015,oahuoahu0100_0016,oahuoahu0100_0017,oahuoahu0100_0018,oahuoahu0100_0019,oahuoahu0100_0020,oahuoahu0100_0021,oahuoahu0100_0022,oahuoahu0100_0023,oahuoahu0100_0024,oahuoahu0100_0025,oahuoahu0100_0026,oahuoahu0100_0027,oahuoahu0100_0028,oahuoahu0100_0029,oahuoahu0100_0030,oahuoahu0100_0031,oahuoahu0100_0032,oahuoahu0100_0033,oahuoahu0100_0034,oahuoahu0100_0035,oahuoahu0100_0036,oahuoahu0100_0037,oahuoahu0100_0038,oahuoahu0100_0039,oahuoahu0100_0040,oahuoahu0100_0041,oahuoahu0100_0042,oahuoahu0100_0043,oahuoahu0100_0044,oahuoahu0100_0045,oahuoahu0100_0046,oahuoahu0100_0047,oahuoahu0100_0048,oahuoahu0100_0049,oahuoahu0100_0050,oahuoahu0100_0051,oahuoahu0100_0052,oahuoahu0100_0053,oahuoahu0100_0054,oahuoahu0100_0055,oahuoahu0100_0056,oahuoahu0100_0057,oahuoahu0100_0058,oahuoahu0100_0059,oahuoahu0100_0060,oahuoahu0100_0061,oahuoahu0100_0062,oahuoahu0100_0063,oahuoahu0100_0064,oahuoahu0100_0065,oahuoahu0100_0066,oahuoahu0100_0067,oahuoahu0100_0068,oahuoahu0100_0069,oahuoahu0100_0070,oahuoahu0100_0071,oahuoahu0100_0072,oahuoahu0100_0073,oahuoahu0100_0074,oahuoahu0100_0075,oahuoahu0100_0076,oahuoahu0100_0077,oahuoahu0100_0078,oahuoahu0100_0079,oahuoahu0100_0080,oahuoahu0100_0081,oahuoahu0100_0082,oahuoahu0100_0083,oahuoahu0100_0084,oahuoahu0100_0085,oahuoahu0100_0086,oahuoahu0100_0087,oahuoahu0100_0088,oahuoahu0100_0089,oahuoahu0100_0090,oahuoahu0100_0091,oahuoahu0100_0092,oahuoahu0100_0093,oahuoahu0100_0094,oahuoahu0100_0095,oahuoahu0100_0096,oahuoahu0100_0097,oahuoahu0100_0098,oahuoahu0100_0099,oahuoahu0100_0100,oahuoahu0100_0101,oahuoahu0100_0102,oahuoahu0100_0103,oahuoahu0100_0104,oahuoahu0100_0105,oahuoahu0100_0106,oahuoahu0100_0107,oahuoahu0100_0108
2017-02-22 20:22:37.000,23.470887494611283,20.510946652417203,23.151741953694923,24.57687671960035,21.663111810746592,23.40875045481919,32.855535668456525,23.956982259443887,27.24305961335357,28.98111860621297,24.334482815429457,23.389494368323994,24.31385175948219,22.97757505792836,21.970715365930563,24.131207834990665,22.89921347004346,16.148761381651315,25.31649806611887,31.755215615449163,35.3356840008897,43.34109815822051,51.88862960059775,39.70890146320548,20.571364981226964,14.642039298306369,29.020098065074503,,64.82073345991094,49.388335432707855,51.78536951716436,69.40690316809521,49.47187843332802,43.74853108242294,47.26308922790779,46.88811413035925,43.859393688904845,40.35428274646515,35.67673067215543,33.452729768189805,35.78663167892023,35.00938029463632,34.18196277323229,38.69385339089482,37.28259808161124,38.42160978762976,44.871355215422646,42.15186825043096,41.18230102604222,40.17584474192722,38.69745669268586,45.640537066085166,47.99916422624936,45.15669943004877,42.52877564939597,40.53678383932631,42.11504513773423,47.09779187973774,47.6796865474145,44.53362004744914,43.85955447737217,44.35107433426064,45.15379298166887,46.41650139872717,44.56630168545416,45.562499361412186,40.0080588658304,40.79107912806143,40.23090694355494,41.45948342093215,38.84929488365474,36.247390528202686,39.03535628814118,48.63536448742202,57.51927092840011,60.16242507658564,58.00559286294755,56.11345644104966,56.07615336847952,55.81297858688114,53.06671720109699,47.17465497324332,46.83693245642561,51.39324052767511,59.233679590433205,65.57810944360227,61.937000704869554,57.45542212719419,56.075105765124,56.65961331999504,57.18530578881063,58.81516510373978,58.54432266307462,55.72281247486487,53.12321041573591,47.42560499872007,38.93587485519939,41.5937358068263,57.28167493306887,58.02689473827585,60.41350317787836,50.76296676822192,49.53121911327183,58.31713175382314,58.30934265584171,43.35508338156136,27.396072152632232,37.79129400589105
2017-04-12 20:17:24.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.44709023103243,43.47100086462972,49.66448013492512,58.510713160765775,65.67677910291151,61.27423453112698,54.36320982899865,57.41722726229565,58.07612568053917,55.631215635660126,47.685138807624014,45.46155206882061,49.13470174085765,54.68546862951172,58.18610166993256,54.9511627361739,49.03177125950535,60.38103063662344,61.11508607608192,66.6427759387501,59.52475271748664,53.92468452546808,56.32193634312512,53.45930854286976,43.48901194016969,33.80828326064466,39.66144721458622
2017-04-12 20:17:25.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.05944374638911,38.14853939199469,35.928321095349034,38.38767867004862,40.19150984231348,38.52832914809769,35.885653163427484,32.55650248899177,34.521653778387204,37.98956960447336,34.44223415286538,30.67502312621397,31.34668055961449,30.7775132332227,30.98854829509986,29.09754205913331,29.89732826406937,32.69385654528248,35.426893939500296,41.06139226179489,46.99362217978149,45.5055065492828,46.48582838019514,53.85355860925897,61.91804229803677,60.687395144851344,60.327193206810094,59.26079674559887,57.62886671896062,56.24316692500841,54.35020180300928,50.91277502988912,44.89246394494485,45.53044185482474,50.887819269752015,60.71530566331741,64.90598097608641,62.58832506610635,56.24453949283393,55.58956338182437,58.03500275886377,55.20039554915439,46.60679089140419,44.18328120716777,48.97624147554716,54.441612759379865,57.28974436276797,53.95770282883794,48.58109301215126,60.38115941274149,61.46753108473628,67.88751599654731,58.96751732087228,52.65096675183232,55.64373581480712,54.130780837819216,43.79244102814194,32.504771241247674,41.51539248196157
2017-04-15 20:24:36.000,,,,,,,,,,,26.33278857347397,20.921361194812903,15.940414000061992,11.667758467756023,9.263626840259484,10.658887622440872,22.04876639804229,16.259490501020025,24.26940882602213,30.801928543061862,33.04597682001799,40.999077997650296,44.9862353429287,37.39493570090435,18.91210129506277,13.879155626282014,22.79540608733428,,62.54513297684772,50.66397159230811,48.31673820896388,72.20638791195859,59.38687281131778,,,48.87516065091278,37.17258610751578,35.95988290487726,34.09382943328797,32.01904468398163,28.36027887915299,29.8106595422906,31.174125593061355,37.65350789075284,39.26313593321471,40.49116149862751,37.30731063089448,31.434468635602045,30.439685627655525,34.60571974249919,37.98447704455027,46.316364230719536,44.75566826322754,44.9351560142567,46.21262200087141,44.69318898417676,43.1376250339918,44.63062331317133,49.56014482055697,42.48234393254703,39.47796682165556,37.69980808811816,36.3528310619914,36.4903301482812,34.623954530166415,35.06736229629805,33.8459545677155,36.1572396142215,38.80159701449774,47.18187988555445,51.20249962177005,51.48670286179669,54.9269599636211,55.24295957144849,58.01213659398526,56.85908648698841,51.89296479651504,52.6776241336919,52.35574953620959,50.19611038501598,47.80947611507457,43.82079179307486,35.44331390051848,31.42086993312474,30.011917981426954,,,,,,24.583758983718624,27.389731467455007,29.980355486594267,32.66003659698812,35.349610982320705,33.43596675151802,27.094593420513448,27.811202877844213,40.67984890911098,41.212408549172615,41.86720329853397,,,,,,31.443791651442574,38.53141015131343
2017-04-15 20:24:37.000,23.381094605671723,20.64081838103562,22.49469442182924,21.003430527353032,19.362847543609604,19.8067259677036,28.77813753145336,20.758566282379025,22.634618056005696,25.98450589201004,25.280972214288216,21.641381445985505,20.36600279120076,19.811940235400527,19.94128921156811,20.03104464237261,21.66385679559783,15.164159111753786,22.59183398440244,29.801752915391663,32.00826889534599,40.99910113886405,47.804392989399375,,18.56492344248252,12.09144550492813,22.128136756039456,,65.45823735561851,50.2388568646019,53.44017761390418,70.8517497096088,49.50054297771236,54.256333806011725,,45.01833077993452,34.16970617577928,35.95990604609101,34.093852574501724,29.16400878779831,27.947676491365083,29.689319500610384,31.105532941822016,37.51276203738938,37.39258531316621,37.0977874625285,37.08077921893805,30.40157147136002,30.4012449464098,37.19742432796954,37.9246672441306,45.283158873337726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-19 19:30:07.000,12.058635704171811,12.879613391187547,16.509785227602222,17.14233669457535,12.431015122626556,11.823968953139286,20.406980218174667,13.669552503301029,16.380792728727464,21.06799300692268,16.802930784306604,14.864794327167346,14.457481677366928,10.73664809121457,14.56656993714352,11.23496029367207,10.995000724803315,10.63295999836625,20.251906785725343,23.69598152423813,29.14659656366801,35.580073534360174,39.69239825597266,18.134107733834245,14.017535652315717,8.15150061860269,42.21514988886091,,42.33276964091837,27.12219443876734,23.099538641354982,30.79360007965621,26.433924059972888,23.86483569873589,30.52347359560352,30.194123292098467,30.46701067238769,30.505755630457312,30.70806464684172,29.5051568415321,25.654120196745023,24.90389468302293,21.48725624583168,22.92242613784317,19.868573851821207,20.832866156264235,24.15519582053233,23.11430366597837,22.36445848310435,22.80338248188556,22.186989154660942,27.528202644029644,35.60928346113576,37.52506505442829,36.15714697587283,30.851312170879087,27.297985863637287,33.853751832082004,40.3041502409333,41.05147685861054,38.780558030127466,35.329519343024494,31.5891266061165,29.846885794378416,27.31806830327414,27.233713814120804,31.50537143550595,35.206434721566275,38.70174845614329,41.53684021596605,41.5380488160388,41.836922299790736,45.66267425457732,40.72738516710267,40.22628693163399,40.547712618299634,40.77555873607432,37.34304338014088,33.56299599596729,33.66104081833883,34.56173876016207,30.64069155545378,27.788913465478267,27.568010748496263,34.694827903254115,,,,,,20.565471589003465,22.920098063654024,31.26837617549413,41.708696060245884,42.547325933998586,45.63054595211144,41.22180721298036,43.02485558997208,53.933890000378746,53.967148565096046,54.74720810536953,44.62100502118152,40.51706181815929,48.7254194636453,,,26.757099215812445,
2017-04-23 17:50:32.000,,,,,,,,,,,3.0709651912829954,-1.519156182813023,5.876605086677499,7.979575781807393,7.934320821446434,12.456553912196725,19.083907260029875,14.941949543158026,23.00231009400587,28.248914305897493,,,,8.293258665076399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-23 17:50:33.000,,,,,,,,,,5.215163923119189,-2.7442868080965326,-4.568033486283284,6.920941534534233,6.433298484029884,4.931448753101627,10.372188062715471,12.232661933550329,-7.367616494386512,16.24923022789849,22.266981823261805,27.339790975082668,31.713940010359263,42.02711016197414,,,,12.245858721277768,,48.46452957353047,32.256769157491625,20.993760651376885,27.24446521179768,20.35127073423592,18.55066963505409,23.80044870943835,4.646003627848888,7.336437439550355,,,,3.4520613635601265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.87192005060279,,24.105672128814824,19.381783684518712,,21.347060806382007,25.914868599527747,34.27060075339229,39.53731967059635,43.94655546798607,43.724407670953546,,30.955901873315707,44.4596714672639,38.31732026323383,,,,,,,,,,,,,,,29.654465973182685,38.50163540307362
2017-04-27 01:38:26.000,,,,,,,,,,,,20.53709357762113,15.974167556162524,11.74490086337957,9.367872063676725,10.751732829554008,10.224271488143296,11.733302436102466,22.09835449599564,28.49640484664685,31.85588819953653,41.54881142799355,45.54819637880933,10.254582326193471,16.156269931770268,11.989501066630382,19.614090401169346,19.902664429062384,26.297066549746766,24.030677355579897,27.894370547205085,39.967743123354246,24.298673823712733,27.811363819689625,31.10809859818917,32.30661528387631,34.78135418435425,34.91656787209685,33.533928292780374,29.8324881941938,31.91684128508261,27.158054018934987,29.577165073692058,30.992585616191388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-27 01:38:26.100,,,,,,,,,,,,20.53709357762113,15.974167556162524,11.74490086337957,9.367872063676725,10.751732829554008,10.224271488143296,11.733302436102466,22.09835449599564,28.49640484664685,31.85588819953653,41.54881142799355,45.54819637880933,10.254582326193471,16.156269931770268,11.989501066630382,19.614090401169346,19.902664429062384,26.297066549746766,24.030677355579897,27.894370547205085,39.967743123354246,24.298673823712733,27.811363819689625,31.10809859818917,32.30661528387631,34.78135418435425,34.91656787209685,33.533928292780374,29.8324881941938,31.91684128508261,27.158054018934987,29.577165073692058,30.992585616191388,34.874582479432576,35.81901954864724,40.25673633693493,34.59166665352678,33.99697232512087,33.549344142266094,40.34491275733592,46.97246035801025,49.72114132414847,51.27925899683778,47.45850505313837,45.25718523954921,40.87142068066487,45.65340125386789,50.01076524231539,45.9937668252493,43.25441930369251,42.80401183457204,38.09985984611688,34.8823192464922,31.704975161643112,31.331383723635305,31.5539909116252,36.3833446451669,42.04447448824044,45.14228133720968,45.11949973092264,51.86913015136206,57.33505824000201,58.52646269080502,55.40118302628856,56.57248435724331,54.98810111544948,53.30545191440291,50.533135622612406,51.22312294558797,48.57639877927622,42.71825741598795,38.27587036563687,34.2971850002578,32.932416607674085,,,,,23.550413640643104,27.7490942163268,30.59529781184596,33.22708751310438,35.94871357006451,38.68079799806651,36.809889081731946,30.51140517552789,31.27120929126056,44.18344343982391,44.75993397396513,45.459267411672215,33.22025661910927,,,,,33.61979702236282,50.90919690269071
2017-05-02 00:12:32.000,20.86425613623593,21.8914924882964,23.6622689617468,24.047296237301826,22.414880658124744,22.879169972520664,35.71925788114796,23.47177141940028,28.169430448845144,29.927620666389405,26.87101942578868,26.434882687491104,24.812393416298224,25.345394609452125,26.611085088145227,23.811638727746736,24.13900352352908,18.160069455964223,27.258374246053503,32.04956557696459,36.3273728486033,45.01028279921153,45.83810012822756,29.643950806441342,15.115650979776603,12.943287149013242,25.73524799152992,,60.39637148626215,48.17634122860078,47.47677775807722,57.94772121842652,46.85618244068416,31.302760631480105,46.43489598712767,,,,,,,,,,,,,,,,,,,,,,51.7499327271591,53.19035774473228,50.41200960585583,47.0044130556191,43.32997399507365,41.55680578918852,43.20222857978223,42.99477101566677,44.17497034411726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.62428464677446
