dates,oahuoahu0093_0001,oahuoahu0093_0002,oahuoahu0093_0003,oahuoahu0093_0004,oahuoahu0093_0005,oahuoahu0093_0006,oahuoahu0093_0007,oahuoahu0093_0008
2017-01-01 00:17:45.100,40.86534025131591,,,,,,,
2017-01-07 20:21:26.000,20.887029785759463,28.47214414133076,32.5100488472247,33.86556394099704,33.51141769540199,32.67442430820476,23.864836392459903,15.533269711916445
2017-02-22 20:22:38.000,,,,,,,,32.618063452035656
2017-03-07 20:22:42.000,28.909985963871343,36.85774719309647,40.042541050819175,40.727690352154085,41.51572920284622,43.44736025703162,32.832506565831906,28.08625217367559
2017-04-22 17:42:08.100,22.618626388894143,29.963322867485573,32.998547419623506,33.653662396158246,14.831532958911149,36.92931338289522,25.746615879943725,21.48125653530629
2017-04-23 17:50:32.000,12.675718789953546,9.8176736675881,34.21471357908689,38.67767676273423,40.39607080305746,42.29354756534436,30.81759947369652,26.276539249047115
2017-04-27 01:38:27.000,28.24496710245558,36.18694496528632,38.72908032033665,38.82210265036077,39.037306629061554,37.75414494725449,27.217523092807298,22.929801745910925
2017-05-02 00:12:33.000,31.421160376114056,39.37470497173357,39.28122587968665,40.59642251978725,40.90320803160213,40.91967184295628,31.576939148500127,25.95143404891032
2017-05-07 20:17:19.000,31.81409209682541,38.40605831425847,40.55463281218598,40.825601770833714,43.66813020912197,42.18877643066319,30.8325641167592,26.7349123598516
2017-05-18 17:24:54.000,27.12670608873692,30.72707952578133,27.83629543699096,,,40.50488142511456,29.98863836677721,24.37441529403093
2017-05-25 20:18:56.000,29.209530706211005,35.906146523419004,36.83291634376275,38.76206804320211,40.44793542601946,41.897483094964336,32.18356605644818,25.649198738998308
2017-06-01 01:33:18.000,27.398830143683924,33.930134673120364,37.30203614248306,34.49266077390266,41.27991183151448,41.24000834919869,31.64233442644186,26.67337985502889
2017-06-04 01:18:15.000,28.59318308800347,34.189755097932746,37.86516241495482,38.366105140452255,38.14008367702469,39.12420888343016,28.12819184367129,23.92418008779921
2017-06-04 01:18:16.100,29.246592434389623,34.19052026557259,37.94640873308892,38.2904937423096,39.56693601753412,39.06162051499761,30.123456643994693,23.92411880215009
2017-06-19 20:20:13.000,31.256715389333184,37.81078303980868,38.86456779677128,37.8294417674918,38.10979537063307,37.38652606976106,28.965262987705376,24.540548178344032
2017-06-24 17:03:21.000,,,,,,,27.844759957948565,21.4163159666186
2017-06-27 00:39:39.000,33.38502117107815,41.26898327094595,41.8596320532525,41.584319559394906,43.44880707664891,60.217225067518335,,
2017-07-14 20:25:52.000,28.8816564533119,36.19761768662474,37.67070396110223,39.498622267650994,40.7394065892252,40.40264547542774,32.87579582091394,25.963065816227903
2017-07-17 17:17:05.000,25.07468835480293,33.87912119058082,,,,20.78364715248237,31.814397559566185,26.840925202616194
2017-07-17 17:17:06.000,25.49270816001272,33.879250599046706,,,,,,
2017-07-21 20:26:05.000,32.99021014983225,40.42220258331894,43.31269252468648,43.66520452979098,44.00386041839308,46.20925271510923,35.76117604079302,30.75784918650365
2017-07-23 20:21:49.000,33.81865053204246,41.77797849406717,42.37063299423743,43.25151086796605,44.5183644663047,44.28339895295882,35.67274998349516,31.481754549021595
2017-08-11 20:27:01.000,34.41049696743812,39.02466665245485,40.96752126231711,40.76158772931762,42.132034266805256,42.34406441711064,32.19917509906737,28.74139213772774
2017-08-12 21:44:26.000,29.883195062976192,33.5417494916535,36.005473070360075,39.39683481347517,41.096824236985846,43.1370331451482,32.650394064650385,29.28518887420466
2017-08-13 20:44:34.000,23.11150596345826,31.04902387191161,32.87421038223058,35.96554772198175,41.58712567698909,39.88565129191851,31.19064049261648,26.80423148456791
2017-08-15 21:44:11.000,31.123365628395653,38.15837700630166,38.99830304991579,35.242890420314666,36.92302145881968,39.24176081928672,34.23505328110208,28.473736143427256
2017-08-20 20:23:21.000,26.512446856213288,33.70637471591656,34.697294445327245,35.817011510801755,36.70322250095276,34.44518535381817,26.52496772123589,37.46110541631497
2017-08-23 20:23:23.000,30.81625079703287,38.76979539265238,40.69231897598952,39.324633667055416,42.40947358886243,42.8137572083314,34.96979184350374,31.48685729038238
2017-08-23 20:23:24.000,31.97198676965471,38.80270446226036,40.85039465145234,41.093590298688426,42.419804119112605,43.40497918268116,32.69985477658592,28.48678047048488
2017-08-24 20:24:16.000,30.902687154830367,35.949537443778176,37.27580714045564,37.1117348842518,39.7067086964799,41.064835753474746,32.0126881690758,25.66351471382868
2017-08-24 20:24:17.000,29.99159571174628,35.933612138368936,36.7750143278059,37.259762660521474,39.72578158676605,40.05796884374307,32.64162844561612,25.66357147754558
2017-08-26 20:23:58.000,,,,,69.72360035095501,54.93262400357754,39.10428725146812,39.36536505146752
2017-08-28 20:23:46.000,26.66685985570804,34.60883771853877,35.14261231694867,36.50803065407611,37.92113589209505,38.49540586352009,30.89856314792838,24.62546386110069
2017-08-28 20:28:31.000,26.8114354797718,34.605260285420215,36.09325032494287,36.509821704742585,37.89156456587485,40.1453062626516,31.692303159017165,24.34831126668745
2017-08-30 20:24:04.000,24.608487591228915,32.00057909681234,34.34394101858065,34.71356185653519,36.21922365831068,38.47081831456909,29.32846927098925,21.75672172016884
2017-09-02 20:22:17.000,29.57071437937821,34.69150216153415,39.51586812868317,40.33870010288791,41.42386798225176,42.42205468232188,32.09257166243263,24.56007623146649
2017-09-03 21:41:36.000,38.92556202287415,43.589098996375625,39.22216419217356,39.49584346934338,40.70915169014706,43.25374423137779,37.81612991037117,30.789661665425044
2017-09-03 21:41:45.000,30.342515142544457,35.27699052903769,36.07546395244487,38.30769305311994,38.58928870259397,40.3686322087781,28.191460752915944,25.020041510304925
2017-09-05 20:23:35.000,22.54481637166675,27.95976599885007,19.375370397013043,40.30978463500942,41.35185225918472,41.60231935976083,30.787579379578883,23.576101646443284
2017-09-07 20:22:44.000,31.31231373979892,39.017550031358326,40.35271765740579,39.30526876965269,40.546053091226895,42.24762821405236,32.10925599138953,25.734223527803085
2017-09-07 20:24:59.000,33.14778248690531,41.43545403198709,42.16952367875002,41.494744802204494,41.57817561832958,42.007741019250254,31.72194500691066,25.75264168657295
2017-09-07 21:40:38.000,31.88748405527279,39.8247287171682,40.52896980349242,40.112447455462565,41.155863787177815,42.87896376040466,33.09058089541273,26.54140221361295
2017-09-10 20:22:32.000,,,,,41.552991093010434,49.73742525007238,45.49344548361489,26.68125948220469
2017-09-11 20:25:30.000,28.63307750772628,34.44843381929362,36.71056630330563,38.278890868041415,38.86504670283394,41.289273071431474,29.953835376107936,24.19148480056085
2017-09-12 20:24:59.000,27.067565101120667,35.009542963951404,36.90272782711038,37.18132707953362,36.84204947073497,38.73031367022908,28.02492525999504,21.752399744576014
2017-09-13 20:23:32.000,24.80437687424977,32.400002757165474,34.367830446146044,36.204421526963856,36.60052505976376,37.95594507557946,26.424049595885748,22.152471953088234
2017-09-14 20:22:32.000,24.615320238779223,32.54763035059835,34.44249830069365,36.201197431582415,36.82184999493882,38.96571152896634,29.812554033430985,25.303967174597474
2017-09-14 20:25:24.000,28.888981778907272,35.57179029639357,36.47971551726616,37.98982450977909,38.861433055133816,39.135291614150965,30.539579866443056,25.31484127766081
2017-09-16 21:39:20.000,27.28645573625044,35.79447803632333,36.69197127390184,37.6990394556457,39.10677620987961,40.462349220175774,30.508977035489018,25.576655114224128
