dates,oahuoahu0090_0001,oahuoahu0090_0002,oahuoahu0090_0003,oahuoahu0090_0004,oahuoahu0090_0005,oahuoahu0090_0006,oahuoahu0090_0007,oahuoahu0090_0008,oahuoahu0090_0009
2017-01-07 20:21:27.000,42.36725369611639,35.76675234028896,40.40977789828143,37.13923229299196,26.5989697242205,24.918734551109186,25.259413029567902,26.451015271627664,30.348528250346213
2017-03-07 20:22:42.000,38.63809604553334,34.97559820260622,39.35889106039704,35.42896116770734,25.42539367730996,23.108676029943418,23.959719538253164,25.71686389284548,26.45150859646985
2017-04-22 17:42:08.100,37.69907631251298,32.56249436410705,34.84267601030508,31.57329889227723,21.55278006913269,16.906908748220413,20.667301021832643,22.780686445272817,25.40286761739478
2017-04-23 17:50:32.000,,,,,,20.576186574788107,27.09752501329756,30.730718532767693,39.463363150422296
2017-04-27 01:38:27.000,,,,33.39763354010422,21.75835535614521,20.076733370994194,19.59044719365309,21.685276644483928,24.68769876616436
2017-04-27 01:38:28.000,34.60491362330556,32.92608718956728,36.8531512334987,32.84463984584879,21.75830872181487,20.40216897671558,20.748235366766004,22.99973850320174,24.87562308137086
2017-05-02 00:12:33.000,41.27353817175602,36.45135230430756,40.20008093922298,38.00098812426463,24.93513279803117,23.504604182314395,25.073307572420383,25.22053582875068,25.804022824768843
2017-05-07 20:17:19.000,41.91707206342931,39.12594543762996,40.92503245824792,38.7379430783619,28.5773604729448,24.14813807398768,26.164423958949605,25.864069720423963,26.401681511842824
2017-05-07 20:17:20.000,45.12018694956094,39.13210991820782,42.750651041800296,38.61345486557469,28.57753807592651,24.1483156769694,25.310814873477195,25.864247323405674,26.31598956228238
2017-05-18 17:24:54.000,41.32746910061807,35.02946712598822,35.67309016760077,35.831151042239235,21.978235574047066,17.291852620839705,18.880445218940924,23.1416847521944,25.998920759651973
2017-05-25 20:18:56.000,40.81826556617335,35.99607969872489,39.32381717692105,36.00017096241858,24.47379300763249,23.049331576731724,24.228563116630767,20.61558144110079,28.799540120403176
2017-06-04 01:18:15.000,39.00472329245931,35.19078893376975,39.72343860660061,35.83969062008181,25.76206143347736,21.46316198935985,21.890968702705617,23.003580548892288,24.72935342957868
2017-06-19 20:20:13.000,,,,,26.378429524022177,26.99799207703996,27.120110384757087,26.75824553888564,30.704176636792862
2017-06-24 17:03:21.000,36.39168432644745,29.49346412256624,32.61304503046549,27.11700650019053,17.240627115010817,3.0256401491863265,13.991750235386128,17.143273250671246,20.35501347016116
2017-06-27 00:39:39.000,43.16781647096841,36.46399453453582,41.1896988563467,38.19207453411981,26.82334391242756,25.119482826023862,25.498275434497387,25.09036156936875,27.995473909884414
2017-07-14 20:25:52.000,41.10973672937909,36.72660067049279,40.958761614385104,38.811680050179625,25.805146725395502,24.235734264144057,25.32275122793394,25.081408953410826,28.447927962303066
2017-07-16 20:20:17.000,42.90328768255432,39.56923109035954,41.193156228212935,37.25157920420829,25.92560101281921,24.833590783962087,24.28596687451582,24.53388629623281,26.63022343529538
2017-07-16 20:21:20.000,42.26944602680157,37.45766741029959,41.262352885414046,36.87733318249396,25.93629289642775,24.500512037359943,26.516797922321867,26.35865521935859,29.201460243455323
2017-07-17 17:17:06.000,38.67631783197657,33.913361674377185,39.202580816543154,34.17612350505995,23.96531440601533,15.639134206444616,16.14434922428494,23.618939176088293,25.13015916512317
2017-07-21 20:26:05.000,45.29404088229266,40.77276458212441,43.300698161725705,39.61876244840597,28.75139200865823,26.27393079971862,28.569914087131384,28.170883261555723,27.467210966275825
2017-08-11 20:27:01.000,40.923357640662815,38.263126929399576,41.89201959056908,37.65654331463593,27.583646050178302,25.306332105688355,25.170709536183114,25.093563277770897,28.90463219489264
2017-08-15 21:44:11.000,54.03364994347535,57.993172757355545,,49.27764952968382,20.903369850280303,20.29601799150631,20.70673785493476,22.54771615630236,28.859642966599104
2017-08-20 20:23:21.000,41.6317796014028,36.80959373395434,40.547868791902914,38.46811958104497,25.29652208377651,24.41436828364133,26.47530512349616,26.25179947304835,29.61305415563263
2017-08-24 20:24:17.000,40.84573117954466,35.726652743760056,39.593758447611904,36.768551919838416,24.552487317133952,22.54722993157832,24.817278498893423,25.566204403919567,26.19158082277462
2017-08-25 20:22:47.000,41.20429178017494,35.11899457401567,38.63311056112104,34.90191660243842,24.85981922163408,21.683373871637027,23.286332508536525,25.151289437169595,27.68202193284106
2017-08-28 20:23:46.000,36.35955115221956,33.46936996359799,37.58909028211456,32.84700176019215,20.18996205356537,18.66583043460358,19.60078975576408,20.082894245058093,21.19023027261805
2017-08-28 20:28:31.000,36.1247906045658,32.146227870689145,36.5887595915274,33.320048826071265,23.181431644335447,20.234228914021823,20.12393128687488,20.079316811939528,23.38640849902167
2017-08-30 20:24:04.000,33.4649931352666,29.6924549785618,35.41256174594499,30.46165471558284,17.58051436237297,17.31171443647396,18.606258602522463,18.94239420228645,20.832470181954427
2017-08-30 20:24:05.000,33.48143087663309,30.74658983086372,35.28808838083727,30.80923379882956,20.585335310297765,18.01692437982987,18.389071687029663,18.80821558574808,20.175758854795767
2017-09-02 20:22:17.000,25.8617937124845,22.91770493419205,25.69916471872696,21.28075565257414,14.005305620634829,12.286995536826304,15.679353440431369,19.894859560310422,19.70719499022249
