dates,oahuoahu0075_0001,oahuoahu0075_0002,oahuoahu0075_0003,oahuoahu0075_0004,oahuoahu0075_0005,oahuoahu0075_0006,oahuoahu0075_0007,oahuoahu0075_0008,oahuoahu0075_0009,oahuoahu0075_0010
2017-01-01 00:13:55.000,20.374533022193788,20.67924916445452,17.652241877991074,21.41783567850079,19.2346851559162,16.5607014167505,16.56276336350673,18.52054349538629,20.116757059354747,19.16584318397551
2017-01-01 20:19:50.000,17.06478723182488,17.379272891534367,14.14350708463228,17.151724764242687,16.55860111653083,13.479966726059027,13.203670829828017,18.04563446510322,16.987910337446213,16.154800040190132
2017-01-05 20:19:30.000,14.302219165798306,15.922317959092911,12.44769513157825,15.115297669227198,13.324787220075084,8.805874454426428,9.22494604299874,10.541486853859306,11.530396343801936,13.540294193978978
2017-01-30 02:52:03.100,15.073643168796163,19.437228118335984,15.758142399644836,18.965632326986963,17.030986098737465,16.05499783217509,15.749386958118638,18.36255553851328,20.17582256994636,19.18212593438468
2017-02-16 20:21:21.000,14.38749776174482,18.797834471182806,14.034001031454512,18.193804994963948,15.79498221725181,12.587907357945586,13.021063055303124,14.694106935015908,16.489675898404418,15.42520302533766
2017-02-18 19:26:43.200,14.329382660071769,17.45925589377494,13.10446770662298,16.667156459780337,14.97886309331794,13.50167404101485,13.493181840871491,15.098576906635522,14.076984288423583,12.816499642191074
2017-02-20 18:08:42.000,14.731017325511038,14.698202325851854,14.354628504201548,21.216082679776925,22.097173984277784,17.66923111299793,16.47987663071336,18.66995854750331,20.05378670357337,19.06009006801169
2017-03-13 19:16:22.000,13.85982664035546,16.69732376234613,14.309847852341823,17.67345637396188,15.464032560051596,13.89646337664509,12.26745945132312,14.580650170083086,15.96953618824996,14.905063315183202
2017-03-13 19:16:23.000,13.85384135713108,16.919739830803607,14.30984841748517,17.497723899433787,15.81477409419738,13.808068604323458,12.517150700281707,14.196166143234755,15.969536753393308,14.905063880326548
2017-03-26 20:23:10.000,25.860986321398187,31.80983745376068,26.159290391666847,27.89616008013489,25.81168667660498,22.875349982597577,22.42292807240274,23.982965413077952,25.692221394980663,25.944733363661147
2017-05-02 00:12:36.000,23.04881738438424,23.528311898719785,22.82041778040112,26.631478426190927,24.1510076952965,21.79299234980658,19.531424611325523,20.810125734434703,22.522920453904693,21.70843194502686
2017-05-13 20:17:12.000,22.098786448808884,22.182288548172487,19.1271880563754,21.685224994303688,18.694421125098422,16.134922496982856,15.736043794352415,17.214612340663752,18.51947808755829,17.52578145199661
2017-05-19 17:04:28.000,,4.838096132293863,10.598503023610064,15.006475340838264,15.535823831303306,12.85110318785458,8.608031388275176,9.376131868171749,10.512707718673973,12.35095593804757
2017-05-19 17:04:29.100,,7.960611748330787,11.241389784418931,16.305213054606575,13.500289705056446,13.327872604920389,11.054175633900895,9.406560003391744,10.486257154164702,12.199872054829068
2017-06-06 20:18:49.000,20.68005216474262,20.84510591643568,19.42078114490571,21.49944404346608,19.252329749233063,16.58254577026451,16.666952822990662,20.07395235202965,20.20536046374361,21.04884586005993
2017-06-20 03:42:17.000,13.934295811250346,17.65778867332161,13.36014822076786,18.67222551853321,15.410299888402353,12.874845053526892,11.890125953496833,15.37470464772607,14.286040697518487,13.827165693171755
2017-06-20 03:42:17.100,13.934295811250346,17.65778867332161,13.36014822076786,18.67222551853321,15.410299888402353,12.874845053526892,11.890125953496833,15.37470464772607,14.286040697518487,15.218762228720564
2017-06-21 17:26:44.000,7.084383334983478,15.98235721580362,13.67232595193149,17.149740379900827,13.527303200865148,10.320918852463176,7.599456403575779,10.464667399480588,15.137935741043757,14.267541414772868
2017-06-21 17:26:45.000,7.871678693773022,15.85252024411956,13.672459248722769,15.752674594844445,14.782888980214215,10.841578392856528,8.838899999018254,10.464800696271864,14.49236166178212,14.267674711564144
2017-06-22 02:53:59.000,7.97186149762559,13.566308695477446,11.960008167447697,17.61188778724009,14.0067517555937,11.553141488089093,8.769108801871512,12.275860664037362,12.010042812009694,10.804017463908048
2017-06-28 20:19:14.000,17.675334940476297,20.11813027265968,16.652817692704915,19.13350105667684,18.31300427007118,16.726265377027495,15.58019927426658,16.842695143514508,16.022996771110947,18.009525629940434
2017-06-28 20:24:50.000,19.69618811548665,19.79798235825517,18.73440849240744,21.544312973765063,19.165150233004,18.31673111114631,16.230282706751712,17.719200981765447,19.00374925483677,20.037701246871418
2017-07-03 20:19:37.000,11.912207140732685,18.2917402224259,13.916504808328272,14.016447602750228,9.21433595769497,4.24211418365818,27.69332234484424,28.768814661209912,,
2017-07-03 20:19:38.000,12.586542931200013,15.556607780975728,13.916618938154985,12.997386989248596,9.15156913228177,4.056307728788263,1.9441665507957204,28.768928791036625,26.61051965675378,
2017-07-03 20:20:15.000,15.097244537365322,18.376444995615504,17.860765965360716,21.75347828871532,18.68953675526973,15.892020426038709,12.301557746579675,12.170517594738913,2.2193390203962573,
