dates,oahuoahu0045_0001,oahuoahu0045_0002,oahuoahu0045_0003,oahuoahu0045_0004,oahuoahu0045_0005,oahuoahu0045_0006,oahuoahu0045_0007,oahuoahu0045_0008,oahuoahu0045_0009,oahuoahu0045_0010,oahuoahu0045_0011,oahuoahu0045_0012,oahuoahu0045_0013,oahuoahu0045_0014,oahuoahu0045_0015,oahuoahu0045_0016,oahuoahu0045_0017,oahuoahu0045_0018,oahuoahu0045_0019,oahuoahu0045_0020,oahuoahu0045_0021,oahuoahu0045_0022,oahuoahu0045_0023,oahuoahu0045_0024
2017-09-04 20:20:54.000,31.6771594560216,46.60198771551978,,,,,,,,,,,77.60912312653042,68.26517862875042,57.59628452047401,50.94892710792376,46.55452935871586,42.77855834041656,41.80289011446685,44.479369879489965,42.13185528799819,45.93470621334667,47.16026552696444,28.037893440418213
2017-09-06 20:23:02.000,27.53642586341344,42.40958455373788,61.19399826357598,,86.1488415742977,92.36410169098475,99.78775095668249,,,,,,,,64.85924131246362,59.08593123133426,54.57873027624025,48.6940405081846,50.20103572745076,52.84703687209998,51.00095710483335,58.49949686334672,57.280033733358245,32.885578407296606
2017-09-13 20:23:26.000,19.003165579848584,33.66964599362426,49.10255625550443,,,,,,,,,,,,,,,,,,,,,
2017-09-16 20:26:06.000,18.57721990195252,,,,,,,,,,,,,,,,,,,,,,,
2017-09-18 20:21:57.000,22.899085193178635,37.28329202332,46.0167814569912,58.23620407588511,64.01681134967677,70.1387481684898,82.51875078956486,82.97124924762645,71.95389176309688,61.62756281396887,61.2467566862812,80.09816238760091,75.39400918248087,,,,,,54.68328015387038,53.63731817803641,49.8264550050088,53.20818930941219,51.31121863211983,34.951082459062135
2017-09-19 21:37:24.000,20.714614051300355,37.316261892840025,,,67.22322549281648,65.16466202541979,69.93769977410663,63.56983889737008,58.22412087334919,57.99240397767695,59.94299183779516,55.124165142232016,47.75757456490045,43.47277167473237,,,15.924121157139266,,,,,23.67517539473664,20.3199783781326,
2017-09-24 21:37:31.000,22.65150177834517,37.42132133037073,50.128663103508416,60.04000490512218,67.00240148105188,74.0505392825017,86.00088049666803,92.61483503973854,,,,,,,62.798948376896085,55.78975623542951,62.44874881035882,55.06253573360817,55.48325642028618,,,62.07679144009351,62.71715484325555,38.024405676152455
2017-09-24 21:37:32.000,22.651543313369,37.42136286539455,50.2941477674426,59.89524053138424,67.93222671723338,74.95467096363001,85.36860113257477,93.98894724196752,,,,,,,,,,,,61.95917325946938,60.181261409136525,,62.85290908084018,39.177335356615
2017-09-27 01:35:05.000,23.34446477747771,40.15015439528061,54.20600758437392,68.13105579261054,77.27028080398821,89.62096590842145,,,,86.62358880069094,86.80384107720336,83.78501585684852,77.10475717156336,77.70522642642169,70.86097427443522,62.89034754985544,60.33712451110021,62.106480291455625,65.22492466525051,64.98563307195334,63.95353795672412,62.65163655732011,64.47862070100639,34.97981247033498
2017-09-27 01:35:05.100,23.08512451382077,39.71498446439664,53.15313087971182,62.89462372453845,72.83747387648285,87.70201850696871,,94.5594365456268,,85.26289734168577,85.70281728811437,82.90539296261048,75.37749054859698,76.63092369432175,69.96201242735661,62.99932109301185,60.6217383712328,60.89130632247954,64.40525052583591,63.88908396117203,62.20303227123753,60.70273725909656,63.93754004473421,35.58752995922216
2017-09-28 20:21:29.000,24.57887665273981,36.28054329641137,48.77590842783089,62.30286106356375,78.79640060862214,92.42641706700246,,,,,,,,,69.15829590921709,68.72904064166045,56.92626712753382,62.20718926590876,64.4371533820805,66.20771123464853,60.77522355322076,60.864550814659175,57.48208430437585,30.04769777050636
2017-09-29 01:05:05.000,26.32829748731192,47.88657462817899,65.56343518134581,72.32981600354579,81.70004108591033,,,,,,,,,78.15022914110239,76.95577589629269,76.30811488489296,72.04554436700832,66.73792527734332,63.39294553826641,68.77536124943973,69.0014123708056,60.341640248157525,60.678482665669726,38.119987190862055
2017-09-30 20:23:34.000,27.68042685445541,42.46949700295349,52.02568555416795,60.30211449176591,70.34274411225277,80.54965176869507,90.19376520969062,85.37478761302503,77.08608485313991,77.66139654245445,78.44956024087995,74.42874207544993,77.22893613431441,74.88617732120223,70.6354133463983,66.51397802895026,57.73921460646248,54.342957406978805,55.61865614186302,57.623819636164455,56.90301337667472,57.26516836559183,53.0861916187043,31.255273165945948
2017-10-05 20:23:23.000,22.205737832277084,47.6796713666781,53.10017005396781,56.36025037075462,73.73364449874006,69.38349801413264,74.82787809328558,68.03939816705345,63.111531044580055,,,,,,,,,,,,,,,
