dates,oahuoahu0104_0001,oahuoahu0104_0002
2017-10-05 20:26:50.000,29.53760415454503,24.315711102937367
2017-10-08 21:15:26.100,30.98545997936096,28.588690706003312
2017-10-08 21:37:24.000,33.2553035013527,25.91293736982116
2017-10-09 20:24:28.000,23.46401014207488,18.18029613864504
2017-10-09 20:25:55.000,22.548129639914062,15.055025782472022
2017-10-14 20:30:30.000,23.783256249172872,26.75796807537653
2017-10-14 20:30:31.000,24.010476477569377,27.448474803855696
2017-10-15 18:18:21.000,25.52315849908798,18.18089027341464
2017-10-15 20:25:45.000,25.980339957090344,19.253237272661835
2017-10-15 20:25:46.000,25.46857010379605,19.337645462331743
2017-10-15 20:26:39.000,26.263981066066982,22.56079849032427
2017-10-22 20:26:35.000,24.41773965906617,18.360984933888627
2017-10-22 20:29:15.000,24.913374893824628,21.06562113889296
2017-10-24 20:26:38.000,27.513928802054537,22.54750559527381
2017-10-26 20:26:19.000,22.76443006426373,15.622736221165594
2017-10-29 20:27:54.000,23.55839543570204,17.93396533522248
2017-10-30 20:25:41.000,25.52694298309412,19.76964116682608
2017-11-01 20:25:14.000,23.45830755881177,18.328964687337592
2017-11-02 20:26:26.000,27.7457392485592,21.69433946894324
2017-11-03 20:25:59.000,19.746611846040658,26.34826283329309
2017-11-03 21:33:59.000,28.78570382941065,22.7654888616334
2017-11-06 20:26:43.000,28.621104556895123,21.73623723037865
2017-11-08 20:26:09.000,23.192462458568222,21.97310310507855
2017-11-10 20:28:35.000,23.45507621906941,16.80323338464423
2017-11-10 20:31:57.000,22.776241385776505,16.803092066105474
2017-11-14 20:28:12.000,28.077908577105863,22.34721928221454
2017-11-14 21:32:06.000,23.728646036565195,
2017-11-15 20:27:09.000,27.86090740092869,21.80015236834989
2017-11-15 21:29:49.000,29.50640533321464,23.11775129688453
2017-11-16 20:28:28.000,27.46575825410056,21.544331428609496
2017-11-18 21:30:48.000,29.6375392945754,24.69398390895836
2017-11-24 20:27:18.000,23.534565352677813,18.663368973774745
2017-11-29 20:26:16.000,28.347882400519858,22.337855522452703
2017-11-29 21:29:54.000,26.49163029285329,21.39028254694956
2017-12-03 20:28:06.000,30.54157884542056,24.54250741808515
2017-12-03 20:28:08.000,30.51249254868368,24.503164290670806
2017-12-06 20:28:36.000,29.58517897051316,24.62186033151783
2017-12-07 20:27:36.000,24.386895541027208,18.89779847321547
2017-12-09 20:29:06.000,25.12615295671315,16.237450842377967
2017-12-10 20:27:56.000,26.51968073475957,20.216146775230627
2017-12-16 20:27:50.000,31.234059186606736,24.59982564186828
2017-12-18 20:28:45.000,28.32787951034361,21.836534016117287
2017-12-18 21:26:40.000,28.678475709888016,24.507089809757115
2017-12-18 21:26:41.000,28.67852610534503,24.507140205214128
2017-12-21 20:28:00.000,28.41592185124573,21.308022271774124
2017-12-25 20:28:49.000,15.121193543105834,13.475278976916169
2017-12-28 20:31:09.000,24.996609702847007,21.33004698174453
2017-12-29 20:29:06.000,22.81603238834753,21.85156235440396
2018-01-04 21:23:13.000,28.50520889253557,24.12431468128653
2018-01-09 20:30:16.000,22.59259644820895,18.380837094381125
2018-01-10 20:29:25.000,26.352978696662515,20.872682008769896
2018-01-12 20:29:38.000,30.076828623380667,24.77537791547554
2018-01-13 20:29:41.000,28.72958606048711,22.15233976410868
2018-01-13 21:21:34.000,28.692570730148265,23.964312361086524
2018-01-14 20:29:51.000,28.689253943939207,22.21782538893904
2018-01-16 20:29:14.000,28.31843752385349,23.3217040218622
2018-01-18 20:30:07.000,28.428341854024232,24.188849899425723
2018-01-19 21:21:26.000,26.687340642192463,24.13585043327493
2018-01-22 20:30:20.000,23.795452127864444,21.03124302125452
2018-01-23 20:29:20.000,24.428358861704275,21.1437478282991
2018-01-23 21:20:57.000,25.00674451134452,21.05206025087504
2018-01-26 20:30:17.000,25.678380448762468,21.570477948501253
2018-01-26 21:19:49.000,25.469716592841515,21.51569220056366
2018-01-27 20:30:14.000,27.179281341166792,22.127022810386645
2018-01-29 20:29:35.000,28.57510262987288,22.38790000592936
2018-01-29 21:19:07.000,28.901746386380456,24.730360486249555
2018-01-29 21:19:08.000,28.759130627396875,24.7304182646076
2018-02-06 20:30:10.000,25.261900800948563,20.98517241997572
2018-02-07 20:31:01.000,24.90792595323064,21.09187823591476
2018-02-07 21:18:16.000,25.622494737875844,20.876904694665463
2018-02-10 21:17:09.000,27.206493942507706,21.341809943403355
2018-02-12 20:30:47.000,28.879381554338792,24.526136525118893
2018-02-15 20:30:50.000,30.651873834141675,27.43317527144989
2018-02-16 21:17:43.000,28.379131048751447,24.1587292835404
2018-02-19 20:31:05.000,27.524829608877173,20.55032495260249
2018-02-19 21:16:24.000,26.08701936730875,20.30836216655048
2018-02-20 21:16:32.000,27.81005628166632,23.532321691171404
2018-03-08 20:31:46.000,34.66482698131501,33.79438612267771
2018-03-08 21:14:08.000,30.220618496679148,27.077530684228307
2018-05-06 20:34:11.000,29.715015694998712,23.60930777148654
2018-06-02 20:34:50.000,27.66799934688828,24.24148694854536
2018-06-03 20:35:08.000,30.00683365446156,23.31570644182045
2018-06-08 20:34:13.000,28.95719253688665,22.123866378119388
2018-06-15 20:35:41.000,30.03125003833941,23.35815967269148
2018-06-18 20:35:53.000,30.94235471256001,26.874958806195103
2018-06-20 20:26:56.000,25.29705554818011,20.523830873357426
2018-06-27 20:58:23.000,30.627827579642027,24.954054529630383
2018-07-02 20:35:49.000,28.49772357704339,23.89401253071868
2018-07-05 20:37:04.000,31.91240963027429,31.06190262635521
2018-07-05 20:57:20.000,25.283525088473795,21.15089803474485
2018-07-05 20:57:21.000,25.300710099494285,21.15089123007204
2018-07-31 20:37:21.000,27.865117050993813,23.567820651534163
2018-08-03 20:37:02.000,,
2018-08-11 20:51:53.000,,
2018-08-16 20:37:40.000,24.83932045139711,18.55299077545791
2018-08-17 20:38:06.000,23.89594602686645,18.59038215669534
2018-09-04 20:48:02.000,23.725498436777222,19.703859131567697
2018-09-05 20:37:13.000,24.15741579782661,20.13171109250148
2018-09-07 20:38:35.000,31.84662980156725,17.847753099766532
2018-09-09 20:36:10.000,29.49077055681405,25.55869250790478
2018-09-09 20:47:27.000,30.621041733070864,24.29256112614241
2018-09-21 20:45:52.000,25.62333262026847,22.049389947814344
2018-09-22 20:37:51.000,27.1942878516149,23.57104415860169
2018-09-24 20:45:34.000,24.101837973047584,21.191042683293496
2018-09-26 20:38:13.000,27.61518242578253,24.051115175906027
2018-09-26 20:44:29.000,24.3337184926553,18.81194333925845
2018-09-30 20:44:37.000,32.17794334478888,25.25714166261424
2018-10-07 20:39:57.000,28.36843573462831,24.539147977944992
2018-10-09 20:38:51.000,29.63268448265528,24.25929519536588
2018-10-09 20:42:57.000,25.18673546950529,24.29585501188928
2018-10-12 20:42:10.000,27.98371139958653,23.03224918394603
2018-10-17 20:41:54.100,23.43304786624465,25.91728482229956
2018-10-20 20:39:23.000,23.27013073182776,17.47561942480974
2018-10-20 20:41:06.000,19.491109383527167,19.09546326462427
2018-10-27 20:36:39.000,28.710082765309128,24.69988835540757
2018-10-27 20:36:40.000,28.710063283845503,24.609566153916216
2018-11-01 20:40:43.000,26.946239855095182,22.96963990772504
2018-11-03 20:39:42.000,25.65588792976432,20.38605112942765
2018-11-07 20:39:35.000,35.2266283337501,28.91006601957232
2018-11-08 20:40:12.000,28.53715967002617,24.38000817674368
2018-11-09 20:40:39.000,34.490692565294324,27.69837974617716
2018-11-11 20:38:18.000,25.575426516637098,21.467213740591443
2018-11-14 20:40:38.000,26.875351276460574,22.26063548498705
2018-11-18 20:34:29.000,29.464116330657983,25.65893720998136
2018-11-24 20:40:14.000,28.170259957216945,24.39634156714409
2018-11-25 20:35:57.000,26.733125861081817,23.249181286466925
2018-11-26 20:42:14.000,26.80464117666409,22.38039388557109
2018-11-26 20:42:15.000,27.81121185999121,24.7631993748153
2018-11-28 20:40:01.000,23.181885368794088,19.004988556697217
2018-11-28 20:40:02.000,23.13955038194705,18.90216452314276
2018-12-01 20:34:43.000,26.608886056613617,22.52384994917828
2018-12-01 20:34:44.000,26.438916316411973,22.523827812494307
2018-12-01 20:41:30.000,24.568691107201367,20.919359121004
2018-12-01 20:41:31.000,24.00026118498149,22.513484940980177
2018-12-04 20:40:48.000,29.1932602480456,22.54761324355417
2018-12-09 20:34:14.000,25.82168094806322,23.24751200653199
2018-12-09 20:34:15.000,26.976013965650303,21.16897083273209
2018-12-14 20:32:48.000,26.21121358534349,22.078758982185345
2018-12-14 20:40:39.000,26.30768170978364,21.976435934088894
2018-12-16 20:32:19.000,23.07987836539471,18.80064941905469
2018-12-16 20:41:23.000,26.260859159869764,22.106234287127386
2018-12-19 20:40:36.000,32.58115170142426,28.42995252795053
2018-12-21 20:32:09.000,36.22233545104711,31.570683623105435
2018-12-21 20:42:47.000,26.90957410487741,21.42474318437245
2018-12-22 20:31:28.000,31.23687905773621,27.7047850053914
2018-12-22 20:41:24.000,29.82116904634209,26.23718115762076
2018-12-23 20:32:30.000,28.82717115075959,27.6054851573446
2018-12-23 20:36:33.000,28.56051883237839,27.60520650399837
2018-12-25 20:31:37.000,28.68599144564704,25.077575018590064
2019-01-02 20:41:32.000,9.064804728403285,16.502583349225933
2019-01-04 20:41:21.000,31.971038023397103,28.79113234009191
2019-01-07 20:42:24.000,29.61512740318516,24.31159959627124
2019-01-09 20:42:55.000,27.699499508641264,24.366985530438253
2019-01-10 20:28:37.000,26.16026247365916,21.22224684881571
2019-01-10 20:42:22.000,25.2090383034442,21.1491888518098
2019-01-11 20:42:26.000,27.218052389032184,24.5468631828004
2019-01-11 20:42:27.000,26.96391599483719,24.54676241679736
2019-01-12 20:37:22.000,26.242629355832,21.577069950818046
2019-01-13 20:41:09.000,31.84372025851207,25.66838225139451
2019-01-19 20:42:19.000,31.444396500178204,27.85875284117338
2019-01-21 20:41:44.000,28.724604003664368,27.44328914137344
2019-01-23 20:42:55.000,26.843831460601468,24.00749342449919
2019-01-25 20:25:49.000,28.384003947443308,23.082755819063884
2019-01-30 20:27:19.000,25.49742609801292,24.606545640396902
2019-02-03 20:25:03.000,29.693735903193904,24.3364726299969
2019-02-04 20:41:56.000,29.377542100294765,25.381937824521124
2019-02-07 20:40:25.000,29.26524567826808,24.51160071936785
2019-02-09 20:42:59.000,28.93821758365916,23.90925253320436
2019-02-12 20:43:23.000,31.4235648454701,27.411584670962203
2019-02-13 20:41:24.000,28.43503163106413,21.32234592683899
2019-02-20 20:43:43.000,31.58198734134805,26.81853560212416
2019-02-22 20:43:13.000,31.684902726144813,26.801704834476865
2019-02-23 20:40:39.000,28.931288992469103,23.54894185809195
2019-03-02 20:22:09.000,35.068238456095735,27.737148306730656
2019-03-03 20:48:48.990,31.140687530033,24.521777820187225
2019-03-11 20:42:10.000,34.088938706512174,26.822430534261308
2019-03-14 21:39:24.970,31.35596168195028,23.68333637203268
2019-03-16 20:17:53.000,30.476033450664104,24.398177143599696
2019-03-16 20:20:29.000,31.50352902861789,27.08522198457621
2019-03-17 20:42:12.000,37.69581774992393,30.07160427009272
2019-03-27 21:39:32.230,28.16740496955884,23.647054214575828
2019-03-28 20:16:14.100,31.804538114754607,26.965571050548988
2019-03-28 20:41:28.000,28.55457107990395,23.98720549859488
2019-03-28 20:41:29.000,28.22420651672556,23.987193483837657
2019-03-28 21:39:55.090,27.531330016449232,23.93584284298108
2019-03-30 20:43:16.000,25.14283382849527,18.38510271727489
2019-03-30 20:53:43.580,28.590155436830827,21.42307208549784
2019-03-31 20:52:25.600,28.68687486920929,21.2900197573902
2019-04-03 20:43:48.000,31.08587219788137,24.85558165730654
2019-04-04 20:39:56.000,34.82967480231087,
2019-04-05 21:39:56.110,30.630282925965407,27.76448702119596
2019-04-06 20:45:45.000,30.44193384949928,26.8402885261306
2019-04-06 21:38:29.580,31.75290522530137,27.401916785788742
2019-04-08 20:42:05.000,29.694934453867745,23.04792248436863
2019-04-13 20:43:41.000,31.782253102759228,27.42459275682252
2019-04-15 20:14:26.000,29.86514422777104,27.895096913520867
2019-04-18 20:13:45.000,32.1298932922715,27.14996499171574
2019-04-21 20:12:34.000,30.13091432777962,26.1783880547341
2019-04-22 20:34:48.000,25.546011780884623,22.93365247172969
2019-04-23 20:43:49.000,31.40797357434193,27.486308416493003
2019-04-23 20:44:32.000,40.32924095677552,43.669747384096176
2019-04-24 20:44:57.000,25.96342711485472,22.460733508206893
2019-04-25 20:44:25.000,30.29936991301028,26.83956055945957
2019-04-26 21:37:46.410,31.30152946584868,30.4510224619296
2019-05-05 20:42:26.000,30.23360919595115,26.86720563993227
2019-05-09 20:45:01.000,31.465938465918704,25.948151937307387
2019-05-10 20:45:37.000,30.747411319509872,26.596212146036137
2019-05-11 20:12:16.000,18.367699524985984,25.76684613794349
2019-05-15 20:46:14.000,24.45364848220541,24.47372812706028
2019-05-15 20:46:15.000,24.605994644880592,24.62712711852357
2019-05-20 20:55:39.580,30.89698373308825,26.64907588541797
2019-05-22 20:45:43.000,32.2662046333848,28.589734445444574
2019-05-23 20:45:11.000,30.823657529824672,26.55421619337353
2019-05-23 21:36:01.710,31.214228117251928,33.20447446078844
2019-05-28 20:43:13.000,,
2019-05-29 20:09:56.000,26.921988502425314,21.89551306212303
2019-05-29 20:45:15.000,32.53047314614024,31.679966142221154
2019-06-03 20:46:01.000,32.84067872460572,27.05872486153079
2019-06-05 20:45:40.000,35.86955665411888,32.748126311899114
2019-06-06 20:05:56.000,28.668204711003035,22.643399228555943
2019-06-06 20:45:30.000,30.39614249880928,26.08369590110913
2019-06-07 20:45:10.000,27.66679231010704,19.660145675723232
2019-06-10 20:43:52.000,30.875105200477403,27.96530712649981
2019-06-11 20:44:54.000,31.62253197111428,28.47032490929704
2019-06-15 20:43:23.000,33.789792178122894,28.10666524339628
2019-06-15 20:47:14.000,35.59673457580765,31.46572212918528
2019-06-20 20:44:14.000,46.468949868091485,39.555414950571794
2019-06-22 20:46:42.000,30.86301042090436,26.753464643576507
2019-07-04 20:45:56.000,34.44320920785075,32.78430486968654
2019-07-10 20:01:10.000,23.05959413679064,18.771905577952744
2019-07-10 20:01:11.000,1.4254967467425177,18.771973389070645
2019-07-10 20:47:24.000,32.9711810713368,
2019-07-10 21:31:58.530,26.46533693509922,22.297037493530432
2019-07-12 20:02:36.000,29.817234846573665,25.31239872535758
2019-07-12 20:46:00.000,26.26061122593949,20.81560372997663
2019-07-14 20:45:50.000,29.627271733307342,25.026517031219672
2019-07-17 20:45:42.000,31.302899193498494,26.88342904588122
2019-07-20 20:46:55.000,29.685252603965424,24.4067926928818
2019-07-21 20:56:43.830,22.911466724221103,18.53653407869669
2019-07-25 20:45:35.000,27.46006797369329,25.31470758620349
2019-07-25 21:31:55.620,23.02695615888028,18.753264891810943
2019-07-26 20:46:57.000,26.080709040021222,19.07601839184508
2019-07-30 20:46:31.000,24.71437334698209,16.641828538839874
2019-07-30 21:01:29.270,34.56265201539119,25.42667301720266
2019-08-01 19:58:14.000,30.919753391862567,25.22228425397815
2019-08-02 21:30:56.310,30.468275823687527,27.0258652871374
2019-08-05 20:47:31.000,31.64297238251376,24.716631458794573
2019-08-08 21:03:50.660,23.92275074803836,22.516299728810832
2019-08-08 21:03:53.150,24.23439614442669,19.215653522056822
2019-08-12 20:47:17.000,34.368732391505496,31.83620292326398
2019-08-14 21:02:10.840,29.39951140238584,21.543735364047144
2019-08-19 20:37:53.000,28.6274063696511,23.78939006465464
2019-08-20 19:56:16.000,-0.1109553683402406,
2019-08-20 19:56:17.100,25.18330214882576,15.0998293864935
2019-08-21 20:47:37.000,25.68141340583013,21.33018343179583
2019-08-23 19:56:15.000,28.36556646773385,22.23549188286277
2019-08-24 19:54:35.000,23.65152321157332,16.17519062981796
2019-08-25 20:46:28.000,26.36532823161003,19.6291812776784
2019-08-26 20:46:37.000,25.56897219136528,19.61089634016254
2019-08-28 20:47:25.000,28.0607064458221,22.01307770732695
2019-08-29 20:47:40.000,30.06305703412517,24.619169516268848
2019-08-31 21:03:14.000,32.61104602302643,27.10812220636533
2019-09-03 19:52:46.000,33.42855089818082,24.281794986894297
2019-09-04 20:47:02.000,25.68917772469937,18.78881434236308
2019-09-05 19:53:34.000,22.786918975545422,15.795989113579358
2019-09-05 19:53:35.000,22.46440176389243,14.718969724853848
2019-09-05 20:46:20.000,22.942767488267293,19.01022429180964
2019-09-06 21:03:20.090,26.20162472058616,18.431791267676097
2019-09-06 21:30:15.610,21.442370753271817,14.4409096423437
2019-09-07 20:45:41.000,26.63815023203162,19.613923730922256
2019-09-09 20:47:13.000,,22.47870581276525
2019-09-09 20:47:14.000,26.66323299950068,19.7386550123859
2019-09-10 21:06:33.280,27.737195390894545,22.38611042815784
2019-09-18 20:48:59.000,27.10843913762548,21.15970629015957
2019-09-18 21:30:46.850,29.20406989810576,21.760701628202376
2019-09-28 19:49:14.000,28.36680807213004,20.465122451743174
2019-10-06 21:05:07.770,24.877180328707546,19.49522205137872
2019-10-06 21:30:11.250,21.42427038095084,13.809049143238914
2019-10-15 20:48:27.000,27.96634132060544,21.034239460153724
2019-10-21 19:46:47.000,20.5299992031744,13.926275305644236
2019-10-25 20:46:45.000,26.83972522885299,19.20205705285826
2019-10-25 21:29:06.860,25.402990867064904,17.273858405873973
2019-10-27 20:38:25.000,25.599664102923395,18.06700812128465
2019-10-29 19:46:16.000,24.25303029766517,16.589338856495
2019-10-30 19:42:45.000,12.307471818060185,8.487822995850925
2019-10-31 19:44:46.000,25.04914501221201,18.41706955035848
2019-11-01 21:29:20.100,23.31426160567923,18.42596820507484
2019-11-01 21:29:22.150,25.369130334005263,18.648639206956613
2019-11-02 21:04:17.770,23.152599651565275,18.76717350747172
2019-11-03 20:48:31.000,25.689146914088408,19.1219226720908
2019-11-04 20:45:50.000,26.757931610475246,20.940052795497028
2019-11-08 19:42:58.000,25.81519860366304,18.729304647361385
2019-11-10 20:48:13.000,29.43188903780028,21.77016769160619
2019-11-11 21:06:15.790,25.572143694937253,19.93497879733665
2019-11-12 20:47:32.000,29.98215286725149,24.56279710932891
2019-11-13 19:40:49.000,25.58923422264718,20.30641329830397
2019-11-14 21:27:43.950,26.17592882087093,21.243756272480017
2019-11-14 21:27:45.980,25.629171176548112,21.263590499634702
2019-11-19 20:47:40.000,24.098845525966983,19.44560302593479
2019-11-20 20:47:37.000,22.67656174621524,19.482905565249016
2019-11-24 19:38:59.000,28.11734994911648,20.9975483151902
2019-11-24 19:42:22.000,29.61625390510185,23.84002474481427
2019-11-26 20:49:10.000,31.71562920704616,24.89812944040997
2019-11-30 20:49:55.000,28.38761147259948,24.836267777172853
2019-12-09 19:38:44.000,26.408572343722387,20.367814883721216
2019-12-10 20:46:25.000,26.34504278436152,21.69854840893488
2019-12-11 19:35:44.000,25.528835425599244,18.94423313503867
2019-12-13 20:46:56.000,2.355873739686829,20.679988162854247
2019-12-15 19:38:35.000,22.802356452320552,18.77504440977724
2019-12-17 20:32:36.000,25.08636727300231,22.00775472004991
2019-12-18 20:50:00.000,27.94723472639427,28.730839279521472
2019-12-19 20:47:59.000,26.37272336488148,22.18366348251552
2019-12-24 20:37:50.000,28.78815437676612,24.61676847663521
2019-12-28 19:35:26.100,24.06524350759627,18.75809333772895
2019-12-29 21:24:25.700,28.57371853946297,24.40233263933207
2019-12-30 20:48:51.000,26.13725688098373,21.33071692174099
2019-12-30 21:25:12.080,22.078393014874283,21.167325830601097
2020-01-01 19:34:47.000,26.23617041110274,22.04459778412627
2020-01-07 20:46:34.000,20.30197466408841,1.2968646801237522
2020-01-18 19:33:03.000,29.408833896519173,24.1820741658778
2020-01-19 21:05:20.520,32.57830757052364,31.27364555942191
2020-01-22 19:32:17.000,30.666090072717,24.351818750064417
2020-01-22 20:35:35.000,32.3835669039112,27.781665801008188
2020-01-23 20:48:54.000,27.83403448133557,24.417737591400623
2020-01-24 20:47:53.000,29.000778971874144,27.62758140041505
2020-01-24 21:22:37.110,31.924158296999103,27.730842331511
2020-01-26 20:36:00.000,,11.154041312360157
2020-01-26 21:24:31.910,22.667105495777264,18.22529876854343
2020-01-28 20:48:06.000,26.436471957060085,20.90038492313699
2020-02-02 21:10:45.820,26.20508704482124,20.93367266416715
2020-02-04 20:47:02.000,28.61477797936236,24.497434428248187
2020-02-04 21:02:24.690,28.63036925477257,24.45898335464167
2020-02-04 21:02:27.170,26.93495221393376,24.45884966835708
2020-02-04 21:23:34.120,28.117990754189872,24.397404219752605
2020-02-07 19:29:43.000,41.64480459826145,47.33741948815556
2020-02-24 20:48:02.000,28.3579881348515,24.019523759877664
2020-03-03 21:11:28.910,28.075906694487987,23.904520794357087
2020-03-03 21:20:11.310,30.42404270237339,27.180349327232765
2020-03-03 21:20:13.370,29.97686892403583,27.180254642912026
2020-03-05 20:47:05.000,32.52075520964395,27.692433085612983
2020-03-08 19:23:53.000,30.85028883093712,27.049084007020827
2020-03-10 19:24:45.000,27.34250699052928,23.30797771778668
2020-03-13 19:21:36.000,28.057322966717404,20.49255923419948
2020-03-14 20:34:58.000,30.508336004173533,23.445408188148143
2020-03-28 21:20:09.070,27.65331939979928,23.49918274297246
2020-03-29 19:21:09.000,25.06408330799709,20.915548233709945
2020-04-02 20:19:24.760,27.67375881851972,24.083629327802345
2020-04-02 20:19:26.570,28.09859805289927,24.083619384677107
2020-04-05 20:58:08.000,31.066269502666213,28.077670170933576
2020-04-07 20:48:33.000,30.567815302072464,24.53587443314725
2020-04-09 20:49:44.000,34.02896305662354,26.84675212008529
2020-04-11 20:47:51.000,30.40783409112872,26.136465857748668
2020-04-12 21:12:47.710,29.16976490563125,26.32563567215877
2020-04-16 20:49:06.000,31.992366104720084,27.63458130765008
2020-04-20 20:48:18.000,35.33156597436923,28.968230820328262
2020-04-20 20:48:19.000,30.90017402159124,24.675476445215683
2020-04-30 19:16:31.000,22.192716663804475,13.90528824368814
2020-05-01 19:15:56.000,31.664010782848024,25.33157422384819
2020-05-03 20:48:18.000,32.47552146262151,28.31299166818284
2020-05-08 19:11:41.000,32.513943759713754,25.934512991071507
2020-05-09 20:37:11.000,38.79234801294327,36.02268571264219
2020-05-12 19:11:54.000,28.072548827562983,23.37574595541876
2020-05-16 19:10:42.000,29.55778299065955,24.28892715759471
2020-05-24 20:51:10.000,19.18478418271505,17.344191360707317
2020-05-25 20:23:20.370,27.059736916149337,22.74985104950064
2020-05-26 19:09:05.000,27.790768860286416,23.374476450661817
2020-06-01 20:47:49.000,29.73526703881897,25.4406876030179
2020-06-02 20:48:09.000,26.49544209508276,22.943771718050844
2020-06-11 20:49:08.000,46.06156615850652,36.84398000787929
2020-06-17 19:07:26.000,21.668660948365925,17.449721351894624
2020-06-22 20:50:33.000,40.99121733298172,39.9627345324546
2020-06-26 20:19:49.460,40.91797978812849,36.82734079500887
2020-07-01 19:06:20.000,25.73821122174581,21.24296828079133
2020-07-01 20:49:46.000,29.914019137338016,24.36436547023451
2020-07-05 20:49:43.000,33.11717614171059,29.561041750978728
2020-07-08 20:48:32.000,37.24642810973448,32.95843676748606
2020-07-08 21:16:47.690,30.386469123749016,26.137875395360588
2020-07-22 19:02:04.000,26.577769963339577,22.25632307791936
2020-07-30 20:49:24.000,26.888943956096853,22.6674561083489
2020-07-30 21:01:17.000,25.563177545529552,20.04072633430821
2020-08-04 20:47:42.000,34.26508542832026,
2020-08-11 20:48:49.000,29.50274383377922,31.02151421322056
2020-08-12 18:56:58.000,29.42164288093886,41.40607860692691
2020-08-14 18:58:18.000,25.741259643762312,22.41235100831792
2020-08-14 18:58:19.000,25.269913400688548,18.455077860283147
2020-08-22 20:49:59.000,30.714321479216867,30.499985180822986
2020-08-26 20:49:05.000,33.57873487195074,52.882300854978745
2020-08-28 21:12:30.630,24.04766801797897,22.95753724584505
2020-08-31 18:54:55.000,53.56766279748494,46.82471912250103
2020-09-08 20:48:25.000,27.26938389595137,26.79349729237111
2020-09-11 21:22:13.890,23.44129267862141,19.55419373953344
2020-09-14 18:52:31.100,27.70292538213864,24.831111654169565
2020-09-16 20:48:35.000,28.93682148987696,28.90137070013156
2020-09-17 21:14:04.410,38.64575063185592,
2020-09-17 21:14:07.370,38.62387902525011,40.77714330822268
2020-09-17 21:14:09.730,35.34386094769351,37.95531118976373
2020-09-17 21:14:18.820,32.201829112182274,32.62328387566578
2020-09-17 21:14:21.190,32.15042041185895,31.610778832924733
2020-09-23 18:50:50.000,20.39280899441541,19.461555083102468
2020-09-24 20:49:38.000,17.285653759068712,22.830460970183
2020-09-26 18:48:20.000,25.95572191634279,25.06484145872677
2020-09-27 20:50:26.000,27.03871856177729,32.79319684111031
2020-09-30 18:49:53.100,25.96115779713105,20.31087614827844
2020-09-30 20:49:00.000,30.094356172477617,28.82219145671138
2020-10-04 20:48:37.000,25.83926112511114,24.30419811537584
2020-10-06 20:23:38.100,19.60792031363938,18.283851373089814
2020-10-08 20:48:27.000,23.174859719462304,19.00056641263056
2020-10-09 20:46:48.000,13.836512999847692,9.60215217158039
