dates,oahuoahu0069_0001,oahuoahu0069_0002,oahuoahu0069_0003,oahuoahu0069_0004,oahuoahu0069_0005,oahuoahu0069_0006,oahuoahu0069_0007,oahuoahu0069_0008,oahuoahu0069_0009
2017-01-01 00:13:56.000,16.5169313467375,23.98694721332581,26.561705738698983,19.570572129899706,14.498543551225284,24.95715726349442,35.344631545400055,20.291863176067807,43.12683374900812
2017-01-01 20:19:50.000,12.677763665309511,20.119541166523025,22.012601283682155,15.02763916332061,10.080977139359526,22.57733316424721,34.1214065301305,16.96289158537658,42.86894449152012
2017-01-30 02:52:03.100,18.487916958631946,24.41419387734146,26.5897963178432,20.09328950577649,15.733267598767467,28.00680315078688,38.005012020549,21.066097786715268,46.18589860941191
2017-01-30 02:52:04.000,16.419677956603067,24.3493247629216,25.03530625817182,19.8514378009489,15.433647955655193,28.28868497842932,38.25137955192464,23.421863452203272,49.18581778608526
2017-02-16 20:21:21.000,13.86919723517368,21.794500775469235,23.36139339617405,16.37206895085407,12.906872302485224,24.33004366976224,33.75529192306568,17.26991040117963,42.49972015527593
2017-02-18 19:26:43.200,10.065044796768628,18.932477238039187,21.63275033985829,16.28777758005205,,22.084871818040693,32.029390494387656,17.042874585014257,42.9489274911578
2017-03-13 19:16:23.000,8.535780996449635,2.6685659830663893,2.6738785431052365,,,19.532366191777445,4.467002809694908,16.07352810548417,38.979995804783655
2017-03-13 19:16:23.100,8.535780996449635,2.6685659830663893,2.6738785431052365,,,19.532366191777445,4.467002809694908,16.07352810548417,38.979995804783655
2017-03-14 20:21:08.000,15.268826770273598,23.099759663039663,26.854601988959896,18.686037147028955,13.345077163285122,25.81127828514498,35.218780973005934,19.36593491389738,44.99631407437402
2017-03-20 20:21:10.000,15.490955305681256,22.75100656904993,24.780803144312188,16.26631531093615,12.924519148775664,24.341789987604542,34.82926132894464,17.748473956893978,42.51146647311825
2017-03-22 20:22:25.000,,27.67231451596168,30.006647970878145,19.5746959320282,14.507797707325288,24.71526332677493,,,
2017-05-13 20:17:12.000,14.509009912502217,18.79638736611496,21.43149529577805,18.21927719967878,15.026952388907338,25.481779435847606,36.23434459129384,18.731341331011688,41.52952107993921
2017-06-04 20:24:32.000,11.539363405288196,17.924406368605407,23.47928353585267,17.043278115300488,12.096370676660769,23.30618212988261,33.68079758247859,17.69174055101198,43.59779345715552
2017-06-12 20:18:07.000,16.772044448873203,21.26808106105571,25.720678682260505,18.71709052649985,14.37337231589706,25.456217592614216,36.41544105184667,19.27255495739663,44.44873542200524
2017-06-25 20:18:41.000,17.819688076334153,23.14027462507985,26.65701480016645,21.22732877655028,17.149060207603448,29.466633169947627,38.90141321760791,21.66420308161624,44.2761135756657
2017-06-26 20:18:37.000,17.04313263276022,22.3897997423012,26.46144018074096,20.8071813854902,17.144744824774545,29.42894293155276,37.31646670889675,19.33508251464873,44.23284793980447
2017-06-28 20:19:14.000,11.87978720154316,18.8303673771233,20.977090917492227,17.929910550645605,12.312411231077128,23.8529653161772,33.111344057440924,16.174937741893093,42.0226418016909
2017-06-30 20:24:05.000,10.641860741400334,17.37754407091461,22.00665165398821,16.55273046065108,12.089745066627437,24.960365381093816,34.18449488216852,18.094822879481708,43.13004186660751
2017-07-03 20:19:38.000,10.633418980573648,17.81074336522629,22.352830149877583,18.18447064355612,14.70464981477494,25.611849463777634,33.43280321139995,17.875473043147792,43.78152594929133
2017-07-03 20:20:15.000,9.201300355188575,15.7554989995702,21.28486558725667,16.070002619574023,9.88677403899645,23.494131621615995,32.6480442740053,15.061751470716167,40.78570990180427
2017-07-04 20:18:45.000,12.3654452995974,18.711676099470456,22.833241511247408,17.181099989132075,11.572362319094836,23.397973391812467,32.90742754329873,18.08873788495009,43.68958471908537
