dates,oahuoahu0081_0001,oahuoahu0081_0002,oahuoahu0081_0003,oahuoahu0081_0004
2017-01-01 00:13:54.100,12.96407737846072,18.47690826037886,29.59385050734008,35.623842909831936
2017-01-05 20:19:30.000,10.305378724724994,12.85637144862743,25.40851323488494,33.00754549360756
2017-02-16 20:21:21.000,12.253974623710691,14.84411029524188,25.96340709485999,34.88936983036507
2017-02-18 19:26:43.000,12.73972881099126,15.717317263816462,26.41261443074185,35.44600405551152
2017-02-20 18:08:42.000,10.23120884708629,15.424690404728716,26.52751663553834,36.39163029778777
2017-03-07 20:22:41.000,13.24244375925491,15.40282764745166,26.48929581197608,35.079291323970594
2017-03-07 20:22:42.000,12.951711687346592,15.370014557027828,26.48931135664593,33.32751544162713
2017-03-13 19:16:21.000,11.746593814766186,14.323970044174477,25.46792195405734,34.47768160872002
2017-03-22 20:22:25.000,16.994444326769546,21.24083350212396,32.35542119642276,40.73461411441062
2017-03-26 20:23:10.000,9.505248106110765,15.04665199834622,26.16594879796433,
2017-05-02 00:12:35.000,13.80212968508798,17.882985097060804,28.999927344022023,38.03718390084811
2017-05-07 20:17:19.000,,,17.625344143615198,17.3999039000646
2017-05-19 17:04:27.000,3.450639572845648,14.321063596829951,25.959884143702965,31.99240370109097
2017-06-06 20:18:49.000,,,52.44731231293999,44.73427248349713
2017-06-20 03:42:16.000,11.874542511491695,15.569450422419267,26.68874722203737,10.613094867303952
2017-06-21 17:26:44.000,9.713374987329749,16.692200459611783,27.809142706573,36.1594142813
2017-06-22 02:53:58.000,10.795923940063144,13.35889169309529,22.950260648639023,24.488273275048453
2017-06-27 00:39:40.000,14.205272132094953,16.75886095222744,27.87815775184555,33.91438136870642
2017-06-28 20:19:14.000,14.816598800234338,17.372783716591545,28.91049853114386,37.52698252037886
2017-06-28 20:24:50.000,11.824279401727855,14.358182387183636,25.97620060388457,35.24870474821068
2017-07-03 20:19:37.000,13.362783107157648,16.125801959774705,27.24509875939281,33.27122422982015
2017-07-03 20:19:38.000,13.361348552929108,16.125916089601418,27.245212889219523,33.27133835964686
2017-07-09 19:39:53.000,14.29076288318299,16.832446668626424,27.949388915587644,36.74048940006576
2017-07-10 20:21:57.000,14.836308418557628,17.014906422560415,28.107942584018826,37.27224525996704
2017-07-14 20:25:52.000,12.149103984865995,14.71428591232402,25.910242032002287,34.87761754378675
2017-07-16 20:20:16.000,10.755100048225428,12.861145170766408,23.98279652304693,30.00505506140422
2017-07-21 20:26:05.000,16.0928821072237,18.69486211122394,29.81180435818516,38.76919094275135
2017-07-25 20:24:30.000,12.847260397372644,16.8670600236582,27.98400227061942,37.02125882744552
2017-07-25 20:24:31.000,13.933255643584468,16.867167548583755,27.98410979554497,37.21063826420546
2017-07-26 03:12:06.100,5.812302995700754,8.550416544358942,19.6767770019715,28.698565830531003
2017-07-27 03:14:00.000,11.709151116246565,14.28521140200717,25.40686275428769,31.429121292644982
2017-08-07 20:22:36.000,23.6446963836024,23.57467422282352,34.6869073644599,43.76607281629149
2017-08-08 20:20:39.000,13.230583971456372,17.241541821500082,28.3584840684613,37.3957406252874
2017-08-08 20:24:54.000,12.139225397763244,17.287075707496314,28.404017954457533,34.45700251001545
2017-08-11 20:27:01.000,9.160711733949608,11.52339757593117,25.62263719778294,31.71257986845292
2017-08-12 20:21:54.000,9.536986312840352,12.024874429743065,24.863345027370126,32.1760484747232
2017-08-12 21:44:25.000,,18.63277607461068,26.58111941237213,32.21849388783916
2017-08-15 21:44:10.000,10.077078894079408,12.423480741668982,23.47593264796034,30.80015767756265
2017-08-15 21:44:11.000,9.631087380105102,13.656221727853236,24.77787308013376,30.800131618491047
2017-08-18 20:21:03.000,10.847902106619612,13.4296026026912,24.89784242158472,33.582248030950595
2017-08-19 20:22:45.000,13.343460607735675,15.873193263162117,26.992490062780224,35.899137468029394
2017-08-20 20:22:05.000,13.079035824262558,15.21271280918766,27.90858575083822,35.36539923357543
2017-08-25 20:22:35.000,9.611238540305136,11.802319554896387,25.92736812944918,31.96109076643285
2017-08-26 20:23:18.000,11.359920001710442,12.486540627683208,23.71217824477353,32.41569398033652
2017-08-26 20:23:58.000,11.316457301681806,15.26918595722499,26.388482756843096,32.414608227270435
2017-08-30 20:23:04.000,10.692271910570078,13.522280894950148,24.64393224723068,30.66619078558796
2017-08-31 20:23:19.000,14.136064789377633,16.93154629278566,27.658112420377662,33.68509539122265
2017-08-31 21:41:32.000,11.304634976743518,13.885009574030132,25.00666092631066,31.028919464667947
2017-09-03 20:23:29.000,13.286578340064906,15.85176026752293,26.97105706714104,32.99718253756838
2017-09-03 20:56:05.000,12.461541471116703,13.754651556059812,24.38867556514954,32.76760614031137
2017-09-06 20:24:24.000,14.78065500951442,17.70841579465881,28.825358041620028,37.86261459844612
2017-09-07 21:40:17.000,15.743519338661176,18.325597929880274,29.442540176841494,38.40418007916935
2017-09-11 20:24:25.000,10.495858571622914,12.967994168419386,27.06863723102409,33.12145990570233
2017-09-12 20:22:54.000,10.91997438116348,13.526938294347168,24.64858964662769,31.398655625679563
2017-09-12 20:22:55.000,10.696886699737002,13.526895684117072,24.6485470363976,33.6780697290972
2017-09-13 20:23:32.000,7.300576947224268,9.523021638206307,20.336165296542244,28.05562798006512
2017-09-16 21:39:20.000,11.405844705131548,14.301279355203611,25.42293070748413,31.445189245841423
2017-09-18 21:39:40.100,11.235750855525833,16.60418847244208,27.723485272060188,35.9453943815978
2017-09-19 21:38:31.000,,37.42382225609964,34.1224033719721,36.8947101730176
2017-09-21 20:24:05.000,13.777953739215777,17.750530162395492,28.86747240935671,37.82911231168457
2017-09-21 20:24:06.000,12.28660184808331,17.750641148889205,28.867583395850424,37.829223298178285
2017-09-22 20:23:45.000,12.27505359043544,14.828642410567928,26.04663720078157,36.02067986251825
2017-09-22 20:23:46.000,12.275111076985938,1.2015226266485453,9.21470097787872,12.05141041240772
2017-09-22 20:25:12.000,9.2769070875791,14.833651586416222,25.95294838603433,34.9156268648801
2017-09-22 20:25:13.000,9.570250914186383,14.833710660868867,25.953007460486976,34.54300297248149
2017-09-22 20:29:03.000,12.29418678466099,14.847775604793478,27.72631483058647,35.17397009843679
2017-09-22 21:39:01.000,14.327879049035518,18.25020612375976,29.367148370720976,38.50884040571994
2017-09-23 20:24:24.000,9.529156555628706,12.18485158657522,25.855858185625287,35.21995328481988
2017-09-24 20:22:15.000,12.84439079495159,15.414191409170709,26.53348820878881,36.46627430133551
2017-09-24 20:23:31.000,10.148579908127637,15.41203965481012,26.531336454428224,32.68381751158136
2017-09-24 20:23:32.000,11.323691227329832,15.412011850341726,26.895173133918213,35.57194759398386
2017-09-27 01:35:02.000,13.135560892356736,15.689149712489224,28.57621106365272,35.84183613687699
2017-09-28 20:21:31.000,9.82055340812089,13.62941859944512,24.751069951725643,30.77332849008293
2017-09-30 20:23:36.000,11.195555213106946,13.683443330009656,26.52191392763672,33.83461737498979
2017-10-01 20:24:40.000,13.966809139087394,16.556944810618585,27.67624161023669,37.44746717164563
2017-10-02 20:27:33.000,12.49101213908848,16.323760792919707,27.443057592537816,34.35168218718636
2017-10-04 20:25:08.000,12.959954832042142,15.570658297563568,26.73153844238828,35.6662300765624
2017-10-05 20:25:34.000,12.673068619566063,15.191292993615376,26.710844374057228,38.314289243363845
2017-10-05 20:25:35.000,12.665999783050909,15.58895132210372,28.04157023757213,38.31732612551925
2017-10-08 20:23:59.000,12.593200592509485,15.183336264040674,26.30263306365878,35.227747519219776
2017-10-11 20:24:09.000,9.880822682433228,10.744856109098356,23.316163659107666,30.810976384113086
2017-10-13 20:24:33.000,11.75132017528432,14.1020949407996,25.22374629308013,33.421858084397435
2017-10-14 20:24:45.000,14.432453511462713,16.9860423315952,25.10194190894104,34.131464601640644
2017-10-16 20:25:35.000,15.4132096335886,19.304257384534434,30.421199631495654,36.45834607137014
2017-10-17 20:25:20.000,0.466651107893358,3.097762114907753,11.19660644792526,14.11549321496399
