dates,oahuoahu0060_0001,oahuoahu0060_0002,oahuoahu0060_0003,oahuoahu0060_0004
2017-01-01 00:13:17.100,,11.451027586021826,12.871775031356751,16.677914354965854
2017-01-01 20:19:50.000,11.134993173151557,13.091865719478577,15.110522244302048,17.6650693697076
2017-01-03 20:19:09.000,14.157793286574472,14.808709817814282,18.51651404712636,21.094744627824863
2017-01-05 20:19:30.000,3.4903695874957745,11.256369884825109,10.16571486393541,9.0078520789824
2017-01-30 02:52:05.000,9.648522493438492,14.975434983747771,16.09635841409322,20.842072640065386
2017-03-14 20:21:08.000,16.937763449682976,16.43457765559222,17.939103803835213,22.996409994818936
2017-03-20 20:21:10.000,12.010913736184929,13.733420451580942,15.35600891759521,17.30759145178455
2017-04-18 19:19:10.000,,,,48.184320580783954
2017-04-26 02:33:11.000,10.62207716346736,10.58645319035488,11.58558188169232,12.358757272079988
2017-05-13 20:17:12.000,10.168953500911302,13.35207580172987,14.388278658713729,19.42764805305194
2017-05-14 18:10:45.000,,,,
2017-05-16 17:28:41.100,8.526044924562372,12.558010853284772,12.06573603456394,14.01359690640532
2017-06-12 20:18:07.000,10.861862582712758,15.994837989558158,17.391525151466425,19.34682934803333
2017-06-19 20:17:47.000,35.05375465057279,,,
2017-06-30 20:24:05.000,15.730246360781145,20.779144661689564,19.05690152152673,17.92616684527382
2017-07-09 20:18:05.000,17.808868760553565,19.58748824903113,18.35108984668495,25.17916282846019
2017-07-09 20:18:06.000,19.605653338449045,19.77254183224193,21.10921141473601,22.90106184122192
2017-07-10 20:19:14.000,29.713348214842544,28.079237472890345,23.80784590624956,25.71760275197295
2017-07-13 20:18:58.000,15.52862877305654,17.224576597893268,17.85361036960936,19.808914566176263
2017-07-26 20:19:57.000,24.84661374757922,19.097448539731072,20.77727425111472,22.736300110029585
2017-08-06 21:44:30.000,37.62187944775916,26.502515593692983,23.07442127386436,24.825616741823083
2017-08-07 20:21:24.000,33.33069178647762,38.43243052996519,27.22053011025073,23.64949715640475
2017-08-08 20:19:05.000,11.175094281583691,13.397226899193736,14.719323217389643,19.77290774602541
2017-08-12 21:43:29.000,,33.49869131015589,25.13960541443312,26.82454210553036
2017-08-13 20:21:44.000,,8.159166944553586,9.93930016272786,14.9854413666381
2017-08-15 20:24:48.000,11.072204011800633,14.558821608160487,14.38472142856175,16.030023263972687
2017-08-18 20:27:03.000,13.983145357332926,12.7464812867493,14.018291103404236,15.865014280962807
2017-08-20 20:20:30.000,15.227215076734025,17.38916443714041,16.2193103484967,17.639153801169154
2017-08-23 20:20:48.000,14.093388901769853,16.609316513946847,17.840783761214485,19.812051079408004
2017-08-24 20:22:15.000,17.59475124066754,19.569125789683525,18.62889442279896,19.999059596188847
2017-08-25 20:20:51.000,10.620975261314246,12.802206242891224,13.423487318627444,14.199228679182934
2017-08-25 20:26:31.000,15.958094705232398,16.52292042485206,18.338805622077352,20.36303912322909
2017-08-26 20:23:16.000,13.998291253838628,15.830245410019238,15.783597591298047,17.72212239296728
2017-08-26 20:23:18.000,13.998236461248917,14.7462249365133,15.167520474972015,17.722067600377567
2017-08-31 20:21:08.000,10.38758959171946,11.605932159633609,10.958502605377852,12.773300865661808
2017-09-01 20:20:23.000,10.26541923284546,12.359294956738268,13.805110342847028,15.752971214688408
2017-09-02 20:21:25.000,10.036378061760525,14.052728387791271,13.576069171762091,15.523930043603473
2017-09-03 21:38:20.000,13.053161792273013,12.71417609760026,14.15999148370902,16.1078523555504
2017-09-04 21:39:12.000,10.49217345118917,12.491943227464931,13.878987081428768,19.17038634653433
2017-09-13 20:23:30.000,7.275842993672176,12.916474619005992,5.570087338089987,8.842615342275902
2017-09-18 20:24:48.000,15.337604480513324,17.324193594387584,18.61462287179982,21.16431229276461
2017-09-18 21:38:47.100,16.652494058418636,15.861347038981902,17.093797320356718,19.04537985454606
2017-09-19 21:37:21.000,9.959741615244376,12.44210009301812,13.801991761676389,15.447293597087326
2017-09-24 20:27:08.000,3.034562328702594,10.48813380165456,11.33034774353636,14.75604880905247
2017-10-05 20:23:26.000,13.761801369265902,14.310703636646576,15.632799954842486,17.584382489031828
2017-10-05 20:23:28.000,13.76213879045272,15.663291107237187,15.633137376029303,17.584719910218645
2017-10-10 20:22:11.000,5.705417135518215,11.313750957561403,10.49307043736136,15.53446750725581
2017-10-12 20:23:29.000,,,17.5064582579436,20.872321094014765
2017-10-14 20:22:52.000,10.839038351109846,12.89725446323354,12.904955998976448,16.326590332952794
2017-10-14 20:22:53.000,11.542819182792847,12.972750773830068,12.983678691915634,16.326672504271492
2017-10-15 20:24:26.000,9.80291636702782,14.617216077923784,16.765631583151833,19.13831023372766
2017-10-22 20:23:13.000,9.077970324408202,11.57624192198967,12.617822720955598,14.56568359279698
2017-10-24 20:24:47.000,11.827386863363555,11.735498271214569,14.369597747792454,15.103805267179576
2017-10-24 20:24:48.000,11.625505023560647,12.098553195822646,13.155885828050472,15.103746699891852
2017-10-24 20:25:45.000,11.824004008762396,13.744933817455074,16.250841872805896,15.100422412578418
2017-10-24 20:26:58.000,11.668131240363126,13.625003786690147,14.308914156599954,15.096205442502349
2017-10-27 20:27:22.000,8.016086253387925,9.46187961625848,10.880025143915628,12.834497659381476
2017-10-30 21:11:13.000,10.692809039955382,9.845973798800824,11.13421981788809,13.0783590273519
2017-10-30 21:11:14.000,10.692828168580794,10.422198491162426,11.134238946513502,13.078378155977314
2017-11-01 21:32:27.000,10.53322859476406,10.452810130332807,10.974814232564214,12.918953442028023
2017-11-02 20:27:22.000,10.253183905935211,14.88239385239462,16.341725579391365,18.32960937800653
2017-11-02 21:32:25.000,8.071165546449327,12.235698328607988,13.780640141989554,15.728501013830934
2017-11-05 20:26:21.000,,,,45.53772908839222
2017-11-06 18:37:03.100,9.758728470046162,12.496538569199386,13.490972279220784,15.248136355328038
2017-11-06 20:24:37.000,12.73056282523922,15.958749993251525,16.518480402100316,17.75627506705696
2017-11-09 20:29:20.000,9.693062050562046,9.474989335255756,10.827092835997066,12.771232045460875
2017-11-09 21:31:25.000,11.965191035151944,13.972231055670948,13.79813087607221,15.443432711483148
2017-11-13 20:25:04.000,7.985237936508023,10.25277876930377,10.859510133037764,12.803649342501576
2017-11-15 21:27:31.000,10.10452293226204,12.844502135497567,13.948518492143547,15.592074914104987
2017-12-03 20:25:44.000,14.977307107241527,15.818298142378232,16.705712676613548,20.8121771197727
2017-12-04 20:25:09.000,13.879860981715572,15.806167047038787,16.365897455887577,20.705694115290648
2017-12-05 20:25:59.000,12.079119230062195,15.785623192144222,15.738604858821706,17.690187393011048
2017-12-05 21:26:52.000,15.450480356175516,17.261187374894263,18.76571352313725,20.72101771970416
2017-12-07 20:25:39.000,7.357057057988752,11.181147616379116,13.229162850735312,15.003603433764775
2017-12-11 20:26:50.000,8.28138033702472,11.423829231160951,10.69750918188897,12.64164839135278
2017-12-13 21:25:58.000,7.472835553346244,9.825103647644578,10.347107749875985,12.291246959339796
2017-12-15 20:25:52.000,6.430545839977924,11.128519041118151,11.5130826720085,14.97516472578732
2017-12-16 20:27:08.000,9.54662363827446,13.318594021734995,14.069899903346114,17.899196252020577
2017-12-18 20:26:22.000,12.373432364150112,15.74868127676828,18.131991192043685,17.670110079749737
2017-12-21 20:26:22.000,11.43010213171032,11.954922749397689,12.949356459419084,14.70652053552634
2017-12-21 21:24:29.100,31.56151786732943,33.548369540765975,37.40127384304085,36.276906019367
2017-12-21 21:24:30.000,30.805014616370613,33.70324504032569,36.9156169479301,36.2768862575868
2017-12-23 20:27:14.000,,,,
2017-12-25 21:22:46.000,14.235340559147478,14.491197534206169,15.736601388892112,15.52140139696595
2017-12-27 20:26:55.000,9.191287753781996,11.196243864704794,10.48179160755895,12.379529728244368
2017-12-28 20:27:31.000,9.38872911825872,12.705745093690464,13.108068913098954,12.36329244561425
2018-01-04 21:21:22.000,11.93540947510031,15.509792142114147,18.577918742975125,20.53322293954203
