dates,oahuoahu0015_0001,oahuoahu0015_0002,oahuoahu0015_0003,oahuoahu0015_0004,oahuoahu0015_0005,oahuoahu0015_0006,oahuoahu0015_0007,oahuoahu0015_0008,oahuoahu0015_0009,oahuoahu0015_0010,oahuoahu0015_0011,oahuoahu0015_0012,oahuoahu0015_0013,oahuoahu0015_0014,oahuoahu0015_0015,oahuoahu0015_0016,oahuoahu0015_0017,oahuoahu0015_0018,oahuoahu0015_0019,oahuoahu0015_0020,oahuoahu0015_0021
2017-03-02 23:39:25.000,19.38356481815336,23.88367313768934,,15.933500578103024,12.5933715911632,14.037864871745615,19.257060082132487,12.207076120826096,3.747881891396598,,,,,,5.355473326121969,,,,16.35618462519017,6.1585759524604695,
2017-03-07 20:22:35.000,,,,17.960843521321443,18.960889619342137,17.760985861760197,19.739018660004703,11.71654463654165,,7.780891501348909,24.50078727452633,30.29101205341071,28.08063393011273,23.68413338056502,20.94286946617401,10.193730814097684,0.8571902080929388,-0.4463298483379913,10.336893224848104,13.557691497864342,20.576513304213968
2017-03-07 20:22:36.000,23.37624298517193,23.19717074236941,20.641828972855784,20.52877692063236,20.717790741816604,19.38669942212204,22.073289914732264,15.658541640269007,,8.920157825611708,25.942445882962883,33.49434644428682,29.236967141922943,25.974923535941723,23.67553018921505,11.59342030771816,4.744049994496221,1.0160651595900012,11.983326353554853,15.671101977030313,20.89686483033418
2017-05-18 20:25:27.000,11.852795184863073,,,,,,,,,,,,,,,,,,,,
2017-06-06 00:34:44.000,19.180833750016724,21.598229673392723,16.78907057211444,11.581431531356426,,,,23.11839084513256,,,,,,,6.759260630457852,,11.20838530182374,6.184054495124883,10.599302447358648,19.974375008263536,21.336933579695888
2017-06-11 20:19:48.000,28.514314367737946,28.870827176951416,25.118570645301084,20.64926990799804,22.72263366821669,26.03788380112491,32.91216906726423,26.18486960652805,23.815654943795177,22.141781117813267,27.762232012914087,29.89852105872667,25.53929804139105,27.16808951428055,22.549170923845963,13.226864224631353,14.368136402297958,,,,
2017-06-16 20:19:32.000,27.1410729999962,28.989171091607435,26.99107670885656,21.827662836170227,26.06281296955777,30.050280455232794,30.46906676095988,30.51877047637124,29.299846302803424,22.37911649920991,,,,24.96381088984785,24.38137698189425,12.39022969295286,15.546529330470156,,,,
2017-07-05 20:19:50.000,19.122841069020545,20.7858180054064,20.547444053643293,17.874549826750027,17.909923810960002,20.157986769920576,29.232732756046776,22.163446583459447,20.01879602479258,19.188051018045147,23.26011536175642,21.142656024990984,19.44513138976791,20.38951938977312,18.35474602907233,8.56156196255732,13.331863400500517,13.03290544397779,,32.23916612436663,25.546585976495564
2017-07-10 19:09:42.000,,,,,,,,,,,,,,,9.936875396446212,-5.089170982789826,1.8007418485799698,,,,
2017-07-13 18:13:55.000,,,,,,,,,,,,,,,,,,,,6.833570280282266,
2017-07-14 20:25:46.000,29.82141906836777,28.837235478482576,30.56712563375119,24.50508520468386,23.576194341310167,26.88968562003176,27.763386695603323,,,,,,17.39510906530646,24.371844690271832,23.32535449750053,14.08042489772482,18.27216268449921,,,,
2017-07-30 20:19:50.000,25.95813605580466,22.243903636360947,21.91267563610233,19.244731390590367,18.21395849198141,19.538460925747778,27.32812230021573,25.191289975130864,19.991653306362984,18.13745020265457,19.987983106490432,21.166087617366088,22.81985564905641,21.46723674212892,18.54468329692701,10.71367412708747,13.610122415084598,11.642495763811068,,29.992760592526377,
2017-08-06 21:44:37.000,19.651192695327897,24.15031470425496,24.460254478041065,18.012331982768007,13.04765160470146,15.884783308150286,25.535703455627267,23.756453008687632,20.1571989447508,15.320655561018658,21.96143288688011,24.116296486094,23.921403739915657,23.953244183844223,20.359166126148768,12.472495771702771,15.752081842415148,11.159073050734428,14.407935450944866,17.544493796171967,24.88331286068089
2017-08-06 21:44:38.000,19.42914953074144,24.335118661053496,26.149571693276503,19.988978073553337,15.411752091582098,18.627789639711988,27.665619474481744,25.5230029561118,20.21866595388561,16.283730352888877,21.727975304697832,24.719570476951425,23.335628647571536,24.340855900410347,21.76151996531382,14.05280152937188,16.71009919145013,10.960994301114052,15.154748311949737,20.41084977944178,26.34694034646974
2017-08-12 20:21:56.000,15.139310369572309,19.983557642061218,20.29455359702208,13.264278773840587,20.64934757826924,19.119873999991253,25.41228620084244,18.349434098685297,15.991445612624569,11.525398987970217,13.162999848939323,13.09917979735039,10.569724675421837,10.952104977083907,11.49528557488731,-3.527535205175775,9.44325799494489,16.48603297619417,,28.34042186803216,15.686858951387174
2017-08-12 21:44:31.000,21.168251602828065,28.55129065789615,23.334463893648657,15.860688838722623,15.90868048363678,17.05320348153541,31.113428070140067,27.40079778444638,22.985516658832427,20.195635794029144,22.55424783621393,21.613918948829223,21.37359936787752,20.569376258121967,20.63548535407998,8.777355116707627,12.010394588255544,7.580942280513891,23.21565785739028,22.20317481288586,19.813641174504184
2017-08-19 21:43:59.000,26.81111456307296,31.05491554593688,31.362742957373467,23.89340729049967,18.40849108669473,20.52813910386137,28.187131100880023,29.429006989029688,24.786790242389067,19.275299325287392,24.655702999474727,22.295155044267247,25.313002195173887,27.74396644353264,23.10873478296563,12.209078965385354,16.597389570460013,9.259786601923356,15.225121796437136,19.88657822311307,27.051524108727364
2017-08-28 20:23:39.000,27.383682566501427,28.24292170340638,24.41723641411678,19.94571598278762,22.2349915081092,25.12284305516555,29.59773998440856,26.993738646680995,23.11426826150363,19.34964907260795,21.79934908757744,23.16882463083399,19.37352112443423,22.12722407581812,19.234418011325623,8.964099968293887,13.61637149157662,10.212585546496229,14.552761988104828,25.49318281161417,20.772995420277148
2017-08-28 20:28:25.000,26.55441702628405,,,,,,,,,,,,,,,,,,,,
2017-08-30 20:23:59.000,,,,,,,,,,,,,14.692258507535351,20.15190501088981,19.077228648528195,10.795588572851695,7.989871144816657,11.990738917352749,11.907427402824071,23.69596511049163,19.20466790044502
2017-08-31 21:41:37.000,30.531541777151965,27.9010466227344,28.1943560242275,18.66058727178716,16.485153988555417,15.878967016484822,24.30175525891736,26.256825545886045,20.89126556136648,16.05472217763434,21.47979891661416,22.446237925057424,24.374271400081945,25.661326022510284,19.63581357107148,12.430284798945902,16.643124454490405,11.266332976687169,,,
2017-09-04 20:23:43.000,18.41535002536628,20.40156049882793,20.7125564537888,16.23881632843351,11.33280646759341,13.11933656314871,19.80797224723355,14.93172977650477,10.379604867122096,11.57260705763662,16.97146753683931,17.31284318163738,13.8955566506413,17.54582811754221,11.860471834318185,6.047639403483548,7.119170312542591,5.979631632098344,9.230202331632617,17.449983942752727,16.680346720620587
2017-09-04 20:23:44.000,18.761302610886,20.40179804573929,23.15130510537245,18.745648995673257,15.33198788007095,16.62708860870267,22.311054685738043,18.76767450236337,15.215187833507391,14.08410558318838,19.783430921659104,22.80765180332447,18.68587277253693,20.870310703669496,14.911756384387106,10.05149819186701,9.921128669263842,7.425048079859268,10.582976449760285,16.389553608592827,19.566210591552807
2017-09-05 20:23:28.000,19.96685600983965,19.974866846285632,20.50309805937105,18.729363789680423,17.283123705556182,20.12081541209797,26.157629260838338,19.404562340167583,12.98266743617098,16.50316292994282,17.704162254829694,23.24138533562497,21.253966652686355,24.477440552016105,21.27406885820348,10.217822045889204,10.821505843942182,6.927961130555399,,28.646909532124543,26.75648264350344
2017-09-07 21:40:22.000,24.430565798398064,29.28384221346644,29.591669624903023,25.124588581621584,26.357224900878943,24.50197090474145,32.783947165032664,30.661763096127657,25.28871899382637,23.453157074842515,26.113146253109328,30.199663258905755,25.270599268076264,23.741281534261823,23.943668229350408,10.983318770752344,9.89579837455044,3.810272762249808,13.753284649168526,16.49326815147805,18.980413784154862
2017-09-07 21:40:23.000,24.430768395885124,29.284044810953496,29.591872222390084,22.122536555516287,24.581609186701805,23.85601842166589,31.429593657645643,30.66196569361472,25.5003644293935,23.453359672329576,25.892384343784933,29.47313365977656,25.60376180784325,24.74071712460158,26.03714012752166,6.628989344791683,9.838718109975568,6.313823129601157,13.75966174847928,19.371952071357043,17.936029159229843
2017-09-09 20:24:30.000,,,,,,,,,,26.01005840429448,31.37642239190469,30.289370258163103,27.899255489266004,28.160970614772985,29.60227815641697,12.084877248534784,12.34725076397281,,,25.10538781685124,20.337002245766858
2017-09-11 20:25:25.000,19.30220553418594,23.94379207978473,24.673981944166904,22.784466045838546,18.052292486177706,18.51325823435824,26.29939193951124,22.31240686523172,16.950588939602582,15.114132936548438,23.5467617548136,24.12894415068612,21.66802775686377,21.79161144986459,21.554753314002163,10.540264530072388,11.69586096388292,10.614962160449316,23.11588704943325,23.780845082172384,25.5155243369404
2017-09-13 20:23:25.000,17.629112942524717,18.91554289620504,19.64236641626688,17.753889836556123,16.037947124654696,13.188856837005972,18.314572035745567,16.61337344669464,11.924347216158788,11.922209212531987,15.498038554852394,20.864143911969883,16.503451722154264,17.73555587007227,13.375545342440796,3.311985587572935,3.5132097065760424,-3.2157566990365978,4.671593886142677,8.66041658443579,15.08896574375326
2017-09-14 20:22:25.000,17.782141381987234,20.775227842491272,21.928775644804,19.538543960805463,16.13765655779888,11.087488802217663,18.467600475208084,16.76640188615716,12.077375655621308,7.396953017707856,15.176160175229024,19.27755326457748,19.665259565162497,20.22830983125757,16.57962078506087,9.514452661400318,6.17865127827349,2.321286421937506,7.40507487840077,13.9367522100241,18.92136069736548
2017-09-16 21:39:25.000,25.57265842938111,25.308829229786088,25.6187690035722,27.013890891457503,22.73566726053052,22.568450226979863,28.47556281900479,23.677444015233075,21.31571347028193,19.479555495252168,24.911798904814955,30.090358537244093,27.98552710425025,29.062161023243544,25.97083746716108,16.306336654166717,16.79835460540269,10.270091604885604,16.746058909224917,22.857282193401986,25.89382670602564
2017-09-18 20:23:38.000,30.80231052625677,35.56535011279346,35.87106516188055,,26.44577818676535,31.312788200196653,37.88726623995984,30.941088773963667,28.571679611781462,26.73286816137904,31.13637410376001,28.639483345956105,28.104437588368327,28.190298282603035,30.32508791350154,14.644569371745533,13.070060521057377,13.868344893160028,20.12799026424889,28.916758785036865,21.61741429254854
2017-09-18 21:39:45.000,33.42879237835476,33.624739089924304,24.90226360296017,25.76531671540863,21.82795892911612,26.136779355271685,30.203090899766472,,,,,,,,,,,,,,
2017-09-22 20:28:56.000,,31.802547536458786,29.1609488679396,18.732588736054208,,,,22.46364961574294,21.806245825395216,20.468730007179587,28.41734803783829,26.087707241588543,20.621753649040176,24.956931367194866,26.51232944475481,12.99776970559162,10.000989904525284,9.567408609788211,,31.24360853057643,31.38316544516191
2017-09-22 21:39:07.000,27.57945075203423,29.207423132398617,29.515250543835204,19.05285771843912,14.199950881150931,18.1112604641051,26.34532695167881,27.581514575491425,22.21221253208056,22.222869791407565,28.823314744523632,32.08623632987501,26.76350733174702,26.399281192773515,21.39730705845084,13.24482692596027,11.332984599574834,5.572911011342758,13.85852854996336,24.42541660796528,24.77017066014357
2017-09-23 20:26:24.000,,,,,,,,,,,,,,,,,2.8319278977847624,,,,
2017-09-24 20:24:46.000,,,,,,,,21.878720979789787,16.380401380997668,11.543559969243004,22.976574196208688,26.564398426469737,24.03861381062031,21.5787467704532,21.33184427107512,8.898657654817656,8.626853220052913,6.4055650613185,,,29.700963915940385
2017-09-30 20:29:28.000,23.60703875296545,27.65801105009223,25.022229204112463,17.548454149186433,14.288427314570136,14.061979466831197,24.007768760619243,19.125478805287017,13.908110099275133,12.939254885134863,23.30656134637281,22.61065635312945,20.23550533946873,21.277267324175483,16.47680668995597,10.1013837936802,6.1533509742640256,7.681975192237314,12.275424302369863,19.821019211714475,19.297340645304004
