dates,oahuoahu0096_0001
2017-01-01 00:17:45.100,45.40782486626163
2017-01-07 20:21:26.000,42.90160747396183
2017-01-29 20:21:32.000,53.67370599240439
2017-02-21 03:38:25.000,44.273351167298735
2017-02-22 20:22:38.000,45.2745670480325
2017-03-07 20:22:41.000,39.86996849227999
2017-03-07 20:22:42.000,42.23945185940661
2017-04-15 20:24:37.000,46.907237570089926
2017-04-23 17:50:32.000,31.872108354339947
2017-04-27 01:38:27.000,41.57678880094104
2017-05-02 00:12:33.100,44.748270465460415
2017-05-07 20:17:19.000,45.3918043571337
2017-05-18 17:24:54.000,
2017-05-25 20:18:56.000,41.28785118810979
2017-06-01 01:33:18.000,45.33027185231099
2017-06-19 20:20:13.000,43.25308617599783
2017-06-27 00:39:39.000,50.58701518824341
2017-07-14 20:25:52.000,41.579322351315525
2017-07-17 17:17:05.000,12.392393407306711
2017-07-23 20:21:49.000,44.13825814501844
2017-07-29 20:21:45.000,39.53998692225258
2017-07-31 20:22:29.000,34.11338626155487
2017-08-06 21:45:37.000,40.05565084398209
2017-08-12 21:44:26.000,44.94188667084413
2017-08-13 20:44:34.000,30.455431989551364
2017-08-15 21:44:12.000,40.53490875695893
2017-08-23 20:23:23.000,44.14336088637923
2017-08-24 20:24:16.000,41.36688152209109
2017-08-25 20:22:47.000,38.66873073153536
2017-08-26 20:23:58.000,39.46654777167493
2017-08-27 20:24:18.000,54.47537231668918
2017-08-28 20:23:45.000,
2017-08-30 20:24:04.000,37.39856210343099
2017-09-05 20:23:34.000,41.889065229766615
2017-09-05 20:23:35.000,44.89443389089125
2017-09-07 20:22:44.000,41.38596885331722
2017-09-07 20:24:58.100,41.4042492415457
2017-09-07 21:40:38.000,42.1931475391271
2017-09-11 20:25:30.000,39.83827765494834
2017-09-12 20:24:59.000,40.39938679960613
2017-09-13 20:23:32.000,37.79431233635039
2017-09-14 20:22:31.000,38.01434871059856
2017-09-14 20:25:22.000,37.95636444806515
2017-09-14 20:25:24.000,37.95648745833103
2017-09-16 21:40:14.000,41.19004904828096
2017-09-16 21:40:15.000,41.190154492485135
2017-09-18 21:39:40.000,43.48190882123304
2017-09-21 20:24:05.000,41.61001947393644
2017-09-21 20:24:06.000,41.610131205305954
2017-09-22 20:25:25.000,41.70026367253466
2017-09-22 21:39:07.000,33.09833071450029
2017-09-23 20:26:29.000,38.992047789375256
2017-09-24 20:24:51.000,39.27440605830695
2017-09-30 20:24:41.000,
2017-09-30 20:26:18.000,40.57765896358247
2017-09-30 20:29:34.000,43.60090023753226
2017-10-01 20:26:10.000,38.15762589265385
2017-10-02 21:38:22.000,43.8194276591494
2017-10-03 20:26:11.000,34.44885283101439
2017-10-08 20:24:44.000,39.04592127877382
2017-10-11 19:38:44.000,38.05382505038224
2017-10-12 19:09:39.100,
2017-10-14 20:26:23.000,41.10202050984344
2017-10-15 20:25:47.000,42.737727011056144
2017-10-17 20:26:05.000,42.75492529571419
2017-10-22 20:26:36.000,47.02374769312448
2017-10-24 20:26:40.000,39.61433243968781
2017-10-30 20:25:42.000,37.99595479488362
2017-11-02 20:26:27.000,39.70073245434098
2017-11-06 20:25:43.000,36.54190390164981
2017-11-08 20:24:50.000,39.06795839975823
2017-11-09 20:27:44.000,37.40139428389331
2017-11-14 21:32:05.000,37.77526355697117
2017-11-15 20:26:35.000,40.46368025865674
