dates,oahuoahu0043_0001,oahuoahu0043_0002,oahuoahu0043_0003,oahuoahu0043_0004,oahuoahu0043_0005,oahuoahu0043_0006,oahuoahu0043_0007,oahuoahu0043_0008,oahuoahu0043_0009,oahuoahu0043_0010,oahuoahu0043_0011,oahuoahu0043_0012,oahuoahu0043_0013,oahuoahu0043_0014,oahuoahu0043_0015,oahuoahu0043_0016,oahuoahu0043_0017,oahuoahu0043_0018,oahuoahu0043_0019,oahuoahu0043_0020,oahuoahu0043_0021,oahuoahu0043_0022
2017-01-01 20:19:46.000,,,,,,,,,,,,,,,,,,,,,157.09703839374131,158.37733608574715
2017-01-01 20:19:47.000,159.229380605419,164.32549772588115,162.91484904237208,159.4362029791323,160.91293410238217,163.40205157182083,165.1688191507204,165.58284497240834,158.79653812941984,157.46117601707846,162.1890551279822,163.86780430981486,164.5749043747077,163.72709653846698,164.80786426298624,165.56768285874682,164.0300951101386,165.76223034670056,164.8168022204328,159.6184128286456,160.3443650343354,158.4787146431376
2017-02-18 19:26:46.000,152.98717251845352,159.99109651897044,159.05087312029474,161.69146559161797,161.7017192540761,162.42434860648902,162.95506928553385,157.922756745617,150.75429115600602,152.54795146147163,155.89484239146765,165.1406195905915,165.3585727168571,161.45595362702275,163.25225171237605,161.2112832742178,158.00001241103143,159.34787013143864,160.23428882668736,155.24161983608286,153.68253477773217,153.73841501765827
2017-03-14 20:21:06.000,164.19463838141846,171.655820816911,169.69233173428572,165.51953431041775,167.18876962643748,167.6798076391159,168.46815059111418,168.81923427785193,158.86792795747135,165.63202852834277,172.0332380441168,173.14850216031198,176.47998495694907,174.2620959682934,174.05656541483702,173.31993083192495,175.46441243178492,179.03168488522934,,,,
2017-03-22 20:22:21.000,167.83371245368173,173.36234507182186,171.33665954492213,169.5368890401997,169.90919004267298,171.3813525225716,170.82505619846768,173.23400469244433,170.61941741305932,166.841041664068,166.8927751637256,169.08942854039896,169.13518241204125,165.89044744685523,167.63657994241677,166.19795702760385,164.39520178761893,164.92404988711314,165.3219219859785,163.9918141893248,161.92763265704596,159.49569588055115
2017-04-07 23:37:33.000,171.9926897084859,172.2629386846781,168.23317029730336,166.1423983769958,166.49425506098012,168.2686431369762,168.60917518282395,168.0112708493193,164.6667390991518,161.44094483051538,163.5458079541853,166.11624088515248,173.65798030125472,154.53843175333094,158.3359753783514,159.34700842941356,159.2308312067446,163.04953469573894,162.31539836935676,161.86894623525978,158.82679639293366,158.73281138599464
2017-06-04 20:24:29.000,167.69125701191342,169.6926625964342,165.83022260405642,163.95017567703582,164.48768933045002,166.1220942341899,168.86395184681527,170.2461696864675,168.882468418426,167.2930080594743,165.78895536695228,164.93205230594384,164.68127842994014,162.72680566415886,162.21611431976305,161.7563861954115,161.17651069322434,162.50410374381386,161.90192689214922,160.3240576732787,157.2610381191467,156.41721882987696
2017-06-24 20:19:23.000,,,,,,,,170.21740848510126,175.44214327905473,180.34754232957417,159.45913904170973,164.88589070498816,168.7511999283587,168.8764627752704,172.28010578336364,175.15243300368246,181.2874569082096,183.8186091159859,176.39474557422187,175.1357909942525,173.7290917472317,167.29778023160736
2017-06-25 20:18:39.000,150.31485932589257,,,,,,,,,,,,,,,,,,,,,
2017-06-30 20:24:02.000,176.55393225733823,180.34117515112632,180.68132856757023,174.19029370468525,174.34071790686002,175.22244012929156,179.03525818180785,178.25468058928718,175.5669736862845,175.08221790147184,173.20656078142392,171.86590424911094,171.68058341134176,168.10469099529652,170.3892924213104,169.1257107079903,171.29941114819903,170.57009588658406,170.43172707881283,167.6935629769541,164.44488290963156,164.21379444064897
