dates,oahuoahu0098_0001,oahuoahu0098_0002,oahuoahu0098_0003,oahuoahu0098_0004,oahuoahu0098_0005,oahuoahu0098_0006,oahuoahu0098_0007,oahuoahu0098_0008,oahuoahu0098_0009,oahuoahu0098_0010,oahuoahu0098_0011,oahuoahu0098_0012,oahuoahu0098_0013,oahuoahu0098_0014
2017-01-01 00:17:45.100,77.14018636419489,52.45162997886455,38.15242369158101,36.62370688764744,44.19862413408391,43.8737205738416,43.74202593047047,46.54401613487295,44.84945273108569,56.77340570570139,,55.13059616118231,,
2017-01-02 20:21:48.000,81.30124756699486,55.0555259117284,39.64467272167108,37.81558734257521,43.52146474671318,42.439086172005695,44.46592135984525,41.76985379700883,36.59408034456917,38.93778521929148,43.00104760092017,41.32052072001515,49.87461383292287,37.91621777136596
2017-01-07 20:21:26.000,,,,,,61.04275731792382,54.20957042240621,48.19707893935082,,,,,,
2017-01-29 20:21:31.000,,,,,,,,,47.55243174604376,42.62210392292915,41.84104150023591,35.808399347585095,34.59214936463828,31.485043349225776
2017-01-29 20:21:32.000,86.13425725703974,58.66645640455172,45.91053691813818,44.353379896223466,50.93925630402853,48.6976634676783,49.08723229604292,52.24399148633661,46.27973427512692,43.40458928796728,43.88276415156532,36.51187635552554,34.59214397133891,30.73825063384261
2017-02-20 18:16:03.000,,63.07528442051086,45.14711556307989,43.828053777069854,47.64841545188041,48.26638294121625,50.04121247817817,44.51117639021658,45.74420725629823,17.22889907334526,38.97676642116761,37.13136165979892,42.89109935918983,37.57423113406699
2017-02-21 03:38:24.000,88.59602930424917,61.89036430519828,45.89089819207442,41.888135572888125,48.56451053204799,48.403032555705856,49.03642555063563,49.7269645405672,43.76895049148428,44.20928855229985,39.93448920416283,34.00213386140362,36.33816943599134,29.005102356910925
2017-02-22 20:22:38.000,88.38127514871522,61.083259379209856,47.5814679933266,45.99193226881635,49.11275169348832,48.76346734523604,50.216719742786815,49.73364700570985,42.663194242111416,44.142372687382206,42.70881673425156,39.252102223194,37.339256055998455,33.7883599017248
2017-04-15 20:24:37.000,71.06569899788646,52.72720133541839,45.03456000418546,43.273312220183776,,,,,,,,,,
2017-04-19 19:30:07.000,70.93209851484946,51.80232543710746,38.95270456660266,41.55175089882192,45.27468408636794,43.01778128209026,41.47298785210362,40.98009524454818,35.789533500908206,41.43474434911358,48.64834985404395,45.14684986641355,53.514394558503966,44.65629770657317
2017-04-23 17:50:32.000,,48.59713764862817,35.54287435979538,36.77455609817204,42.3967843030507,43.27196960815252,43.2649256183359,,,,,,,
2017-05-02 00:12:33.100,78.50656912655171,55.23404526785058,40.10729509362011,41.50438075663835,48.53146129686041,46.01404310206573,44.72714976147935,,,,,,,
2017-05-18 17:24:53.000,66.97105927041106,46.72934621483801,35.97803301246017,39.273125352701086,40.77779720842071,39.669303061572485,26.889761018991823,35.96843458987528,33.67005186480077,36.39919518161145,42.31385623247187,39.04268120553997,52.534817985065686,41.82254167575015
2017-05-18 17:24:54.000,65.00451273191977,45.08858983100336,33.733444611734605,39.06758762245617,38.27986905246481,37.21425783631849,,,,,,,,
2017-05-18 20:25:33.000,71.40569949788544,50.137658031510725,39.69880225810875,41.77565439078506,45.12180406922827,42.09657679308217,42.34003545189549,39.53858311712063,35.76646331221334,38.49216243513402,44.10040153109183,42.33188475086423,52.980124103825176,38.30068863763937
2017-05-25 20:18:55.000,,49.90583680467917,38.57461989720426,38.81546258170037,42.51747218046045,41.12209830281973,42.88643437251534,39.08818377082687,33.16138553374593,35.890528850556606,39.95433504780922,38.27086144683328,44.76705916943921,36.573263330929485
2017-05-25 20:18:56.000,73.52386270297855,50.58478307724308,38.540674946479726,38.51610877628016,42.59650587692695,41.31629372268645,42.98558532029392,41.22016862608744,35.287127226584566,38.01282634950525,42.730264105404416,40.39556185022892,46.24352267451941,38.10271328683985
2017-06-19 20:20:13.000,69.36659211563912,48.12477408814816,39.61805918448368,41.81924287423413,48.85188441940787,47.53092331363225,56.86154610177363,52.58823260886027,47.57816597446912,52.81750495193465,57.83368894694605,,60.48057038722445,42.40371345925488
2017-06-20 03:42:14.100,50.89858350023411,28.794591097744945,14.383406310940332,,,,,46.787234143766014,38.76894825260222,35.20617316035959,30.794263953547045,28.758329294402905,,10.865263877397396
2017-06-24 17:03:22.000,,,,,,,,18.67859347769921,,40.81714741818499,30.38301126525285,33.13254409105587,43.13694590103393,31.61713153527485
2017-07-14 20:25:51.000,69.74740973256588,46.20568330953606,37.75467424316067,36.91655637550954,45.06326559898202,50.2288713477161,63.470461654413135,,,,,,,
2017-07-14 20:25:52.000,69.74739105801746,46.51190852863763,,,,,,,,,,,,
2017-07-17 17:17:05.000,64.72319412327766,37.74997972556592,30.620157629617783,34.05958935028748,35.21354702897936,42.13544404146133,,33.91839819018853,,,33.48362018567992,54.12782618735974,60.06692062082072,47.34864747814488
2017-07-23 20:21:48.000,70.32472406206476,47.03594210778364,37.55925379241727,39.66084374793131,46.46751873785351,51.938310300219854,54.896458951841495,53.26400354869726,45.748146594709056,43.44865935176425,48.12536891681728,46.46696777399295,53.25392079292952,38.42268428128536
2017-07-29 20:21:45.000,65.65006805621049,44.8094306837883,36.66505785923685,37.91939726715232,44.67144613359281,42.998062976066095,45.28239703524529,44.07893630557805,35.93750013723008,34.96418206190465,40.848193519692224,39.4665526246648,52.47299607097444,42.74673318829068
2017-07-31 20:22:29.000,,,,,,,,,,,,,,
2017-08-12 21:44:26.000,104.4553929533536,46.14573447516476,37.516994910764105,40.114348654003486,46.95152599274768,44.8843306520096,47.59314484253915,50.395815222828816,50.6933784119458,49.27176148815709,53.0020686642888,51.78867478094874,57.92599894333087,40.2617530718051
2017-08-13 20:44:34.000,63.63648448489487,43.61232389740303,34.39263699733684,38.45006157305455,43.98310674160943,43.50520810960573,45.94153703261888,48.78295367606304,44.95666494977553,45.54654933121978,47.5641573849765,50.40528808162292,60.31122430953482,50.68987349777005
2017-08-13 20:44:35.000,63.02124547509761,43.08507795672264,34.39260348795512,38.94476194970079,43.79584987379019,42.91561209830629,45.94150352323716,48.78292016668132,44.95663144039381,45.546515821838064,48.1987814151577,50.066145570592994,59.422837369329045,49.64366500387317
2017-08-15 21:44:12.000,63.57841616152594,43.655148172894656,35.76784523055488,37.13101205080195,44.51972565092162,50.033993863133134,51.30803868853984,51.92424962083415,44.68312039298049,43.501673068014426,44.3275964929266,43.50009244885701,58.97201037833456,46.58118476451899
2017-08-20 20:23:21.000,,40.47167611051464,31.793795804116307,37.35638950978733,44.49850469939806,44.682018844176994,49.86989711421612,49.20819396463071,38.36919823420866,35.98277772753102,36.52036541613994,35.3748276731252,42.797649529086,35.06636993425819
2017-08-23 20:23:23.000,65.44233910260108,45.77829868202591,35.86608092438292,39.98885519305913,46.73881881310026,45.4774436190588,51.26656030656946,52.552685094495885,45.42224302120458,44.22929522636647,46.16943201051288,44.42657929752658,53.92942818719289,44.521317348799805
2017-08-24 20:24:16.000,63.85419379005442,44.15411025159203,35.496938447466725,38.61755788395219,43.41237076708036,45.24204139689516,49.08384316034341,49.71799937322543,44.22659387468574,41.563139929788186,44.03708434692933,44.67175582568614,51.293929330932656,39.82974103741204
2017-08-26 20:23:58.000,58.23768751850769,38.52065927516128,31.830149067456365,35.28545046585117,40.9778271050559,44.32141063283777,49.90625037755618,50.43631049869625,40.939322038673815,39.91709172087828,42.92580818194294,41.24528130103793,48.70364474413413,38.50168515581937
2017-08-28 20:23:45.000,59.352352557019366,37.39271986681094,28.1252514599788,33.399220326708175,39.96030529418066,40.876239550817616,44.34796974993294,42.96364176326418,35.16568881644071,41.24811915170415,,,,
2017-08-29 20:25:08.000,,40.44520389377926,33.19320803904025,36.54717091878064,43.05162350119496,45.45743642119383,48.900974677571206,47.46936451054816,40.68633961946849,41.88494874518703,44.061833970299006,44.50574796032448,54.71422243371743,45.57502748668902
2017-08-30 20:24:04.000,60.40585386739468,37.86632812537599,28.62534034401504,33.76513584352522,38.18941622895684,41.281122420711135,45.38145930492965,45.03984215665128,39.71260245736505,44.37712844020051,46.31780904005527,42.515788007957255,48.32400862173687,36.285476684424246
2017-09-02 20:22:17.000,64.84846252874588,43.39315082547966,34.99555274937489,39.36746375417705,46.54280264626205,49.55301093555822,48.81703066246251,49.38586942810109,45.55958070181358,47.341399768807534,,,,
2017-09-02 20:23:42.000,,,,,,,,,,,,,,45.94046317094213
2017-09-03 20:23:29.000,,,,,,59.86281194674319,46.16712034254493,46.72940435811047,40.9743061628989,45.8151548650028,49.78107545829743,48.20509907898312,56.9764332166208,45.923663676969824
2017-09-05 20:23:34.000,68.2840516387024,44.05895269428218,33.826139041563344,40.08237839064122,47.54916087391424,50.80372541766209,50.96644436732831,52.47990636558521,47.23136483933839,46.52247525032448,49.04168231086696,47.36999558942661,53.66898430133487,44.06917011255336
2017-09-10 20:22:32.000,64.53378050021699,41.57794866005906,34.1925991048709,33.34272872839593,39.37432303161018,42.28386491240021,44.9561683607524,,,,,,,
