dates,oahuoahu0097_0001,oahuoahu0097_0002,oahuoahu0097_0003,oahuoahu0097_0004,oahuoahu0097_0005,oahuoahu0097_0006,oahuoahu0097_0007,oahuoahu0097_0008,oahuoahu0097_0009,oahuoahu0097_0010,oahuoahu0097_0011,oahuoahu0097_0012,oahuoahu0097_0013,oahuoahu0097_0014,oahuoahu0097_0015,oahuoahu0097_0016,oahuoahu0097_0017,oahuoahu0097_0018,oahuoahu0097_0019,oahuoahu0097_0020,oahuoahu0097_0021,oahuoahu0097_0022,oahuoahu0097_0023,oahuoahu0097_0024,oahuoahu0097_0025,oahuoahu0097_0026,oahuoahu0097_0027,oahuoahu0097_0028,oahuoahu0097_0029,oahuoahu0097_0030,oahuoahu0097_0031,oahuoahu0097_0032,oahuoahu0097_0033,oahuoahu0097_0034,oahuoahu0097_0035,oahuoahu0097_0036,oahuoahu0097_0037,oahuoahu0097_0038,oahuoahu0097_0039,oahuoahu0097_0040
2017-01-01 00:17:45.100,26.36349149406979,30.357202054695115,34.56926381437923,39.55341115926761,41.61549299997884,42.37515212148262,38.88866982697429,40.20479209167114,41.2123819544036,42.09015139659888,30.27741528014161,22.1259138089971,21.85746214817649,26.959247850460248,23.01170981131983,,,,,,,,,,,,,30.55315947397024,22.502034924573,26.524774073218698,23.272741583528752,20.39669089092174,22.76630421213509,19.24032646186508,23.51625922810875,27.501436317212708,25.4252713856731,21.0341492557165,19.988923964796378,27.980552400837723
2017-01-29 20:21:32.000,34.587870306351924,37.81409228178565,38.78601285249858,41.114904604975926,46.7607458460564,48.34210080363606,40.43790681157787,35.54775259306143,34.84568354265697,34.33271558122715,26.4761653081169,22.68312336920188,24.744391636887737,30.348699396417896,25.11314349972513,34.28587823685984,24.357822857368504,17.602298258515397,16.95300545371546,31.627355009155373,22.88462973520628,23.99831384449556,23.32506666022584,24.11154495145391,22.59079428089917,22.82193724276428,26.12456453361996,21.99393329275811,27.322012450328703,27.574050406339573,29.47373108302798,25.120219778206337,28.57390404461978,23.760319033075515,20.620540900902352,41.11297242938112,39.38179363216489,33.79143629531782,28.84095270575628,35.21285053211111
2017-02-21 03:38:24.000,31.694248409646782,34.525627795054326,34.56813225432312,40.495308811254944,43.38028259118852,41.84799321509766,37.7906265192389,35.186340411918124,35.606907435542254,33.960823645059044,22.98463401264426,21.0798599915938,24.54517206376608,27.4397065684956,21.27393214383485,28.42746522725595,23.169818700300493,15.480314401212226,13.786857437429196,14.630049101604676,26.841608725297945,18.7824522059676,20.03211071362829,18.34967605954844,17.82196566318813,16.96970307803135,23.50240642057988,16.325572572940782,22.79019646441885,29.34422628517402,28.5373509187409,24.59249162277149,22.753654758382496,16.476658375559357,17.18506350854568,20.29072496541592,22.15817442718861,16.726318537279386,13.66056397934698,21.03584823244935
2017-02-22 20:22:38.000,32.90686999410891,34.77402349296896,36.40075681859871,41.70546428495759,44.61074227838555,42.56665092079135,41.26133386744135,39.35571477537929,38.53011934643174,39.31891852159623,28.11970037775736,21.461222698523304,22.50128870741957,26.03357734010717,19.35187235956281,27.33724529533597,22.072895433595992,16.682820577266664,14.78812246500374,16.946250028744554,20.42000363105564,19.84897540961243,18.284393616578388,19.978618745723168,18.5795413343855,17.39856667844916,18.800414775898314,12.651655673888191,20.377689614943414,23.32709825525924,22.484225267208952,12.276832863009224,2.1126476299002586,9.158094512213948,11.603637097791216,14.006895349188497,22.297794309432927,19.231562634359367,16.903165563050646,23.592964503415235
2017-04-12 20:17:25.000,,,,,,,,,,,,28.29675830981712,31.423480617706108,30.243355680201105,23.21922760678741,30.741725780058346,24.22425538764958,18.59766747826984,19.496583094494003,25.318462126849813,23.85387444804666,20.43416733524526,20.270898396071736,19.998804650440864,21.85580829821624,19.365548748917835,21.40388233588088,20.96643851684666,18.86959965134986,22.36489018019053,27.76939293180716,21.22738267552886,22.299251656177184,23.17576799730965,26.23272862149151,29.03472669557366,27.411731161058853,20.76127675514105,16.112325838663015,23.24050496877326
2017-04-15 20:24:37.000,,,43.117740608373936,44.267022983892616,46.77306496554069,50.77862708568495,46.05081985695242,39.02275547395282,40.902216310511896,40.50358820010921,28.83179131646686,19.719868147222066,21.34899144378467,22.09888427826715,17.382045222384438,23.945072861517648,19.23301385488932,13.777243920493213,7.949302612772151,7.375728759497703,11.410927901202175,9.134089927550995,11.21119696583943,12.512669225361304,16.232661304023313,,45.16670041288465,,8.240339463078342,4.800853517791067,17.19429060789367,,,,,,,19.40414984614768,17.28848229269747,22.912025508539845
2017-04-19 19:30:07.000,17.38914825715222,20.13452387535055,23.898440576274385,31.066025958827822,37.26983933368539,36.50094386544438,34.3594830730486,33.77831401572693,34.39727268821152,34.42619059532222,27.10803528074256,19.405924159079152,16.50037696739908,17.425514756448557,10.289423162227669,18.51278763793448,12.028752128560685,7.0500325426581965,4.06153983902521,3.6748453102189975,5.280400505267361,4.93490333809328,3.475687673349337,2.25697528964063,1.738166680879972,,1.3847251359770567,,,,,,,,,,,1.1239007992296193,,
2017-04-23 17:50:32.000,16.08458733609236,19.37731848758348,25.95756627039696,32.88624484490374,36.50538942485333,39.387429856058894,42.495962764738906,40.38094838914287,37.38706588693256,44.95184645637576,35.6894509691103,28.866945004169683,39.75020840770148,39.31901957214789,24.366355462058657,29.86217194803952,23.77039850636416,17.152893421836854,19.844831923932347,21.03633050009413,18.79541627140251,11.282038422404,13.097196637385965,16.976534387644843,17.29361374082009,8.479109389687729,11.671863921619847,15.144976228602928,7.071255059541061,0.0564022291096293,21.51019670159367,12.899868960611274,1.9813107208761205,2.5930241513116954,4.61102064588373,4.042877650724199,-1.042803385987919,,,
2017-04-27 01:38:27.000,20.58187525673041,21.580630701289067,25.38068001068873,34.40532797875557,41.234753179352936,40.63007226591831,41.14636190934022,38.99930652253297,42.95011811475915,46.7137382309575,38.72225056200124,30.30310543810321,31.16926953077844,30.28319207460557,24.657045251754536,31.98799918255792,26.260037175672483,20.5676105951736,17.37822764615115,16.401984920692456,18.627621778993205,16.63279788077061,18.409856587728875,19.588375516949075,19.47305206356484,18.2501713218994,20.746168143434566,19.84080358543453,21.24987499548312,22.43940281328693,18.878932197334976,15.226433996127202,18.6452189251504,18.570741485160024,19.202287654142253,18.15335269193144,19.79676684573441,15.801332729040698,18.555842643709685,31.09179355104288
2017-05-02 00:12:33.100,30.202627360442328,31.173732451733656,38.21419170601217,41.54146353853693,,,,47.06525273888726,45.54517753698991,48.65531702083654,37.77060178876072,33.11941852264675,27.89404884329613,31.48726943972792,,35.71503038682607,28.20110736689723,22.264941938158497,16.87517224745908,19.295483586380005,24.4181592823808,20.265492872059788,19.550344230625992,18.78562596778543,18.302078891559027,17.47492606543548,20.34864514354473,,,,19.413825139011184,17.393878802576307,23.55005676115528,20.22528483278379,27.54134675093712,26.34286907218029,24.685686167982176,16.380512761238908,18.80151005120617,26.180095825474822
