dates,oahuoahu0057_0001,oahuoahu0057_0002,oahuoahu0057_0003,oahuoahu0057_0004,oahuoahu0057_0005,oahuoahu0057_0006,oahuoahu0057_0007,oahuoahu0057_0008,oahuoahu0057_0009,oahuoahu0057_0010,oahuoahu0057_0011,oahuoahu0057_0012,oahuoahu0057_0013,oahuoahu0057_0014,oahuoahu0057_0015,oahuoahu0057_0016,oahuoahu0057_0017,oahuoahu0057_0018,oahuoahu0057_0019,oahuoahu0057_0020,oahuoahu0057_0021
2017-01-01 00:13:17.000,16.139967353423863,31.431638968085544,31.02690216671164,35.91927299597235,31.15290147051933,19.768347835899547,23.27565170171717,24.847091069662003,23.881077277520312,28.702384121569484,22.9631974419012,13.584553021269524,9.798458044277288,7.223601575918029,5.544966147221796,3.277078950627996,5.604373828266319,3.934881105538664,6.087283511729111,4.2466871517378895,5.8894783558754895
2017-01-01 00:15:41.000,18.730377513760192,32.420283633064166,32.550127639233985,37.90588564513632,32.75309207997137,20.67437825331195,24.29754155128657,26.116871794959547,24.99333604083228,30.16332585249212,24.718373216439264,14.53351919434258,9.048276221648305,5.12595467869368,3.1808118934738,2.51541074514374,1.5651412431040024,1.5067505655186542,2.583068821497238,3.461298529494731,3.264387189556521
2017-01-01 20:19:50.000,14.697175304080517,30.40641359619568,30.853114644364407,36.095689253654605,31.390941766175,19.689784290898896,22.974430788626364,24.63294813816264,24.7676565558755,29.49995188007298,24.495368094160693,14.753870053618506,10.086089558060346,5.518339938696752,4.042900567735452,2.6673337087459164,6.408539761908146,4.218450635249408,5.471581627220935,3.202050856689483,2.219952454315405
2017-01-03 20:19:09.000,,,,,,,,,,,,,,,,,,,,,1.1266413126723414
2017-03-14 20:21:08.000,14.734188345850582,34.01443750071809,33.517102240704055,37.89808454885884,32.53741253954285,21.3755314486561,25.123788935146344,26.928803728952623,26.56261806574165,31.714389644905264,25.871920677960933,16.223081173025903,11.461404580442332,8.46545927180785,7.328498736173897,4.347342112788089,8.421051507102495,6.421904576259662,6.126121141884404,3.469647774763527,10.883309971651096
2017-03-20 20:21:10.000,14.586566901896372,32.62765042766386,32.706134645261656,37.96350855466108,33.00495929662161,21.44520094002888,25.4834293529954,26.961609378183933,26.82158929318212,31.308972233227458,25.924738108491656,16.29771232454711,11.743838905515563,9.281490642321792,7.03370331785937,5.2192605424207095,8.972845454698886,6.825041403069463,7.362500038931785,1.90093390228606,10.362074629045631
2017-04-18 19:19:10.000,28.9820757728016,31.3855754999421,30.077736935419782,34.90593455360853,30.49059228441164,19.201264383946008,22.444749158733394,24.19889022805549,23.89386012831396,28.8701777673253,23.62825748085176,13.778170013886475,8.311762504294531,4.697941199869247,1.743808568691627,-0.3242322263803576,3.1743841011766456,2.0414699994160177,3.83503776751688,2.4624174489552235,8.649484460173545
2017-04-18 19:19:11.000,31.188727628874343,31.25901875005742,31.80494359265684,,,,,,,,,,,,,,,,,,
2017-04-26 02:33:12.000,19.63319214092516,28.00622367022051,29.631466348529106,34.72144726659276,29.439013379995338,17.911547474718866,21.444339387885098,23.501656461079577,23.19783896952241,28.744343781052017,21.8700162538456,12.039352764426258,7.532002769942842,4.916331050654549,,,,,,,38.02892157542252
2017-05-13 20:17:12.000,14.960108124836136,33.19310803499398,32.71184199132712,37.466914780282494,32.910778689327344,21.61374119217768,25.32679196847855,26.79253851918456,26.511508810864672,31.46166206824913,25.904100400835528,16.29312348479415,12.31809380278172,9.459998949935684,7.621856269578258,5.85017213325734,8.292553633905964,5.413560042593147,5.389131751331492,3.4661598939141194,11.996755886724118
2017-05-14 18:10:45.000,13.051932231442075,25.00304619508925,24.50077395037945,28.85046575825732,24.25628090017788,15.550107857369277,19.29905510066694,20.250303933450795,19.982785013330613,27.04007725634728,21.46086622214812,11.418607656021036,6.595440558064794,4.2225947006279405,2.071015110688075,0.4642865400385432,3.051823816144949,1.8974282178730912,0.6914793638182699,0.3406951342600646,24.245145641215505
2017-05-16 17:28:41.100,11.436948898977278,28.14707101924016,27.880690941768226,32.599271297822,27.358525135897057,16.15948050479359,20.189102559951657,22.12484704048784,22.742545497826114,26.76681074978916,20.901885238123352,11.540382990592573,7.067333561571101,4.624436173536322,3.100146251611261,1.4079783629587554,3.568177561731585,0.9760491668288944,2.082399625304295,2.3054140334404662,5.500412699095612
2017-06-25 20:18:41.000,,,,,,,,37.55191172065248,31.30001696520432,34.94006289389749,28.732942139626694,19.5576691668796,14.30940968089732,11.48128650394874,9.866265564743044,8.761476779446498,11.95561545296613,9.864103394786737,10.111432868850404,11.377327516719522,20.013718170497405
