dates,oahuoahu0080_0001,oahuoahu0080_0002,oahuoahu0080_0003,oahuoahu0080_0004,oahuoahu0080_0005,oahuoahu0080_0006,oahuoahu0080_0007,oahuoahu0080_0008,oahuoahu0080_0009,oahuoahu0080_0010,oahuoahu0080_0011,oahuoahu0080_0012,oahuoahu0080_0013,oahuoahu0080_0014,oahuoahu0080_0015,oahuoahu0080_0016,oahuoahu0080_0017,oahuoahu0080_0018,oahuoahu0080_0019,oahuoahu0080_0020,oahuoahu0080_0021,oahuoahu0080_0022,oahuoahu0080_0023,oahuoahu0080_0024
2017-01-01 00:13:54.100,0.7604502612512463,7.20201977025234,12.327397700035576,12.078272051294707,11.585868950585931,14.01241085760087,13.675814269081624,13.54496721279712,16.021489021323916,15.291127638063273,14.099365200688954,13.785179859125323,14.437662920019568,15.941710281056505,17.018453322733517,15.557727054044172,16.647599084885307,16.965245112703894,17.43257042097106,16.970286062315214,13.926047545250606,9.088312648737732,1.6976202977787564,189.24252750047685
2017-01-05 20:19:30.000,,,,,,,,,,,,,,,,,,6.008020242030642,11.816526264396083,13.883146736001022,11.721954611307288,3.142287267940626,,189.6334942385948
2017-01-15 18:16:30.000,,,0.7172544072231211,,,,,6.25503268769277,8.08748751990431,6.917117924173941,6.079397508668512,7.451949968558244,6.083778305741903,7.569575279824213,9.873398405411075,7.185870147230495,8.27574558194633,8.59333245603864,9.654540815290066,9.291685756600067,3.0980402551281907,,,
2017-01-30 02:52:03.100,,7.722366531464424,9.864585747508544,12.137371268143765,11.64496816743499,11.06962634685198,10.91553359494798,13.604066429646178,16.024247188089866,15.20914637084335,14.158464417538012,14.637084934235997,16.66997946536293,16.00080949790556,17.077552539582577,15.616826270893233,16.706698301734367,17.024344329552953,17.49166963782012,17.674340774060763,12.63507520373082,3.804144055053228,,188.9517866256732
2017-02-16 20:21:21.000,3.0699802645057845,8.656176305294881,10.248054172843538,8.448592549738693,8.375180756285054,10.383480939800638,10.04721775640831,12.229446965291372,12.834220798622598,14.664081447860983,13.472319010486668,13.158133668923035,14.274876876910351,15.314664090854215,17.512564253940237,11.930677171272825,13.020550336738916,13.338176646648446,13.80547055807156,10.80708484747996,4.776443968486605,,,188.61548131027456
2017-02-18 19:26:43.000,2.385318500684718,7.706420633045419,9.146506688540905,8.89779988562056,8.405785901308393,10.756440394977174,10.496425092290176,10.365884317727938,13.283428134504463,12.112567488814443,13.921526346368534,13.607341004804905,13.745244539359753,15.763871426736085,16.840614468413097,12.39826778128496,13.469757672620782,13.787383982530311,14.254677893953426,11.214693725909228,5.179313387860273,,,189.06468864615644
2017-02-18 19:26:43.200,2.385318500684718,7.706420633045419,9.146506688540905,8.89779988562056,8.405785901308393,10.756440394977174,10.496425092290176,10.365884317727938,13.283428134504463,12.112567488814443,13.921526346368534,13.607341004804905,13.745244539359753,15.763871426736085,16.840614468413097,12.39826778128496,13.469757672620782,13.787383982530311,14.254677893953426,11.214693725909228,5.179313387860273,,,189.06468864615644
2017-02-20 18:08:42.000,4.94397147136039,10.383841761966304,12.264461050511644,12.015335401770775,11.522932301062,10.98049394033164,10.611327297086664,13.472698154960336,16.394876482261317,15.22819098853934,15.319099693928672,16.722577679423747,16.7627246442602,15.878773631532573,19.88224972611321,15.49479040452024,15.437684953384936,13.9022861873268,17.369633771447127,14.6007657529639,8.219218347185208,1.9987143005448569,,190.376672475576
2017-03-07 20:22:42.000,5.318318905556231,10.434144143750796,12.22625577001068,11.977130121269813,11.484727020561037,10.909385199978027,13.574672339056727,14.114350703298106,16.36109187870694,15.189985708038376,16.998733134299282,16.684372398922783,16.515290626144445,18.840664741739523,19.917344541017577,15.456585124019275,16.54645715486041,16.864103182678996,17.331428490946163,14.562560472462936,10.726018109174852,2.7824230690898046,1.543597786405929,190.27755489456104
2017-03-13 19:16:22.000,2.572770751234926,7.794415823098886,8.17715964250458,7.928452839584237,7.436438855272071,9.86334122964618,9.527078046253854,9.396537271691615,12.31408108846814,11.143220442778125,12.952179300332212,12.63799395876858,12.463497858202045,14.79452438069976,15.871267422376777,11.410537461118366,12.50041062658446,11.42268385966185,13.285330847917104,9.617104533560177,6.09972849720762,,,185.09527934777665
