dates,oahuoahu0091_0001,oahuoahu0091_0002,oahuoahu0091_0003,oahuoahu0091_0004,oahuoahu0091_0005,oahuoahu0091_0006,oahuoahu0091_0007
2017-01-01 00:17:45.100,,36.49345805640803,40.70724707226067,52.10986163057175,46.95614356760285,39.28374810105976,35.81334114363996
2017-01-07 20:21:26.000,,,,58.56800635653918,50.56883144465838,39.77176879404155,30.90980148956425
2017-01-07 20:21:27.000,29.58664469979732,39.29165533950748,44.24787886714112,57.32295397590022,49.709578949568645,39.77172150928581,30.207069206577938
2017-01-29 20:21:32.000,,,51.355879942968976,60.391651702053046,51.44233498443502,42.921753940975215,34.77274106914003
2017-03-07 20:22:42.000,31.038102544693626,40.07623497841267,44.89208674436153,54.96315897143563,51.23386417586716,41.245382026825695,30.40893804136626
2017-04-22 17:42:08.100,26.863634474280783,34.99555957685889,41.93771586813797,34.11728656385452,46.62576041983118,37.94934742185154,28.776047628186102
2017-04-23 17:50:32.000,23.92730372522052,34.444575429408545,39.44668131111673,49.18020673952245,46.24731223752222,40.63325941576918,34.345364774642086
2017-04-27 01:38:27.000,28.64430000785073,38.08837781477278,39.88765824992596,51.29081730328527,45.28915761950219,35.34245618825382,27.24729105353157
2017-04-27 01:38:28.000,27.827333770269725,37.36276223148069,39.88761161559563,51.29077066895494,45.98076874792744,36.61712381266928,28.487827912203493
2017-05-02 00:12:33.000,30.538201817780138,40.732327327620204,45.681574452194674,57.47424354886056,51.86741020411252,42.50843462063126,31.326020204486326
2017-05-07 20:17:19.000,35.50737182805213,43.21550557243948,46.85035562263205,58.11777744053384,51.89903296925876,43.20108317905391,33.35907583110379
2017-05-18 17:24:54.000,28.4155055692518,35.760023460962714,40.15543588642588,36.47214435366612,45.40959571847541,37.771233032079245,28.85271913194688
2017-05-25 20:18:56.000,32.65442561542424,42.18490986143382,45.75154912537609,57.018970943277886,51.64118845165117,42.55648582375244,33.36969197058174
2017-06-04 01:18:15.000,33.52941265786061,43.92487166792192,45.05507524307799,55.29982672760303,50.359895096619645,43.79894840149402,30.90973421324779
2017-06-19 20:20:13.000,38.40408946638387,43.44544944814805,41.85637836987129,49.90136953507575,46.43698338599373,39.88169160154657,28.447511583290435
2017-06-24 17:03:21.000,,,,,,18.17607843054007,10.549950488291556
2017-06-27 00:39:39.000,39.01806596726082,47.04155263535131,50.14533204089765,62.26091483504001,56.32454685101352,49.2397891712645,38.42421363997769
2017-07-14 20:25:52.000,35.58394133068948,43.80150591326051,46.14633321930923,57.31044210648362,51.622553781847934,45.01483320818909,35.34319943634757
2017-07-16 20:20:17.000,40.19521553328901,51.24089101489012,54.46763710490423,61.47819159001699,55.62499386384242,48.34204627165616,37.54959053810212
2017-07-16 20:21:20.000,37.26421775003732,48.391788842938325,52.25156325466147,59.12758963403632,53.89231016881052,48.34141872709765,39.49839626370293
2017-07-17 17:17:06.000,,,,,41.29213164623851,37.04231511788796,30.10663704189701
2017-07-21 20:26:05.000,24.84429787047035,33.93170223142834,37.86641199829615,49.50447998576809,45.97118787189651,41.22925130278954,31.96482262640718
2017-07-23 20:21:49.000,38.67810719461157,46.003628915661885,48.66703616264137,61.7830160955321,54.88399807669056,47.63143359665493,40.6210223062268
2017-07-31 21:46:46.000,,,,72.98029605305813,63.10987663140276,54.969920875487794,51.180593571642746
2017-08-11 20:27:01.000,36.927362155926055,49.6305713563449,48.97456879798566,60.13147565931973,54.408178866202434,47.59881957531396,37.21452080911498
2017-08-12 21:44:26.000,39.39229633906867,47.607480767618256,48.64517782638816,60.8257712711509,60.84772378476547,51.065363159725145,34.5640228441546
2017-08-15 21:44:11.000,42.32532879502531,,50.04157670837428,57.87252130307107,49.955138131955096,44.76854777911434,31.709567854571453
2017-08-20 20:23:21.000,34.535688326776295,43.46113039834727,46.56506316060553,60.05281717282666,53.3929940967881,44.077845973075554,35.99734726689914
2017-08-24 20:24:17.000,32.39846568726745,43.260464517035714,45.7790147387474,57.0464365566492,52.103672721384434,44.750827658354666,33.877676322084135
2017-08-25 20:22:47.000,35.0095593892723,42.574060520680966,46.13757533937768,,,,
2017-08-26 20:23:58.000,,,,,,,31.270349017531867
2017-08-28 20:23:46.000,28.931745629656387,36.53289437052395,38.30955100317842,52.72012269805744,47.75852584641597,39.93871041863191,31.022800459856352
2017-08-28 20:28:31.000,29.645783294515955,36.728130559637954,41.35863195671426,52.71654526493888,48.25280224751441,39.27443511077779,29.907818995160778
2017-08-30 20:24:04.000,25.69246409635808,35.21185869374001,38.71457822418388,50.11773727754319,43.52341394190971,35.24802102411947,28.4998390212356
2017-08-30 20:24:05.000,26.238160884446096,34.88395067628328,38.714638204078526,50.11779725743784,44.7115450943235,,
2017-09-02 20:22:17.000,31.615924931944487,39.98170971252664,44.46991967940362,53.44753398950359,50.73173883583672,39.99376232154831,31.51985104892952
2017-09-03 20:23:29.000,31.51030270806731,41.586364892162536,47.188128699855895,61.52663007803467,56.749741243448256,46.40931512655142,33.02308187974277
2017-09-03 20:23:30.000,31.49184888162168,40.8168430613086,47.188350567667406,61.79383293581201,56.74996311125977,46.79457126645229,33.02330374755428
2017-09-03 21:41:45.000,28.82380531272848,39.278002211606406,42.03036024026024,54.112786385008384,50.95998118050162,40.371552623010295,29.590129670180914
2017-09-05 20:23:35.000,35.01000136097693,43.89513841407445,43.53099426183847,54.88220181792215,51.01132025592952,39.96901961494751,26.15881875687769
2017-09-07 20:22:44.000,34.393497303506656,44.127899692077456,46.71882709551818,57.11708860848532,51.84349897241224,42.64579090250748,31.809846837835625
2017-09-07 20:24:59.000,33.763573095944565,42.75620424491319,45.9713978800808,57.13550676725519,51.82036400175957,42.67302164772974,31.822700382609227
2017-09-07 21:40:38.000,34.814940261646015,44.68137508147768,46.65684547639339,57.92426729429519,50.94875438019415,41.68590173588004,32.42644273878227
