dates,oahuoahu0037_0001,oahuoahu0037_0002,oahuoahu0037_0003,oahuoahu0037_0004,oahuoahu0037_0005,oahuoahu0037_0006,oahuoahu0037_0007
2017-02-20 18:08:44.000,146.8166408139919,151.43920228463858,136.42520323213483,127.08662000860512,132.1722918719571,131.1256940332822,141.3015037924226
2017-03-22 20:22:21.000,146.6429737166461,149.40975504638612,142.87767842868558,150.94847667963205,153.2182146674333,157.57786673818626,165.30594285591334
2017-05-07 20:17:16.000,150.0885384579856,149.86201063988966,146.9342641228877,154.68148819279278,156.34174255512602,168.1026017090659,172.03047540480472
2017-08-08 20:24:50.000,151.49490410718525,161.78757439817812,,,,172.91317119019809,170.32233273222985
2017-08-08 21:28:34.000,,,,,,,
2017-08-26 20:23:14.000,145.8326837015046,147.35225726864823,144.07261706944007,151.43512652034147,147.61904296406462,150.918427353301,155.6110411281738
2017-08-30 20:23:01.000,141.643119728941,142.7220490859845,127.2949055339377,124.41750969630596,127.8063792159833,137.7249659032926,148.79227668627362
2017-09-03 21:38:24.000,,,,,,,
2017-09-06 20:24:20.000,147.31802075118887,148.57707185528622,145.0643785562299,149.74012263698407,148.4316486598225,150.0301972956417,154.65443613062777
2017-09-06 20:26:16.000,143.18796319460063,140.76830475262105,139.83459796843294,146.0873625592569,144.1048255103354,146.7071595398412,151.38647455501774
2017-09-06 20:26:17.000,,140.7886319720798,142.89612724338625,146.35498487517708,147.19004690135696,150.1940794273919,155.29060463725526
2017-09-11 20:24:22.000,154.1871865816093,153.00562803293747,140.42075117144128,136.457564249393,137.93577648863055,143.27907882701805,150.46965612424765
2017-09-27 01:35:05.000,136.58397969261063,137.24487084416447,118.68057507214642,,,,
2017-09-29 01:05:05.100,138.90662902691054,140.25188019675625,131.22704182430786,134.54314457663088,134.1853336535938,134.99182968186588,143.30478206004494
2017-09-30 20:23:33.000,148.94765115319018,149.290850546714,134.50576279940984,131.10900277069757,133.93262909880863,139.50637968971083,148.71457934483476
2017-09-30 20:23:34.000,,,,,,,151.3094453011879
2017-10-08 20:23:56.000,148.69330040566672,147.81575985288862,140.90141476978567,149.79124714958826,143.03753174470586,145.7708498044305,148.9671198558173
2017-10-21 21:34:14.000,155.82581505384806,159.12168258684906,161.81468818538082,161.89733548021528,152.2411113733087,151.1007864153286,156.32643987103012
2017-10-22 20:24:11.000,149.09074893927428,149.83480357416198,134.92691801876688,140.5766077355811,143.74014825641683,144.12701207201192,152.17382408479637
2017-10-22 21:34:18.000,144.6803982903688,144.07868273337886,131.8820988859847,131.05146327268133,133.609456832339,137.5777930153472,145.34632765093025
2017-10-24 20:25:41.000,151.74269366775846,154.4781839188404,142.19504449245488,145.3183594279228,147.915272269021,141.61404449484644,149.86325841839974
2017-10-24 20:25:42.000,150.56073035754812,152.3556994254904,146.95280018280852,153.7399867876315,144.64765712258267,141.99296840089391,148.85176330851456
2017-10-27 20:25:46.000,151.93478384893822,151.5580830899158,138.8440476580938,129.76934670981566,132.21113763321523,136.29576638013484,147.18190984774188
2017-10-30 21:11:09.100,146.73113595254128,146.1210852751961,129.61652885644466,120.21999719931502,125.37459508552833,132.68659391869937,139.23976479795462
2017-10-30 21:33:06.000,152.7510698677849,153.0930509494585,143.8939288874711,128.05968704979253,132.27040606005124,136.7857946715137,141.9938517124307
2017-11-02 20:25:23.000,149.7043492137942,147.02906508498927,133.2143138132455,132.9178502055431,134.0717929881321,138.37146161466913,149.97816866394476
2017-11-02 21:32:28.100,148.4586059192276,149.10299450533398,135.87284729200408,124.30162619936485,131.29147737946892,135.8910470607114,142.24479278516168
2017-11-06 18:36:59.100,158.3147079683193,158.9569509418546,146.66946395575948,139.4552696005135,144.78342441390646,148.56301228171947,159.8384276697003
2017-11-19 21:29:16.000,138.69848504948797,134.69556983891553,124.22534015817872,143.60377716900166,147.3716446389426,150.1075841141479,149.49535263543623
2017-11-24 20:25:43.000,154.41653305657397,155.55850135126792,151.2565890214105,148.4604666839318,142.344106610789,143.62864258465072,155.64630100049905
2017-12-03 21:27:44.000,147.11350602558477,145.86140524805904,137.72670700198108,136.75892554564922,140.4100589866289,144.61842654423555,155.96517412386962
2017-12-05 21:26:55.000,,,,,,,174.9183467382217
2017-12-07 20:26:25.000,149.70036257660544,149.4133434995199,135.74611466516754,135.0684118991655,134.59205641383934,136.26603275134275,146.7209164620908
2017-12-16 20:27:05.000,146.37314278071932,146.62745060513177,132.92869696671391,134.47807681823082,130.8554303637125,134.52600123169714,142.9112090481869
2017-12-18 20:27:31.000,147.33586698157583,145.7378455204918,134.86431962120912,141.2760078813472,134.07391022091488,136.86250762309334,142.96982295664998
2017-12-21 20:27:20.000,148.96126159375638,151.34139151329066,137.03146737599832,139.9038125864598,134.96669041378323,138.58589809974157,146.18936232600626
2017-12-21 21:24:33.000,144.3588696380385,145.13938925695754,130.91312854392632,130.92012107203635,127.99299136783532,132.22510213171367,140.40866684189064
2017-12-24 20:27:03.000,,,,146.15738493867892,141.49932520632896,145.12131721478372,153.2663035770997
2017-12-25 20:27:36.000,152.06622376912455,150.6279097364025,137.8475479461573,135.3114512256949,133.53824463670176,138.61051430400977,149.6733487312382
2018-01-10 20:28:16.000,147.524816195907,147.92612147675004,134.02184245625173,145.16749987126713,138.8153905708433,138.382297600815,149.92145751238874
2018-01-12 20:27:49.000,147.2638724242807,145.78586826643476,130.3597588607064,128.49547229351464,131.21516356025938,131.95858133061472,143.60545888970262
