dates,oahuoahu0040_0001,oahuoahu0040_0002,oahuoahu0040_0003,oahuoahu0040_0004,oahuoahu0040_0005,oahuoahu0040_0006,oahuoahu0040_0007,oahuoahu0040_0008,oahuoahu0040_0009,oahuoahu0040_0010,oahuoahu0040_0011,oahuoahu0040_0012,oahuoahu0040_0013,oahuoahu0040_0014,oahuoahu0040_0015,oahuoahu0040_0016,oahuoahu0040_0017,oahuoahu0040_0018,oahuoahu0040_0019,oahuoahu0040_0020
2020-07-29 20:48:06.000,,,,,,,,,,,,,,,,,,,52.64844678716779,
2020-08-19 18:55:05.000,161.12252345467255,160.47760146557084,163.24900105555486,173.90228111424088,186.48654778211977,194.2467309806258,194.83506475249905,179.4254046178033,169.20271211835916,162.88945465000614,159.7072646444903,161.67617612228668,159.92027773471108,162.69204394829453,175.56177197931171,169.1874678472965,28.157831068055938,28.14259379319568,26.07352649995808,25.953142870773007
2020-08-27 20:47:08.000,160.6639100255302,163.00025487710445,168.3960857930415,175.83022810637016,176.4660123138565,176.4555016302013,174.09375366682238,172.547916604037,170.5568323136292,168.59559764469648,163.20328316192507,162.40077286854395,162.7074814851042,162.7216916297658,159.8942596296194,163.25659859699527,30.838975640496177,30.91667720566493,28.04180721800812,28.26945763595993
2020-08-30 20:47:04.000,,,,,,,,,,,,,,,,,,,,
2020-09-01 20:17:12.310,161.13784676851586,162.20071163420644,169.0330716801486,171.5691486540131,175.31154022732758,173.03641173559825,169.38393219286718,170.4985494294786,167.09491721966393,166.2947304805293,162.3929274244997,162.58902121908645,161.4279376023515,162.00014552780985,156.79841668477454,164.75826323358964,30.922861191150503,31.61769309216694,28.409352839855565,27.85920487808688
2020-09-01 20:17:14.520,160.3420524348803,161.90060567359288,171.03111291219255,172.33998005863432,173.4812706480883,171.6527349305894,170.27164909562697,169.08151423351953,167.52712994868344,164.7306967204888,162.6746297814149,162.5675936176811,162.98123773024378,162.52704710394835,162.25186765000987,164.35006158126873,36.08598998932592,35.865415478532384,32.87722398317448,31.758874081182668
2020-09-01 20:47:29.000,,,,,,197.47287435267583,,,181.21404537206035,179.56557439320844,181.99397642091503,176.5486715052812,183.25377455333128,,,187.4840220545507,54.27856222865292,,,57.09413902220169
2020-09-02 20:46:10.000,,,,,,,,,,,,,,,,,,,,
2020-09-05 20:45:25.000,,188.53977223214787,183.8067897691068,186.60820675537624,182.75428265851804,179.92350608580406,180.43485966753104,175.08361501422416,159.0516616580419,157.29036599364468,154.05479362391932,149.92416344826634,143.9628976973526,138.67815702574487,147.80839868745102,149.60401852496886,21.574359994633863,21.03100032661012,19.006312483465017,17.994600015688167
2020-09-11 20:20:52.750,172.6440261776807,160.50411585671526,160.9819801064835,163.75472681042507,167.04816852191107,168.03119375130825,168.98270554869163,170.33257967147026,165.71999704662878,159.79857242905405,164.2675458323164,161.5598528335479,161.5611803995984,162.92486819692593,156.53357186297387,157.82770740011156,33.997837158169034,32.73516780264456,31.82416208767131,28.377239802970944
