dates,oahuoahu0076_0001,oahuoahu0076_0002,oahuoahu0076_0003,oahuoahu0076_0004,oahuoahu0076_0005,oahuoahu0076_0006,oahuoahu0076_0007,oahuoahu0076_0008,oahuoahu0076_0009,oahuoahu0076_0010,oahuoahu0076_0011,oahuoahu0076_0012,oahuoahu0076_0013,oahuoahu0076_0014,oahuoahu0076_0015,oahuoahu0076_0016,oahuoahu0076_0017,oahuoahu0076_0018,oahuoahu0076_0019,oahuoahu0076_0020,oahuoahu0076_0021,oahuoahu0076_0022,oahuoahu0076_0023,oahuoahu0076_0024,oahuoahu0076_0025,oahuoahu0076_0026,oahuoahu0076_0027,oahuoahu0076_0028,oahuoahu0076_0029,oahuoahu0076_0030,oahuoahu0076_0031,oahuoahu0076_0032,oahuoahu0076_0033,oahuoahu0076_0034,oahuoahu0076_0035,oahuoahu0076_0036,oahuoahu0076_0037,oahuoahu0076_0038,oahuoahu0076_0039,oahuoahu0076_0040,oahuoahu0076_0041,oahuoahu0076_0042,oahuoahu0076_0043,oahuoahu0076_0044,oahuoahu0076_0045,oahuoahu0076_0046,oahuoahu0076_0047,oahuoahu0076_0048,oahuoahu0076_0049,oahuoahu0076_0050,oahuoahu0076_0051,oahuoahu0076_0052
2017-05-13 20:17:12.000,27.02374648181036,29.21590528530241,30.618957061879875,31.72581357173525,24.78259061516729,23.2079779835086,22.121126215075098,28.567490339064925,33.46989719955721,31.69360379511664,29.713742758602788,32.47786124077184,26.94220306169398,24.284856101364657,24.409714901415608,25.77740920438799,28.42091884695253,23.837699917054103,23.28187297667164,23.70971708379173,23.994755390074754,24.39791439222888,24.632454745880395,23.810622278587072,26.81204936982514,23.32803998666824,27.62065875147108,24.68558054142024,25.39686809847716,17.81916451478914,19.78128506707561,16.055343118709803,17.84931943492975,23.04116600405733,27.199721300249685,32.926919704249606,27.915143100588075,29.42225338433981,24.215296406267,26.15922501126584,35.022519032006365,39.67365237404576,43.65622519746852,46.00046536245928,47.77308448768164,36.94845952965227,33.1755543747782,35.99791408882992,31.13473633526297,25.407231771843136,32.95135475147695,31.19252701210624
2017-05-19 17:04:28.000,48.19845621524532,51.19248976770413,52.11262091688079,47.98437591797733,40.200122248268414,39.18044330673575,39.30676114052373,44.535038210322064,51.75930617186544,48.88877869518036,44.547548578194856,45.97648285100456,42.96938658864386,39.07597198992288,35.07312328074289,36.48082480562682,36.92677721032474,30.804880344380848,30.252671638228342,30.083069197015085,32.37744492909262,32.15449080069033,30.31579029619837,32.45695756671326,32.476333545051794,29.93631589505227,33.394845136440324,30.89755995331332,27.912278985368985,21.54096543235144,20.779727928619472,14.077714465695603,12.955126314003902,21.055824227122496,24.88673229260113,28.61728917395513,24.451807727057133,25.380408426963456,18.93867131378793,22.850995370304616,23.721453757992908,24.88076358173724,24.726071162248576,23.53279711296124,16.44698394252332,20.27593437765364,19.14142771589661,19.3174394970033,18.213160164180287,13.813017358264922,21.94179769714692,7.504352878333897
2017-06-06 20:18:49.000,28.70962885799567,30.901787661487727,31.827838463558045,31.1983848515132,25.913766171898832,24.88723258212427,25.2568221040017,29.647804756157942,32.15349634275929,32.75400185466015,33.22617106903399,34.65149837606407,30.25342267232344,25.20549993903744,26.078322434631733,30.32881320291803,31.64463246063044,25.52358229323941,26.711590166344173,27.2348676294845,27.40564127786288,28.38712514979737,29.12329507572703,30.57580815480347,30.79094780627245,27.653467993859696,31.40472871294131,28.408552070385777,28.87979284776973,20.94741501800479,24.705898914817595,24.729926442415792,23.53884073016136,27.74273555048568,31.05933261607947,36.827049449811646,31.03761466394981,31.65684106350037,28.0637259385078,29.20894559243428,36.9207017889687,43.00199150025557,44.29916593995094,46.047331218738734,44.48931547744533,36.28322137910244,34.86143675096352,35.337284411407914,34.90813253703635,27.439824993099176,34.17099281795583,35.33392028235892
2017-06-20 03:42:17.000,22.685299342704003,27.89779887939689,28.83304357597789,28.20572446862226,22.92231615552448,21.53994289082661,20.74590746973978,26.12543244278046,30.862991136311194,29.440724100529167,24.32781969388191,25.67970573938774,25.58029777304253,22.248669336316546,22.12795966211388,24.327719668777448,26.52245304745702,22.53300860073487,20.87974609151356,18.94403530609076,19.15264465206682,19.485477965687235,19.637967496107795,24.85777830643872,26.53477824705336,22.46738638795896,25.09448350208116,22.02494953110142,21.43265705532881,13.799603247085107,17.032731502317446,11.30948556662926,11.169717353780436,22.21577777105543,26.61368875018976,32.8436362991689,28.12252331563862,23.59910667145138,21.8212015178335,19.861759965159514,20.86989268725918,25.33103798596501,24.63433521509487,24.78554428664372,20.03172582376904,24.329782728049462,26.93307382080325,31.135038889253583,32.05205523095106,22.73658974536823,30.810071547422883,28.073726603087188
2017-06-21 17:26:44.000,19.834499939469417,25.71534165839062,25.374096789683872,23.32041562207487,18.038217675492245,16.108205096923754,15.862869488936,22.379700451360623,27.277868198362665,26.81829722695556,25.33256095998586,28.38775942608505,24.4979698303325,23.11068473793162,22.38151071242945,25.45009563637244,26.84770372718751,23.3800856785222,19.74056820595757,18.48055849608011,19.54516836561177,19.87821686946465,19.98116903786131,20.70709298893033,22.324815791214668,20.536001034415488,25.38219297031132,22.20022366959247,22.89245820038931,16.102620514263545,15.638718181267976,13.393522250930843,10.778243628595582,18.318409301011336,21.53304791713481,27.93087684650925,22.956871054885195,24.790945617770927,18.5559277162097,20.90591097318917,28.34980204118307,37.38497898593468,42.870861771378586,35.8452795663171,24.151839874076128,25.124124797050744,25.268428652955496,27.81791391241424,27.232973564043814,20.75424322935948,28.840979818656624,25.018416257507088
2017-06-21 17:26:45.000,23.73682778458255,26.020122167539263,26.95018018523196,26.322861077876333,21.03945276477855,17.382572334129854,18.86304407899385,22.65816724719736,30.24350662668052,29.825794902666853,28.34282685558973,29.76725242117729,26.75487382325719,25.15806990315591,25.377653304379795,25.514621634389883,29.883883528700803,26.650596147247107,23.65448911209005,22.0035351200938,22.494517919026123,20.81134339470975,22.533583465706787,23.13846850845285,23.78327944732999,22.77825559192685,28.88812166610641,24.357085303863148,25.019186242215245,17.566205726014232,16.551841254182616,14.048150888900777,15.220904373544368,20.16816710469685,24.55095473902482,29.509120498313703,26.688903231119184,,,,,,,,,,,,,,,
2017-06-22 02:53:59.000,19.837210595223457,28.33026357526936,29.62381708286783,28.487712502960857,20.716248728643624,18.098506665943763,18.59551728130968,22.75541452221939,26.96310274191145,26.48896390118692,25.02313295276216,28.59465154725348,26.47392953801452,23.966773521869666,25.059541765580825,28.12812668952382,29.44866978446221,23.328042966349045,22.46652484692388,21.74481589878254,21.985168112103985,20.463900581851373,23.0015357218882,25.72876453503036,28.76796030952285,22.45415256097197,26.558532984082355,25.41316802394109,24.0772808150081,16.13665901093239,16.94512908320529,10.552368217363288,10.514444261461188,18.250714464967064,23.53394922519741,26.269386804507864,23.18490120028164,25.439031340242074,21.0309032437864,17.0142631355617,20.179741976512936,22.375458202103925,21.275908855696017,21.695937247612147,18.819763106831925,23.76336881267904,28.649022813115263,27.82969518277888,26.269850108526267,20.248474032737963,20.302071213751223,23.55591105870852
2017-06-28 20:19:14.000,27.51686720356205,29.709026007054103,30.635076809124424,30.00562319707957,24.72100451746521,22.56125678232724,20.307409935681854,26.06655120898738,30.960734688325665,30.50624486285534,29.02327681577822,30.447702381365776,27.435323783445675,24.01273828460382,23.062093969409208,26.130678893352204,27.451221988290595,21.33059517017743,20.772959112676418,19.35069433715701,22.794562786344667,23.478697441359262,25.42485264659227,25.5109446070441,27.30517009157684,26.460706339426075,27.195502467469904,24.95337049689434,25.27899142326496,16.698866638936327,20.27320318514776,17.490605884914018,19.48224147180467,26.110702827169675,28.24917822431204,32.78431305223046,28.051747331698976,28.93784288200065,24.119944224098223,25.30885632566683,30.45497366515269,37.90552671140801,40.78119659434352,39.75280428867585,36.47302269544646,31.80709049872612,30.6685038667399,30.430123812108096,30.846501859209937,24.922855678103435,30.53276767144009,32.3185072729347
2017-06-28 20:24:50.000,33.54199894050433,35.71708421124233,36.635120582065504,33.89729093966689,27.71325675549017,25.2145559504516,22.89718322310976,29.0517615063434,33.95416836683569,33.50475968730215,32.02455986012715,33.4055759651411,29.59876300655784,24.024582882295483,23.05324441493599,26.121829338878985,27.442372433817376,21.375778327968806,21.04129238037471,20.197045187612705,21.74101351340129,21.48460804347822,24.06697060813521,28.512153761019576,27.29632053710361,26.451856784952856,28.54291513072972,25.18214307942655,25.834818784154635,19.66697328714921,20.143563201815816,19.421367511683872,16.264947279193816,20.509750001104653,24.919175880926947,30.94849824714156,24.953182884309623,26.41399496034076,21.61705078017232,39.43604667484388,35.17546425067201,37.53800599910204,37.56637107940804,37.51493794140446,32.83765938615527,30.073387299424223,27.659483082477927,26.9434546256212,27.110142115279785,20.213806856880986,28.18776412723441,25.55960121329295
2017-07-03 20:19:37.000,26.258646575978325,28.459342145845604,29.389400163538298,28.76208105618268,21.995478446062044,19.6166446106672,21.302264057300192,24.58635076297234,26.714938240477046,26.250286123133154,24.761781636261333,26.184403718954307,23.61643449136073,22.16891331667,21.809619354628275,24.88407625633786,26.209343188504644,20.61105988791564,22.53172913079427,23.138210425868163,23.37720547454112,23.650097195004328,23.66380552822503,25.876770846186623,29.063940109694688,25.80877790466079,30.60060476997376,27.29793274717553,27.189950631872115,23.89205856523542,27.99108944094465,21.295068239729275,18.040445009912705,22.27736957369573,27.34941487699132,33.78435366350351,31.20870065401263,29.172955187289155,22.068813304625472,22.97822138228518,31.909055110186912,38.35646072737934,41.31925149045066,37.17589857730918,26.591193149173744,28.14382730388036,30.58991305788268,31.55846055492819,32.09942142604289,24.872469882079447,30.8965038997434,32.10050681279726
2017-07-03 20:19:38.000,29.275751351506614,31.46791015499867,32.39396095706899,31.764507345024136,24.72619646110861,22.46329532471608,21.640307393872863,24.81916785628495,29.71733560328699,29.257764631879883,27.772028364910184,29.19555218904568,26.182117124019943,22.758333595881627,21.809733484454984,24.88419038616457,26.20945731833136,22.813600499604703,24.545500301561773,23.470345836371425,24.98683860363624,27.4019743590504,27.522310678683954,29.76363014596976,29.86091863657642,28.21959048737064,32.23851945073737,30.08974532978758,28.936942996640983,23.00854937115088,29.88396047240665,21.2882995099936,15.292642071773605,23.06595097173188,27.97488713169922,34.82328728588278,34.68452304767987,30.64990402105969,23.169101023681183,25.25999189171521,34.341386753562816,35.50618659462769,36.96985984445061,39.917658078284646,29.59286264792635,30.56478342432288,31.10369949193868,33.74471485738164,33.036076898646364,25.648252741354824,31.60031453072788,32.117337497876655
2017-07-03 20:20:15.000,26.59309105929715,31.4548966374324,32.39817795666658,31.768724344621724,23.58610346973637,20.2450602173858,18.09750219722495,20.69049003854683,21.721568439045125,17.335495812175793,11.94122974206421,9.49266644080023,2.591752258571859,22.76255059547921,21.81395048405257,24.88840738576216,26.21367431792894,20.68994651966438,19.53402567447165,21.03140938058508,24.468280305133643,22.12614331627152,22.71009355224392,25.47918802225381,27.96211694808489,25.61176671766509,31.029828389567083,25.50341226611056,28.01884072519369,20.3666051912485,22.623752884591458,18.832267762777587,21.068361282287203,28.2395516181442,30.12213516005632,35.30882363183621,29.190501239506613,30.07438360730945,24.89481700044122,23.17638858908409,26.999151474605064,33.05856063091621,44.29545312692406,51.04976473648091,26.59552427859804,30.402458036808856,29.431433784493297,33.64574770714524,32.02570041738323,23.385851751813604,29.520189452416663,34.33147275129223
2017-07-09 19:39:54.000,,,,,3.189156589166391,13.103327912309323,19.003302735151628,23.058065254391742,27.41826015131172,26.95868917990461,25.47295291293491,27.805416599590675,23.88304167204468,21.747916261057195,20.48793225875361,22.585114934189296,24.79929810024346,20.728356750875296,23.09466155051094,23.20080257551005,24.464849625430062,24.569685461039366,24.50756507762038,26.562722360928447,26.462819355772044,22.918514248084627,27.287041258467767,23.23639149342789,24.20904555487565,18.08589739868172,21.91444007058431,20.919661471327565,18.773685729730584,22.99409542177832,25.36941504004568,31.72693666818912,25.275327744202823,26.03685755096924,22.75062102962758,26.45272232814949,37.6603304683018,40.53235113130414,41.958028032765085,48.59550234633964,53.09370921774077,35.82583857339374,30.12831256270919,31.445639405406364,30.099665223583504,25.788620715370083,32.2150038904139,31.11928533444652
2017-07-09 19:39:54.100,26.97667589953134,29.1688347030234,30.09488550509372,29.25143003891831,21.330731058652592,20.164219872740805,21.840973545296045,26.3592358611645,30.420543384294955,29.96605355882463,28.48308551174751,29.907511077335062,26.895132479414965,23.47254698057311,22.52190266537849,25.59048758932149,27.55711685536156,23.406064314854163,25.72539168094579,24.93496430735173,25.559718423849,28.285816204682188,27.566243309068028,28.78495100335877,27.84242731217014,25.920515035395365,28.3436072280928,24.366361263947287,27.68201779300028,20.826384185099915,24.064447544250367,22.109544499405125,21.805887771697027,26.00978259202135,28.05152612566008,34.668085626732584,26.88720878793375,28.323527715421324,24.62122594079868,24.98345310878968,39.50392848721314,42.63639337246506,45.87487683307735,50.54617767180236,,35.85450926019541,33.12848379249918,33.550996183067085,32.86601556589843,26.879815909310675,33.897087732002326,32.02818029971937
2017-07-10 20:21:57.000,,,,,,,,,,,,,,,,,,,,,,,,,,29.450451004880875,32.63663255626555,27.270563451165582,28.10353966091626,11.54014982996944,27.602342523854084,24.118859055290145,24.80646396833827,26.74885722296456,30.972820377302853,39.21109052291407,35.520835489306755,,36.41403927422443,39.27456507821432,38.51357015188886,39.19666650924422,36.41618641105663,31.064142169794927,,,,,,,,
2017-07-13 20:18:58.000,10.944300603812328,11.614780370226889,12.496542618266837,11.791494450675591,3.650762952393648,2.4375935969466886,3.027785136916605,7.947611118523037,11.427229789623595,9.342840001779695,9.541605128287294,9.87067604754921,8.949528618437292,5.821151055997756,1.949864787023084,4.9812160987855005,6.334826054324488,2.565716185180551,2.6488973895718204,4.130918884249003,5.799605611150536,6.27002500593186,4.881110619271641,5.543560315093597,6.527773777827765,5.334846619619305,8.158030667836025,8.026461091853127,10.21319340729663,4.357120239923606,4.481921466744435,0.4782400204271899,2.0748986395731857,9.274761413067782,13.048456390203622,18.74199017369264,11.624297513741045,17.21604276110533,14.438405796959335,22.76111906472119,32.29389754021495,34.26032671600807,35.6563474520407,39.33278490639419,33.25266363236493,25.738728778415243,22.27988097493996,28.05238003526241,24.818324411288867,19.84500610519013,30.871683319617944,28.03668088707836
2017-07-16 20:20:16.000,,,,,21.86897970429163,19.21723203411582,20.0560065930243,24.560148712384628,29.45831645938667,28.99874548797956,27.513009221009863,28.93653304514536,25.923097980119625,22.499314451981306,21.550714340554663,24.625171242264248,25.95043817443103,22.14820993494748,25.274858702467576,25.2398297503218,25.362036393319528,25.86381229418313,24.869919092168804,25.0759648884323,26.20979096134169,25.24862125569879,28.59638906351244,26.141260739625555,27.517179200996416,20.36682571062305,22.04049138902004,16.85965591827594,17.43906100616309,25.343130737163506,29.369408811177543,35.19359602585221,27.84833634505375,29.66725428830061,26.77937162773585,26.630753644105308,29.60257986743846,37.19532835077607,37.74876208442007,35.5586282128394,29.333843504026028,27.304573058074748,28.43398444983985,31.3445882340422,31.85134244123724,25.18573832070861,32.30060877924045,32.65517717263476
2017-07-16 20:20:17.000,,,,,,8.859057868179029,7.001091693564041,9.868100656820182,11.134886593745463,6.975842584490004,1.859090181437787,19.90342025539585,16.886815789032394,13.459438173036444,12.516970672902808,15.609043507905165,18.88893651796993,15.76616271097278,18.560694217253666,20.768163468131657,21.36126846771417,21.310736575759783,20.35962308505269,22.00557112138897,20.48753193755736,19.35601653009207,23.780323551824164,22.009071488938943,23.02884281430988,15.6390664498495,18.49942940700945,16.153485322388352,14.749328184917132,20.44661646733544,26.380883997394697,31.249143794931744,26.595004341931627,29.346363626346825,23.844851726202734,24.51419163470082,32.048277258705404,39.42703430343756,38.297825025679295,35.55861844388389,29.33383373507052,27.5472783537682,26.94458690724713,30.465674258689457,31.7624545049298,26.909190635773896,33.13803365402569,31.98558483974652
2017-07-21 20:26:05.000,,,,,,,,,,,,,,25.43599681751228,21.826136366458567,24.4473846328524,23.21704005353977,19.652448096180027,19.093002921561894,20.59038662767533,22.41043617910168,22.27793033161179,22.309128846698684,26.630319232207555,23.80551141526277,21.77878315943275,24.965048234368417,24.092602949482565,26.30785172034328,19.78145318265465,19.134517090396105,11.490226372682573,10.129081409984416,18.02042605129616,20.8537085000265,26.22287213466125,25.127431744745373,24.78831110796242,20.6437369207674,20.45620972267637,19.329604187364247,22.128911059649543,23.121774389974355,24.50701325607101,20.151390787843987,27.1668758319456,29.93621389407913,35.43369157093963,36.45377455284731,29.233339680676423,32.7019580028826,31.680531744564487
2017-07-25 20:24:30.000,27.011143510628703,29.20330231412076,30.12935311619108,28.456491734057657,21.59984199020478,20.19868748383817,19.447814744073646,25.55472369164455,30.45501099539232,30.85429260539872,31.25963055500709,30.131647053822224,29.941690897893046,26.350286247167624,23.273778782510348,25.626667848561105,27.0793879572416,23.68583694792285,25.537063207104808,26.85866365072256,27.35909753297366,27.741994366255103,27.80623072630564,30.20889981872109,29.578844600121368,26.19347442936072,30.63413860551028,27.876597912093064,28.14439118267618,21.82070485460708,24.20094796919245,23.706393429776146,21.840355382794392,26.044250203118715,29.82216102975346,36.06690808761858,30.548757240624987,31.990993796339566,27.113619799112485,29.514642629575267,35.7798025880935,42.790414042062565,45.020572115480775,49.99762607053049,47.897408160936656,41.55440399627533,33.80433744262924,36.73619795800978,36.11485214930674,29.408532260829112,34.36889606242777,34.272566165043095
2017-07-25 20:24:31.000,24.18720082108423,26.19495595971996,27.125013977412653,26.49769487005703,21.154086436157414,17.198391115155275,19.037877871174548,25.554831216570104,30.455118520317875,30.00062869484755,28.51766064777043,29.942086213357985,26.929707615437884,23.50712211659603,22.556477801401417,25.625062725344414,26.945605820282804,20.868913715932628,22.723677395123755,24.336363084661883,25.642212943867857,24.881752138475623,25.12137516360918,26.208273872034383,27.59243059612285,23.22961227545852,26.82701401603228,25.20678956031288,26.15690215046639,19.9692897074442,21.56736622701112,19.93982108728888,20.839870825241828,25.977492899762275,27.74356205630425,33.51084532416585,27.386647427059927,29.230599958196112,24.75955227065023,28.66638226299805,34.403390879664514,39.66115692778966,42.80521177069591,45.2998023296153,45.77724172519323,38.08012555916232,33.163058928522105,33.907113604901944,34.67215682688559,27.51728100002406,34.52759542129993,32.06275543574229
2017-07-27 03:14:01.000,27.42379659489412,29.6244921647614,30.554550182454093,28.72953925288471,21.642720969505657,19.93348011042963,17.994345098485915,23.67151904611389,30.362891051101577,30.42280052096897,28.93706425399927,30.360588078134764,27.34715301310904,23.92336948497072,22.97476937354407,26.04922627525365,28.774412129403967,24.225143848716296,24.65568876509274,25.067911136512343,27.62599419846114,28.34461346442404,27.374588166722067,27.429017001511856,28.43505773295506,26.47025540306715,28.552963335887497,25.461358348887103,24.4874005964753,18.2508839136074,18.798723404022347,15.185874361111656,20.858211976103306,26.43413754121112,28.15532473624696,30.76879875168075,26.01653538689985,26.0965940296729,21.997632703299367,19.750222088645447,24.871875880275475,37.42109794120213,42.61833954215975,33.83830489228881,21.75323243024524,25.28100280731909,24.69913505596633,29.714684474569378,30.518331981459507,21.64178916684157,28.211218011502528,32.370469225684296
