dates,oahuoahu0018_0001,oahuoahu0018_0002,oahuoahu0018_0003,oahuoahu0018_0004,oahuoahu0018_0005,oahuoahu0018_0006,oahuoahu0018_0007,oahuoahu0018_0008,oahuoahu0018_0009,oahuoahu0018_0010,oahuoahu0018_0011,oahuoahu0018_0012,oahuoahu0018_0013,oahuoahu0018_0014,oahuoahu0018_0015,oahuoahu0018_0016,oahuoahu0018_0017,oahuoahu0018_0018,oahuoahu0018_0019,oahuoahu0018_0020,oahuoahu0018_0021,oahuoahu0018_0022,oahuoahu0018_0023,oahuoahu0018_0024,oahuoahu0018_0025,oahuoahu0018_0026,oahuoahu0018_0027,oahuoahu0018_0028,oahuoahu0018_0029,oahuoahu0018_0030,oahuoahu0018_0031,oahuoahu0018_0032,oahuoahu0018_0033,oahuoahu0018_0034,oahuoahu0018_0035,oahuoahu0018_0036,oahuoahu0018_0037,oahuoahu0018_0038,oahuoahu0018_0039,oahuoahu0018_0040,oahuoahu0018_0041,oahuoahu0018_0042,oahuoahu0018_0043,oahuoahu0018_0044,oahuoahu0018_0045,oahuoahu0018_0046,oahuoahu0018_0047,oahuoahu0018_0048,oahuoahu0018_0049,oahuoahu0018_0050,oahuoahu0018_0051,oahuoahu0018_0052,oahuoahu0018_0053,oahuoahu0018_0054,oahuoahu0018_0055,oahuoahu0018_0056,oahuoahu0018_0057,oahuoahu0018_0058,oahuoahu0018_0059,oahuoahu0018_0060,oahuoahu0018_0061,oahuoahu0018_0062,oahuoahu0018_0063,oahuoahu0018_0064,oahuoahu0018_0065
2017-03-02 23:39:25.000,28.25443616770425,18.12182241988102,23.97455151404593,35.596750299775444,32.50865138694465,35.879788449799044,30.094928154043025,32.434609107383025,36.44717116028181,37.80593400367549,37.217564949261,37.29657565338373,41.425589512053,46.94675261565836,37.30917176980096,30.203754303352568,26.331154823644333,32.592784684420955,21.49881900057739,24.39497999008864,28.377470269794845,28.11926580851184,33.76585565628048,39.96279725477677,42.79345513271822,46.11074665565276,48.86556001528892,58.736256373160046,53.29952134216121,46.90066956223628,41.053918510917335,38.2335762329296,35.33563149592054,39.216514778790525,35.29434415993757,38.391023545206274,44.80719738783176,50.34536397589872,43.44757619574384,42.64136368357781,45.21842371089315,43.05293210621178,35.18130639939896,33.43188055537898,31.30117503912941,31.33914763477919,34.93895412046388,34.145082597657414,32.797991997857885,35.075110280766964,34.85956505114955,30.537099073863715,24.19713711277996,40.06484518929416,37.89136439264887,37.87687998657189,33.08335152834649,42.40082877824693,45.86550313692172,42.70859718497595,38.18660198740894,33.74470280440639,31.608173598973018,19.23105501635936,16.356705434959196
2017-03-07 20:22:35.000,39.259290747520254,25.889930839107425,27.068018311107675,34.56320478771302,34.73974326726367,40.52663644161368,34.843350611850575,34.73060231555117,37.5606552817485,41.29928345404628,42.67204181430981,46.27974927914747,49.647240973478944,58.83022548714008,60.64057646375113,44.1753611942125,33.64144414868588,40.30416725807124,34.23494777554194,30.32777629140679,31.263125743396348,30.599359341056307,34.09880287309683,37.96679476483336,45.01658130938826,47.23269484993816,50.27939468736467,54.41825338749814,48.62291881530598,43.32928669169436,41.34355071770373,39.30508680844692,37.95614768086925,37.12040593641202,31.45060750340365,31.097683099546707,38.75469934254671,47.79956890264634,39.57131333301715,37.90918870646219,43.5032001895902,37.90588923172563,30.85464726911459,34.932822799104315,29.71341828677312,32.95625558464363,34.261100758439284,30.38298462897792,31.77174342127057,29.53698151191005,28.83225920247225,23.89506327549589,20.15688457061248,29.832860276281632,37.76426811818344,31.890421733777405,31.48373405337948,36.44825211576318,43.15617985505968,43.08896439739195,38.71097168297398,32.38234075008116,33.71491175295849,16.014516508467107,11.100856247911087
2017-05-31 02:55:47.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.75944309972142,33.0924563145848,,,,,,,,,,,48.75539375066661,24.40917942361009,26.40935742571986,35.57663796857242,41.14270100692205,54.80301004164668,46.21586783230327,41.42110387340963,31.800069610350548,27.06651134274233,25.303229375467048
2017-06-06 00:34:44.000,33.06806044454064,23.97690200242662,23.870470601230085,29.18306699176605,31.750316930635982,31.881626830176835,29.26839094161169,28.03659947703285,35.32251466280385,36.54767201471502,18.082660000128868,14.728042743714331,22.349539499779787,48.72222496911518,38.2286993077196,30.94490539032233,26.584462370590405,22.410800505811405,18.592349702488,18.451279600064964,18.38023035917252,22.081925900234552,23.30939742305373,29.86188709026615,31.357473300235643,34.71205787391414,39.09966847196121,37.90432274056779,41.9028405509852,35.89684377677863,30.14416884114509,31.69535600455584,30.849599558026725,35.09343144798465,28.563107212850824,28.31267335261393,28.145320248749176,44.90607356579433,41.37485615055844,35.68519582309362,34.596170340243795,32.42488888177003,29.80331262347567,29.016854484896616,28.413474629405048,30.263336121364848,29.43558859378081,29.678686329606705,27.39457501304829,30.527718259575785,28.29736021277369,26.005738024315622,15.608483580022977,27.094695943142927,24.84004053523657,19.899578858330187,,,,,,,,,
2017-06-06 20:18:43.000,,,,,,,,,,,,34.48024819636918,38.31681302986879,40.84203049290708,33.18114121272383,26.5972983880763,21.187415852509886,17.667747793653184,12.919727119719768,10.52919018454758,11.830349383651914,14.721815063734994,16.364757615444283,19.63594611210973,23.06455449956396,27.06063764537134,32.56546115772582,32.049887282695096,32.28685810894123,28.74995204865566,23.926011022630995,26.14111422865313,27.16938649664345,31.535083676863373,26.696951349250146,26.07473756110415,35.075316670590965,41.699196764002,38.15056479232256,34.97949050927401,31.46792356361248,29.0972339883948,25.80080638919733,24.660894415064394,27.188182330566253,28.83150479775333,30.332062647470075,30.566339016452595,28.28448280184687,33.0028603449086,29.95300194662494,27.214486702981333,21.999246640373777,31.889120284728044,35.78852346261002,29.691742412972864,28.32219933721792,36.66561108341208,44.013617830735534,37.14417784517841,39.71016910669261,34.17856304471206,26.284467828576773,19.0435326701245,14.607695378990575
2017-06-11 20:19:48.000,39.09306393798602,34.17928655168104,41.292045554526936,48.12298158267072,40.87741035305737,43.98103847936403,39.4534290234594,38.365928475333824,44.55348909875915,46.74568588146926,45.387929515362686,47.61484062832987,58.95524792368283,63.83978971508152,58.77712944712719,36.45828593734856,29.66322695048289,28.703749715014187,26.44654324976386,28.245253345853047,31.513321856234445,26.434314026387213,26.101269776290177,30.156530269575093,33.914174579932336,37.943201773494096,39.31045424872156,42.98362044541355,42.46478416793176,36.23514498672177,34.147521685610734,35.017233216124566,37.02111722958748,37.39157190195844,35.539123961966226,33.15636788431723,42.95668182213792,49.30401628401719,44.40379421041787,39.05864169760893,37.80955524255448,38.03036066980757,32.30382226912131,32.45253373262943,29.71702539162785,33.25786282410171,32.4072870801397,33.04318834511715,32.33227196976004,37.751153430867184,35.974906855888044,32.65549838083253,25.26812809300592,39.58252646036119,42.974917351217954,31.39155072230404,29.47806308123784,41.04510914345863,45.62993390006997,48.57633965413771,46.19673199443869,36.26505725943493,29.22108207054534,21.77212725639988,15.783664805179416
2017-06-16 20:19:32.000,,,36.71046544060327,47.740351808945206,43.65747601941349,47.90436094429165,44.32760957040799,44.45146282529,48.48429065428189,47.50188847397003,46.32398269211633,48.9435740546261,57.68048396419304,64.87642706013176,50.22037289069036,40.213260196623175,33.40732190025751,26.556511013801764,24.768841251331303,23.08603706032193,27.32320618465993,27.41135110530725,30.262223176675963,34.98760160300061,38.70351210147276,43.21074349652709,44.675012051969134,47.05241471627703,45.28372225706653,41.51897949538955,36.25129878640208,36.4203003346771,37.86440661474182,42.40668156314915,39.62901642740639,39.23977377635823,46.7466905084332,50.48318688045769,44.7118038594656,41.48728180471959,41.181119016859306,38.07190875831471,33.521645423790126,32.89728317959059,31.682381648641623,34.461519833817704,35.01677324267826,34.28290550221639,33.59137570130736,37.10112634971091,35.03030763692696,30.602979318386204,25.664822158868468,39.2897040514713,40.79524939113983,38.12787526455335,34.74502032562609,41.9512729215159,46.00332604148069,46.30070453071903,47.13791312374963,37.34135686598937,29.86754102010548,22.372124137520643,17.466471484001197
2017-06-27 01:00:11.000,36.23943215725999,26.1599721121743,28.968584771575014,31.61014904175661,38.25160752140612,41.1309762365217,39.30905954315355,39.75740394158995,44.05982780159805,46.28511088423216,43.09644093721194,45.37900577410214,51.46885303862626,57.614472043461326,52.778802001809325,32.70991756499813,28.900862457521534,23.662895251484308,21.81973926039284,20.419133505983567,25.288972894360164,25.932671590752065,27.65449553898428,31.94376144720233,36.88685786118442,39.0054234042663,44.0489658956884,46.56929056184762,46.67565928642126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-05 20:19:50.000,37.767942691073365,30.235624628406686,31.42508770851736,39.09343391514661,40.08108468189157,41.65306682851777,37.97753062780004,37.5936197336816,43.42349348613265,46.16564113047765,44.939846999624514,46.28760653351491,52.90940558320361,56.02043804342168,47.129805033786056,35.2286951152884,29.814843500412938,23.92732400716816,21.44195937004652,20.999356325923205,20.99896358819122,27.03533656619798,29.116912717354936,32.14348943702201,35.89368469144616,40.451921790668486,45.057267558706215,45.02852966207395,45.91862227144578,39.52255759628125,33.56208166334273,35.06489099575033,36.09465546231684,38.65633610525039,34.92233719894034,34.25918886552173,43.334688065534266,48.188140988349176,42.89691103591981,40.97782303546405,40.64430014243656,36.104600473531725,33.15625447156,32.31491256230643,29.8890633413924,32.297691785015445,31.464012708603367,32.6013464629389,31.15739886457641,33.23759884084442,35.716247139818485,29.67947679789772,23.44349540096911,41.10244104653388,38.17676385956637,32.96530745481697,30.097923791822264,38.8134462247912,46.32216241263932,43.94570974484335,42.74762351222633,34.689475092264274,27.4910242559862,20.50976397123966,17.33727290620281
2017-07-10 19:09:42.000,40.53425025890572,34.1280961569833,38.76463383218339,51.12778752582654,42.44102881385157,44.45448487223376,40.77727195904558,40.86132347150262,44.98983573274125,46.14363957604004,44.7793633566905,45.86359252142272,54.84851526599255,66.31257167464611,58.16808178546935,36.33055930675015,30.9136388003078,25.09803636034788,22.561244693951345,21.544327876137643,26.10797105399778,26.835666991358792,27.61163012388777,33.21726561983236,37.577301849482566,40.7590059976754,44.82080872374929,46.069308649364565,43.47181783574924,37.85965060274184,32.5754507752985,33.24663351515708,30.998331013604684,38.05691915726217,31.85460207320232,31.664821784473894,44.10293655895827,48.62483243022728,40.77787528217621,37.71620507575906,39.03970687816827,36.55138063889729,34.20659515567088,32.03997552391406,30.138937267622445,30.97027058495721,30.90656826900933,30.616169163971016,31.65542107078004,27.03495815335565,29.23814867104268,25.54999463547049,17.426275536562976,25.30571475872322,31.180634578142275,31.37028867780066,25.20378559331237,32.60340407372878,42.0606850609456,37.368702305003175,40.045934563141046,39.226623498590406,26.110472056762084,14.953699835846232,7.105393312383628
