dates,oahuoahu0005_0001,oahuoahu0005_0002,oahuoahu0005_0003,oahuoahu0005_0004,oahuoahu0005_0005,oahuoahu0005_0006,oahuoahu0005_0007,oahuoahu0005_0008,oahuoahu0005_0009,oahuoahu0005_0010,oahuoahu0005_0011,oahuoahu0005_0012,oahuoahu0005_0013,oahuoahu0005_0014,oahuoahu0005_0015,oahuoahu0005_0016,oahuoahu0005_0017,oahuoahu0005_0018,oahuoahu0005_0019
2017-01-02 20:21:45.000,64.32413480543103,51.33891959070253,43.22531051433878,35.11771783469135,28.94622494974657,25.495901190020284,19.140487612718243,17.457403742839006,22.15764810902957,18.286769662933505,13.786970291723827,3.5153773324556634,7.414497022531861,10.935632742880818,6.963886331945129,3.506076510222364,1.183710168051742,16.49261668175619,15.546711827829627
2017-01-15 18:16:26.000,,32.92050567797206,,,,,,,,7.271798723596105,3.551019928952985,-10.364688340021251,-13.49467404389524,,-14.266055575119564,18.67183058786442,,3.497795648276856,1.0593492024290672
2017-01-29 20:21:27.000,70.96700027752608,55.03193284347641,46.76204855496863,35.04875293050355,32.56933228971615,27.940877701844705,24.580390189406256,22.27429549860352,27.55090417176149,26.57198628436992,27.77437428630874,8.216979015661815,12.45147710121888,15.195106473186785,10.066830590284368,6.076879570556498,3.528714996594216,19.0022961958784,26.995476144453708
2017-02-20 18:16:06.000,,44.61868711494016,30.187850092198204,22.004932873423343,27.47513122631554,25.666384632976623,20.24491194829067,,12.720101407760003,12.728611182731903,12.962876866141492,-6.437156798523778,-7.704224030410091,,-17.90084521302031,,,,
2017-02-22 20:22:34.000,,,,,,,,,20.85502285367707,15.752620258132067,10.806323376810406,-1.2276988596284502,4.080927904300186,7.458035525467437,5.104876138924325,0.4238607330909795,-2.4956008463409525,12.73255863800098,10.674155107023058
2017-02-22 20:22:35.000,63.70945988191742,48.47091988570727,,,-0.3889654947437239,5.061338781714492,10.351915216957687,15.097883203482246,16.416185407928438,12.806088986626715,10.742111958040145,-3.653311268920044,3.3491227929146365,7.086980319219856,-3.847598665747155,-2.714598956571118,-5.945669414713558,13.425109485922,20.498974151693844
2017-03-13 19:16:16.100,61.59815744684447,49.3437194427169,41.796720488838055,34.821899620976104,30.905828010185683,27.46769280489792,21.10340610804672,18.30555052958665,20.84133800069957,14.655456493707543,12.46777686196943,-4.48179735518234,3.962760819958672,7.314415234943657,-3.473955200084624,-4.204472620473854,-3.4423807524064065,10.54159670507271,9.223176941675504
2017-04-12 20:17:22.000,63.48602777320384,49.44920498853655,43.93329464732116,40.784302671111824,34.46412108586557,29.863611346052284,21.3836328171178,20.45943793038277,21.14275492094247,16.77179290446808,12.650965987779186,0.0727592986248202,7.030104982209071,15.893493302862094,7.147190618102723,2.402708867342316,-2.3437625130902693,18.22792759440157,37.11263728671288
2017-04-14 20:43:38.000,65.65829083309227,,,,5.024855767889388,11.134528819655308,16.991295664647552,22.28656888626612,23.040819813789486,19.234038780892853,18.581011397064337,8.359484130362953,11.586988162149446,13.10738983170188,13.447638495225137,6.834548474061261,5.431113591521264,19.15814400761355,14.39736776040388
2017-04-15 20:24:34.000,,,20.87162113848898,29.3615812674902,30.589069295991813,24.72120407160356,38.3386912060852,,,,,,,,,,,,
2017-04-19 19:30:10.000,63.87779514057201,48.603293882989895,43.09789950453008,34.794628635614465,28.517560515837527,25.07990273096477,21.71562236322195,18.1841029618818,20.360381356694045,15.26767274888278,13.358305857814784,2.196952263696607,5.023477651221304,4.478551895546813,5.561920677281643,-0.0610867761583109,-2.730124995443932,11.859432777830724,9.69929538770809
2017-05-18 20:25:29.000,68.80215817790346,50.58913011227715,40.99893967785445,32.024711512077175,,,,,,,,,,,,,,,
2017-05-19 17:04:23.000,,41.26828394525365,23.38983179322853,17.96171055885793,17.845390006608717,17.89511920771823,,,12.36961176538967,11.711237076339792,6.667858841686307,-6.591904608088413,-2.3636776174525065,-14.34778765741012,-16.81730199495148,,-7.970296748887216,8.587687507937684,-0.2949828028490278
2017-05-25 20:18:52.000,66.95408458257637,53.04572044924532,45.1293475305428,39.51198881711702,28.60401269552541,24.56962678924617,19.03867209648255,17.640330157279536,22.03813645535624,17.785280543250472,24.365909548064785,7.845734432171676,3.383203526665097,3.9770227516270977,8.886144893431455,2.5671361345947274,-0.1926523935479259,12.857408390667098,8.657566110422874
