dates,oahuoahu0026_0001,oahuoahu0026_0002,oahuoahu0026_0003,oahuoahu0026_0004,oahuoahu0026_0005,oahuoahu0026_0006,oahuoahu0026_0007,oahuoahu0026_0008,oahuoahu0026_0009,oahuoahu0026_0010,oahuoahu0026_0011,oahuoahu0026_0012,oahuoahu0026_0013,oahuoahu0026_0014,oahuoahu0026_0015,oahuoahu0026_0016,oahuoahu0026_0017,oahuoahu0026_0018,oahuoahu0026_0019,oahuoahu0026_0020,oahuoahu0026_0021,oahuoahu0026_0022,oahuoahu0026_0023,oahuoahu0026_0024,oahuoahu0026_0025,oahuoahu0026_0026,oahuoahu0026_0027,oahuoahu0026_0028,oahuoahu0026_0029,oahuoahu0026_0030,oahuoahu0026_0031,oahuoahu0026_0032,oahuoahu0026_0033,oahuoahu0026_0034,oahuoahu0026_0035,oahuoahu0026_0036,oahuoahu0026_0037,oahuoahu0026_0038,oahuoahu0026_0039,oahuoahu0026_0040,oahuoahu0026_0041,oahuoahu0026_0042,oahuoahu0026_0043,oahuoahu0026_0044,oahuoahu0026_0045,oahuoahu0026_0046,oahuoahu0026_0047,oahuoahu0026_0048,oahuoahu0026_0049,oahuoahu0026_0050,oahuoahu0026_0051,oahuoahu0026_0052,oahuoahu0026_0053,oahuoahu0026_0054,oahuoahu0026_0055,oahuoahu0026_0056,oahuoahu0026_0057
2017-07-10 20:21:53.000,,,,,,,,,,,,,,,30.439083058430374,21.4358257182388,18.945482282487703,17.054162261356947,17.10994733715199,16.2901809499692,17.258853390990094,16.825929276442967,15.163269598386062,17.05663513618217,19.195874534087675,25.39445132414995,21.199780204360746,16.585995845200888,15.00494115001754,16.418211125670293,16.768710810997515,25.72032118757076,41.32692021179636,,,,35.46429774518745,38.812461848830495,,,,,,,,,,,,,,,,,,,
2017-07-14 20:25:47.000,14.919145785363682,14.59744125162603,32.32863946676599,43.48532559654198,44.31132126855455,43.44342139521445,40.6098330511219,36.719177803431926,31.49793474609076,31.94111041313585,33.71504983171557,29.233585186006373,28.407922715708946,25.609491214738803,21.71424959438435,20.45419246939637,18.301762713966685,16.357608847085764,15.35949889267664,14.837460462884865,15.32360791652306,13.01919904401248,15.319723636726096,16.099226335088815,18.20245331555056,21.272020841181,20.63709215091249,13.9763763587624,12.155517216288082,14.465455662754948,14.703148816723116,18.03292076646943,16.186563368826818,14.647826188934973,17.88012299747534,24.7901370994742,29.069635790089528,26.925042037893103,21.84185069210195,21.07239464460672,25.014252144689337,23.21756325998636,24.15331914086701,15.636391779296218,13.20814701651721,15.355486006034836,14.037731158890471,15.26479637950974,18.94194051563898,21.064602768669328,16.70019637199716,2.9430341848013875,3.594284179715512,-1.7956580092728804,-2.8021132498451564,-4.27457498492759,-13.65258199811699
2017-08-06 20:25:56.000,15.159986365051491,14.751076922232915,21.55726481207556,43.303105732424974,,32.7144035965618,25.76044664642353,23.517020517705987,24.20131819220284,32.18259452722024,,,,31.94030239542668,25.92051949142732,23.504518730539992,24.800573472998337,23.02403285174919,19.844401039446943,18.990619865184968,16.42246882730319,15.05927949852382,15.04459986669397,17.24231905826666,16.53435449621567,19.61365903223266,18.66597776435296,13.958272097132555,12.365686412126024,14.924893032283183,15.719401314848552,17.778396357844642,13.794686319430886,12.84586737992704,7.538715001280083,18.62585159981181,24.976919709713755,13.7335001814992,19.25144608862696,20.438628791196912,24.992713117965387,25.418634216631737,24.388767683976567,12.540804960122314,9.324179561656374,15.417767395059697,10.589160525830003,11.36343133783837,17.46670984910434,17.914218328417874,14.8262292552288,-1.1762149648538711,1.9115018579641845,-5.389794202136965,-11.153596712308964,,-6.402543814729253
2017-08-06 21:44:36.000,43.61032709369218,,,,,,,,,,41.29900340513623,27.727063115788503,22.16546713928484,21.37013782543601,19.59358520628392,19.97734900838648,20.2183089475612,19.548546183539244,17.877634266648784,16.958957927874803,17.716975211961284,16.325791396139977,18.62074500412008,19.05321415439819,20.67388444960303,23.54848119272191,24.563008636568128,17.259624819342832,16.299112932830212,17.42528453782767,17.813182850427374,19.13917967200868,13.65206772923051,14.870068181980429,8.061579315752056,10.114480892794273,29.49802082623472,17.62785901464236,14.180714052180557,24.205963824377505,29.74770332803953,27.50785254958981,32.809918592998486,17.722518262963753,6.219146306053498,21.53568303465282,12.95319073268391,19.538764997405263,16.498297380829683,20.55720327702005,8.157952802776808,1.3553742941598792,5.846874653163645,1.2685946783393045,6.040325369595862,4.808596536272549,3.890694799144685
2017-08-08 20:20:33.000,18.45905110592496,17.993053270227648,38.09341559541431,38.86307893854925,38.01128844530808,36.3127457577738,34.25586185630888,31.647534335572896,29.325471355900536,32.52678509198454,,,28.48469306051208,22.8604137409504,17.30594239534582,13.476541997458742,12.930115555468555,8.99737499677342,5.868534066665098,5.246081743529508,4.495576676204869,2.8456899458567007,2.716621053290406,8.660203770969645,13.176140234167049,16.27454008655305,18.96331079701993,11.90849708818552,9.02796310623012,10.683854079306016,10.87466680051124,10.614050763041911,10.935549777654716,10.909133161801403,12.50073329631363,24.692186446547336,29.52998981974008,32.86081113559862,21.243330986097785,20.037065604689584,24.073128666075625,25.086338767810982,25.3936738702714,14.397176435485154,12.645637804513909,16.387369749642527,14.140842092234774,14.49800698003521,15.316883431700266,20.47503044909869,20.038808867125763,4.08522039019316,2.8446575538811407,-3.940963102562365,-5.789514692079281,-3.370092813711193,-12.27295850726804
2017-08-08 20:24:48.000,44.71299848277208,,,,59.6253030860284,61.24398415692372,59.975957436245935,57.18033001939536,55.585352687676846,55.97713058772665,56.150512009279325,50.161899211650905,48.43046150609972,45.14086081235549,41.71848605790504,38.40120184522308,34.31192533762832,29.36287208754557,25.627663797644143,23.305665031904013,22.692923665003995,19.571793315069115,19.152805671447226,23.474317784686868,31.88729335759391,39.70901550581444,43.194940852675046,35.164752722415045,29.189741256314065,27.730461959793168,27.9512767750868,27.259217158712467,27.19630112585923,26.6188365929302,22.840699708380114,27.567988200953906,36.173818237396375,,29.85678331319605,31.57693958597074,35.55919505281097,37.391136665861495,38.66187887967614,28.8084414719519,32.3770750814414,27.080303462200817,30.54357056137568,33.0891310820423,28.05875125165692,30.860699785114804,28.653022526893302,27.84560981169412,17.316193346715796,12.092455990487988,16.35808651774134,20.290549216465,21.59400544892537
2017-08-09 21:44:09.000,,,,,,,,,,,,,,,,,33.93492700613701,18.20529549510909,16.26387125647564,15.933955130495832,17.510502711244982,14.111713578448011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-12 20:21:48.000,14.763296163757795,11.74056746793384,14.692312963118244,34.47142515894433,35.515730084979964,37.55661363128724,36.10359220236573,33.79222591472672,31.38026786120601,32.55896836970068,39.16279680822648,41.41918551486271,,,,31.46190178425059,24.84488834600725,20.953743883879724,19.270448493807702,15.757869047858067,14.99123036714877,14.052182811398511,12.632520055740915,15.46055747197094,18.23062674650062,20.6519990911456,17.320991022883717,13.966653603199608,10.27183097974356,10.928379349116865,13.71365000987448,12.902147349715852,13.463602406191251,11.822144736695863,6.354434346764254,8.77671202599586,27.75885705969338,14.886968806654036,11.82441883933524,20.81532997654526,24.306994143458727,23.318629140973755,20.394134321485705,12.569480952392002,2.983086191210817,12.187334691357488,11.141323273303872,11.158555026974565,13.22532975209518,13.509428127793855,12.720190818216306,-1.1475389725841825,1.669602357591295,-4.880566032717738,-4.5498532099014,-4.1245497057091285,-16.111199205809438
2017-08-12 21:43:35.000,,,,,,,,,,,,,,,,,,23.77263380124451,20.275683174093224,18.56316708874017,16.574477204577356,15.497600012188904,15.753732947389466,17.51384808838987,18.753530579253063,23.91953790892732,24.72730168235556,17.79671157868565,16.696261269564474,17.136266703270515,18.1419448999118,18.62188670339128,19.57604238718341,24.86937203754165,15.205236993606448,31.138346373197365,33.06865448188872,34.11766551433319,19.70630934478364,25.12579932233584,32.65546036495322,33.08671382503801,32.74126396024896,26.389584757903656,25.16497366822716,24.080948011570648,23.599489853588423,22.614482545129544,21.093512249035868,22.776421122592687,16.282787806579847,0.9961586520592782,4.6522679983145485,-0.456788409499098,3.0176925285306124,6.581988800040505,14.96303867668978
2017-08-16 20:21:31.000,15.206709157757984,11.61490325322724,14.04227065169863,25.946379335864748,30.748627155327924,,,,,,,30.805615678772213,23.966145245700243,23.28487147940685,18.461272816332105,17.967225652405503,17.240260658693423,17.805239667685214,16.18046156903487,14.657626485930372,15.939698193581911,14.640149261625524,15.97850412696129,18.03182974884165,17.34259081563865,17.75743422622569,17.516701327873456,16.890705034346816,15.307586806293282,15.740931763329392,14.625343105327088,14.145789109357114,10.81035708682505,10.53457006489747,6.045301187405357,8.176900185867282,11.190561444982444,11.369294372191815,9.389932990705423,20.99691993427701,11.71451058671743,9.202405000181368,8.973604209113994,9.565394692470448,8.019567047399288,7.811104180358853,5.567774289977376,10.062372689991768,10.786453454523176,12.001925460439844,0.8444232213486238,1.765685429313386,4.680283896932039,0.2978368379406679,-13.923496126468583,,
2017-08-18 20:20:58.000,,,,,,,,,,,,,,,,,,,9.627105579261434,9.732735068229204,8.984614425361224,9.461503494441171,13.25282219365581,27.26236709797536,30.64850379460492,25.14177028118904,13.659193715725742,9.032403348924538,6.097269854899844,6.701501354010274,5.64737112338471,6.516997764197894,4.400073647799706,1.4528748313259514,-4.402847477222263,-0.7979742581851548,0.5274120594242663,-8.33338332573782,-3.5064023853577844,-0.790662179605891,-4.705585051253172,-3.8223980937035247,-5.472655695947958,-6.913717999052061,-11.68345642467528,-10.53783408829058,-8.155131512584962,-7.208258048135837,-9.603362985876531,-12.053364597050482,,,,,,,
2017-08-26 20:23:53.000,13.326183549677475,12.495494839203923,14.498691913606082,22.477999233310616,20.030343052760564,31.892163807894647,31.87544695280061,29.16201346006628,33.00786960093505,32.984339485405606,30.65383087842828,31.320161373348,26.66681354302172,25.08051788898149,26.29292903484245,21.32128855365216,19.675468286920413,16.598267733242437,14.2986543557928,13.742571080814018,12.85389733651875,12.076466936675468,13.258320273702036,14.958822168081548,16.892768180058226,17.267204193699847,13.319096482501283,10.293777547092729,9.925752370245918,11.07470053531434,12.86560439738692,12.595065868485827,9.815928026479307,6.854448186827945,4.948129415047458,6.937955131781497,22.681302864656832,11.994046188149584,12.197273675911958,18.708250518834728,19.886938977633434,21.66980833189644,24.578138494542493,12.914956661147714,5.945935878611725,14.03706601778375,13.59270605025155,13.886441687691702,14.616155221580316,15.825673750810989,10.58084236590526,1.3015337844060728,3.916189343068575,-1.5373122132286867,-2.169188027788379,0.6357611752848709,1.1916896193318298
2017-08-30 20:22:58.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.990167652297067,10.488328684122802,11.042197210027073,11.934208331110856,11.814357610027123,9.764719924914916,7.009163698218438,4.085185647842853,4.924849749832572,10.070405878407636,0.4797495114363643,5.420381197097943,4.118190108268682,3.598884099523006,-2.0151956115565914,2.394439509905568,4.284368223968991,1.075602412078582,5.114682600377258,2.871885671190129,15.430969907945704,25.010705562098487,23.268073045006787,0.277641016994985,-0.7658019455624361,-12.918489538570936,,,,
2017-08-30 20:24:00.000,,,,,,,,,,,,,,,,,,,,9.936602168227909,8.314290237802554,7.848159047967573,7.818878455462221,4.549095528039013,3.9722103676873264,9.243601038961396,12.211478401688396,9.957810059808478,8.37159653194444,10.92081243765306,13.086975053342323,10.21400591822241,6.466352076919248,3.896588313010321,-0.705155934118119,-2.109246685230212,,,,,,,,,,,,,,,,-1.3352155677362645,1.6882847511368324,-2.535737631031333,-6.866272388681368,-1.7953835128959932,0.5410283817555757
2017-09-03 20:23:24.000,,,,,25.92683697064992,29.781851607019256,29.55371988115936,29.139174503902552,28.068823688499016,27.17053150330884,25.784995882035744,24.272044020418875,22.368156854329385,18.537448326894456,16.577921616507098,15.864000369871876,14.736985290393118,12.711406901130443,10.75388381466532,10.604997184099602,10.900476139763574,10.43590504689155,10.651346226037075,11.688839088543771,10.09920171380008,12.427821732099726,12.555737195328378,10.245724849027306,9.430494520516673,11.9830406644236,10.920233974992662,12.059586572795064,12.686322296015868,7.873127882150144,2.9790710961286644,6.445856637921371,16.2447818269792,11.845565773986564,9.19308656027138,16.783868880610314,16.649391242936353,9.59608080087041,17.33527830080861,8.445517908617179,4.264281156896798,7.81853299120045,8.83464127001218,10.521789217248338,11.896594295088194,12.491268642764624,-2.867078045983208,-0.3070670013203365,1.5296349498671316,-1.4159002633629452,-1.3896385505649878,0.128556134241202,-1.0723945472421608
2017-09-06 20:24:19.000,17.878080736915656,17.304929773393027,23.52634393328183,36.58789701000509,32.807199431622124,33.75091570749199,29.306302255688145,28.770654114746662,26.479006620432862,28.14831825947325,28.417249875332324,24.19694182069323,23.634137885761668,21.148438116370112,16.907387572785645,16.249123673044394,16.90304127951374,15.458092952937058,13.15467143583799,13.503160402849536,14.86992429475344,13.126376461560312,12.212381080845844,12.419651779718984,11.781693751393,12.858444137814535,11.54121953764146,10.36606088952005,9.757822392139746,12.213157507933078,11.339798425407473,12.70182587252039,10.748292438236676,8.098568103415618,4.227547952016838,19.09798832463616,28.48884961576926,13.520418880273382,15.222937496406535,17.821387094654195,23.429705824941617,22.80462055336994,22.00683876741208,11.086042013947266,10.96210342087745,12.87277642087976,11.449327180327863,10.92800072702324,13.737090575045054,17.060182945249714,7.641951421507294,-1.6615475601879977,1.1097483253831302,-4.381796676213156,-19.26956594412768,,
2017-09-06 20:26:15.000,16.41681395209297,17.527259624734633,24.88070917198868,40.60981237827317,35.84465637614646,37.07669857656512,33.48818173048467,31.756444177659947,32.025288033732046,34.0873562558121,33.98268049926201,30.972559019310943,28.86691320435628,24.80042969230659,20.012438017463047,20.048635328500342,18.04966042482592,16.219431015493722,14.502869167604947,13.15180345894886,12.270323255930284,11.016663830091716,11.678268465912703,12.380215471246323,11.815787284274691,14.54439486360832,14.19723245308435,11.37606591967508,9.791915925021438,12.220261014348395,12.153256290835552,15.532174720395265,12.38858746050427,9.749922972255002,8.7726324736217,9.028662366616183,24.22362716581168,14.027948131521535,15.267334333632492,17.85548062753589,20.57190025854296,24.811543642802462,24.16764533382396,12.08956589766988,7.843581849287288,14.87074078329593,12.783101564844303,10.942031246492444,14.712457926634318,15.06988905672745,14.434176798299308,-1.6274540273063045,2.620158739475082,-3.177010283771048,-2.7328958935565675,-1.991291182230208,-15.601431118890076
2017-09-09 20:22:13.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-11 20:24:21.000,21.801699378380007,19.015611432326416,22.09996618642502,38.5717319502926,34.96354573608231,34.29760801710429,29.24903095503665,26.992761474024427,25.44145483209148,25.936915519783167,25.80142432626513,23.03186165327671,20.70587941436355,19.415892241267827,16.77061108280185,16.056689836166626,15.313382048200284,11.93118103496114,9.565665793145593,9.804983258624766,10.464013084945554,8.940946787876944,8.48225801969487,9.435566801349015,9.502258621851736,12.382432293591084,14.12836531855019,10.704377893462992,9.623183986811425,9.480780465094872,9.694652252293489,10.42330094398926,10.651004313410125,6.879443878151859,3.8545678414172895,8.369947262541208,14.260831979504935,10.398238836367293,11.74046726119522,15.774471607194446,13.815728860440574,12.933512538145145,19.680762513853463,8.380042042066902,5.892825550403009,8.338806802252956,7.7252186539873104,9.406974588327808,9.153138908359317,10.58209684768193,1.1444079988829483,-1.0646128422428365,-0.7027173190703792,-5.633714846455526,-4.6890111467522,-2.7365500539020737,-0.8070973561618281
2017-09-11 20:25:25.000,16.637421824900976,17.007129240947357,20.551195209810302,32.83738569152448,34.780969361734265,35.439275220912364,30.246992239049945,28.430759685764883,28.287061944763074,28.89524623885643,29.45891244115148,28.776073465427352,26.592032930707,23.11337383916684,19.84441502265537,18.17274007043836,15.64204199088434,13.241832052269368,8.861127945922908,9.673655214838584,10.899037024672404,9.42040620433504,8.589827487708432,9.365884174267778,9.496432751773346,12.614685328316089,11.95425357276047,9.163090897000538,9.191669950374555,8.952332843766458,12.0360957704546,10.406488317738376,9.275053906102771,6.775559707000108,3.979473988969397,7.346749495027312,18.063258649370542,11.338820492076044,9.379950156487745,16.284169369128023,12.10315864100844,20.529325567451423,19.73547984985786,9.787882771123275,4.5645112688626215,9.57844869545587,10.180904718820177,10.738686371003473,11.111783738102853,13.076638910933951,3.520225859065734,-1.809458025612488,1.658613233313913,-3.412507470914868,-2.363872866660349,-0.0972139618261191,0.1583084766206912
2017-09-12 20:24:54.000,20.806631562323336,20.15788106237164,22.706277897498712,36.43678396059422,33.06230959748343,34.19169831557042,32.67582769133536,30.050895795466925,28.7224090835818,28.276705453381872,29.62101062328167,26.605990745921684,23.31729278293904,20.255787548687675,17.423611714526164,14.799872001290982,13.808373238414934,12.08048451829637,9.499677146633925,10.616923190147066,11.698989507705557,12.407645554088374,11.97248616279714,10.797415567861286,8.40722024352997,13.485569467788542,13.842360514500808,12.202097877807926,10.488242256205488,11.040830174415914,13.357593711051942,13.424987596706291,9.764633496997604,7.542158401257431,4.419421168187515,8.410073412977802,17.431351272268575,12.484382660652244,8.894340886387297,18.542429282784635,17.24490446568893,6.258954957339892,10.793295665284903,9.77326197753175,6.515272344348418,7.236822479836082,9.022867486492974,9.488090989468995,12.657234770790922,11.555137228180907,1.3283463746572155,-0.9385738861400345,4.279120551608671,-0.7353170746344124,-2.2109105085266023,-0.0935692084515869,-0.2814434208292906
2017-09-14 20:22:27.000,17.987410528154005,21.01283773990696,25.79893179070815,37.30663752676263,33.5117439864934,33.29426722930491,30.96679467202889,30.300148527748423,27.719951297601288,29.60426792993464,29.73093889012849,27.261729834998658,25.13070708491315,22.53610505877137,18.49719170243917,17.776704783096005,16.630041325549705,13.74288837020061,11.081745630971657,10.53680556924376,10.618894322338228,10.29217222773534,8.904769313996166,10.15625096770395,9.83249249406586,12.216599080620956,11.878463996786644,10.94649691525152,9.220667509168145,10.660510271249915,8.866663298953391,9.589903349316526,10.765722530641057,5.413526047624938,2.165118795196193,4.603300018994489,12.068967908911914,7.8288086096281155,8.631702475707275,8.737840454563695,13.361508389667534,5.856947038564954,5.515272083828023,5.424625479467874,4.083696649441556,5.969552849995257,7.871895584465065,10.34304766700431,11.213908666399735,8.121641535691662,-0.1533561646924539,-0.1269712555279341,1.8620316873894147,-1.6866666538076274,0.3270093680458821,1.70442841405254,1.2348615323185292
