dates,oahuoahu0072_0001,oahuoahu0072_0002,oahuoahu0072_0003,oahuoahu0072_0004,oahuoahu0072_0005,oahuoahu0072_0006,oahuoahu0072_0007,oahuoahu0072_0008,oahuoahu0072_0009,oahuoahu0072_0010,oahuoahu0072_0011,oahuoahu0072_0012,oahuoahu0072_0013,oahuoahu0072_0014,oahuoahu0072_0015,oahuoahu0072_0016,oahuoahu0072_0017,oahuoahu0072_0018,oahuoahu0072_0019,oahuoahu0072_0020,oahuoahu0072_0021,oahuoahu0072_0022,oahuoahu0072_0023,oahuoahu0072_0024,oahuoahu0072_0025,oahuoahu0072_0026,oahuoahu0072_0027,oahuoahu0072_0028,oahuoahu0072_0029,oahuoahu0072_0030,oahuoahu0072_0031,oahuoahu0072_0032,oahuoahu0072_0033,oahuoahu0072_0034,oahuoahu0072_0035
2017-01-01 00:13:55.000,,,,,,,,,,,,,51.38992078694584,53.29717289878039,57.60087105250985,66.67036809869786,75.78981320428115,86.56412570394576,90.5393848882514,80.4998449224252,64.17316810663662,68.95002738101752,66.63217388171803,52.51973153169672,46.17586035101461,45.43697074231122,44.24467252800651,35.072643272577885,29.57780566411761,34.06166902977601,16.548168473642907,17.740535165146802,11.468623156597497,24.52550365796912,23.496541975986144
2017-01-01 00:13:56.000,38.04571702473751,28.5556630171584,23.34718788708238,20.295501622109185,23.27340510948565,25.67253000874805,36.31484450859328,37.454712786676346,34.18576685724969,43.60211537489116,45.63688613940781,49.1954000115907,50.63057198694173,53.29720659657982,56.400581625358,67.02008266328222,75.18234937342659,85.86321633083037,90.80482460938308,80.6385014826586,63.30595068273452,67.21902647850915,,,,,,,,,,,,,
2017-01-01 20:19:50.000,27.63693157546654,22.199819294907613,19.103272273265404,16.782358975459168,21.17371209312841,24.00944004894467,34.760765884156754,32.92375882810717,31.49392366149477,38.662447957554335,40.74316235547109,42.81289465708616,44.69034603231413,48.77724107715592,53.099259908901,62.833448683000015,73.90361941284202,82.15138004869324,87.93662530130933,74.82035569494434,59.67018697275799,64.52818281479477,63.80686685803155,50.35660014631827,43.13716870158512,42.27891865884007,41.05998491639868,31.389161017885627,27.473412930579045,33.05097326280104,15.2773481910188,16.903625464174866,8.443754129287568,21.72171311431661,21.04570218795235
2017-01-05 20:19:30.000,,,3.217809330346136,1.3222604272091425,0.7800186407314029,3.5337941495998537,,16.058818230402846,24.210676657017256,39.82046863236492,50.33924857068586,43.4616832517651,46.3353582682281,47.29827011061647,55.70859053039953,70.39686115776563,72.34051112663786,80.60665585404217,85.82843712299085,74.79762874221402,58.19641278186711,61.7802736649296,62.28141132200806,47.87034606543466,41.6912448595852,39.90161965753247,38.70219961499296,29.581631462656304,23.897551904033964,30.21784997708662,10.794179035519033,12.107318449951173,5.063893904654473,18.42800327771145,19.80812633562938
2017-01-30 02:52:03.100,35.22892662213877,29.82910805477265,26.614095568525304,23.41134728299088,22.84844953912601,30.267796151881907,34.21006235331184,33.43561906642604,30.81938247249006,39.52216207469635,42.45898538088734,45.25425758443336,48.13000665646677,49.61672761652181,56.47930095099711,68.04853812784519,77.8478045462359,86.46801567804273,89.65694226387667,77.73330713053792,62.10967083165841,66.18504558290186,66.97324927812006,53.44425946215983,45.3462769315894,42.75425392378324,43.87043922429128,34.17012399930024,29.517500523070986,34.6844177371751,17.639361796180328,14.710463995518616,10.01037615720964,23.399562824105715,22.31470598611945
2017-02-16 20:21:21.000,32.902871093253616,28.31989792618216,24.074743682948704,23.75764977487224,22.50986726066128,23.966758656299408,30.51808481480633,31.37902568655188,30.71848848228776,36.71145450345335,39.65461434666173,42.44367032344487,45.469270849054006,48.40801674351462,54.89418308400704,65.0227677937798,72.88391388767688,81.50734422689344,85.47991378734763,76.00188792259793,58.11033138463202,63.676853256129206,63.66903011299921,48.88256326486392,43.59728877389914,41.90969432519878,40.68531625515462,32.38620175861461,27.51349798516453,32.843505852569365,15.797515341383864,17.42042730475646,9.793950872176088,23.61560060834356,22.48388414314753
2017-02-18 19:26:43.200,16.84620694368124,14.062954976049568,0.0878447147745006,23.35465777068488,23.06916651824622,,,13.32365802356404,21.54758758109892,35.23489973773681,37.97403431042039,41.63349319012955,45.76655267578973,48.85722407939649,55.681018467290194,65.84846022056303,72.32900123300611,81.35557904736068,84.37799519327095,76.79828237480696,59.96486404703777,64.77808264189053,65.30893379302044,51.7200478556424,43.6295286360186,42.35890166108064,41.13452359103648,31.37023379045484,26.10748310427468,32.31359433815372,9.229278715749336,16.927782055235525,6.505714150475441,20.417813261583674,19.067890588426856
2017-03-13 19:16:23.000,,,3.294135197426832,1.2905494253722225,0.6481542358365389,3.30808034243344,,15.65987325380977,23.71841216889459,35.84746219174544,37.03865834010859,41.59145299349822,46.9237221057672,48.72675364557875,53.71642888894188,62.70836703874122,72.66984308062108,81.68266528271404,85.51277141073419,76.71330374747264,58.85585829559032,64.20470182830014,64.00761873585432,49.65760026749139,42.57727742961698,41.38955518155056,40.1651771115064,31.185193580230163,26.406917972469845,32.14509838435988,7.107711089295104,16.59331612503885,6.692527171870983,19.75846270185656,19.02983463264589
2017-03-14 20:21:08.000,34.39521538650381,28.154674349067346,25.70286906494249,22.429873146799423,24.11099991908396,28.16346085280979,35.44185082243422,35.70939292089949,33.05521413500398,40.457139703850125,43.76550613553904,48.31355675726979,51.19345394079544,54.50015112122032,57.58000129913973,69.70373150559236,78.13158549842372,87.08470256054905,90.72066112886816,82.68993012280399,65.57690180640225,69.79438195547212,68.62785725681572,54.92511729441794,47.828758456335045,44.58318619794103,46.18413626413186,34.56855323966016,31.76376750062361,37.013600080649006,21.09790487478496,22.98974868374969,11.973730123377331,24.95936213062811,26.04728254173625
2017-03-20 20:21:10.000,32.479894631005244,28.466643745744737,23.16332802338561,22.0428821483616,24.62387583021131,24.856791256370737,34.41956287919781,34.09330502173096,29.58031950829387,37.82980776841706,41.78458629167832,44.579858495224336,48.40849336821164,50.56418598319756,55.315899191951566,64.10511876085492,73.69530021221351,85.30472651020926,87.46797286462306,78.73408671695935,61.43527174244939,66.13312305232543,65.1909502423927,51.0728965861632,43.17663096855178,41.921440643041095,40.69706257299693,32.50589141463585,28.857936440105508,34.530651257878446,17.305154099835114,17.869153655749155,8.7004549393836,22.128245077070204,23.04580844712187
