dates,oahuoahu0016_0001,oahuoahu0016_0002,oahuoahu0016_0003,oahuoahu0016_0004,oahuoahu0016_0005,oahuoahu0016_0006,oahuoahu0016_0007,oahuoahu0016_0008,oahuoahu0016_0009,oahuoahu0016_0010,oahuoahu0016_0011,oahuoahu0016_0012,oahuoahu0016_0013,oahuoahu0016_0014,oahuoahu0016_0015,oahuoahu0016_0016,oahuoahu0016_0017,oahuoahu0016_0018,oahuoahu0016_0019,oahuoahu0016_0020,oahuoahu0016_0021,oahuoahu0016_0022,oahuoahu0016_0023,oahuoahu0016_0024,oahuoahu0016_0025,oahuoahu0016_0026,oahuoahu0016_0027,oahuoahu0016_0028,oahuoahu0016_0029
2017-07-14 20:25:46.000,29.78254800019586,23.377349185858844,23.52527788733447,24.57977988559804,27.364581601980404,23.375827588666525,22.499752570823937,25.50876204753278,35.62225263047912,36.38660508448206,35.04680951448021,40.46945884060791,36.24132846855287,33.09921248625727,42.80543579475761,47.19795233478344,44.282511837895086,41.18883061699215,55.46137875592314,40.87503012717914,34.370238195976825,33.46121014101255,36.99789846422194,29.08816470634615,29.260800249491428,30.211385594920124,26.080248364130185,22.140995875269585,16.734531508747025
2017-07-27 02:54:33.100,,,,,42.92684164373154,43.58118530829184,46.37690784144606,41.42996050358858,26.4582018630444,20.19998495783081,24.333272116577024,27.68750346323296,29.580401498231097,23.712928101384207,24.209858980307853,28.895885807869107,24.59379079422844,29.11145321820252,45.35006687424461,29.01091540016433,24.083576118943416,23.224926650304827,21.661629322651088,22.014454411172835,23.530124012371697,22.85246017832372,19.747124913168022,14.676065338036592,11.52182330483314
2017-07-30 20:19:50.000,29.97521538220376,22.29537544705608,22.4441670951979,25.05352984448937,30.29362213674977,23.0675213434468,22.171142176731447,22.91124857803093,32.16152384569141,34.79020369309284,32.49320505229673,37.73138147160294,34.4233681679187,29.095752460029683,41.310454911892094,44.20402769824764,40.770871718212966,37.45183050779092,52.57712019527386,38.37633072978019,31.846900646150093,30.19834795695709,31.70339194351698,27.68896713686597,27.22735771479052,27.006717893059243,22.79639511729018,15.598273080081269,12.561942228997657
2017-08-06 21:44:37.000,27.311999771371585,19.56447127253774,19.183625662377107,19.12993185260261,22.434195734040543,19.98752182677737,19.206719655579647,20.73752948662993,34.198833601901185,36.45211625096306,33.60962409869411,40.35827361956462,34.084801603143866,27.4429881532322,30.9925602197734,33.68453022284872,35.012023025133416,30.90932663620202,46.343914421144646,34.547713742517544,34.834176344916,32.98415001874205,35.28655039632376,30.25470864790956,26.80600431862181,27.15014190095617,19.88120723632718,13.8042042910829,14.151239759448032
2017-08-06 21:44:38.000,26.15284399793005,20.19155085159572,19.12313966676074,18.212148823586347,21.615825471946938,20.086247186440552,19.193117272871927,20.76750300211305,32.09582210655538,36.012876290050976,34.10953333633361,38.547883129105166,32.31926127334037,25.83673818063362,29.8875388727446,34.98314522713391,34.88925871069661,29.895182726914168,46.34415844921796,33.927774262673026,31.416443749845783,39.5122982182806,35.87099294115755,26.848691519474603,25.49893852630413,26.42972853479005,21.865574575065683,13.147781104300824,11.218504830309216
2017-08-09 20:23:10.000,24.5216431879309,18.58563787027929,19.730549094368385,20.76576158108196,24.112095147974937,19.424766668093152,19.0084241824643,24.1887837923885,32.89502629000264,31.52733872796847,30.50652856493045,38.61969699707265,36.2407387431969,34.465928701669995,44.03540482543829,46.47312401244544,42.47929143190859,39.35406734030111,54.173171896093486,39.109401324040086,33.7087194818381,34.10114018792527,36.39118203940306,30.99289842167559,31.216670336170537,31.754762318118928,26.85038201875503,22.70915183838419,17.652686282380458
2017-08-12 20:21:56.000,22.702740118918275,15.989329104962552,16.538940335234788,20.12365057162892,22.116728760745733,17.761479797726707,20.28074297418264,22.06575974516496,27.447378716855432,28.08045525273269,35.83856363217797,,,,,,,,,,,,,,,,,,
2017-08-12 21:44:31.000,43.1710612077703,33.12467975233577,28.410926541009545,27.17298935288902,32.74873816851386,28.46732415801733,26.663225035591235,24.82094978746178,36.67729320589222,40.88602384861574,36.32714948013649,42.775990811800646,36.76545325745138,32.15588463235395,43.06955206008422,45.54643117929,45.85331355360994,46.836992110972766,62.150118394153886,49.20520917924294,46.85423313634085,46.81252406405405,44.783433261595306,43.68445754311642,33.06627868357683,33.9289347926481,30.070175887350253,29.37830441665876,32.08660515725126
2017-08-13 20:44:41.000,,,,,,,,,,,,41.59030785797496,36.442565110470944,29.073301208399645,37.94890855576371,40.48306715504247,37.75550584716946,36.26055978664872,50.47628145721489,37.40899781498688,30.29060883112983,26.797749466035967,26.58828382422983,25.605867564286605,25.5055019433222,24.609597812684267,20.96440948631617,16.402250162573395,11.996109285630522
2017-08-19 21:43:59.000,28.845244097358528,21.40900885697865,21.710820213354005,21.10224599176866,21.87866252103424,20.897742760397843,20.550700606013635,21.88732445017209,32.30238552821409,34.85708537155661,36.654790823652256,43.838122413543246,36.63840254040642,33.9155287215505,43.46295223659183,47.78739310854935,46.612459625720966,38.81124249477887,51.47565956591529,42.74082411791586,43.49991171949362,45.576093916474086,43.49361077223072,33.409765997579214,29.17136669461305,33.77492125968085,29.0842677659551,33.73238633879509,26.867138526773765
2017-08-20 20:23:14.000,,,,,,,,,,24.34335425507059,29.005400582431207,38.09354681317506,35.09775621676747,30.97571079343258,41.45992565432151,41.4199107324909,36.21315829459402,41.29302490653376,41.81218722238829,34.1331181907428,30.248533137858736,28.217735145390066,30.00708626380963,26.456342051935795,26.20073739150638,26.618525117849607,23.83354382021906,18.81990443028893,12.51159663741898
2017-08-28 20:23:39.000,21.87416464257988,17.638155718579757,18.90979367999625,22.211576829391223,25.58507372629956,21.66122296868038,21.21821837410122,24.854921023596145,33.00912458489157,30.19509071459433,31.479824174673567,40.10011398824857,38.39451363755384,32.93232101770743,43.13196010165509,44.88918517560296,39.9237585991472,38.77347124582893,52.803878549089205,35.778513520008694,31.67264779859197,28.97256424640508,29.36817338993792,28.672076259889632,29.045482932875792,29.9518680474987,26.887829631050764,21.474400970851985,15.06228378640854
2017-08-28 20:28:25.000,,19.34887368701625,18.64971977830623,26.38535089054602,33.38244548202996,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-30 20:23:59.000,19.473919378258124,13.741188047113232,,,,13.608019588099303,12.905325189693777,18.98772600646951,22.69936341208074,23.615745686371,28.17564434406752,35.42812632574154,32.01801097864838,26.94219621520134,25.52122158791595,25.64546034578319,22.44138475116607,29.501040547414465,46.54096516105918,29.91551449858264,26.880947642460388,20.250849070392228,17.94992667229254,21.975173975128783,23.150084592964284,19.74185366040246,16.743552858640385,15.548201092554976,9.189316344491482
2017-09-04 20:23:43.000,18.415989693759755,11.583801039525776,14.328118225499296,15.33945640783263,19.69811464142172,14.803034527571285,14.94126225566013,17.231394448906503,23.64124774563249,22.6858645404335,27.20234167778947,34.364989637046875,31.12844426732028,26.126009967029184,28.47606811480556,32.618043631222115,23.63312616014408,26.95485254050924,43.68686493494627,31.66014142545012,25.433126509277027,22.248258488833432,18.30009387723613,17.974069718661802,21.36874278709362,22.36959619300137,19.13577383467481,12.918086988525792,4.271278108197998
2017-09-04 20:23:44.000,19.653367127014203,12.533437365436653,13.391381662353652,14.585875647871536,17.76267933091971,13.58962775225717,12.209966634038722,16.766552393059825,20.08732149766512,20.68515934382492,26.059298449598884,34.05548966584398,31.591802523024526,24.61950664223771,26.006729437360747,34.589772965949514,27.97098827786796,25.40908810523793,42.657071854017815,29.885930191910163,25.76332042198904,22.017841620047605,17.012068328116676,16.842374711618316,21.596761783368617,21.396184586560445,17.496797915420252,11.73265191741238,4.090707623117928
