dates,oahuoahu0107_0001,oahuoahu0107_0002,oahuoahu0107_0003
2017-01-01 00:17:42.000,22.159846125302305,25.552494723314634,24.20656342695276
2017-01-02 20:21:47.000,20.812958842140493,25.41726532400208,23.06313584714697
2017-01-29 20:21:30.000,16.133974042614053,19.5558565381028,10.793422634512162
2017-02-20 20:21:56.000,31.803413489575263,34.56785382372123,33.39109917175862
2017-02-22 20:22:37.000,23.30955617406473,28.54142545380488,25.91916807018365
2017-04-15 20:24:36.000,21.183902943359385,24.10096184547952,21.72903109764572
2017-04-19 19:30:07.000,18.261509088850403,21.082182793647284,16.51184402418337
2017-04-27 01:38:25.000,15.694352725608637,21.64860921206705,28.067960098088268
2017-05-02 00:12:31.000,22.8564549744356,28.015279446342984,25.270257609466224
2017-05-18 17:24:51.000,18.44109390427863,22.92932369266688,17.510907619558207
2017-05-18 20:25:31.000,21.8333828270044,28.03983291544316,25.38509993128549
2017-05-18 20:25:32.000,20.25663452399876,24.97153613478221,26.69322883236862
2017-06-28 20:20:53.000,30.920844075140064,30.761959485813936,29.2334159589948
2017-07-17 17:17:03.000,21.09629326196534,22.937133706431503,18.16550008804409
2017-07-23 20:21:47.000,14.363185801573575,17.825665730628664,1.5706797224307925
2017-07-27 02:54:28.000,21.52213905249874,27.37390181182401,24.68981526777224
2017-07-29 20:21:43.000,19.687988837938423,23.006196465598684,20.29186803843616
2017-07-30 20:21:41.000,40.648855175717216,29.288034863247454,23.42320089772093
2017-08-05 20:22:19.000,22.27155304322447,25.47827344240076,23.0941760197401
2017-08-12 20:22:01.000,28.76016460752581,34.30629267123676,31.8359342261637
2017-08-13 20:44:35.000,31.1017538547398,28.90363653637386,26.297685733863247
2017-08-18 20:22:33.000,23.564835955302726,29.60426686330424,26.883057453360976
2017-08-18 20:22:34.000,23.447850717266007,26.60943163117289,26.83476890143309
2017-08-20 20:24:06.000,23.964926879500805,28.385923015831946,27.09276509761575
2017-08-23 20:23:39.000,15.47846541561095,21.27613928742948,18.652989123897505
2017-08-23 20:23:40.000,14.729570610003211,21.276257043376862,18.65310687984489
2017-08-24 20:24:15.000,22.517120491793897,27.58773829200513,24.87185073917776
2017-08-29 20:25:06.000,16.902116084827206,21.25212470766702,19.157374272837465
2017-09-01 21:42:03.000,23.7116976646385,27.056923701397523,25.72616822868922
2017-09-02 20:23:41.000,31.720603609629087,29.3468531993778,34.13156366542209
2017-09-03 21:41:29.000,26.710837226743102,33.009560466678494,33.85710216642748
2017-09-03 21:41:48.000,22.22573925818477,26.876200570366063,24.185474169377216
2017-09-05 20:23:33.000,24.20962122864221,28.161372014202207,25.499190921788696
2017-09-07 20:23:29.000,,40.90909789621172,25.03402452566064
2017-09-07 20:24:56.000,24.80434503902848,27.68106649348836,25.026236846115864
2017-09-08 20:25:22.000,,,25.31375364319686
2017-09-10 20:23:24.000,20.91139171823648,25.457647908989784,23.136146888807545
2017-09-13 20:23:59.000,20.04784773739485,23.93990804887577,21.322916239944423
