dates,oahuoahu0103_0001,oahuoahu0103_0002,oahuoahu0103_0003,oahuoahu0103_0004
2017-01-02 20:21:47.000,17.60497064275707,16.466927077457708,20.554338878217973,14.314307697439135
2017-01-29 20:21:31.000,19.83598643505624,18.616913902055643,21.407502251692385,16.7719708906124
2017-02-20 20:21:56.000,22.3458770359526,17.936541843884235,22.33642615920899,17.50380822731567
2017-02-22 20:22:37.000,17.660840987082924,15.195014941719418,20.60493198211293,17.387711869161542
2017-04-12 20:17:24.000,24.27145702103502,13.312545940895468,16.439495038258453,16.21156821097157
2017-04-19 19:30:07.000,10.781740956773556,7.866161653980469,13.935732480099658,10.874107869685966
2017-04-27 01:38:26.100,11.684198002003429,10.972504269542128,16.007183807786937,10.647116900361723
2017-05-02 00:12:31.000,19.27320749481521,15.48343711186983,15.848487178927346,10.87934697078231
2017-05-18 17:24:52.000,10.94918532088609,6.896807736167293,6.536334061370525,1.902802724921404
2017-05-18 20:25:32.000,15.457924911419816,11.984122118552367,16.78946702366214,10.851044678372602
2017-05-25 20:18:55.000,15.355668339272396,15.570488567065505,16.30986440818671,13.38897589029372
2017-06-19 20:20:12.000,21.62634292520198,16.585316576244807,18.84854142740465,18.3104922310432
2017-06-24 17:03:22.000,6.913690705215965,,2.942483877710312,0.1251182977509568
2017-06-28 20:20:53.000,20.640878521969764,16.38722538336428,16.52295207534852,13.460837507571291
2017-06-28 20:20:54.000,20.4083784109502,17.6881494896323,18.51331243764023,16.974706472939914
2017-07-23 20:21:47.000,18.68001551991376,17.148720532592492,21.40329644624712,16.37811225730369
2017-07-23 20:21:48.000,19.745875935620724,16.513930068076817,14.733230115425645,16.271172772685187
2017-07-27 02:54:28.000,15.367259247921956,12.85930641269118,16.62851838767623,7.218342703083948
2017-07-30 20:21:41.000,14.128795512053614,15.417465308703727,15.473894502878071,9.096648245408955
2017-08-05 20:22:19.000,16.770311217427945,13.589180669513226,17.68338373134545,14.37531581583782
2017-08-12 20:22:01.000,14.314611913032836,11.7465295167854,17.175658600075938,10.980931860944132
2017-08-13 20:44:35.000,16.310985848565053,12.43007426180418,17.029319075946773,8.531521858759678
2017-08-18 20:22:34.000,5.931066139518921,2.878071643522607,9.495278082483528,
2017-08-20 20:23:20.000,16.396503486245784,15.996331683147954,20.56145595255966,14.202333486434089
