dates,oahu0020_0001,oahu0020_0002,oahu0020_0003,oahu0020_0004,oahu0020_0005,oahu0020_0006,oahu0020_0007,oahu0020_0008,oahu0020_0009,oahu0020_0010,oahu0020_0011,oahu0020_0012,oahu0020_0013,oahu0020_0014,oahu0020_0015,oahu0020_0016,oahu0020_0017,oahu0020_0018,oahu0020_0019,oahu0020_0020,oahu0020_0021,oahu0020_0022,oahu0020_0023,oahu0020_0024,oahu0020_0025,oahu0020_0026,oahu0020_0027,oahu0020_0028,oahu0020_0029,oahu0020_0030,oahu0020_0031,oahu0020_0032,oahu0020_0033,oahu0020_0034,oahu0020_0035,oahu0020_0036,oahu0020_0037,oahu0020_0038,oahu0020_0039,oahu0020_0040,oahu0020_0041,oahu0020_0042,oahu0020_0043,oahu0020_0044,oahu0020_0045,oahu0020_0046,oahu0020_0047,oahu0020_0048,oahu0020_0049,oahu0020_0050,oahu0020_0051,oahu0020_0052,oahu0020_0053,oahu0020_0054,oahu0020_0055,oahu0020_0056,oahu0020_0057,oahu0020_0058,oahu0020_0059,oahu0020_0060,oahu0020_0061,oahu0020_0062,oahu0020_0063,oahu0020_0064,oahu0020_0065,oahu0020_0066,oahu0020_0067,oahu0020_0068,oahu0020_0069,oahu0020_0070,oahu0020_0071,oahu0020_0072,oahu0020_0073,oahu0020_0074,oahu0020_0075,oahu0020_0076,oahu0020_0077,oahu0020_0078,oahu0020_0079,oahu0020_0080,oahu0020_0081,oahu0020_0082,oahu0020_0083,oahu0020_0084,oahu0020_0085,oahu0020_0086,oahu0020_0087,oahu0020_0088,oahu0020_0089,oahu0020_0090,oahu0020_0091,oahu0020_0092,oahu0020_0093,oahu0020_0094,oahu0020_0095,oahu0020_0096,oahu0020_0097,oahu0020_0098,oahu0020_0099,oahu0020_0100,oahu0020_0101,oahu0020_0102,oahu0020_0103,oahu0020_0104,oahu0020_0105,oahu0020_0106,oahu0020_0107,oahu0020_0108,oahu0020_0109,oahu0020_0110,oahu0020_0111,oahu0020_0112,oahu0020_0113,oahu0020_0114,oahu0020_0115,oahu0020_0116,oahu0020_0117,oahu0020_0118,oahu0020_0119,oahu0020_0120,oahu0020_0121,oahu0020_0122,oahu0020_0123,oahu0020_0124,oahu0020_0125,oahu0020_0126,oahu0020_0127,oahu0020_0128,oahu0020_0129,oahu0020_0130,oahu0020_0131,oahu0020_0132,oahu0020_0133,oahu0020_0134,oahu0020_0135,oahu0020_0136,satname
1990-09-11 20:20:05+00:00,,3.057321070903765,10.200017396377117,15.669552652772207,4.047352772545147,,-7.455333216972222,7.9864114190541295,18.27662337862049,20.94558506759135,9.45630499810115,1.7858917402582977,1.811962265674656,11.45127807940156,20.52888784140843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.649723923879755,9.345322996137838,15.74473832949953,16.4179556667869,13.170965297436188,13.736650856665744,16.55942959810098,20.3596226195014,22.341261064251693,21.05157207791663,12.515914165914412,13.404790496018752,13.7121769909788,13.557234254431991,13.705239168587742,17.41766658978617,22.06338870024097,22.266914500596588,23.51001749048123,22.56441631655786,20.13873939535441,18.3359642048347,18.679832042992896,21.299315432674657,18.330700029587515,18.243874497504283,16.95759538138611,20.590470716369307,18.48704163860285,11.535272690034413,16.069531516571548,20.01580817266402,22.78258689156445,28.790783253115404,24.27010840938033,21.47611570620948,17.507983254528693,11.595095517399734,13.511771350689042,15.663599001528556,15.95684976008184,15.440014542087123,5.806206710669753,13.910310834400637,6.031210615184226,11.668275037986708,11.2944416598168,11.703490895540256,15.980026075526826,16.316465177675585,14.570756077557494,13.85710397918178,12.26410922791676,8.63866982970816,15.402394977778147,17.7282716345355,26.26894205794764,34.22380858404669,35.142655102529496,30.22024748051175,23.14665217085099,18.996139358499445,17.586622974552935,16.753413079948015,21.632360048266467,24.0450420461883,24.48116437133413,23.97794961714654,21.89914078265064,27.274164553327928,21.82441361332653,16.51501994621422,18.603222904980232,2.6293425182905894,8.680958717624268,10.60570706805258,7.3312434737872225,2.068064082885632,2.0582147972616704,-2.223197343544608,-4.77844385222924,-3.8872970807955154,L5
1991-10-09 20:18:07+00:00,40.92466478749206,39.70558563010224,44.00248360803711,43.784696645042445,35.47508142834059,33.98651406889643,35.19633197733639,40.071326387983625,38.74767923854458,36.09474780100261,28.034902577200526,22.35727308528666,20.939422353121177,26.63310617835473,20.15253235357768,21.71863544837766,24.19794980690356,20.89234471232304,24.73942166292326,23.138558229235148,22.763187948557107,26.41047057000169,30.80982035711832,34.00730270671466,38.58879287664708,43.74166088673326,43.33934711357667,40.04144273309608,34.725131160725404,33.69541109857554,34.47417202011884,36.297714405158565,39.079229174219485,,39.334811542327145,37.43043103455232,42.365242656724455,30.75552083206593,40.30427609601521,47.18917608836509,44.98583551889695,46.04662996615421,37.97092169976918,26.133101374923857,28.22318478543487,27.369031470017536,21.889327561820007,20.660795245086685,11.125548536869989,9.295347475979046,26.52472227626112,32.66721531238247,29.96451217368144,28.920625704251822,28.639171131283003,31.68884999771824,36.158223801728006,30.06431936856513,25.557270648414143,30.734491381825148,29.64984912610382,34.180525703163426,37.131059844405726,36.01451592842917,34.236677259199176,33.22491655474972,35.01855266986478,31.65628943533412,28.623530768103063,28.30997342619764,31.987420056715617,32.23992717870053,32.888120524996346,32.805017290169324,35.69402144040952,37.14059586305538,37.64608204154606,34.537388101157084,31.61392480355429,31.89764087055992,30.827550013963872,30.871373062786684,31.9860277309502,35.01446101483305,35.19223884743163,35.97257117202605,40.82804354938792,40.35000130223296,39.30833843438969,41.34651302682202,38.45441623219181,35.168697212996214,35.116606954213744,34.252002630899405,31.975137593831125,29.41062078117306,19.993496976937184,24.71912673617874,25.8468351988499,25.47828127874021,27.33712029685873,27.7322416341479,28.47722894831519,30.950502568343143,34.28689971683334,34.58962754426306,33.40229756800989,31.6882858959732,32.22092791220386,33.18817278354424,32.64104606334171,36.14613731092196,47.80188654730093,46.76197022043343,38.85778085939344,41.38651079095099,41.29655859961188,37.8873245260496,39.03204272646265,43.17894442126313,37.40216629418922,32.4735916155471,35.39680073356438,36.091523637479085,30.358518454586235,29.047436673561787,27.710456236253545,16.23883131821768,23.88840186859884,22.811169197757724,18.495781903502326,14.516680463027203,14.594000006657325,13.506704630394742,18.26812950431042,20.98215236963772,L5
1991-11-10 20:18:16+00:00,32.93331661014256,29.017967803945915,32.72933480139573,34.88416552770077,30.4739778511346,19.83911050199572,22.906760928396587,34.02357807791064,35.084208858792024,29.21419730312536,13.62675440325895,10.096143982862625,8.865436516233462,14.858809877845268,8.9027982106488,10.789290190890302,16.92690677194912,13.197793205662208,17.730546469545658,17.087411427328696,16.768666509133702,30.99492147735866,37.080045898999096,35.14211796141458,38.643827970357,41.67740032733263,40.29543535404006,40.74979474711943,39.4957357259408,35.36418263794323,35.71695816687907,39.955927533183605,39.47046972723426,35.84327192212581,36.57068172488369,40.73981504397671,42.61300391477385,33.03437917246768,39.03566088446508,44.33355122402419,39.15158881910062,41.32214717356491,35.41420837169574,24.043869263527554,26.093698957067687,23.914426602248707,15.416647375863173,11.960345765187904,3.093600947120343,7.894337879003203,24.001121779742604,27.80674104125385,24.50303848248683,22.70362583952868,20.704861895568467,21.38558914068078,24.55319092872906,25.73790524179052,21.51365830750768,24.03013466140303,27.62676831348343,29.35923375486117,27.06818085450447,25.57008983913357,16.90940246733245,14.711862392667337,14.607132858480654,17.534737443074,15.0417464695307,14.69690102895592,10.94766171882409,10.287388870812167,7.124827438170055,3.279529398841824,4.563879285396574,7.974408445181123,7.9093555386895105,13.75357765883298,16.57887184216073,14.14905234417612,14.332276572708942,17.277735283746964,17.646271114315432,17.86913905712018,19.08644411581497,16.980184720668966,16.851859120660883,19.25321082507042,20.824397519975022,20.15580870316796,14.758432571427685,9.655795295697455,11.656238312041468,0.8478584372363469,-4.7403304820594565,-3.4937704020565623,,-5.50639391605586,-8.869234130661809,-5.935445604198353,-0.474691625447232,-3.8534686051894895,-6.411304744078789,-5.784628512066265,0.8052530609296544,2.431412691236662,4.956710834699532,7.542562734860535,3.8167700533756985,-1.076697562970793,4.467731103665191,7.473815287939946,7.231268289173357,8.220599036970619,,,,,,,,,,,,,,,,,,,,,,,L5
1991-12-12 20:18:31+00:00,37.74778241730139,36.59396873664068,43.28221024965245,46.09146040468536,36.86412563217765,29.44172814813588,29.89724463177372,39.656692855109306,44.87477743230179,36.15734802926112,20.85838370136848,16.752028801004222,11.598710769353737,17.601903557886544,11.595695682999166,13.310364570822058,16.278941242964287,18.435379240964693,21.281828356109983,16.38481673859487,12.525380761336718,15.682490340732189,17.811579260210912,18.5488969145541,25.18806962455939,29.52467937443503,28.178533677109684,27.695113412462863,27.576848705062496,26.751582745414662,26.50235642653955,30.264824913797103,34.0959236403224,36.70417625184882,39.545198425182335,42.13878176467235,41.76594801172438,38.26287113342088,49.18073431915887,56.95505201080518,55.299650460783305,48.50296161573026,29.369825794975984,21.907545020815665,29.252710735763834,27.96700941703293,21.43689036364048,20.946215268198543,16.26864954915343,14.947905886035766,25.167727703117915,23.933771680692555,9.723873197441543,13.57755421125924,29.05904887913265,42.40387301302879,,,,41.65632918147767,35.763762972778565,32.47251835575688,25.09127691018246,22.949588834702435,16.80591289119989,18.789136565708688,23.517730112475668,22.57132412426558,15.488653063324753,11.637420865543891,16.42203204916516,16.182062852993127,19.92885016187808,19.804373718376013,25.299564094503367,28.68274441059379,28.943651959054822,26.684878264536835,23.389371830252976,26.281172035399308,29.655936898138386,29.0685944822876,29.11661730914726,25.939687433163456,23.926208883140205,24.87008509311564,23.486815869861303,24.12219942723202,26.499539772270545,29.052035486042072,26.67993359993993,24.52122479252691,24.982963420196363,23.81045078501997,23.90430019597425,23.34219873647394,11.84261588226314,23.836142383267592,20.902340632984515,22.22451648242374,22.50213068306052,24.88893290234436,25.92437376780256,28.454748051708705,27.76084967113345,28.131369494574287,29.644460771046983,24.099524717987528,17.985797636923145,20.451479431117413,27.54690245549644,30.212824155621075,31.76642978841287,26.520383583383865,22.87019429891611,25.567430231562906,27.87446581335984,23.984059576785786,27.73655629874785,29.642019175147865,25.463700302149093,21.62756568698865,17.796798287510995,13.28631177549023,6.801178072356588,0.2785063193254397,0.966924797951189,-11.491156589849714,-2.34198871021462,1.163084597921993,-0.6803666109210422,-2.3140579044132337,3.6119446469120073,5.177099146420409,6.649291124692815,8.913180950924263,L5
1999-07-03 20:46:48+00:00,39.43080745104162,23.355348407317504,31.38427134393636,31.38798463523931,24.123982266206543,30.478276375210644,25.16618473359732,37.82635016545206,39.30637703447048,33.75266047108405,18.91708031808689,18.181738929283053,12.097586952334254,16.139263256514493,17.359859029307085,16.887256886127826,18.95875553291081,16.062536264842517,20.92139825963064,18.693816900913955,17.995438729055415,22.418768777580457,23.017697726885565,24.33046698869724,31.288314310729813,32.60637346920717,28.212165965807127,34.50835259046769,31.669898111823503,27.814916464585902,31.240046329775225,27.64115586312087,26.079407621587823,24.3611530499708,28.58975818273497,35.23361136817469,41.7489592898683,30.95256517819784,35.857242791476985,42.33680887519861,38.60474181086187,42.40293653491462,32.20735881323593,20.37022780978465,17.221328976887033,28.51380975268112,28.03543377160401,22.261893483756783,11.836922781033364,10.180631418091906,26.67162279655548,28.955572086130072,21.15635358066016,24.32025987181197,21.84127792200756,25.24190500526913,29.65033385760732,27.2083482292332,19.345882023486592,21.329726451477267,20.21141633815308,24.293362572253987,25.007514981768328,26.094019865265462,22.26993911955237,26.27195805116184,20.758542260927733,22.48020310022753,20.059409088334835,23.794668916581248,24.900056195694656,28.351488995510422,29.125534870411983,29.774343089243683,26.283246108648683,28.047477082322327,27.948646885958,27.483715713913533,29.03199638882754,26.788717285955524,27.55162037906292,27.08195131220637,26.441456666968737,28.539476318387155,25.970913431339287,30.74154714390281,23.008650091875133,32.50733416942901,31.1753903585024,31.61561897589032,27.644270624936222,23.024655591925995,22.044352957354388,20.876426941262363,17.088498853078153,20.608687208420484,8.610013249638774,23.807155664835605,19.732437127320832,21.45856260325236,19.776160827085963,21.50125756107341,25.390421855054203,29.089763294670213,32.76091114201889,29.720741175888097,26.261185748955626,25.44278464395257,28.283498381652805,31.576606693485854,33.87914857485959,33.66589761534079,30.85641059818219,28.384756914222244,21.415958178951787,22.900087586876783,29.868048823488056,25.452400097616565,25.037234799507846,27.60059207943984,31.13697699328147,27.40571559116144,23.33877207259497,32.51141521696693,29.277422620585245,26.918641649411,27.539254255903185,9.635369170104973,10.82470007935446,10.099916188705691,9.159013109741514,6.204216287623138,10.332904363295434,14.16396023722011,21.57602514401804,21.749134701550023,L7
1999-07-26 20:53:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.56612421679794,17.281846876017863,18.747715908817582,18.35245772167168,21.930869822180963,17.710899194261113,16.293470151238136,18.08369456229205,13.650233598982664,16.82155290335736,16.532007577191276,18.70124584325056,16.602547444328106,4.712085537368992,15.737799175961104,11.51321770681558,14.291330048920187,12.909091033452146,13.652494240678536,13.910988756600698,13.756933987917176,7.970270054849902,12.019851930282664,12.107936721168176,12.538203817747403,15.430472537506606,19.20031986623707,20.72455297885828,23.979561360143325,25.80348765617756,25.06355030493778,15.54801223726795,13.385176440745656,18.21688049290911,17.25559588918151,14.870429990526876,13.33841903159886,17.149365159255833,24.03163672623148,32.2168065324631,31.19203448006302,23.59755498297524,17.000435947497746,19.11222489904998,3.3139362929189704,5.968764717165534,5.590025539460005,-0.2689254810055356,-6.420980368275865,0.4441678105838025,2.7474117656517723,4.027384394747909,0.9423010700847452,L7
1999-08-11 20:53:07+00:00,7.901870371862497,8.09394017482228,15.38290518996861,21.685566210365067,20.992762612951484,21.74469020723574,22.094477593557706,20.08928035190613,21.53732904537562,22.37573707033538,17.19037331450938,10.481616185367246,4.65873523337709,9.505957737888904,3.7742424141790383,3.671390604010504,4.594395164389244,4.405702526408017,11.194885406532332,5.415971600483385,-0.8333936086992931,10.672487213544946,12.78591109936636,11.496834770965942,22.990792393335404,29.6286292245264,20.858541946041413,16.691462317793118,15.851132265588449,9.511674874704411,11.448793117032109,21.19628018700113,23.887184959297784,11.878709589177944,15.64679295177649,20.27630840030576,16.997877051213642,12.121858302521746,19.71742076991351,19.95130609942683,26.07631958565821,31.961055263354616,29.23457411395387,15.177984492971907,12.06169555202326,11.22515289749601,9.54227590445398,7.865157983777077,-7.144261324154552,-10.292219031872207,14.538724798732398,20.335006537060544,10.887335336737069,14.89248938888987,12.197205036563396,13.508070311542165,13.725383360204203,12.708414569305,9.52891610592965,10.434096824293375,8.989865060089151,12.322149613834505,15.882275390927184,18.90115776098453,14.14663131097413,14.499060642311614,12.69364931512439,11.14664460435236,10.360189567994365,11.060410218112532,16.6114876374643,22.95172575186205,22.416211275712143,21.96535150299335,19.349751649452013,19.913453105481924,16.527558138433335,22.308804664960128,22.13400420851353,17.257430283208443,16.641490375608925,17.0864472566683,18.642378647559823,12.55456711168474,15.947128534008575,16.175249340216745,17.19201503892492,21.069428641093573,20.789026394933654,24.363765068687336,19.83177270726496,18.384028507619828,15.775171500098809,12.498973667761147,10.167339973127357,12.42273721910236,2.364151689114571,19.7953929036435,10.85983181546607,16.288877452185325,15.645272151755512,16.971480626457584,19.2973185564176,18.56092697922397,17.35299588883992,16.677039618947568,16.667092461958404,15.36184213377008,21.458735811292247,24.70068832386903,28.994458088661844,26.45366071527455,26.554370199245334,21.795561820792493,11.59165569139372,15.127711482545934,15.710296192762073,14.66734896692791,19.278311961081386,21.11271074946384,19.601932294260152,14.86873440654658,18.43153652112361,22.66957992596093,19.17867889885573,16.50456943072541,19.91517816645289,4.271347364088058,9.426730237464476,11.951773931048931,8.300651482492768,2.196264720632612,8.032235196105088,10.269662724301831,10.59191697005363,10.954141619831898,L7
1999-08-20 20:46:55+00:00,,,,,,,,,,,,,,,,,,,,,,16.794578173659758,16.50896461698961,18.06189626802606,30.434104933816343,36.89137810687042,29.230701607009124,21.682635323702684,19.73224311867384,19.073711049487173,17.17866970606444,28.16637420524671,36.92624842939703,34.54123295678993,17.051679099462092,8.693109375779876,12.76861154264787,11.675396638997649,29.521295594777392,33.189917416137455,33.444562914614934,41.00575574747173,36.3498944917212,22.720032669920155,17.267495412060896,23.1389198259509,18.65401202990148,16.066639733021745,-0.1466602329241613,-0.8292028909791564,13.926809147177908,19.38462838859257,16.472793248636222,21.95998053305923,17.78318182107457,22.91151389182988,21.181177943124155,21.90213487658432,17.766907124370064,21.879314199747693,19.634224883562503,24.995440478203783,25.609569044970453,25.54107676314953,18.059499086958155,21.331334699337376,17.5454964652588,19.877680196998394,20.223104309057767,20.50438348618644,14.007844157189284,-4.994053997135786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.070012679863865,24.564342146048013,23.46974696796123,22.80811434578392,30.98025469189802,47.56559107464904,33.68497296918139,31.326407885298217,35.32908967204377,32.37911716926105,23.62422535386005,16.61542206352626,20.609946016089275,5.834161651070905,12.685483195690134,15.066064123809172,11.386111469946275,1.5277627312444555,5.491866967877649,0.2234860300139243,0.5153599054276026,5.53668436447665,L7
1999-10-14 20:53:13+00:00,20.17529126040016,17.728368933726916,31.7434627404942,32.45371490304224,20.666253487755288,21.83188039850589,21.755647823020208,21.829477330288217,22.72277981621895,27.35388369426784,14.952532341002383,10.678050736747394,8.918421902468676,13.239538201311088,8.157694668207707,9.33598179476626,8.298397527762315,3.025532126651889,14.434581260609216,12.975659401812576,6.6903754063013565,12.371154483324164,14.403720153354488,16.156940399807286,29.28138109496132,37.07861437317905,31.109121647262903,26.59250540359098,27.327618341836928,30.632923100823984,26.18333375231808,28.544412765315588,31.11406395650668,27.36618417894279,24.745023953983985,27.86536568684019,26.79690727565633,25.01812636105609,30.15511451760677,35.49133864882872,33.49453371127128,35.3917330796676,28.80563139642958,14.270562260057456,17.591461506326457,21.67942676682728,17.795336992818985,16.376303683060637,2.3159989622591795,-2.407161793906812,19.00899626276382,25.13700567506932,18.4571366598464,19.26502261687342,15.967517866693104,16.689772045222934,15.322814011941391,15.066864005608924,11.898870227310727,13.762702865748045,17.278578540940966,21.783591062585355,24.868724041164857,21.44919227137901,15.055116729417945,14.839872702729249,16.96906476907213,19.67376473563181,18.254170111661043,18.124375016659524,20.275733784462503,19.61213509102817,20.32224193585376,19.396475723386192,17.967331467531725,17.293186555380476,17.919672890706128,21.36420094317945,18.38597217261685,19.77480110863905,18.24834842140524,18.6249573189374,18.602341510953423,17.708484357995463,17.59741930926275,14.978107964184384,16.87156497108663,17.021224974693023,18.65223952884609,19.677280558521364,19.453826956207404,14.567553967688932,17.994055553108343,16.645424879115186,16.6273288017312,22.98462316508392,15.387928810414705,18.81450471132798,13.519431064328156,17.93672126641859,16.67409258120205,17.654575339158203,19.108291210570183,16.828794543995837,18.614418498075185,22.774029309208007,20.520280132546684,12.907516560497047,14.842644079025296,17.45928562403625,20.03335277279714,24.43398776917704,23.424209296270263,24.3326706611147,17.56217943978015,21.151567484637862,25.086394896474378,21.035169838897712,22.6598239761142,23.9161233082183,24.1597409366284,20.89064280278869,20.796984631202964,25.829039270058995,22.1624571806172,16.68655430742506,20.86120455023291,5.902440227822865,10.004748453084758,11.448524929409585,10.458093590134922,9.443152229048492,9.50619715048412,5.662315890861201,5.45626270153268,6.595547398363422,L7
1999-10-30 20:53:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.02126674774094,17.044170035996785,4.301921561458193,1.4842071666281054,8.859266455570248,0.3187781565440974,-0.3361859208671209,-12.301815079422145,-15.54533003048043,-0.7732254403662973,10.910950238678703,8.825687976319715,13.300988562983624,11.584836758989493,13.571728230184396,12.690840703631318,13.995398900192065,7.563116482075021,11.816919465605023,14.836673229987635,17.931245362447655,20.86273158916029,19.769601756590014,11.309124922750716,13.184279955368025,12.700523163511752,12.590924437136428,10.67838521107784,12.565993363223862,16.103717093462944,15.194055643678544,14.748461615346065,15.56272416074504,18.57783180661996,19.996696468966064,25.7892851603239,13.749303916613524,11.340589664025218,14.55859619709978,11.129591148463172,13.811664693480564,14.169619772198258,15.302362072663808,12.100905525425608,11.081528159090285,10.347333972608068,12.42816240614498,15.411775191021716,14.291021431742903,10.223426079650595,4.231111814912103,12.349964584658036,7.626921345559054,11.185029636441664,13.400470659343451,2.1641306308711554,18.32245739305608,14.260176086629844,17.69570441298454,16.031960762582912,16.75034469614451,16.977842288658643,14.910954693458512,18.207621459978924,20.449926310511824,20.089765829900493,16.259025441333435,10.27008889467606,11.89035063452606,18.7677206840281,24.163752260415546,30.62440498293424,24.007027037199823,12.993853003817266,15.4308105070437,19.565409115904004,18.04665502467399,25.35267594919515,29.71400408035697,24.18207247016292,19.08971772740366,20.17086890797865,22.045550037822423,18.64179001829297,19.16106309227056,19.66659075416271,3.0573946947664643,6.738179450125133,6.820375661845115,3.0249501054073127,-3.6200940321568487,-0.4079270850751701,-3.263712243501871,-5.2977777075274295,-2.4866193815535107,L7
