dates,oahu0082_0001,oahu0082_0002,oahu0082_0003,oahu0082_0004,oahu0082_0005,satname
1990-08-19 20:14:00+00:00,33.38743995240528,28.01267855986396,28.333302953439304,10.36629917114006,-1.8476529110678177,L5
1990-09-11 20:20:05+00:00,23.19639930265709,20.660886574612466,27.62031137143752,12.262524448264587,1.485886453223091,L5
1991-10-09 20:18:07+00:00,14.48959452721017,11.462509708035316,17.21501627560113,-2.6791089192602944,-12.812624981289904,L5
1991-10-25 20:18:11+00:00,26.457099575992903,22.358216659085723,24.492729529530244,6.780751631079002,-4.5440514797189255,L5
1991-12-12 20:18:31+00:00,43.56191532877469,39.03565946720563,40.336430187352434,22.492650424029645,11.87913191155704,L5
1991-12-28 20:18:23+00:00,35.76356273688208,35.22509669657196,41.93357603444563,23.530960880412835,14.88423974703783,L5
1999-07-10 20:53:01+00:00,49.741950109345154,45.18847349299524,50.367662935450646,27.079693043565943,22.76829612746634,L7
1999-07-26 20:53:05+00:00,,,,,,L7
1999-08-11 20:53:07+00:00,31.083203219674044,9.752238575695726,20.18340798037424,9.832482001179905,3.5992023414670653,L7
1999-08-20 20:46:55+00:00,34.16602328453811,21.609965007897824,28.99257776804817,15.253378614382274,8.882896625960793,L7
1999-09-12 20:53:05+00:00,33.2462785702511,23.93490316435512,30.7737134047816,17.061454297280207,10.613966702639622,L7
1999-09-21 20:46:59+00:00,35.74038715836932,22.72769010657832,26.55040741213574,8.523522342073443,-1.983797721256915,L7
1999-11-08 20:46:58+00:00,34.34743581900896,22.1203193259837,29.891626312514823,16.9582498920121,12.5334453446485,L7
1999-11-24 20:46:49+00:00,34.737467698291844,28.216334519110028,27.23093898546947,10.33978415436737,1.5624020517826689,L7
1999-12-01 20:53:02+00:00,44.94488203326922,30.28574337847257,34.73993467990159,21.16794400861996,15.451550432576488,L7
1999-12-17 20:53:11+00:00,45.03486757390444,43.7217435710673,45.63131623651896,24.072350014119905,16.74023127218979,L7
2000-01-02 20:53:03+00:00,34.11911825364997,25.39522071689761,31.779403068879656,20.291457827124933,15.08541662768702,L7
2000-01-18 20:53:00+00:00,38.69105517416928,33.29216947843807,33.85662094359801,15.782719353987508,-0.8244919260522261,L7
2000-01-27 20:46:52+00:00,33.83275672099326,26.379745599949075,31.094410307931668,18.414560704937216,11.838853465955332,L7
2000-02-03 20:53:01+00:00,35.11271674750131,29.019447878079784,28.13323458453184,14.7384506230535,6.62747985913132,L7
2000-02-12 20:46:47+00:00,41.89538072441899,32.785247248938965,33.61716040615052,16.881032847189744,4.2572880382430665,L7
2000-02-28 20:46:42+00:00,42.57692306958973,36.85614611175333,36.82539660901752,21.13092327598781,14.352233869956825,L7
2000-04-07 20:52:39+00:00,39.07527923704836,26.907375054538207,31.32237051954651,18.03935957814849,13.286793297777606,L7
2000-04-16 20:46:20+00:00,41.25967287704765,33.945740355136934,37.20105260295891,20.00688264729992,10.991953518900637,L7
2000-04-23 20:52:33+00:00,68.48033775538832,,,,,L7
2000-06-10 20:52:06+00:00,,13.01458117755919,24.270679578136857,13.067085239960642,8.054095448405864,L7
2000-06-19 20:45:53+00:00,37.90066816521218,22.5457862519825,29.66267201963504,17.434352705105248,12.421359335193287,L7
2000-06-26 20:51:56+00:00,50.55867257592054,41.00589132340321,40.53106362184648,25.848334250200075,19.037704014810195,L7
2000-09-07 20:44:48+00:00,37.3923182383343,26.96237192492435,29.485326113025245,9.187020638524118,-3.136910004082753,L7
2000-09-30 20:50:41+00:00,31.88946171944988,23.26414954260001,30.254550533169564,17.890705691647874,11.777152604376464,L7
2000-10-25 20:44:20+00:00,40.321105305870255,35.615301157077326,35.388112007361265,19.158815022525765,10.981812447315114,L7
2000-11-10 20:44:23+00:00,40.683497692317495,31.71257935050352,33.18049591812233,16.898926439634348,4.994414336282085,L7
2000-11-17 20:50:34+00:00,36.673774692936696,23.11728980993723,31.768498192844483,19.472504977004736,12.067855035148147,L7
2000-11-26 20:44:25+00:00,40.598769027341206,26.45556964454131,32.21555460310289,18.81050861529844,11.97806878841855,L7
2000-12-03 20:50:34+00:00,43.20180842421719,32.745836966118034,35.39922808300496,14.581635877845576,-0.2674348859287097,L7
2000-12-12 20:44:27+00:00,30.35760198395985,23.758518901654888,24.39874764548185,4.696296455668634,-5.792688780463923,L7
2000-12-19 20:50:39+00:00,39.42830137521929,26.71310940629381,33.418411457754495,20.31719548451793,13.932188727367112,L7
2000-12-28 20:44:30+00:00,59.65604850085795,38.28524571295391,35.013888868551334,17.257813795411998,5.2789087721212224,L7
2001-01-20 20:50:45+00:00,44.189246031025895,43.878282589346576,49.558860954102734,31.21420492460487,20.192824480190367,L7
2001-01-29 20:44:33+00:00,43.16166799091158,39.07725806506144,38.74539966205277,19.32373798649781,8.605178117269123,L7
2001-02-05 20:50:39+00:00,40.41014907169104,30.37370628889144,32.206920446478904,18.931889285644623,13.087452226922808,L7
2001-02-14 20:44:29+00:00,38.79114588114275,28.262624402671506,35.637123480108706,20.753237101410715,-1.514942103314242,L7
2001-02-21 20:50:38+00:00,39.43376891258027,31.412816962065364,34.810374029563576,17.80545545004003,6.311778503411869,L7
2001-03-09 20:50:34+00:00,26.216513637057805,22.782941667523268,28.788410154931643,16.14553790570842,9.40470532339673,L7
2001-03-18 20:44:17+00:00,41.02276790978559,35.57546109581068,36.16957203395053,20.169838431499933,11.88475222180218,L7
2001-03-25 20:50:25+00:00,37.47207502301077,30.075650775337863,31.4474998318512,13.21891586312568,-0.7948924747342989,L7
2001-04-03 20:44:06+00:00,42.37549577274163,37.17283633994973,38.56593705013604,20.82166320397597,13.254117728033831,L7
2001-04-26 20:50:19+00:00,39.96875863509893,31.83970676867508,33.77099498215671,20.009138659214265,14.195479332139524,L7
2001-05-12 20:50:10+00:00,54.26202286272719,50.80966432198733,60.82872497809792,42.647090525844646,37.37951693223388,L7
2001-05-21 20:43:54+00:00,43.62145919987474,38.29984242984521,40.34424669650557,20.86720003927036,10.180296385660151,L7
