dates,oahu0093_0001,oahu0093_0002,oahu0093_0003,oahu0093_0004,oahu0093_0005,oahu0093_0006,oahu0093_0007,oahu0093_0008,satname
1990-08-19 20:14:00+00:00,51.76809932484773,50.80658833893502,51.87860965181181,51.10520100359935,44.264928349030505,45.90228602151752,36.40656823085484,33.347413138377114,L5
1990-09-11 20:20:05+00:00,50.08222313206829,49.98695035508137,44.65018004707183,42.80315314348668,38.88488624140896,41.40569158026652,28.659962365918844,23.978760660956887,L5
1990-09-20 20:13:50+00:00,25.982812954347136,36.12975126406645,36.64250223919888,35.35507948627603,33.426071332588435,32.21746358741795,16.213615045051494,11.433324833340375,L5
1991-11-10 20:18:16+00:00,25.50884749942688,32.9641922033708,34.00983959803453,29.82117638736482,28.92187694312153,25.015793726297154,14.915386806282108,9.49340254938064,L5
1991-12-12 20:18:31+00:00,27.385674973236,36.16189995912272,36.82499058555785,34.31287398803099,33.70803552013154,31.69766538632798,18.93766079554045,12.043781353107915,L5
1991-12-28 20:18:23+00:00,17.72346810365348,26.351347060429934,30.860339319621986,29.04694437546044,29.67512655849096,27.159905665553136,10.157100490639776,6.561947038242661,L5
1999-07-03 20:46:48+00:00,35.39498388073161,42.04978145231311,44.3477891519694,43.44107494868855,40.23952735355324,38.20345222343413,20.481938544845352,17.670463950316023,L7
1999-07-10 20:53:01+00:00,25.57690482373537,36.46809982947224,37.17605280710727,40.34390980210309,36.839414551069936,43.303020995093256,31.596777988679897,9.48512139813262,L7
1999-07-26 20:53:05+00:00,25.95716862767275,34.57517765544061,33.824579030152414,28.10941444407347,26.44336380251403,29.72610468954265,18.961752802155505,14.3047065394365,L7
1999-08-04 20:46:58+00:00,29.43660099729852,37.89575853069708,37.7419932872205,38.64240778333986,35.790220287852534,35.56737699236093,15.606117760329266,11.253123106131635,L7
1999-08-11 20:53:07+00:00,28.402845068985663,35.42920461946545,35.35418571993889,43.15573040439647,39.67464247864198,37.52123283212646,14.826659167684008,7.539212519944807,L7
1999-08-20 20:46:55+00:00,30.201711104931384,38.90732716115751,39.139188662744665,38.82762594391677,37.21917875422536,35.627216988997006,17.64140434962478,14.654006867694934,L7
1999-09-12 20:53:05+00:00,31.540619699691504,40.769495370099065,43.12180528776087,46.70341423789483,42.95370753101927,39.41630497698559,19.58467515862269,12.620541482579895,L7
1999-09-21 20:46:59+00:00,28.53505021637677,37.04267412822767,36.69298400859639,33.878272455687494,32.72973963988723,33.9596251877792,14.720525510044345,12.197958107375978,L7
1999-10-23 20:46:55+00:00,,41.58243077691504,41.09231627656294,40.661190847845226,32.75556327000498,44.58335480119293,35.353288135192415,36.29128884610757,L7
1999-11-08 20:46:58+00:00,23.181392566353164,34.91909225825527,38.14144857670501,39.169940214671215,34.76643649540951,26.153656768621648,11.27605619956219,8.262384734607208,L7
1999-11-15 20:53:07+00:00,,,,,,,,,L7
1999-12-17 20:53:11+00:00,,,,,,,,,L7
1999-12-26 20:46:52+00:00,30.782484467159843,40.05746316318885,40.60684788277204,41.588917889196416,38.77631382080476,39.85286040244668,25.29104440815585,23.49262755577844,L7
2000-01-11 20:46:54+00:00,27.66351620749388,37.57914411182471,40.41758947088385,42.95843780899708,39.89014130188144,36.50791192275824,19.386386024293817,20.828091762036145,L7
2000-01-18 20:53:00+00:00,31.0181851013878,40.64198692281448,46.579389648350215,49.29078907257247,42.44488828910371,46.0208715021536,32.66914783498356,22.50710340656856,L7
2000-01-27 20:46:52+00:00,27.433545829451457,36.93122602763928,41.42319713504562,45.128346445465006,41.20136547299575,38.52749027031561,21.251976229581054,22.347874582489663,L7
2000-02-12 20:46:47+00:00,32.56031842787841,40.29045277711106,41.54352190590326,46.24558761129662,43.53771070394637,48.8023347493207,37.70217170595267,33.55840038921048,L7
2000-02-19 20:52:54+00:00,37.80337763753879,47.22549893516337,52.77845750608077,53.88525242674248,50.58594775469876,49.3706790576322,32.064238143971004,23.24784183523749,L7
2000-02-28 20:46:42+00:00,31.89130446130133,41.51567057897015,47.02914720112045,49.93468633246179,47.36111779072333,48.54125525113428,34.79365934171643,29.20267357978664,L7
2000-03-15 20:46:37+00:00,32.02962444946755,40.50662034932692,40.964027526583614,41.46705164369904,40.799125513650615,45.757727938114286,33.392717235580825,33.357353912173195,L7
2000-03-22 20:52:50+00:00,30.05677251572081,36.96384857788061,38.19821166261618,37.98108413432056,35.18945969639304,37.60547836663197,20.62503277350078,11.54139090776412,L7
2000-04-07 20:52:39+00:00,45.89713573331691,44.85644996302816,41.96056395351223,46.671510478704846,44.133296280712266,44.6710348164853,27.12027084716858,17.793387098469662,L7
2000-04-16 20:46:20+00:00,28.223695524077154,35.3921043723476,35.6152720128338,36.93882841925698,34.12690329156472,34.62036001972386,20.47783388621962,21.34862400742839,L7
2000-05-18 20:46:08+00:00,46.46875563589196,54.16021261891361,54.78362846627963,53.211143889398194,42.175537659630926,44.36834989134909,29.902738981264328,23.20332342887069,L7
2000-06-03 20:45:56+00:00,37.65378018636054,44.40734876014129,43.8322832682244,43.23330763541072,39.52060658009509,40.94674393814745,28.96284435249301,24.66725807267579,L7
2000-06-19 20:45:53+00:00,29.132837809436182,37.48082778749308,39.94431800028338,42.50598392791216,42.39278363920437,41.735061204805,22.283638764652512,19.55148380530892,L7
2000-06-26 20:51:56+00:00,27.4741515612061,36.18584742134288,37.32218250272921,35.87685885996897,34.3841720391078,34.23721716106162,15.922204538562294,8.816405026300515,L7
