dates,oahu0096_0001,satname
1990-08-19 20:14:00+00:00,63.3284000513496,L5
1990-09-11 20:20:05+00:00,51.59515983777483,L5
1990-09-20 20:13:50+00:00,43.751995599674686,L5
1991-12-03 20:24:42+00:00,59.83483744515216,L5
1991-12-28 20:18:23+00:00,62.10524799617134,L5
1999-07-10 20:53:01+00:00,66.01616051726084,L7
1999-07-26 20:53:05+00:00,56.302281831246056,L7
1999-08-11 20:53:07+00:00,49.27710042925598,L7
1999-08-20 20:46:55+00:00,67.38758844348456,L7
1999-09-12 20:53:05+00:00,50.26006272218967,L7
1999-09-21 20:46:59+00:00,62.100580860755066,L7
1999-11-15 20:53:07+00:00,61.73601832480723,L7
1999-12-17 20:53:11+00:00,62.52109794531847,L7
2000-01-02 20:53:03+00:00,36.29850442939044,L7
2000-01-11 20:46:54+00:00,68.09691682110933,L7
2000-01-18 20:53:00+00:00,68.75062266262539,L7
2000-01-27 20:46:52+00:00,42.34936350575762,L7
2000-02-12 20:46:47+00:00,61.463708257516565,L7
2000-02-19 20:52:54+00:00,68.0798540741907,L7
2000-02-28 20:46:42+00:00,67.61323778500396,L7
2000-03-22 20:52:50+00:00,68.3933305935965,L7
2000-04-07 20:52:39+00:00,46.28413389303692,L7
2000-04-16 20:46:20+00:00,48.23669771439946,L7
2000-04-23 20:52:33+00:00,46.58815959568273,L7
2000-05-18 20:46:08+00:00,46.13682577974664,L7
2000-06-19 20:45:53+00:00,,L7
2000-06-26 20:51:56+00:00,,L7
2000-07-05 20:45:39+00:00,49.183805397642274,L7
2000-07-21 20:45:23+00:00,68.63946112067813,L7
2000-07-28 20:51:26+00:00,54.46935621757424,L7
2000-09-07 20:44:48+00:00,56.998251201627454,L7
2000-09-30 20:50:41+00:00,56.09038684419527,L7
2000-11-10 20:44:23+00:00,59.68746221139382,L7
2000-11-17 20:50:34+00:00,65.90452386924517,L7
2000-12-03 20:50:34+00:00,78.63626073671657,L7
2000-12-12 20:44:27+00:00,48.17657333183276,L7
2000-12-19 20:50:39+00:00,55.33838451551102,L7
2000-12-28 20:44:30+00:00,61.32785748118005,L7
2001-01-20 20:50:45+00:00,65.53064344735647,L7
2001-01-29 20:44:33+00:00,78.14176303504387,L7
2001-02-14 20:44:29+00:00,,L7
2001-02-21 20:50:38+00:00,55.36802774804359,L7
2001-03-18 20:44:17+00:00,66.06674477385373,L7
2001-04-03 20:44:06+00:00,54.99620926877984,L7
2001-04-10 20:50:20+00:00,68.54386474193858,L7
2001-04-19 20:44:10+00:00,63.5333754526847,L7
2001-06-06 20:43:42+00:00,59.74130360588168,L7
2001-06-29 20:49:35+00:00,77.8699244622437,L7
2001-07-24 20:43:19+00:00,71.9790539914047,L7
2001-09-01 20:48:54+00:00,48.94490524027049,L7
2001-09-10 20:42:38+00:00,68.53938471787482,L7
2001-09-26 20:42:29+00:00,68.57408117231986,L7
2001-10-03 20:48:30+00:00,59.236152322450266,L7
2001-10-19 20:48:32+00:00,70.13650125851885,L7
2001-10-28 20:42:21+00:00,78.3351907790035,L7
2001-11-04 20:48:37+00:00,66.42399563752704,L7
2001-11-20 20:48:45+00:00,54.43220337004271,L7
2001-11-29 20:42:36+00:00,63.14706505506207,L7
2001-12-22 20:48:56+00:00,63.98362271039475,L7
2001-12-31 20:42:36+00:00,51.61234089165663,L7
2002-01-07 20:48:58+00:00,59.48031747482382,L7
2002-01-16 20:42:50+00:00,65.5895498281492,L7
2002-01-23 20:49:06+00:00,69.70902288941129,L7
2002-02-01 20:42:53+00:00,62.861851865942,L7
2002-02-24 20:49:10+00:00,60.79289392191711,L7
2002-03-05 20:42:58+00:00,73.58127920462827,L7
2002-03-12 20:49:08+00:00,73.03347797419481,L7
2002-04-06 20:42:51+00:00,63.1446886022304,L7
2002-04-22 20:42:49+00:00,62.541243454682906,L7
2002-04-29 20:49:04+00:00,,L7
2002-05-15 20:48:57+00:00,57.96315077795684,L7
2002-05-31 20:48:51+00:00,54.95620337335579,L7
2002-06-16 20:48:45+00:00,69.92567983412712,L7
2002-07-11 20:42:27+00:00,74.21072695970868,L7
2002-08-19 20:48:22+00:00,71.84246771333865,L7
2002-09-04 20:48:13+00:00,57.26918819588508,L7
2002-09-13 20:41:56+00:00,74.94661585324437,L7
2002-09-20 20:48:01+00:00,65.0841568580303,L7
2002-09-29 20:41:47+00:00,89.77327213809731,L7
2002-10-06 20:47:56+00:00,63.71839519837005,L7
2002-10-22 20:48:02+00:00,68.92264377954767,L7
2002-10-31 20:41:52+00:00,68.31397234932312,L7
2002-11-07 20:48:07+00:00,68.32091894412834,L7
2002-11-23 20:48:24+00:00,65.28106095343162,L7
2002-12-09 20:48:29+00:00,48.621240289906126,L7
2002-12-18 20:42:19+00:00,74.72617394369769,L7
2002-12-25 20:48:35+00:00,62.8715460804274,L7
2003-01-10 20:48:36+00:00,50.85629786315066,L7
2003-02-04 20:42:40+00:00,69.24168268998892,L7
2003-02-27 20:48:54+00:00,55.357520792901376,L7
2003-03-15 20:48:58+00:00,52.61987201911052,L7
2003-03-24 20:42:41+00:00,70.61733644214151,L7
2003-04-16 20:48:59+00:00,52.78588152843705,L7
2003-05-27 20:42:45+00:00,80.0259730099063,L7
2003-07-21 20:48:46+00:00,58.40771007942466,L7
2003-07-30 20:42:30+00:00,75.24200127049507,L7
2003-08-06 20:48:37+00:00,65.27497186180607,L7
2003-08-15 20:42:28+00:00,66.45563911402402,L7
2003-09-23 20:48:25+00:00,58.7560433747395,L7
2003-11-03 20:42:27+00:00,,L7
2003-11-10 20:48:45+00:00,64.46555950877023,L7
2003-11-19 20:42:42+00:00,,L7
2003-11-26 20:48:55+00:00,42.22175536757563,L7
2003-12-12 20:49:00+00:00,,L7
2004-01-06 20:42:58+00:00,,L7
2004-01-13 20:49:09+00:00,40.54670375153314,L7
2004-01-22 20:43:05+00:00,,L7
2004-01-29 20:49:18+00:00,64.42180586110284,L7
2004-02-14 20:49:21+00:00,37.82510021955687,L7
2004-02-23 20:43:09+00:00,,L7
2004-04-11 20:43:15+00:00,,L7
2004-05-04 20:49:25+00:00,45.51052469195294,L7
2004-05-29 20:43:12+00:00,59.19505643661215,L7
2004-06-05 20:49:20+00:00,53.2604340748882,L7
2004-07-07 20:49:14+00:00,57.47640229863181,L7
2004-07-23 20:49:09+00:00,43.05763775809399,L7
2004-08-17 20:42:51+00:00,77.27710737062344,L7
2004-08-24 20:49:01+00:00,,L7
2004-09-18 20:42:41+00:00,,L7
2004-10-20 20:42:46+00:00,,L7
2004-11-21 20:43:04+00:00,,L7
2004-11-28 20:49:20+00:00,71.44859098439814,L7
2004-12-14 20:49:25+00:00,53.7324547745071,L7
2005-01-08 20:43:27+00:00,,L7
2005-02-16 20:49:51+00:00,,L7
2005-03-04 20:49:56+00:00,,L7
2005-03-13 20:43:46+00:00,50.68934534599829,L7
2005-03-20 20:49:56+00:00,,L7
2005-03-29 20:43:43+00:00,61.447893173929735,L7
2005-04-05 20:49:52+00:00,85.18267852512994,L7
2005-04-21 20:49:46+00:00,,L7
2005-04-30 20:43:38+00:00,63.073933256576666,L7
2005-05-07 20:49:51+00:00,52.66597813140968,L7
2005-05-23 20:49:50+00:00,,L7
2005-06-08 20:49:44+00:00,59.77166742698792,L7
2005-06-17 20:43:29+00:00,,L7
2005-07-03 20:43:28+00:00,73.08021986687646,L7
2005-07-19 20:43:29+00:00,79.63524876861511,L7
2005-07-26 20:49:39+00:00,,L7
2005-08-04 20:43:26+00:00,,L7
2005-09-05 20:43:12+00:00,70.80745445161448,L7
2005-10-30 20:49:34+00:00,69.1232800633993,L7
2005-11-08 20:43:29+00:00,,L7
2005-11-15 20:49:44+00:00,,L7
2005-12-01 20:49:50+00:00,62.14447057097714,L7
2005-12-10 20:43:40+00:00,60.265104858418525,L7
2005-12-26 20:43:45+00:00,62.85939765621587,L7
2006-01-02 20:50:00+00:00,58.6555295630888,L7
2006-01-11 20:43:54+00:00,52.23081116094604,L7
2006-01-18 20:50:09+00:00,,L7
2006-01-27 20:44:02+00:00,,L7
2006-02-03 20:50:15+00:00,,L7
2006-02-12 20:44:07+00:00,66.7853103164523,L7
2006-03-16 20:44:09+00:00,67.3725267360228,L7
2006-04-17 20:44:03+00:00,,L7
2006-04-24 20:50:15+00:00,55.88969168372434,L7
2006-05-10 20:50:18+00:00,44.5489815430394,L7
2006-06-04 20:44:06+00:00,68.60676132650464,L7
2006-06-11 20:50:15+00:00,,L7
2006-06-20 20:44:01+00:00,66.84879896840451,L7
2006-07-13 20:50:02+00:00,64.50185459979619,L7
2006-07-22 20:43:46+00:00,73.07238322421952,L7
2006-07-29 20:49:56+00:00,,L7
2006-08-07 20:43:44+00:00,76.97962192347597,L7
2006-08-30 20:49:51+00:00,61.02596884232969,L7
2006-09-08 20:43:38+00:00,,L7
2006-09-24 20:43:32+00:00,,L7
2006-10-10 20:43:27+00:00,,L7
2006-10-17 20:49:45+00:00,54.14718709700056,L7
2006-10-26 20:43:43+00:00,41.71877674021158,L7
2006-11-11 20:43:57+00:00,67.59371618592269,L7
2006-11-18 20:50:12+00:00,67.55604018360562,L7
2006-11-27 20:44:07+00:00,,L7
2006-12-04 20:50:21+00:00,57.8031903465708,L7
2006-12-20 20:50:26+00:00,,L7
2007-01-21 20:50:30+00:00,54.84541281257462,L7
2007-02-06 20:50:37+00:00,,L7
2007-02-15 20:44:29+00:00,69.32286267045382,L7
2007-02-22 20:50:42+00:00,59.79961242536377,L7
2007-03-03 20:44:33+00:00,55.65189450140761,L7
2007-03-19 20:44:35+00:00,69.64017372468818,L7
2007-03-26 20:50:46+00:00,,L7
2007-04-04 20:44:35+00:00,,L7
2007-04-20 20:44:33+00:00,61.45923927076765,L7
2007-05-06 20:44:29+00:00,63.30769956081844,L7
2007-05-29 20:50:29+00:00,,L7
2007-06-23 20:44:19+00:00,,L7
2007-06-30 20:50:29+00:00,,L7
2007-07-09 20:44:16+00:00,76.84932905749659,L7
2007-07-25 20:44:13+00:00,,L7
2007-08-17 20:50:15+00:00,49.892157305058646,L7
2007-09-02 20:50:08+00:00,,L7
2007-10-29 20:44:01+00:00,,L7
2007-11-21 20:50:24+00:00,,L7
2007-12-23 20:50:34+00:00,66.84102569612601,L7
2008-01-08 20:50:35+00:00,61.584513346872775,L7
