dates,oahu0008_0001,oahu0008_0002,oahu0008_0003,oahu0008_0004,oahu0008_0005,oahu0008_0006,oahu0008_0007,oahu0008_0008,oahu0008_0009,oahu0008_0010,oahu0008_0011,oahu0008_0012,oahu0008_0013,oahu0008_0014,oahu0008_0015,oahu0008_0016,oahu0008_0017,oahu0008_0018,oahu0008_0019,oahu0008_0020,oahu0008_0021,oahu0008_0022,oahu0008_0023,oahu0008_0024,oahu0008_0025,oahu0008_0026,oahu0008_0027,oahu0008_0028,oahu0008_0029,oahu0008_0030,oahu0008_0031,oahu0008_0032,oahu0008_0033,oahu0008_0034,oahu0008_0035,oahu0008_0036,oahu0008_0037,oahu0008_0038,oahu0008_0039,oahu0008_0040,oahu0008_0041,oahu0008_0042,oahu0008_0043,oahu0008_0044,oahu0008_0045,oahu0008_0046,oahu0008_0047,oahu0008_0048,satname
1990-09-11 20:20:05+00:00,,,,,,,,80.76569576645164,117.58413348382147,103.30070781530968,,,,,,39.86057389627639,41.83560784131269,44.33213251563923,38.116296258311095,37.21118238857143,36.59869205590713,30.41423047226101,27.977014315575826,27.59061601235168,,,50.360797396933165,50.75891230585934,49.39242738273288,39.258440049339534,35.63463712069502,33.85194456562329,33.9880704487144,36.51704800506109,35.87487469269666,33.28897535175824,32.5717781221258,27.67377649720209,,,,,,,,41.06754875296605,38.43425233633712,43.29814548791564,L5
1990-09-20 20:13:50+00:00,55.53869010941961,,,,,59.92738083742528,60.677788957677706,67.49901897074989,108.30540913695992,96.55529072066084,81.34710204476536,70.69913312168673,65.25697601649246,,,,26.96073516510746,30.599107502653663,34.51403923438521,35.00142067878876,32.72350257824829,27.87118926223009,25.34020607825601,20.89110550835315,22.101992676063404,31.02550282865217,35.79408689743454,34.46773834775861,36.18858378844328,33.65398200416608,30.121933711063026,27.11748134705246,26.957649008427502,25.727689967363,24.471823765576424,23.440145173768844,19.450952351899904,,,,,,,,29.557452543703533,28.63456648318748,31.26226317166378,31.709550215812616,L5
1991-10-09 20:18:07+00:00,47.24843316181514,50.09294135750133,51.86684007240749,45.065656650597326,39.69916281056033,48.46811633589751,,63.95457876418041,106.3279170610701,88.85865197058766,83.06608783371196,76.16408146528694,,,,32.11136306121295,32.00163946499691,34.36705241969405,35.786341663810326,36.78826842223985,31.74557097264139,28.948163747515867,25.619502880597192,22.42550539127983,23.51774793821737,31.42126220523049,35.17123634251399,34.58695345427785,36.50672146551381,34.855231705727405,28.45832186992379,25.365059830518668,24.34189623802956,23.92371160277394,21.786831153055694,20.848881547436847,18.13482061639354,18.73546398891036,,,,,,,25.94420024800987,26.725216866551744,27.18893546548678,29.1341667656452,L5
1991-11-10 20:18:16+00:00,,1.635721398202739,,,,,,,,,,,,,,14.022593485554683,13.4034307366674,13.687948615425928,4.037667499977465,3.18799128408264,4.659006629588269,5.108783810306226,5.35535600347272,3.130544145344126,2.2802255751193914,4.1697634236632775,4.797643467636458,5.393637203090114,6.778220456722119,6.388350987149732,3.9515542231133582,1.861600457176217,1.8487836194491265,-11.3779954001234,,,,,,,,,,,,,,,L5
1991-12-03 20:24:42+00:00,,4.026212626311705,4.977733172367478,,,5.031249293851748,,,,,,,27.30200167359633,15.412701348145418,11.020766656649617,3.4976024865457926,-2.033298353343629,0.5231154763077581,3.251934005660721,2.490404448533346,3.65506315807188,3.415263235016389,3.458647037776092,-1.2680992478916382,-1.1483748468922583,2.3828920258966386,3.957114853045039,3.788821518537171,6.303237043938421,6.488599533860246,4.72723369312397,2.8199000181174707,2.622779253064782,3.7563336367325606,3.866879506113669,4.626485840765271,2.808830577345552,14.394796785603154,10.576839435666702,6.240828383174216,4.477931218332043,3.133605213358165,5.153603585983672,-1.4764372979961138,2.297450483541403,2.79838367480985,3.18483517879576,7.237325295945214,L5
1999-07-26 20:53:05+00:00,45.6420167560989,49.96993129323919,51.43102915184989,46.03768625119214,44.50876954463993,41.32651332948248,47.84934250016964,65.65031336398552,101.51646719160982,,,,,,,29.59088133689514,31.98854540998963,34.849672347879576,37.924613586158834,39.59140296788253,28.335354264841417,20.054617507100485,18.65298519702656,18.703614131053424,26.19176902046142,43.35650178682096,46.04209188255502,45.06870934925389,46.32504413828507,42.45123539322168,34.57468326984447,29.156547859995783,28.494595550098264,26.749771254813023,26.246421074807124,26.46523618338185,25.22784095513772,,,,,48.84168489965814,,,34.45166570485123,33.476647486863094,33.25076863681453,32.442327025074945,L7
1999-08-20 20:46:55+00:00,,,,,,58.76548807273774,61.49182264775987,70.7426548612487,107.63082028792071,89.83835097338437,,,,,,39.84760373973547,44.18929760965828,48.00924283191413,51.74428342310468,47.77847183993428,44.95197913080663,42.77566213915311,40.85264288710014,38.83773800786222,40.15974201636635,50.32837317445552,53.37165449682747,52.94910256396678,,50.83141407505317,44.99364799641238,33.80660062152392,25.75178361500628,23.450088055969854,22.080953381202004,25.826674288202696,27.190366358787443,,,,,51.26776211010623,55.58085362071048,48.25981989327703,47.1787673340046,48.12417268871441,43.178678331485,41.95288510955235,L7
1999-09-05 20:46:59+00:00,52.58147471566196,57.11593156413237,59.23043732077703,51.73906987471441,45.87428067257135,41.13028393751448,,,111.34082630842347,93.01531758882405,81.95265438601973,70.94334429178407,,61.39958408744543,45.04557649210506,36.98049595264715,41.88162035481516,44.805024530443056,49.75764316936885,,,,39.33047970222712,32.7974188527981,32.40127335613502,41.26253066387889,48.057980519221886,47.08118290058778,49.01566598793528,47.745830648159085,40.75494568906517,35.2139474703499,32.87780215467306,30.35326020922209,28.683002017455724,27.17474722222495,24.3651147551666,,,,,42.88025696244553,45.940464102524594,42.09927511130761,36.21005381323273,36.82490549214031,34.82795844432098,37.58882028324689,L7
1999-09-12 20:53:05+00:00,52.42871810763253,56.99725592746853,60.5338514100968,53.54492085597303,54.65108693660437,54.05595949348064,56.058333769443465,68.06367033415135,103.47704297282436,86.1277679808165,78.59860622146222,65.92456646402789,60.66018110228886,46.14019819546448,42.24800135864217,35.55296750760553,31.970141889259992,34.88605672193455,36.596271255578,36.969790940180864,35.346823259639365,31.117813780843825,27.887929139277244,30.3681654023173,30.24677629960505,43.19785873480711,,,,,35.97932974441913,32.2533501406971,30.803147689474468,28.167585060684885,27.17793236657165,25.48401306676864,22.77842558953709,,,,,51.14347511601338,,,,,,,L7
1999-09-21 20:46:59+00:00,56.44432672458656,57.36164552215682,58.09815892840631,50.47054725437564,43.708786947556376,41.48159682182996,,,,,,,,51.73310778800118,45.25883286596542,41.75546168585869,45.71182429299144,48.85319698641177,,,26.98097498491645,24.45470970217602,24.083828874170788,24.86738925565041,29.76034416754156,35.96027963832242,36.28116157072209,35.49237128241008,38.11903410307728,35.45016971731899,32.1428576704665,29.066362763799496,26.643648497071776,20.471527214264952,19.583451010743243,16.76517317510185,14.177369365599612,11.957086386563471,,,,,14.586180204408226,14.99987503670208,16.59480043074924,15.9273162399651,10.514800904165908,12.060867928702422,L7
