dates,oahu0054_0001,oahu0054_0002,oahu0054_0003,oahu0054_0004,oahu0054_0005,oahu0054_0006,oahu0054_0007,oahu0054_0008,oahu0054_0009,oahu0054_0010,satname
1991-11-10 20:18:16+00:00,19.28534655214781,22.89795283312591,23.902175833552324,8.944415046035738,21.91229290599172,21.015488895127703,23.82124427325068,,,,L5
1991-11-26 20:18:23+00:00,14.57327871232096,17.872037617176677,18.06843908026415,7.563377149249415,19.29807486135485,17.763061284390094,18.1434257846096,,,-15.495270434607292,L5
1991-12-12 20:18:31+00:00,7.259984934636768,9.112792301470764,10.578816688868432,0.7607246757919288,11.769297370864429,12.781398421849858,16.83140661408918,,,,L5
1999-07-03 20:46:48+00:00,24.80305841367717,25.16493336648276,24.769042804964663,12.73794576601198,33.52769697879135,32.015244352624926,39.281012939440906,29.58090769549971,23.38470155575306,14.43283878874856,L7
1999-08-20 20:46:55+00:00,38.58453684512901,44.57267101855664,46.53333055757778,33.22057832022319,43.324548977772174,41.36064637090323,43.43065898066511,30.759831461770688,26.559870477964783,22.117819849583228,L7
1999-09-05 20:46:59+00:00,29.186835031961376,28.947123056501216,27.88554351141294,20.54883678965141,34.30810681563003,33.364989089964624,37.24647184725388,26.5627394029391,22.62221994116512,22.036042468432107,L7
1999-11-24 20:46:49+00:00,37.02274803385925,37.74198426807944,36.79692291508054,24.914233060133576,37.85957008856486,36.21861310038016,37.77893774700145,23.327384716873635,,,L7
2000-01-11 20:46:54+00:00,12.561508699426184,18.2898317762381,13.855238579205196,6.378193349807284,22.34844066086461,27.93486012504169,31.863742408648548,22.45447965993825,,,L7
2000-02-12 20:46:47+00:00,48.23658523995889,52.30935853855284,49.21031575997699,35.47987128968536,47.77688008430997,45.13010921729117,47.3845274580361,36.02431580348222,,,L7
2000-03-15 20:46:37+00:00,39.363137934313066,42.079825022044695,40.64514106372062,27.24713749163007,37.95553588911348,36.5848820690153,38.90795070311374,26.811115292506205,22.092061536891823,16.998897033035032,L7
2000-05-18 20:46:08+00:00,25.71004292649709,29.2816488500899,29.17319701670975,15.25298244626888,30.625244462171214,30.06536090597701,35.85882947854765,29.11530212805888,25.932349330153915,26.52617912932537,L7
2000-06-03 20:45:56+00:00,28.67276221548756,32.99887606246568,33.52454266233368,22.87403532019144,39.894345836335845,38.47519220777556,41.41904150905142,29.390337165113504,23.275304332259108,18.202636960079875,L7
2000-06-19 20:45:53+00:00,21.68768694818286,24.509263069872706,22.71057511299277,9.228755736936389,22.81877820762939,26.105181884848136,32.993633192541154,25.40448987879053,20.42154951282422,15.749857651845314,L7
2000-08-06 20:45:09+00:00,,,,,,,,,,,L7
2000-09-07 20:44:48+00:00,26.48107972568072,28.20047495776097,28.94450822699788,19.635042098596465,36.67915735306819,34.94081437311207,38.25589481512628,24.99309106163431,18.33137307125655,15.229480435171125,L7
2000-09-23 20:44:31+00:00,24.774560045618507,31.133273045313533,37.0502654938266,23.332091818240336,41.17184041765493,39.24474602137075,46.011267788442176,36.679172615352655,30.21526454865427,22.97900409667028,L7
2000-11-26 20:44:25+00:00,30.46021440404881,32.70380048168533,31.147506647990944,20.351126282292704,37.14945372271973,35.06383153700553,38.536876178821466,22.20550154246976,,,L7
2000-12-28 20:44:30+00:00,45.87355124332133,50.55961230703719,43.95395537986421,21.52313108681931,29.207542073508098,28.625852082853783,31.682187185581945,24.961938750650106,,,L7
2001-01-13 20:44:32+00:00,,,,,,,,,14.016926015772786,,L7
2001-02-14 20:44:29+00:00,,,,,,,,,,,L7
2001-03-02 20:44:23+00:00,36.0172507136088,41.47574196500511,41.20402092166771,29.187276617574803,39.73248423602487,38.07580510697485,39.18571510085733,27.705462140906707,23.71457613358904,15.78450580227591,L7
2001-04-03 20:44:06+00:00,21.217675128953672,27.039606111684204,26.58653866884768,,,,,,,,L7
2001-05-21 20:43:54+00:00,34.9596997073319,38.386073799102896,35.936023029387655,24.78820546913616,39.03638132349111,36.83189693644157,37.87760419950112,22.151211815501608,21.189298017606102,17.415334239087016,L7
2001-07-24 20:43:19+00:00,24.767442864254868,25.09587051401516,26.587837866570545,17.2720406346943,35.788567684616666,32.67328220585325,34.430000564801986,22.617971016348456,14.279139652664629,11.311986262857646,L7
2001-08-25 20:42:49+00:00,29.20670606569659,29.53796085833525,31.45589428172595,17.699802009057045,29.08672957089236,26.7947259421564,28.25316721381641,18.347786810625145,16.958364505079675,13.07068583950572,L7
2001-09-10 20:42:38+00:00,27.83947185960416,30.156472090548977,29.655268791675088,17.787831119041883,32.50682037007983,31.03542558715508,36.0193022776961,26.25902895479449,22.845577540564697,16.254124503378627,L7
2001-09-26 20:42:29+00:00,36.42880979181788,39.68822520052639,35.77502779567654,21.45915457613949,33.98353717951855,30.656678988412505,32.59148596977655,20.197108580604084,18.823724571827604,13.811572622005928,L7
2001-11-29 20:42:36+00:00,38.98968010182971,45.09068833093276,42.50625663998389,29.617928668219577,39.48687570312556,38.88979250777921,39.51778359626847,29.15668847061842,,,L7
2002-01-16 20:42:50+00:00,37.3823696376289,41.4345165191155,38.49743268438297,24.790158652673032,34.745944759766566,32.29160421379605,34.111982209802505,21.144754088055635,,,L7
2002-02-01 20:42:53+00:00,13.099231680999706,16.490510975393452,13.118111336583162,0.932483273693158,12.47949383408125,13.102764197550936,16.57060443733419,5.244073443451405,,,L7
2002-02-17 20:42:54+00:00,16.554531045111574,22.65359475766669,18.57138188961953,9.155526360572535,20.664156465244297,19.78425273344382,21.785069648651817,11.43506131310965,6.155904695232365,,L7
