dates,oahu0036_0001,oahu0036_0002,oahu0036_0003,oahu0036_0004,oahu0036_0005,oahu0036_0006,oahu0036_0007,oahu0036_0008,oahu0036_0009,oahu0036_0010,oahu0036_0011,oahu0036_0012,oahu0036_0013,oahu0036_0014,oahu0036_0015,oahu0036_0016,oahu0036_0017,oahu0036_0018,oahu0036_0019,oahu0036_0020,oahu0036_0021,oahu0036_0022,oahu0036_0023,oahu0036_0024,oahu0036_0025,oahu0036_0026,oahu0036_0027,oahu0036_0028,oahu0036_0029,oahu0036_0030,oahu0036_0031,oahu0036_0032,oahu0036_0033,oahu0036_0034,oahu0036_0035,oahu0036_0036,oahu0036_0037,oahu0036_0038,oahu0036_0039,oahu0036_0040,oahu0036_0041,oahu0036_0042,oahu0036_0043,oahu0036_0044,oahu0036_0045,oahu0036_0046,oahu0036_0047,oahu0036_0048,oahu0036_0049,oahu0036_0050,oahu0036_0051,oahu0036_0052,oahu0036_0053,oahu0036_0054,oahu0036_0055,oahu0036_0056,oahu0036_0057,oahu0036_0058,oahu0036_0059,oahu0036_0060,oahu0036_0061,oahu0036_0062,oahu0036_0063,oahu0036_0064,oahu0036_0065,oahu0036_0066,oahu0036_0067,oahu0036_0068,oahu0036_0069,oahu0036_0070,oahu0036_0071,oahu0036_0072,oahu0036_0073,oahu0036_0074,oahu0036_0075,oahu0036_0076,oahu0036_0077,oahu0036_0078,oahu0036_0079,oahu0036_0080,oahu0036_0081,oahu0036_0082,oahu0036_0083,oahu0036_0084,oahu0036_0085,oahu0036_0086,oahu0036_0087,oahu0036_0088,oahu0036_0089,oahu0036_0090,oahu0036_0091,oahu0036_0092,oahu0036_0093,oahu0036_0094,oahu0036_0095,oahu0036_0096,oahu0036_0097,oahu0036_0098,oahu0036_0099,oahu0036_0100,oahu0036_0101,oahu0036_0102,oahu0036_0103,oahu0036_0104,oahu0036_0105,oahu0036_0106,oahu0036_0107,oahu0036_0108,oahu0036_0109,oahu0036_0110,oahu0036_0111,oahu0036_0112,oahu0036_0113,oahu0036_0114,oahu0036_0115,oahu0036_0116,oahu0036_0117,oahu0036_0118,oahu0036_0119,oahu0036_0120,oahu0036_0121,oahu0036_0122,oahu0036_0123,oahu0036_0124,oahu0036_0125,oahu0036_0126,oahu0036_0127,oahu0036_0128,oahu0036_0129,oahu0036_0130,oahu0036_0131,oahu0036_0132,oahu0036_0133,oahu0036_0134,oahu0036_0135,oahu0036_0136,oahu0036_0137,oahu0036_0138,oahu0036_0139,oahu0036_0140,oahu0036_0141,oahu0036_0142,oahu0036_0143,oahu0036_0144,oahu0036_0145,oahu0036_0146,oahu0036_0147,oahu0036_0148,oahu0036_0149,oahu0036_0150,oahu0036_0151,oahu0036_0152,oahu0036_0153,oahu0036_0154,oahu0036_0155,satname
1991-10-09 20:18:07+00:00,0.6060185837407066,9.67280995249754,9.018322192013716,10.356897690541786,9.921902386369611,5.358892129900102,12.02142559805964,14.205923944928958,15.89997195700204,12.57396344347062,11.259171713863312,12.807795957391567,13.32161277252116,14.931540989920418,15.583153536355985,12.60342701780918,17.37834107130074,13.235084111261584,9.899245267973056,8.934002873600363,6.647089538631022,8.805374360439075,0.3887242320476258,10.354561350110137,1.5517966691049705,0.0433449561648413,6.003877501794971,11.52800188216948,10.561308800693936,6.1645631460774055,9.766638056258792,6.968778081301476,3.532774551856811,,,1.955785714883256,0.8821132571908881,0.2353700571551518,-10.325426858313264,-1.92292927890184,-10.765628442851662,-9.892910789922531,-7.746778324631903,-4.034115427449294,-4.561305648456333,-6.120492173063436,-1.7781092758653574,2.6022722940583667,4.734845951957984,2.4648804452412816,-0.8874575018515602,-1.9834649287936224,0.808931361321314,5.2999422513900285,6.366388516959457,7.013810815220445,2.761548144718518,0.2477785636422678,-3.000401954629853,-15.82101278432317,-6.262880077110481,2.424080064102104,27.792839137178472,38.34825339284118,42.8705547860088,41.76889831582341,41.31102682918196,42.21215165533879,41.90275459242418,42.96346127723458,43.550200981782325,44.21820491684133,47.11003944664749,,46.38674809065432,39.73851439691573,34.76701506335996,37.667418740530856,42.40298892071477,41.46362840024873,40.11511131039967,37.51982215228902,37.06152912084161,40.64844853235282,43.33331866478056,42.12665417991436,,,,,39.98138129187623,42.29164801992415,,46.54951567152543,44.00537979209683,31.780741712760804,22.93409549954531,3.977345810931802,40.67140150718927,46.87922515389546,,,40.86548997607938,22.46519771659404,23.87303106995428,25.72932374677877,22.981056151197347,22.580521518362136,19.127568660472463,22.863109259786224,25.481854653055684,17.889878997559332,21.94964424727816,25.19297704499956,29.48268172061045,,,,,40.69777181080384,29.105897905833245,29.87469789687333,21.01684862766381,17.47125724434963,17.07593782352109,15.528877142888708,17.770409271696092,22.62174891088096,17.460445687795776,0.2292152546467325,,,,,,,,,-19.86098337993108,-16.368396044553958,-10.886831538534144,-9.556050951837122,4.250764220144166,4.799112408982911,8.385928437231351,6.117342470952305,-0.1787857499816172,-7.996929478101336,-11.559125368121244,-17.47951067496074,,,,,,L5
1991-12-12 20:18:31+00:00,-8.448501130548312,3.0787900488386777,0.8775627678672511,4.19615805522809,5.940480486941035,1.5221734646309006,1.0473297535339452,-1.305419911853664,1.1089043042534616,5.099888647334713,1.472501575495799,0.5846903885928907,4.664481704533782,6.789655053660227,8.355893344835641,3.400843924973516,3.6353387420372414,8.286869629496875,7.332510132895988,4.9063134220084885,3.56257345507454,5.085853989037557,-5.609905880054215,8.495020668418798,-3.731840413052301,-5.418285966747708,-0.5246632589525493,4.236967024290871,4.1284742880955045,0.4754370627492196,3.7497604658919217,1.4700733102009036,-1.166458851852872,,,-0.3653136543009434,-0.6566283208014265,-2.223965691661824,-13.811908933476694,-1.1958435100209168,-9.340703554767131,-8.92198348887106,-7.760986919494432,-4.383185536091578,-3.760156353958517,-4.672428677305587,-2.804690338291919,0.2156397812745159,1.903169628213296,0.0468074133505898,-1.6422650577942075,-1.5324784965533833,-1.102254570062878,3.0025804242456084,3.504587567253321,3.9566171559019647,1.0999533213924064,-4.114652571038108,-5.4697566487510825,-16.986478947530628,-8.95976984271678,-0.6222295940628217,26.6990039541342,37.30857280386692,39.695363579957785,39.50322401016307,39.32276986067045,40.1466581784128,39.70078612951456,38.96396685033296,40.17364574367943,42.0598359238259,42.68022290640787,43.63250895197417,43.40224199747513,38.713238730027705,33.94209360896243,34.91985693900348,38.31358419417354,37.63348922092894,36.01394882550111,32.789834037034005,32.701647476866434,36.336173358444526,38.87884290814478,37.11913866009687,,,,,32.150642630293575,33.79781113440081,34.978213995964204,34.013529966920785,33.34930147734342,25.736108880020133,19.257867100264264,1.84818380603348,36.31741308110189,42.81403015307437,49.93948101109863,,41.15227000199114,22.400426206263244,21.67794302160621,21.465477726063792,17.964683461116646,18.17542488944925,15.802122772061258,18.493737763520976,18.098246114238588,12.964569576712291,18.408452148725143,19.15926511514868,22.753547787121693,27.58329317408429,,,,40.73781120640098,29.1875966855832,30.972730484486423,25.582021173153706,21.179344876364546,18.517986917604656,18.388522032551663,18.57041935787502,17.77106299548149,10.289466161848088,2.987423823553613,,,,,,,,,,-15.150267198946004,-7.130944790353953,-8.13716061136996,-1.3612154097650897,-1.24352815003878,3.3452492855866867,-0.1976379501039839,-10.84179052556096,-18.85465770699499,,,,,,,,L5
1999-07-03 20:46:48+00:00,-13.38528406985959,-1.6586516900158892,3.135308365546203,4.173006851097137,4.800758603672557,0.0434783821079718,2.697342731945072,-0.2495345177544008,-0.0012290925390758,1.0781642428715248,-0.7420423593904091,-0.9514217156826476,1.9340622741279936,4.957057209420965,5.594695767792979,1.5485472620927232,0.8843152720317469,2.22323756605236,1.8690059587764456,1.1990110071195992,-1.9503378996250285,-1.3337058789352183,-12.504174614960188,-2.2930560850377284,-9.826602165390604,-10.469168506100011,-5.479044833669226,-0.7179654537959146,-0.9408507242948848,-3.2404808449750413,-1.4865192534674798,-3.385402856024586,,,,-4.143615354032095,-4.168670427009337,-4.668988867806528,-17.166327797131533,-7.172606982947965,-19.08684899417707,-15.987917005019783,-10.943470219364391,-6.520074818089942,-7.083935160286714,-8.831759663782215,-5.035793324747052,-1.6443649211552356,0.3377362535759771,-3.631014234057213,-6.636315323109015,-8.527173726894745,-8.88309646199258,-6.3593152881919774,-4.144125151411414,-0.4609102147179329,-2.823019134720844,-8.06862467931762,-5.435513748468135,-18.213348234381414,-10.809636851619542,-1.822144171155577,24.65294916972753,35.53245953774879,40.90810790006258,37.58653736850323,36.31557890794311,37.18667862412212,37.46050272111541,40.38772354475306,40.03813791215445,39.24123801059459,40.33466080249209,40.05710632610795,38.07020786363503,32.77945002128083,29.057887471859857,30.1072813088164,31.62115657899409,31.595254712416363,31.45943560574392,29.263843574313192,27.397147920513703,26.12489796695432,25.67794305772756,23.776812058341605,,,,18.51138275213912,18.07188046530651,23.09107682288562,26.78427224884929,26.05823435622873,26.40552730606531,16.130661968872964,8.266267727130339,-1.433004536842136,34.16999773148591,40.26363821512869,47.22907181996686,45.88412664847896,45.48747232281646,30.78204124331513,24.52695969844736,25.65585386390095,18.774305534708283,17.0098029884227,11.561163722630852,12.011600170481822,11.091306490227442,7.278810523079894,16.45474119855966,15.878465024447474,8.570288028358801,5.277280967565735,14.533283126396144,28.83049620620988,20.51076781217744,19.883888135004785,14.438082886527852,15.637647169409862,9.226954031037346,6.250808006759302,7.464618717790332,6.920870999380723,6.999567784750807,4.590014030695324,-4.969842394882376,-9.864330088893189,-14.218250638822262,,,-10.77208410526582,-6.834760284558637,-3.2978333401965423,-4.922901246447703,-0.4765345689308931,-2.356705852383014,-4.101275888094515,-0.2335739766182509,-1.877826091288226,4.958546672738239,1.104768209987506,-0.5511127391311474,1.2229533348519666,-5.6818982635078985,-8.56834787077239,-18.48811347334784,,-17.342773887922252,1.4898775623549638,-3.207795111315163,-3.5766873048321366,0.8771189764243004,L7
1999-07-10 20:53:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-08-20 20:46:55+00:00,,,,,,,,-13.824699066844914,-9.216237194194274,-4.915252440530557,-6.105084859623393,-5.112414909155426,1.1998780149168398,5.676331700505786,7.269510979621099,4.016336907873828,1.5107204287460925,0.223201816529317,4.767531267957645,2.910121956680891,-1.5831982155167146,-2.452170471512173,-13.150038526367114,-0.1177215529585828,-9.198662298059263,-11.66947395749046,-7.382492621061292,-4.618490092316971,-6.452733556475444,-7.245647518970367,-5.225559168146971,-6.7057974880601,,,,-5.833704089082193,-5.461965024424892,-4.632722681155332,-12.828793942265872,-10.531267852754675,-17.77402773205765,-14.016029696583733,-11.959254425464731,-11.445380192866171,-11.94651368919435,-13.634968145609912,-10.81590958430067,-7.71594402945794,-6.030355203453066,-7.872558998861605,-13.753044341133316,-12.915162004850536,-12.321151745519398,-10.184085700040738,-7.507842815027592,-0.2488419343075685,1.6075513889989623,-4.79557956682374,-7.220044172606167,,-15.06350148804473,-7.194559585787015,21.555061233331205,30.263555372038606,34.532254653385465,34.23583063341265,34.74448834689102,35.87123625292286,35.13486555026159,35.580139771425095,34.03624871065868,34.18721412854365,37.115484083679554,40.19300510244711,39.40470613197263,34.657637479155134,29.20463388545112,28.628311454139403,26.624719637096536,28.40664850463438,29.765033189356675,28.49150764899878,28.87689246024677,27.314109282329248,25.7294365238318,24.10798819622001,,,,,19.793774388061102,21.682917178781285,23.67187429103625,25.56324491896993,24.66055203429539,15.052856581563336,6.519770883804364,-7.068451296544975,30.81965283938912,39.34535971210306,47.218286705564175,,44.945545592340615,26.78614666771642,21.485583307063973,21.983847582698942,13.087272713792226,11.575572379429309,8.632070834800013,10.282847516171437,8.228360131066678,-0.7770662126134709,9.51119942240602,12.820242631089103,7.951524512400605,4.528386332694376,11.832240343970224,28.998988491884464,20.101536404065858,16.41593605165458,8.838280729000614,12.661341484956225,9.698019289704108,7.741447306101749,8.282062353147987,9.407973062589162,6.673592214426796,1.9985728010184527,-7.359397568623118,-14.010858278533147,,,,,,-7.864651396995251,-7.335394265431802,0.5330107354278639,-5.064051384148719,-17.460496571229804,,-16.860700062907647,-2.165434780038486,-1.085410813911737,-1.2249357244090835,-1.9063334417303583,-13.900126719844112,-16.28279288244467,,,,-13.675649446633631,,-17.747367321159242,-10.207807348088927,L7
2000-02-12 20:46:47+00:00,-12.951986560128686,-12.373667507602532,-8.704577495678635,-6.648628612368302,-1.9353714472192216,-2.3961786708021577,-2.55007335538577,-4.665244156856769,-2.523645587963582,0.0808568406660048,-6.778448433569785,-5.457111754810613,-1.421657439923404,0.4185491655572413,-2.589585396915549,-5.705124899234459,-6.880861796060408,-7.763520883677847,-7.434987939082052,-4.789097190565318,-9.58048208214162,-7.768838855714227,-16.907084423659953,-7.708411231369396,-12.842141969338291,-14.856762110206152,-10.44261996825761,-6.890109654344164,-8.470763947264974,-10.052903713395452,-6.739110312626584,-8.382592179510494,,,,-8.152284398418495,-7.93964113146149,-7.050920788027419,-20.46194062640928,-10.649558683033032,-19.66262172427888,-17.594268885773594,-16.13684492797872,-13.932436222361982,-14.238865865232794,-13.224174036642433,-9.525566213171237,-6.55613057351251,-4.996582619674772,-6.81399822697764,-10.14467186787124,-9.409386265520018,-7.897648680181481,-4.833567234556593,-6.666103710119076,-8.984950756355545,-11.381147506609327,-18.282885931161072,-16.82398570880876,,-14.106746418247615,-3.751028365570949,20.56290828428473,29.10210452434212,29.68812739946477,31.444190188595368,31.06626898914556,28.72693961029945,25.8770500233753,26.810477536472707,29.908819464723127,34.228037140578365,35.945760046408495,36.42736959294939,36.24568436570485,32.1910971819664,25.47251842533503,20.23484925594024,24.717625384782536,26.6468751089924,27.39528729203948,25.19863446742201,24.32182197517541,23.41692494780555,21.86407938945535,19.819301515302577,,,,,13.386011491943504,14.661441489017552,18.608152655636307,23.01055513498162,22.02798364766203,12.45504771196833,7.674603658444912,-8.534548426976345,28.787768155768948,38.9945095070387,46.197488151386665,46.22078846379826,44.1937136379981,32.034461427451575,26.41720804108683,20.45609986446755,20.214547029843,18.95657175287226,12.350470309206704,11.405740936727296,7.939465204346096,-0.8210686620643912,16.83007317184344,13.27271846066702,5.554970305780106,1.4076574591460442,12.0297183177171,24.730301846811503,17.36807015109835,15.391492673080888,7.410020418478719,10.39843459174922,4.319659400274901,-0.8963978125661463,0.0442234359880162,3.13644800527322,0.5890072443154253,-4.816471064682947,,,,,,,,-9.78158416303573,-9.21194338882488,-6.508904307113202,-7.050089400154093,-10.863034018079771,-9.45476297467181,-5.586886932610707,7.295098450445668,6.215370147735026,9.835192698419108,3.893920296680932,-3.0337153162767905,-12.683796290066674,,,,,,-18.465070737866096,-12.464818958363557,L7
2000-03-15 20:46:37+00:00,,,,,,,,,,,-0.6990557851667317,-0.5520304205100969,2.469169738588153,2.987203432821626,2.4960514575225043,-1.650692356153695,-3.76430248843364,-5.461620386115574,-6.4813317609689,-2.03790794980219,-5.481618821401283,-3.242192364832168,-11.15890189178691,-6.2280443218428525,-9.073559762282548,-9.837642647761236,-5.959113960343008,-3.432219006830064,-5.9734689206267335,-7.810934791077211,-3.1003008644116297,-4.897404660690939,,,,-5.265685853579272,-5.198956365607764,-4.207797209169319,-17.918232479959173,-9.33507160618756,-17.772998462408854,-15.756790102614284,-11.563569647437475,-9.42997717717934,-9.754432283231305,-10.049880562768182,-7.289682301140687,-3.819037351934153,-1.7624147637743846,-6.444863456379596,-5.623367595637234,-5.399396584894574,-5.239762286473876,-5.578022662561183,-4.810209991506432,-0.042479186983727,-3.011625985129282,-8.54126752892147,-12.488185215432967,,-13.198501016680028,-1.8371828359697744,24.06319581434959,33.80615579285599,36.86092126337108,37.4463624021008,37.43136658861658,37.47352740393487,35.815818165903494,36.11328945782255,34.49149808796396,35.25495910662212,37.549274261790565,40.56936868208904,38.47325226755108,33.952447254210625,31.162562592936503,30.52627779422152,30.194172640539225,29.758317677189545,30.785067961004856,30.14959455505345,28.54559292624229,28.298467938537744,27.451146615502893,25.548999953726224,,,,20.278995437217144,19.837951481554224,21.33628690138849,24.350840004050724,24.90869462273832,23.618467949765964,14.17173021544,10.577723756396974,-6.880015862430866,28.697555923131272,39.593845195600906,49.29298226736112,,46.26030158453269,,27.40059031686615,24.701853816085475,24.71193107117716,22.60538343958241,13.001098986189623,10.902163094339354,7.309346164936527,-1.418971231904803,14.92074575541448,12.77810657249259,7.610994585042333,6.855777280657256,13.235245066841934,27.36972340595572,25.42827610684749,16.89340360080105,11.117192161357304,16.478006881570302,8.308996265790967,0.9340507460548148,3.920651521088956,8.157900841022396,3.850962663585626,0.087758767050594,-5.317484659766639,-13.379343489685755,,,,,-18.61659866219896,-11.005937798966595,-7.943995622774499,-8.712859583828328,-3.7539073192047967,-10.401910649453352,-7.531669733101272,-3.650162133987039,1.04381390472891,0.0881598376381369,8.960850802676463,1.719080364023152,-6.060051506783949,-14.226685975069742,,,,,-19.39589775875551,-19.517735736563854,-13.720708052211032,L7
2000-05-18 20:46:08+00:00,-11.926231403798546,4.608980135817115,6.555186807831644,6.805359775603927,4.548792069388901,1.3459514406743924,4.165588690196848,0.6660955690424917,0.8630998734817314,1.6084078382313098,3.2126582493353606,4.625199457906158,5.303957655521659,8.722357005290833,8.292949377161579,3.1557275787551067,2.057682320686615,5.093450183704244,2.416440781522157,2.3048126901073847,-1.7946541384578705,-2.8736767097896863,-18.14400152397569,-8.120769843690011,-9.782532030505433,-9.642271546954609,-4.453516097848434,-0.3312886040975246,-2.0451587532170787,-6.392320567657803,-10.533849984569848,-14.736140465953152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.74601660036503,39.38330482504621,32.678641160375406,27.260798033088577,22.025553608696555,25.64205995741348,28.282742255583955,29.6222600029064,28.521082966616007,27.878805648335607,27.696943378851344,26.36249770917147,24.70817617020792,,,,20.4310252416666,20.24006136966161,22.08826238652449,22.88948364164095,23.96129232894212,23.11055642906953,13.64386742602291,8.04029871829992,-10.23532271887869,25.43057200568249,33.74992290479449,36.85666987167438,39.848817691454606,38.04139600289443,24.09217930528276,20.46949792026736,18.265208685417328,11.22597073942968,5.436248600164722,-2.389324592926512,4.20653174873552,4.469296840575008,-3.2108320309640224,10.659248444596356,7.802420966249082,2.423805978541837,0.1795701210697462,0.0752910648583924,,,,,,,,,,,,,,,,,,,,,,-7.899412363784762,-13.18129283960718,,-17.53221175180949,0.3509087106147694,2.5320583148368616,6.083485283014907,-0.2256083332153462,-14.046576239853003,,,,,,-19.548718580452142,,,L7
2000-06-03 20:45:56+00:00,-11.138623261687323,1.2238994466247624,3.61835531780882,8.352301166489465,10.358097994294509,4.269861559478239,8.261722520647282,4.183254526620657,6.547786725064575,3.0147936414931387,4.012912416342689,4.580402550998669,4.918191200348875,7.343160169879478,8.033153239854329,3.9416955740676647,3.2229587872747905,3.0643507791403506,1.8734462840412496,2.0654385482993254,-1.168525177685784,-1.838797479773615,-15.644976428762703,-5.882283943247136,-8.384024640364874,-9.471400113669958,-5.36613784585536,-1.0642670404779162,0.23961917934498,1.654955994742589,2.7483315713021907,0.5443934647501822,,,,-1.4120959692219277,-1.730788930352948,-1.7444336746349949,-10.117293556999073,-4.36742347402057,-15.954110132951548,-13.77064958927916,-11.242894979518006,-8.47426634566402,-9.167909515754785,-8.274013429582823,-3.5679546346245,-0.212895122982311,1.7345095028324264,-2.1046054235434086,-0.8747497898356764,-4.260177305485937,-4.232228570845206,-0.3433112618370773,2.2148625244388205,5.475796415930463,3.8761552893776736,1.3771009845729545,0.8826395056199656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.120794064262395,24.49819114988609,13.807655010568896,9.053087080549435,-3.517690505406173,32.31103145598354,40.17255073952617,47.87819224466946,,47.66205092875951,,25.450278707137898,20.28462982810058,11.09433040973973,6.734019999696586,2.098713803680414,9.18142753128793,9.919568054612622,3.269086633400561,16.540495137936983,12.384624150688918,7.509507932179042,6.670940303658949,12.268581512722369,28.892799335545707,28.135817045510624,18.40959049308809,10.278574688152217,14.306628728869937,7.003401465510698,4.405401479139811,6.6922019310287135,4.890271365496587,-0.1677654769779666,7.215449296557153,,,,,,,,,,,,,,,,,,-11.419133710170604,-11.170607968876514,-6.046004790818039,-14.09007213772475,-22.571345587795623,,,,,,L7
2000-06-19 20:45:53+00:00,-12.920275288393006,-2.978123966914946,3.6864888979624015,5.628005382463382,5.639588570646751,1.1323254676972896,3.848605391657135,0.0888454985507856,3.4597918213411067,3.188358791871708,2.769333739877485,1.9833084618995191,1.5457304041012567,6.708737413536628,5.462412848732118,0.6746342874221409,-0.8550625667444827,2.256410984959381,3.629592942923428,2.9556108671076484,-0.7072474805990967,-1.157559782386929,-11.987126596172688,0.5488581909849768,-10.34980581153142,-10.24357493020116,-4.767253311406812,-0.0008530718521764,-0.3910579090655193,-3.145668153882997,-0.5752840256654319,-2.443381736121068,,,,-3.0749376329942346,-3.0663678180521816,-3.3713739885015133,-8.38368933781841,14.2604071213514,3.801509121203662,-4.462292858549208,-9.001121800249042,-7.9005393130018415,-7.758836932732528,-9.559090630976446,-7.248368216273029,-3.503061028167991,-1.1722627522141125,-3.9383577276522974,-4.65920755214438,-7.8189118656325185,-6.070101440601071,-3.46672519391938,-3.427373708904376,-0.0260271992403562,0.0665851345119965,-5.180864222163223,-3.413588087740389,-15.58203782180532,-6.735445293423819,1.4557639433006284,25.067955039731945,34.59723491366975,40.65736041635152,39.21809020757647,38.36371136935808,38.76099070383621,38.31242239485496,40.39868129204291,38.79590559579216,39.37870874816949,40.95408603164959,40.75561587705032,38.43611989210083,33.67348958038863,30.28980289526352,31.063723292037864,33.27492580510626,31.81684238408087,31.7541005154798,29.566962282833025,28.12587527170196,28.86281131794852,29.23209687254984,26.79198053378967,,,,19.368261299824496,18.388892785261906,20.370179968961708,22.285192473052508,21.65593031414563,20.60709595945839,13.15122115402444,10.502505495847686,-0.8801530431136224,32.721991563638255,41.11067477220014,49.864605034513175,,48.96743129617211,,30.295276947247388,28.616159700286303,21.644400062053727,21.721426663072315,14.749826926790432,14.065061101804112,18.56153935148992,10.461492183783209,10.128150778381965,9.559422222972564,5.384927075358377,3.5342897673427065,9.52504276248544,27.70340112016157,20.15292493610431,17.06277287591798,12.793200980080677,15.187731323039069,8.397217659219884,5.616926784165155,8.457803912866364,8.56193833300038,4.716659163889339,2.858719006813694,-2.9596037846772307,-10.053176247115394,,,,-12.222054360134292,-10.329297970220154,-6.378979319706424,-6.262044305771283,-1.3170419303417655,-1.5076590919755617,-3.553386510751256,1.3220061704963304,,,,,,,,,,,,,,,L7
