dates,oahu0034_0001,oahu0034_0002,oahu0034_0003,oahu0034_0004,oahu0034_0005,oahu0034_0006,oahu0034_0007,oahu0034_0008,oahu0034_0009,oahu0034_0010,oahu0034_0011,oahu0034_0012,oahu0034_0013,oahu0034_0014,oahu0034_0015,oahu0034_0016,oahu0034_0017,oahu0034_0018,oahu0034_0019,oahu0034_0020,oahu0034_0021,oahu0034_0022,oahu0034_0023,oahu0034_0024,oahu0034_0025,oahu0034_0026,oahu0034_0027,oahu0034_0028,oahu0034_0029,oahu0034_0030,oahu0034_0031,oahu0034_0032,oahu0034_0033,oahu0034_0034,oahu0034_0035,oahu0034_0036,oahu0034_0037,oahu0034_0038,oahu0034_0039,oahu0034_0040,oahu0034_0041,oahu0034_0042,oahu0034_0043,oahu0034_0044,oahu0034_0045,oahu0034_0046,oahu0034_0047,oahu0034_0048,oahu0034_0049,oahu0034_0050,oahu0034_0051,oahu0034_0052,oahu0034_0053,oahu0034_0054,oahu0034_0055,oahu0034_0056,oahu0034_0057,oahu0034_0058,oahu0034_0059,oahu0034_0060,oahu0034_0061,oahu0034_0062,oahu0034_0063,oahu0034_0064,oahu0034_0065,oahu0034_0066,oahu0034_0067,oahu0034_0068,oahu0034_0069,oahu0034_0070,oahu0034_0071,oahu0034_0072,oahu0034_0073,oahu0034_0074,oahu0034_0075,oahu0034_0076,oahu0034_0077,oahu0034_0078,satname
1991-10-09 20:18:07+00:00,23.707327934759647,21.28967870714376,18.69370389692209,24.85293946497837,26.262351549893346,22.13665664825057,21.164842022826964,20.38060272126945,18.491896097799494,17.456604967006303,14.591189156696624,10.6186155833456,4.785960224963109,0.4961767159940788,3.823973178803616,6.215967665177711,7.718277677041634,8.306548199883157,7.54688832952289,7.354182908298487,5.068946458301003,4.779452246059034,11.040854043566084,2.623228493159911,-2.0191650368351186,-1.1103490194278396,-1.719338642628283,0.6774301665453177,0.7280337753103621,3.6651684623854135,3.658220402185546,4.464294306969268,1.3737684335163474,0.9187211139074564,-0.7150953417992193,-2.008528350640993,0.5621268388434264,0.7451859938727492,-1.058393699388002,1.976391380895252,5.401351963105121,0.4763489690139413,-0.7294558561934497,0.8112879370975361,5.93849557195194,5.892548416869651,8.133959972789459,12.922283080570306,11.499681193280171,16.75434326560676,19.221023625597507,21.19512350797612,22.31250561232465,21.95434659994965,17.935508621833083,16.284970957487754,11.374436656189648,1.6492644665317404,-3.5052136751982945,-1.912371752246052,-0.1672062438288821,-1.2001935744539938,-3.0426245979363595,-6.835199181572152,-0.6796375844510291,5.460302319622709,4.19620017903684,6.335655215314663,12.488027866224424,16.273061230306073,19.488112476932496,23.484702953545145,24.52739485754764,26.491195919922784,22.70126912667505,10.49179578149879,2.1490821483021283,0.2760950065519981,L5
1991-12-12 20:18:31+00:00,6.898618181878844,8.316924970484235,8.632174327268133,19.55143374569392,25.934645081263422,28.68793892121905,27.64722032468977,27.42602741757944,25.525799849199576,21.026445302947764,16.70804213387023,12.204646353558578,5.142790172771348,2.329097336623639,5.136661525496968,7.941480180343119,8.178400577399065,8.310203651115044,5.744566803058496,3.0390847425326752,2.5143768904813504,4.364786571294959,9.18939657601267,-0.2888866795282726,-7.770730592283741,-9.78091213507386,-7.523462478969118,-3.523339170087554,-1.0961556166341009,2.079545812203277,1.1491087554299453,0.2540124578947339,-0.0534395271075932,-0.4339481787280707,-1.643753224991344,-1.2682482683506864,-0.6037414369061241,-1.196587211766624,-3.56210586984652,0.0195090002418386,1.7710617132322803,-1.6121862424919169,-1.3764026311518205,0.2379212130305558,-0.9233277667678098,0.2293737909190509,6.106175010761976,10.470839959379356,12.456326164279345,21.367147247343265,18.977581529482165,18.85597879962456,15.342408867210152,12.136852936153227,9.815605331255831,7.793938474856168,8.09695434167926,2.842687726163361,-1.946469333733746,-2.5813003339213347,-3.39369465041568,-4.086275265184951,-9.469766866550778,-8.554508311312503,-1.303998976562366,2.317702011955656,-1.8177591777444075,2.622271173694521,5.7635992273757415,8.649938565230565,10.538742689944897,11.400555274180372,18.71876405804073,19.65215496212513,6.642580352394599,-0.7473214921190429,-4.17189121387901,-3.693655497320792,L5
1999-07-03 20:46:48+00:00,21.36755418364397,18.11483744791488,19.89717963478957,21.5687444665884,20.658940748275285,15.607588984796765,16.226141397510666,12.12894339498302,10.17087000048095,17.8097700512295,14.938920313927053,13.194043049488792,9.359778971176464,5.831426254800634,5.991427413702693,6.010848453072709,11.196016407088225,11.699877511157498,8.45996106718701,8.044598367915812,5.740434416923884,7.061600842953061,10.786231754370975,2.2457802151217607,-3.3823031020503,-6.84836584588296,-5.193354643489842,-1.944630401176055,-1.2548559730243434,0.3586988356714129,-0.0936719456974786,-0.5876041182659528,0.1001877426487047,-0.5284250747570436,-1.3700737661239892,-0.7498906456769687,2.8023016533865728,3.9446332088864655,2.394895921990551,6.629299886325603,6.917537426853579,0.9228383711272324,-2.3899956236406354,1.6717836365887755,6.758657091706036,8.357239219325997,10.903735104909837,11.022650227353092,8.735611791175701,16.029326851212886,16.412746317507015,14.161237349492362,10.051138857621057,9.228866686490516,13.443575304720987,18.657784793955305,17.107976549087525,5.05061363184244,-2.976285847920091,-3.168661438995978,-1.515853149882107,1.6750520857984994,3.775167472551282,5.160860639713976,5.3985060036059895,9.177685270784918,10.59570489766462,9.800297700941226,14.66431000061043,17.546370588601118,22.329326874406853,26.538083473653533,27.631746578999547,31.52227095685737,28.63602675751654,17.49743365760741,14.1516540304009,8.453031441407683,L7
1999-07-26 20:53:05+00:00,21.93352881825912,25.636663039003466,28.804651261025267,29.300257823431497,30.28506662210923,29.976458558160527,24.03346407835679,19.79924742542464,17.71358235699238,19.530169754838163,16.204447416622408,20.1245224096652,10.010697989122797,8.10225891491647,10.096652713945138,11.523462521725603,16.244652620110667,13.106847292292285,10.197626670559414,11.971187315819558,12.473681774480854,12.29217432496842,15.183602903155627,-0.2012543475265557,-3.336702553103295,-12.2665710503122,-7.274544348678928,1.2118864247248933,3.0255924572962645,1.53295120235825,6.395371105537725,11.384213303532452,6.815153975828147,10.143390979279458,2.0508005508885865,-15.424268466682896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-08-20 20:46:55+00:00,15.951406114128297,19.665415426426147,22.32661563052497,26.059177031839145,29.600673767842743,30.202668853963,26.62078902773176,27.50242966720996,21.769169272859703,21.440153123476893,16.232860895497094,17.243109402717696,9.37265843187648,4.6590982667920615,7.9580148092442515,7.549628218117516,9.675914035520638,8.134812529607327,7.465864384228738,11.36245814899848,9.798850533641604,10.039009147822451,14.030459686750827,6.902794187830225,1.7572718879081828,-2.3404272254923137,-0.2761093689401184,0.6682125124284053,0.4100505914060557,1.9832957964397844,1.4234643600840835,1.11200773996167,1.970508973034275,-0.0587021650037147,0.042520398362094,1.189789720680115,3.58884731224772,2.6947014939471083,1.1967891785652656,2.3184359044745806,2.280084728597939,-4.317069891840021,-8.091830021672092,-0.6302312641698959,4.793307850569321,3.7961913202759847,1.6179408721525776,-6.235523809433842,-10.763933112581118,-9.55858785953967,-10.53786363018468,-2.63768329030217,-6.479099316109184,-5.772951986026068,-6.234676376117245,-10.672301996570669,-13.26060646744294,-7.528150560040474,-6.500278593415303,-3.8719047100055617,-1.4667502695969423,1.3223756810354397,1.6331576394968623,1.7247831381356038,4.6068708600308,6.9831673141362325,4.6028842764857645,9.856825422507516,10.705914393022988,15.055125019968012,17.63961681764818,22.997748267513,27.17899238895705,27.923752989146305,28.248610302403097,15.5007854609044,5.995998542051131,4.315662441903159,L7
1999-11-15 20:53:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-02-12 20:46:47+00:00,-0.749959228325181,0.5766014323640225,1.165824920867721,13.676025351009898,16.899576145689572,15.399987017036814,13.012035227685203,8.626394664777393,6.746124082784764,3.0916174790459405,2.3026331006995915,-0.2645219831006993,-5.716176360728813,-8.102832355980063,-5.188897995379621,-3.922497646139232,-1.86470391687126,-2.8505209824040416,-5.11196779760196,-8.73494687959707,-6.3155131620818565,-7.423062973340585,0.991849419679657,-6.507446497390253,-13.066852144668776,-17.04875710839167,-14.93437422773003,-11.560168625858717,-9.222452259081363,-7.347781802886907,-7.962326555225434,-7.382271135053443,-8.504155167210264,-8.062340242737454,-7.918709320025503,-7.044473762243648,-6.444172551831382,-4.869899917309396,-8.140115463963586,-7.576117299476575,-6.5720703041137405,-8.736146310527396,-10.44565289415247,-8.534215094752492,-2.74923609000465,-1.987366462541608,0.7940960190563584,2.960731394177387,0.4338415654872425,7.315798164561613,9.95662292070544,8.926212425412528,4.6000472107489045,2.309795977062376,0.4820466564965859,1.560500380948508,7.705219846338711,-4.10894606065354,-8.972601585649638,-9.49672228318966,-10.438039859158255,-8.612134377814607,-10.058417095996807,-11.289286279183615,-2.476501114532368,-1.5172242814730938,-9.470056983034146,-5.856276488268277,1.6818855057627826,6.767652462894255,9.372875912456175,17.351174678957904,23.12105255239341,21.3511736651958,10.348869197643475,3.681907602423014,-7.540631837637546,-6.358096635990316,L7
2000-02-19 20:52:54+00:00,10.308648703362351,11.188120058351966,7.010266431522566,16.260523726705753,24.622722828940244,23.13043529501181,19.971777314221733,15.791666269332207,11.958353584355484,10.281451396750208,8.667825580581392,9.097794775111016,4.173949845419997,1.1311492451823206,5.187764838704541,5.261196937644207,6.404101210624829,7.593397804158743,5.311618011047204,7.214821422165108,4.587288289843705,6.8339637312397725,15.485187503987948,6.539404245915942,-2.1947590606468426,-5.665729546819475,-4.02403589327414,-2.445273447180207,-0.5659146770299806,2.624028350103244,2.0818867648145263,3.1543899003456346,1.6644192670346063,2.1783294378446065,3.3414491878911923,5.557948261523928,6.029239707766751,4.5751778080283065,0.9271253167707514,3.6869231798753033,5.151326075673452,0.9753425672231112,0.964504943345822,1.4566180239950832,4.501801059213089,8.319763460147342,9.371067040604036,11.354790336014345,10.0930842879326,16.904892809092143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-05-09 20:52:21+00:00,9.432227674803148,23.33732321645213,23.530304511377167,25.11867311769698,27.40535923555992,19.38521599527383,19.94642369602444,22.966122615171027,19.682235060901142,20.81931295137553,16.503713860352597,20.0878256193008,15.925051752021355,12.527320605023782,14.335968537146115,16.4988412972408,21.998463555374187,26.424924060918777,20.748929786539527,15.90287402139904,11.627965124601197,14.198899136810104,17.932223907819996,,-17.234280728360396,,-6.297814350611017,8.124239463237547,11.52607165896918,14.973288996101672,12.550465131017738,14.573607580414674,12.997623885654155,13.555193894182851,8.30130429484457,12.425939151767736,10.683484756681906,12.080203659235984,9.133226809291838,13.39428016426372,14.33655622077324,10.31642620778392,11.649197812827495,11.158065006959674,-8.777830958605989,-12.198153340781555,-9.983148337111896,-10.114381383313596,-12.79671881275291,-7.440143641674042,1.9553104519943707,0.9221202151355596,-3.573578425649708,-6.165136104778519,-2.077607283960845,-18.715972445074105,,,,-21.51457142371784,,,,,,,,,,,1.847736902628984,3.707292528798045,9.427334158244896,,,,,,L7
2000-05-18 20:46:08+00:00,16.22846962381138,15.547670126257616,22.74360886699271,31.30174807629768,29.910917649495826,25.37140446273776,21.150439137432752,20.74382577318071,17.094882354575883,16.99737846893097,13.612049828224375,8.739753975354803,4.121701334914492,3.8142595975840674,5.838459053085193,6.253388369341755,10.13321740390127,10.503916960276865,6.502429287996387,4.033779561233706,2.927553890272206,3.5397448768808726,8.111673777596387,-0.1817518529911035,-6.074419130018564,-7.407219207705394,-6.625957613491559,-3.338058039396822,-1.2724168261911772,-1.70456738466291,-2.032437546681807,-1.1601653161414,-0.5874657222945119,-1.3461458826405222,0.1738299733869921,2.9666742046812526,4.331979645760088,4.221180167329196,1.5908557764000817,4.895530931585553,7.5640517754426515,2.03959301155186,1.25761692045805,4.650445971245892,10.503034830265213,12.55064054089425,13.878507198009794,12.150217681758017,8.492938903724518,10.743990557232726,14.97915489240493,12.824402463313628,8.363935336930234,8.353716323565262,12.767292262357056,12.516873359713095,6.877029737230695,-3.885318856040149,-9.574091826716856,-10.11077856927674,-8.23102333330354,-6.932998459400277,-3.265411093062835,0.2988931821329663,2.6371099267012266,6.201749569046994,6.61525853978972,9.249302039411829,15.527251860384668,18.56571577668252,21.04773841467156,22.69218879951106,24.729402733184973,26.48029479322141,22.376714056613825,11.356285137757547,6.782865445209735,3.471301107512078,L7
