dates,oahu0064_0001,oahu0064_0002,oahu0064_0003,oahu0064_0004,oahu0064_0005,oahu0064_0006,oahu0064_0007,oahu0064_0008,oahu0064_0009,oahu0064_0010,oahu0064_0011,oahu0064_0012,oahu0064_0013,oahu0064_0014,oahu0064_0015,oahu0064_0016,oahu0064_0017,oahu0064_0018,oahu0064_0019,oahu0064_0020,oahu0064_0021,oahu0064_0022,oahu0064_0023,oahu0064_0024,oahu0064_0025,oahu0064_0026,oahu0064_0027,oahu0064_0028,oahu0064_0029,oahu0064_0030,oahu0064_0031,oahu0064_0032,oahu0064_0033,oahu0064_0034,oahu0064_0035,oahu0064_0036,oahu0064_0037,oahu0064_0038,oahu0064_0039,oahu0064_0040,oahu0064_0041,oahu0064_0042,oahu0064_0043,oahu0064_0044,oahu0064_0045,oahu0064_0046,oahu0064_0047,oahu0064_0048,oahu0064_0049,oahu0064_0050,oahu0064_0051,oahu0064_0052,oahu0064_0053,oahu0064_0054,satname
1991-12-12 20:18:31+00:00,21.950650296070872,29.24098367583552,,,,,,,,,,,,,,,,,,,,,,,,0.9873001397182072,-2.8118289246486308,-4.686571004197574,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
1999-07-03 20:46:48+00:00,22.61735288327376,12.651407044278596,9.536291511438364,2.912383750877069,11.460014065999156,2.679540122528646,-8.392174798921607,,,-11.38549526190052,-11.036431833357971,-11.457649029609932,-7.172034879255604,-8.127213825787218,-8.741598142635475,-10.86996707508665,-9.210060404438206,-5.269775470828298,-3.5655543400212686,-5.62302268399657,-5.851608912951049,-4.360115809123506,-4.81622839177011,1.22085280715077,1.6724484194673614,-8.212769083418742,,,-1.8590100532652687,-0.4815603078488522,-5.0739812120487535,-3.0430037619497945,-3.379478702407649,2.450870621985039,3.4558697192221857,3.8463064357957606,1.7969925554538335,-1.6531352171430953,-6.586133217871886,-9.734258108146626,-8.563611390198544,-5.368796511409688,5.245124425706557,5.051183889829152,3.642425842942327,8.209971680688675,8.435891272924007,-0.3127852201584353,6.632002135158167,4.151939111743118,1.5626614613175995,,4.0117930671881545,,L7
1999-08-20 20:46:55+00:00,,,,,,,,,,,,,,,,,,,0.613583757369186,1.035508795338975,1.538173111590888,-0.0960126301786579,-0.6603771341892024,4.744079494383973,7.399244707360092,-4.919880347469775,-4.9844783356096,-1.4048256661441008,1.2452774399124864,5.002546854156,-3.22345192506973,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-09-05 20:46:59+00:00,22.88265425813476,8.58101210645735,0.3397271714561116,2.375707772457428,12.949478727049527,5.312348322412248,2.983555394715925,1.296234188626645,1.7835312042160076,8.855784073030332,3.862483687629496,0.9366673062653988,5.428922641214083,0.6909407080536845,-0.8469928795645782,-4.792922214277523,1.7343823060634025,1.6991237019813283,0.4597688532213482,2.5730603340169225,-1.6090150035914483,2.428753799762344,1.3596365954180245,4.959591052918384,9.89585015303723,-1.336470269223419,-4.841668641905782,-6.151268814749283,-3.215069148925213,3.512191012047428,-0.7148015631089066,4.727300278276587,4.139201170821689,8.5216834212919,6.037711349938519,9.597711947584076,2.154094811900599,3.069425678788324,-3.799879286746721,-4.912511517628381,0.2431982687093778,5.422720688276879,12.611022001483718,15.898859379409128,19.861226370070323,20.974432518101423,14.834007368373792,3.298785021895924,7.055749031020511,4.130583197032973,2.826413435152343,8.20764559738447,15.072527334566242,14.314200611475105,L7
1999-09-21 20:46:59+00:00,4.843428678992331,2.154394053937486,5.467727789794629,-1.2811844775460712,2.4365759250155734,4.645025446458837,3.5989388454867304,1.6596861041713518,1.7391580513610472,10.426307399753895,4.075865635413456,2.264671097676905,5.685030086967205,3.922493090792243,5.830577193586556,-0.5909257448223973,3.34804337414178,2.583430373381218,-0.4294178937552265,1.8104808593847097,-0.5515155684925132,2.482884626945621,1.4224980096282551,3.615405418841649,9.253334586533729,0.9054277255300912,2.027773566710052,0.6370131557198586,6.860563305449285,4.79395228888763,-1.4389756338073325,4.094196091901021,4.840561249359872,10.893753510388429,6.405215967010963,10.620188482243217,5.088217372667468,2.459006785578714,-3.40420559274359,-4.771273299614333,-0.2031115432140579,3.934016595521963,11.128239167145406,13.894610763191087,16.37236869591836,15.37915264851495,9.522973588516168,7.628268471924207,17.740715508993212,9.889127730683295,4.757646877452614,8.547171066829156,15.294429381378482,13.144221489499966,L7
1999-11-08 20:46:58+00:00,,,,,,14.35723533586199,6.757492443247633,9.180266054358214,11.69017626137934,11.418836403720851,7.811478163000872,6.138916885334661,14.391635122404386,6.093678810347443,4.833436739618053,12.088090933274756,12.199969392644062,13.708340613584154,13.671163773767477,7.331335108248949,4.926322057606287,9.79873314153245,4.349093572324536,9.53552035097334,10.214679904581583,-0.3852739479088732,2.719970180404088,8.470719802430844,9.87681490606508,9.1369399303921,5.473063132010423,5.319073178046098,,,,,,,,,,,,,,,,,,,,,,,L7
2000-01-11 20:46:54+00:00,27.28677483683084,19.58811115609551,20.877935910595085,16.636240999836108,20.726416786639703,9.081289652113629,0.4783503598398558,-2.320940518529993,-4.379041385608493,0.9443223063621684,2.075018290217917,-1.5021597412408798,9.397661787968266,5.664382075844533,4.7123520096343166,7.116254993143081,8.52376806210321,5.691671418869398,7.979373529851295,6.263082508554679,1.4153149725355274,6.227547253927548,3.749857395472743,8.5590177100848,8.794997991734695,4.847490392544239,5.566920450789149,3.472253626000319,10.392586122036796,7.810659145478774,2.9280069897056555,3.960271740751852,3.241475238986465,9.217542463729098,7.177699761844161,10.822201177692897,9.214231769107547,5.201625437217481,0.9054905063974716,-9.74820192207584,-12.135414674662222,-12.9150797123817,-1.121112209256341,2.742485196982732,2.982222610153856,8.131736167905663,8.31648451716642,-2.558495241852159,9.54602736791374,7.650203763297886,4.087548284319902,9.380405466880566,11.95229525475684,-1.353553891881616,L7
2000-01-27 20:46:52+00:00,34.802783781214735,25.22750030278054,24.09610788034912,17.196347772158962,21.440067785590365,12.16342765566762,6.839004614274517,7.665284238994173,7.606284099072981,9.37196352863827,2.8747631206027915,1.1278896499244362,10.62379663418785,6.304388533325421,7.661013200893388,11.657266882700194,12.458095594676134,12.599161088061305,11.206870778837756,7.372048175030814,8.997848192383683,10.905515857332214,7.5172082372755025,15.2033076779635,15.403523445913622,13.432594346914003,9.322587888824552,11.80839879525306,11.564946732823566,7.770441900502428,7.246822741045287,6.75907834792387,6.275072635101411,12.472144517358624,14.30266172233323,15.46641313870457,16.428672479957978,12.500086710621735,9.88703822350225,3.349533914286612,5.478396419225659,8.153531005030528,14.742409918226594,15.20317674002651,17.19898116963797,26.990714479375143,26.758943171232048,12.632261087758096,20.927709690252623,19.35636991328988,23.828974644334085,22.543552711246623,19.253873138653447,18.999276781941465,L7
2000-02-12 20:46:47+00:00,30.62636111408059,24.43943044468121,26.219653897153943,24.99493095729124,32.28120941834628,15.581159133411267,5.595547290893415,5.252914279465064,11.176409499029814,14.210522952447418,7.08772594402214,10.218029055850613,13.031495448489556,6.467836301519175,6.814536168173501,8.153951453425657,10.455048391474056,11.262086220671472,14.7491566015264,8.15825748805594,12.3719740438392,12.057349016486972,6.679901336864938,11.279507691148568,12.025828068389812,5.086443399197809,6.986015951488562,9.359010717125749,13.031280576763,10.920545344585191,6.762294963557275,5.39031596461338,9.752562588676009,12.247597712768783,13.633208039783758,15.179949399196806,14.295276313063864,9.576129412187738,7.382076264407677,0.7161842397965374,3.437847974396363,6.457036857112436,12.563869328629393,20.08613183093604,22.616349074578984,21.216663099708907,11.636236243909623,12.354259907861488,16.86114249115651,15.058688108984551,23.514784681117224,20.441583635141683,17.402533348235156,14.477529358898492,L7
2000-02-28 20:46:42+00:00,39.05045724172526,28.183979678918785,27.20863817847292,23.0743445934432,24.160647193950165,13.234388749177407,8.85883979146732,12.409491982084315,12.330502407662127,13.352283954242427,7.945708000365495,9.354877066378265,17.108459914379264,9.619785350567671,7.69058562921274,8.262817341739286,9.908838915182685,13.9981237405015,14.822500029720212,10.03611877374398,12.3689726547241,11.58360796332487,7.185538090725954,11.702606157320286,10.390947749593549,7.608595438042179,6.867414478359836,10.860891440451674,12.564234318078608,13.246687164817017,13.505083296665829,8.99210893556828,10.91930243880278,12.91603965640088,15.405556294827855,13.815988356323173,16.6774908916472,12.484762664035731,12.334145123938942,4.9834931820255255,7.889644646967421,8.802275723631777,15.174910425352802,15.746742815763527,17.275857828886483,26.41958239225649,27.981035833660457,17.32530702134871,18.239067325502848,17.102221126340613,17.2357992560401,18.59374559331814,18.71176439225213,16.82254817211818,L7
