dates,oahu0111_0001,oahu0111_0002,oahu0111_0003,oahu0111_0004,oahu0111_0005,oahu0111_0006,oahu0111_0007,oahu0111_0008,oahu0111_0009,oahu0111_0010,oahu0111_0011,oahu0111_0012,oahu0111_0013,oahu0111_0014,oahu0111_0015,oahu0111_0016,oahu0111_0017,oahu0111_0018,oahu0111_0019,oahu0111_0020,oahu0111_0021,oahu0111_0022,oahu0111_0023,oahu0111_0024,oahu0111_0025,oahu0111_0026,oahu0111_0027,oahu0111_0028,oahu0111_0029,oahu0111_0030,oahu0111_0031,oahu0111_0032,oahu0111_0033,oahu0111_0034,oahu0111_0035,oahu0111_0036,oahu0111_0037,oahu0111_0038,oahu0111_0039,oahu0111_0040,oahu0111_0041,oahu0111_0042,oahu0111_0043,oahu0111_0044,oahu0111_0045,oahu0111_0046,oahu0111_0047,satname
2000-04-23 20:52:33+00:00,70.1770084412617,60.037634557849714,49.04836268968969,43.56765810549184,40.51623988151712,45.28959480949191,49.2475178679662,48.715037854653,46.60738737455575,46.44699337590313,47.02029000964393,48.82196086266243,49.811558515463375,47.59604648450307,44.993953832679374,42.19854653922821,39.75056528540603,38.92762053217593,36.49491273996862,35.360122115134914,35.35830969932556,36.33759341159118,36.00760227836264,36.66858819223645,39.87985216633031,39.44016065833132,35.0050058141134,34.22047140379307,34.00699377713461,32.79272739913542,32.58634634001283,33.21626019425061,34.29495815886089,35.952297082628384,36.19717738437774,36.33954094062099,34.46597752985317,25.822926894725565,19.405740014216388,23.673385323385634,29.32514898173366,30.938040460769,34.005778084578445,37.10547170812631,38.00709056992506,32.12719422693993,23.7314193919178,L7
2000-05-25 20:52:12+00:00,58.660860793208094,48.3092345243532,37.64151251585435,33.203731009512495,32.980583946900005,40.26211350776288,47.06245012459328,48.637795687906106,47.43967174808576,43.75755982257995,42.11157391388851,41.46332688786358,41.23513972141467,41.3985427486352,40.628573869822304,39.565946017203935,37.24736575967962,34.953042088289266,34.20032063608824,33.70594875258164,32.53286740998602,32.313475450788914,37.17866598191294,38.6862746189024,42.36102036704939,41.27962178200976,37.54912172931345,35.185262080461136,34.17354082232772,35.082407504123545,35.68099281737579,39.08707963716849,40.49706056446436,42.223440739722896,38.548962002898456,37.6030327243539,37.11268669105531,32.483237444100084,26.01738045373069,29.137178215792304,34.149294749642245,35.44913254790686,36.21316194538085,36.02746921002683,39.640192742792536,38.22023419699952,19.827914038904183,L7
2000-06-26 20:51:56+00:00,,43.86723950446151,33.05513430642932,33.53995020154823,34.55194524200388,43.35270366800731,46.86031396525157,44.27244040274724,41.79581331515598,41.326898512894566,41.43460274732132,41.580971089486624,41.02794461555611,36.82815432673148,33.72966161998973,30.966335118738048,29.81049195299625,30.2179672633248,30.191866411936243,29.507304362105472,29.164710407689423,28.769413113719768,32.812265365448184,37.80713122417456,44.49119313217947,46.70196370426848,43.60531049900745,35.259782427578514,33.377427266415914,31.74668283773076,31.73785427937958,36.790116299513336,39.8548140820683,41.86086526145397,43.92889328121748,42.61357649300844,39.13654621631341,23.50920333891936,18.12935258150161,21.888182492471323,26.423435803385456,28.27433839365716,33.36612169442898,31.70910381647836,35.34262989966693,31.61155328146876,17.60017687069109,L7
2000-09-14 20:50:50+00:00,85.28308287697492,68.94436754467095,57.546991091888,52.56653147751486,47.379244443550256,,,,19.336813943548165,,28.216363889429022,34.48356531970498,36.14847586762329,34.33120766822492,30.48506954430352,27.9601729145775,29.806903174571868,,,52.75464423077376,58.648458430481,57.752996797037866,56.24650214628596,55.67554449047897,57.21723385832067,60.39539480744918,61.1599722146384,59.52091894421194,60.334025687707566,58.25119308422914,57.21354292987058,57.71751066315825,60.29310893368832,60.68624118235073,60.00928568039973,61.82105368423152,52.15300960713701,45.9167882641918,41.36007453146321,45.13499049527637,54.50374158572736,57.29922053675031,54.41192452022386,49.61553950237341,51.35197812319768,,36.06098040601719,L7
2000-09-30 20:50:41+00:00,71.25262166628475,64.61151842771645,55.02728898828832,51.53797067299384,48.23213746175801,47.43191112793573,44.820015616274375,44.287355941613626,44.220961027822085,50.07728930638466,55.01418633645553,58.40758649441602,59.12302263883731,57.63793237600285,55.115818402003526,52.181574198782336,49.55619963603196,48.95469601219693,50.34103876331214,52.019983996627225,54.34485208516335,54.06988205998314,52.82585430362738,50.40930158473864,52.68927796978385,55.28078419925346,52.78824135011021,49.543311093170615,45.66085133236248,46.6046122856892,46.32282123300284,49.94579834081935,50.35354119956645,52.60752019486633,53.84608565925134,53.73478468137442,49.9456315512137,41.35872120867055,35.15137733508781,38.34399809359584,42.86322378645327,49.62728788464524,49.12255683447026,47.22439738607137,51.76036548752118,50.37528786859481,36.64720233819848,L7
2000-11-17 20:50:34+00:00,47.29375167691613,47.20262116398647,41.61629492025384,38.99449535250398,35.56189467244833,39.06665915895547,36.33395288234745,35.71667920801328,42.30442207048696,45.60605577055221,46.62058436958511,45.20180225465784,44.743433063003366,42.98781428128752,51.75865744141348,51.25981010876223,48.88949753907218,46.32337853856681,45.10853802071765,43.63210467432527,43.26660388284535,41.52553705242995,40.75541572792192,42.454558289415154,47.60315396065094,49.36195317408751,46.7718806928576,41.846776956670126,40.13792052344362,38.26597087578664,38.38899670988893,40.12860329897829,40.70066050177071,39.36192476274262,38.62633211173876,35.50701703538787,33.704705325623245,30.00355659607518,25.120467926706475,28.69497138033877,43.116031430925965,46.25749137566925,45.53434665968671,43.22218429956197,46.45391409783674,42.2560106795178,27.082415909759565,L7
2000-12-03 20:50:34+00:00,,66.91407922184248,53.89455867984925,46.37527960469332,43.24166069523239,51.92510235309224,56.227725877372976,56.43771972759991,58.5589191252872,59.30716253179769,60.34961595424476,59.83997389275161,59.40940803989743,53.316185056862736,50.66513013868199,43.50148938414946,39.57153859576364,37.10132024049452,35.76063415950868,34.98906110417816,35.25425706869039,36.33396278539972,36.154324897096615,37.59050451591416,41.51533352860975,42.86940451727509,43.752655146474495,39.88613679365632,40.1060475146231,41.732811110296254,40.660949807840666,44.2204341773495,45.36899018293806,46.62567729279598,47.328993309492745,45.77084721495922,37.12973825091248,32.827364349605226,29.492417459158617,37.789106220145726,48.43673225825158,51.56747385028916,48.82349143387805,47.88616909227453,52.32323882892913,54.19630903081686,42.76646771900887,L7
2000-12-19 20:50:39+00:00,71.7664583145515,64.22095434322735,55.27091776890068,53.13346976709019,50.53800984599211,55.84282049954999,59.36953194275143,58.25562875676662,56.10904411801154,56.35605699872471,59.27448499923378,60.01376594265948,60.19979458976671,58.28344970416673,55.08646617660508,50.46469234773572,46.35878183905871,43.49204536650116,39.27486137999768,39.18990554932688,38.97474978070508,38.27991444563396,37.871887408780665,39.298456360309935,43.27406808327581,45.24825472216813,43.38442967176692,42.77723128929745,43.2996480848448,42.50809618131084,43.37003059218284,44.97793800196376,44.93803390231565,46.25640178417306,41.60750118852496,42.47505149308928,40.12596352987513,27.683530260323963,25.39472753648257,28.329999792636404,37.44579773402813,41.91230853355254,42.24901734503494,41.63464815468024,46.5600789013107,44.32617689310554,30.09071439438077,L7
2001-02-05 20:50:39+00:00,75.25863203755648,69.29190538870304,61.271806026681226,57.3724314726676,54.23763302002944,57.505971998764416,59.95367861961478,59.34941194446154,58.38813757996928,58.67903621934349,59.58727630411565,60.17147989040851,60.46047237494328,58.51632889444446,54.993253359886886,51.12346166587281,47.5165301689955,44.78732494700415,41.64524774095662,40.21404057437301,39.563541388242285,38.66596983084254,38.316002934951904,42.13176980256054,45.61639044297944,46.03690969498862,43.214817864246704,42.2370563412624,42.1087401018769,41.87528268631643,43.17150301014133,44.50594574272543,45.446512283866,46.32829285289782,45.33483834116818,42.91898460031905,39.47685533616247,35.76318510664437,33.34464221489553,39.04169323196096,45.81641180732602,53.1277426748091,51.15265404883763,50.12587873094875,53.09631484620239,53.387489931969824,40.15512564442057,L7
2001-02-21 20:50:38+00:00,70.15831908253689,63.97495458835593,56.61219263642271,53.1658222993121,50.30844511445976,54.77922488285134,58.14660705194369,56.933943986721474,55.14245337673748,53.768056990009285,54.73232754538907,58.14541573809376,58.266017764639415,56.728246847382565,54.38090777904485,51.65150156448949,47.70495142136251,42.76720710360168,39.621392011596825,37.96301313044293,36.98419529380622,36.265510735409634,35.58626696161136,36.638908355377566,39.79975937820038,40.75278921091631,37.833545040480985,35.825371317207,34.16282134451299,34.43400044423356,35.37234229615264,36.60414061695121,37.12284347429335,36.97273349819776,35.13319720238134,30.32239631477461,29.881934275383184,26.34776955250052,21.46499990611954,24.502395358518623,30.090041501807644,29.81338889643809,30.02669076953132,32.29649790862953,37.25569274358197,38.23316081376008,27.99568942279213,L7
2001-03-09 20:50:34+00:00,,,,,,,,,,,,,,,56.67850024264011,53.94842220963139,51.30835629402813,51.00165023755783,51.567213658564114,52.10616344836204,53.09091659558548,52.4719289535401,51.50392056806715,51.90358742148323,54.17639367546398,54.27891866040411,52.03776553289743,49.49798565871876,47.39841690071607,43.69474962090558,42.90447720841719,42.57457237761064,,,12.123484757881512,10.29057815630852,13.008399771171211,7.318367802754414,2.7848493643699204,,,,,,,,,L7
2001-03-25 20:50:25+00:00,74.0136425644283,64.82796340430579,54.92908728200084,49.955333786424845,48.15154124284031,53.13128318308558,57.55964663601091,57.10252322379074,56.4128716744212,56.97592541909944,57.88295424674814,58.32770210774206,58.53345105919197,56.65767271980771,54.06748856961755,50.99042991807729,48.20099938527692,45.77763882079367,42.87472031583574,42.13180336354862,41.07538477003949,41.16323108049513,42.80429791291717,44.67321105304071,43.526249919319646,44.36027028908514,42.12740599485365,40.618402151295285,41.758085487104566,43.5822224755887,44.09539916855122,45.127459864704285,46.30629875249048,44.62734277482012,41.66081292330156,40.504708019569385,40.36911768673432,37.28419225826674,34.454209111092865,39.052413921736765,42.1507240708716,48.39127133589975,48.185472699835934,48.69469359208945,51.67101976632301,49.01171806859086,39.333987249780414,L7
2001-05-12 20:50:10+00:00,,49.99255965787581,39.48467074432736,37.06740992725764,37.10139402863414,41.89771512995096,44.75661229182312,40.45244143471805,39.59094244731705,37.16770474857448,,,,,,,,,,,,,,,,,,,,,,,,,47.43551562015206,44.23117392115415,36.168474141654464,32.720857234082494,29.79200021022466,33.878503939734735,39.54887638167326,43.38557133024179,,,,,,L7
2001-09-01 20:48:54+00:00,,65.8127165840069,56.07401578422868,51.277936608871045,49.38572326803995,54.98160579958308,59.14870696153906,58.38915623169102,57.46786278593818,57.87694252206772,58.86936893297543,59.509122990069145,57.59992423495558,55.02563546513049,52.55097968587472,50.27608308439903,48.17815505891336,47.2139314780617,49.2257093511848,53.03377270333948,56.59727398361808,56.282885988381125,55.74658928509759,53.04479872193507,54.7406849931774,56.75545901094903,57.66235874779177,56.83291370496907,57.97092306218563,56.496276685999234,56.50415263697328,57.38219193023397,55.51113049274179,56.52874560595201,55.61880763731805,55.428595431524826,51.068546668487095,47.6838524226042,42.63843051247261,43.98442031389183,46.39172084072984,48.55719977175609,47.48895545196952,43.377293623469086,47.95964766441054,50.27760015824076,36.93193174050175,L7
2001-09-17 20:48:42+00:00,,,,,,,,,,,,,,,37.753658889118014,36.01990556009476,33.82491633702132,37.93003936304026,37.4490079328,38.810400955978345,39.73206083664413,38.92881969602736,38.89100729673134,42.15825994318772,45.789296404416845,48.05354766560399,46.844452082908205,47.92269928760832,52.01204432989098,51.32357338821621,49.80759889422108,50.57241272779424,44.51587771066906,35.64619573994976,32.53826761744513,28.894617418497024,28.759413304067763,22.353318605608383,16.191795237103943,20.48201518008932,24.099677804708136,24.207116097901988,24.25585533231367,22.618705577581377,27.263812679747133,29.34160412642077,19.783455886774487,L7
2001-11-20 20:48:45+00:00,,35.280721281283114,21.1690001309241,,,,28.5771052222026,35.792975341369534,38.30948088128733,42.17370911501874,44.45278171751809,53.29904074001532,57.9123229833485,56.75928762017685,54.35625741611757,47.41074201250687,45.09143053310635,42.77170973977883,40.17326870911808,38.00282101396523,35.0969320043823,32.574430731722906,29.574353482432425,30.311412292774605,33.65878406885637,37.55641947153909,37.81654125500287,36.64349715149533,35.75014497497138,34.595459920435246,34.96579448369475,35.70217447654946,37.83817170316088,39.43185507563491,37.76504626371311,34.631601586946,33.42773028252164,30.61050504045492,26.03957795098172,29.02401857483088,32.56220972065081,33.48323222545514,36.270694295196535,34.217863494456665,37.96055130966952,37.89135697674762,23.991971405734272,L7
2001-12-06 20:48:46+00:00,57.2042231884744,48.79321827664692,40.95723434136011,40.19433203932488,36.12087158544353,39.39807948750672,41.22014292458902,39.41907980425377,38.88400751701833,40.82291296386697,41.982340460431125,44.99293517911812,47.35273788307253,48.06014717752062,49.21283119821333,46.55341822663801,45.27472518299646,43.07475425792145,40.35963436730372,38.79561127326037,36.83045119125104,34.900243279928844,34.21317446882067,34.82214561247485,39.40805137831696,41.093149400711205,40.18610211667863,39.85522481696058,40.193811778916434,39.70696519166928,41.569079126212834,44.564767664048354,46.13233786105496,46.32162122049791,45.67600581917675,45.81678016552838,45.31570997858526,40.752372021452416,38.3923259771315,42.31287863505381,50.74679702390648,52.65147961924175,49.829754240264606,50.4716862699908,57.10328994442053,60.20034575835096,,L7
2001-12-22 20:48:56+00:00,59.96882384582432,52.45916205458179,42.632743104926526,38.5752542267392,35.911752356057626,42.28674463257723,47.08550091704758,47.45547458994467,46.79036230439519,48.34514407384353,49.57205705462511,54.81281940887982,58.25521944428443,58.03563529350665,55.76601549260261,53.55145307364818,50.55889298100615,46.87563842718325,43.90948654077591,43.40096385353484,45.43653284903815,50.53026313018101,49.81103299747724,48.17775593030862,49.03914070338791,49.25511780503449,44.0182086485427,41.13798317610266,40.19117647813624,38.49354577398115,39.02978850261787,39.50908481658336,40.163214496075724,41.07245600966164,38.077850242916895,36.66415716314375,35.19072436418463,30.52487057532714,26.47262536288772,29.882174105878622,33.187861948029564,37.9513941203227,,45.90801520120157,49.8222806491783,48.64643156602705,36.2278124571549,L7
2002-01-07 20:48:58+00:00,,36.892942637367824,26.89841480576713,23.72981866660121,22.455910452860675,34.50034724071118,38.04185431883469,36.42192634737511,33.430059490005554,32.39000482357341,32.79667713074713,32.52798613113288,32.237527521118146,30.553036067181,29.70331035586216,29.03998110096919,27.780884214053582,27.25252241006719,24.639326912998467,21.91696506027801,18.5146004287586,17.110055223737323,16.524887309218315,17.082097483442666,19.78272365384318,20.224237306860832,17.156069864281054,17.55459617105309,17.72057230665327,17.455099905118185,17.45450713621609,17.892864452634857,19.19350431701996,19.98180255822266,20.68405537440388,20.66322213387246,16.13260719491802,12.32949600849108,6.922154463302312,6.220173393499036,8.798749461551925,,,16.364695539334196,20.99338083083216,15.873333575638693,10.069021155298367,L7
2002-01-23 20:49:06+00:00,74.6614213189261,66.37618580846033,56.49245560024804,52.28189727239004,49.96084588859424,56.53422775546935,60.18824989498257,59.67337524347691,58.79688644350056,59.0370121498516,59.80379170384179,60.53164126474419,61.60884088842175,60.58931550971402,58.05156124774631,55.28210957740651,52.42408044394221,51.37226043132866,49.44334417780704,48.29327392601022,47.327683678120536,46.015130658765365,43.58072464519571,43.2131110430466,42.72062469858948,40.263104991385504,36.66375347374038,34.907610292420266,34.79338449377196,34.834754558685724,36.89230214429761,39.6779216800419,43.42976373448538,43.62050710136258,45.4184546041062,45.15674365614118,45.25074892601911,41.33215889777315,36.53887287701872,39.23292978668444,41.59629198142903,41.51032879537484,40.85800420724478,43.39136404787101,47.86967920250154,42.8511379998005,27.468408690431453,L7
2002-03-12 20:49:08+00:00,72.3436096858268,66.29165316516918,56.17061793643061,51.6972520021658,48.14915584084564,51.00126690465863,52.48753859556047,51.95515927462588,51.02452020293144,51.80831367793528,52.54278109632836,52.46822158828759,52.54759678941736,50.86131040026871,49.59242331773254,47.90654168531646,45.12146490595259,42.82409118301195,40.07530810820952,38.9113911110204,38.13735804086062,37.84530772401112,38.191731951594974,39.465988123960585,41.716297675723766,40.842424997433554,37.2241192543211,35.964346930355006,36.414876201071074,38.10955019637316,38.22257833238604,41.59542689563319,42.7416574924835,43.30467873092496,40.50124953125657,37.51949773213539,33.962066394979274,29.30997834681328,24.95681761737779,27.947937560305128,33.410325339992006,36.46702737584643,35.71608625562172,34.37465757562806,36.52296895674029,38.535589667015685,22.636014773630656,L7
2002-03-28 20:49:03+00:00,,58.75363799101069,46.83088961355266,42.08785571849127,39.40786878821284,44.70601685645712,48.697444539293286,48.48395540101808,54.50269038921272,56.64171829801367,57.60419585674842,58.8176520272152,59.00409709322653,57.68984748836076,55.11599169252868,53.87729597954174,51.5498190911308,49.80869295869734,48.82081264049397,48.21850812561115,52.967860346734575,54.68776056597552,54.35266760081719,51.66769574927631,51.29543080853533,52.82594785303508,51.24711271852424,49.94874954560268,48.90863333942089,44.97162830313307,43.26015252781153,42.74981292143006,43.91950604810432,45.051039353147445,45.94604688203084,45.79543755864727,45.60143619160552,43.07011361926014,38.89222005876465,41.791004809596295,44.809770521396274,47.0993560773625,46.69024375847239,49.8139754387405,54.1625783323315,48.34143799558972,33.0045675312206,L7
2002-09-20 20:48:01+00:00,,,55.80104219086585,50.43543070127711,49.48472675189669,55.83328786383762,59.77048664885437,59.15598055371298,58.0511742164285,58.24415554325488,59.23010965117317,60.903989632823546,61.274496769272815,59.826923601663125,58.14753349266812,57.01660163228642,54.07764540536496,52.31879258590984,51.47406427186907,54.169292282353055,60.93501696155091,59.74272431669261,58.390809026502986,57.1837240338346,59.29559190764402,64.50516992031433,61.15935828838923,62.94442447076191,58.55237174731944,57.19394694533035,58.51785491579791,59.14008198321811,60.70393931772082,62.42897412567572,62.883424007922045,60.059051609451785,55.521371278818165,53.229445615353725,49.56733670448444,52.17938944825252,54.864236133195305,59.93175411428268,57.43871410635521,54.26903131331244,57.74820607993312,54.59177795020122,46.62020481261034,L7
2002-10-06 20:47:56+00:00,,,27.567242346252247,27.996460525119183,29.120417163588733,34.53572307199278,38.28882454138288,42.66922677480012,45.17979771294855,47.11369806625232,50.92221776990928,56.6589083603007,57.68235931144691,55.82132753042091,53.07752719505618,50.143987473903806,45.52541640766338,42.59300837973034,39.72000992351159,41.74964896870141,42.1859318472928,42.83371790937306,48.1032416442583,49.01090651420942,52.64788207681329,54.60840655241725,52.26896227252568,53.53651785492993,53.14371367187557,48.268197926568135,45.19937981586568,45.82111540986471,46.28374625301848,47.5919841371234,45.90646430040138,44.745809930021466,43.29707460286211,41.752694766921664,37.88525364600423,,,,,,,,,L7
2002-10-22 20:48:02+00:00,,,,48.39674202606581,42.844726034033314,47.00945131511188,48.51564337618359,44.307469374294506,40.72677186089631,33.527114564363615,29.60585400893196,,,55.94968746506675,54.26614089436072,53.70222139809204,52.66664217760484,51.96164270468527,49.57507815692557,47.8535487667534,47.76961914217196,53.74174657098168,53.67363986918976,52.40731401415309,52.6819036465452,53.85424747098634,53.58659326671656,53.22688974277014,53.7935864019272,53.59850393262204,53.57501991818417,53.83598331780681,55.067545771754666,56.38358367239741,56.70486154912079,55.57369474071362,49.70784585810772,44.75055749109006,40.68409827697965,43.54320408579635,46.94910972074693,46.89823613214325,44.53337029754635,46.37485614666618,51.61844053597711,,21.616908875232426,L7
