dates,oahu0005_0001,oahu0005_0002,oahu0005_0003,oahu0005_0004,oahu0005_0005,oahu0005_0006,oahu0005_0007,oahu0005_0008,oahu0005_0009,oahu0005_0010,oahu0005_0011,oahu0005_0012,oahu0005_0013,oahu0005_0014,oahu0005_0015,oahu0005_0016,oahu0005_0017,oahu0005_0018,oahu0005_0019,satname
1990-09-11 20:20:05+00:00,,,,,,,,,,19.64486405353648,24.998377906929008,20.43853081590952,26.30633380335466,21.302597039576355,30.82730207054297,33.47883584739572,28.63261320480964,42.842971049420726,31.38455973582375,L5
1991-10-09 20:18:07+00:00,82.70706854337831,71.90271279299498,59.8950209576754,54.54555210412396,50.91428845353196,43.5667197537142,37.36504160701634,34.70597146122125,30.04255330449765,26.457787701985943,25.843759031843195,14.694595973347113,17.381757330838912,13.084259286782304,17.61949304433887,17.915316550714405,16.08861938957499,28.232544727106863,17.7414928012921,L5
1991-11-10 20:18:16+00:00,73.9168709718391,57.34067815577251,47.39806666832471,40.32545153029824,31.87131589957505,26.465222593612435,21.52708496734604,15.020386504625517,11.690604647589304,6.913438008133425,11.10429330325684,1.4095894758099754,-0.8041839115106959,-4.528086329408871,10.359447595140756,15.229427768577446,14.249907001350197,23.58881448543452,6.846751809458702,L5
1991-12-03 20:24:42+00:00,70.17669348279637,63.31290225554081,56.36667500062555,49.61681705814448,43.00377405799225,36.33073148491154,29.15932155506772,24.530032336443032,25.70009135503785,20.519241588212715,18.69787057944606,9.07644563197656,12.965057952927172,9.826114619415629,11.440430367242188,11.65322722352937,10.428735313252984,23.84921422292138,16.63815193516162,L5
1991-12-12 20:18:31+00:00,78.13617997548677,65.19924525680102,55.76141573690211,48.78551525110617,45.05307974135594,43.94965378438653,37.354621473141314,34.60358867666411,32.95776482814264,26.211719946529488,22.445739374754464,13.511508706099054,20.753089183768104,14.058694028832791,17.921448763355688,19.598572299276444,18.261659843580144,28.818887403760904,16.094621523838857,L5
1991-12-28 20:18:23+00:00,60.70220658440564,45.62942844749753,34.39141267662258,28.33568233655944,27.977210842738074,23.705078510116564,16.2316772570217,14.577918609927742,18.48428675896953,13.403832062681602,15.244898176101536,9.500918402218858,13.426867480415671,4.712751090565429,8.936742974545997,14.444250049678196,14.571161601152191,23.322262324480214,14.847457100309668,L5
1999-07-03 20:46:48+00:00,96.84621260352512,78.19054990828265,59.29505340556928,52.15162550398402,48.74915040126977,43.39359707237672,40.17087445505205,41.07961275743582,36.74657441835546,34.476432024578514,32.91608161250429,16.189123021519105,8.616520180627422,-6.30917417869487,6.881896756521168,13.518205469498168,13.576678177649004,19.08594721453288,4.491910039628947,L7
1999-08-04 20:46:58+00:00,60.5003564340194,56.43217220876629,50.33673848638006,43.84700566755579,39.16512117566458,34.13654166352861,32.31289665191338,39.25539093103305,34.29728842471081,29.548373619031143,29.931392275113584,20.95828084146729,25.19815888189976,18.221771340933376,23.58575512699157,24.240370188436817,15.615372350436434,24.30419660619813,19.145623574900327,L7
1999-08-20 20:46:55+00:00,,,,,,,,,,,,,,,,,,,,L7
1999-09-05 20:46:59+00:00,76.06407804192644,67.88131652688452,58.93841247552524,53.45074925840474,48.39425184535493,44.25097776613983,43.397060759385,41.62689076191109,36.500126879882,28.47984978821163,27.25789997452036,20.15209831155321,26.541675890179,19.53479414385616,23.63570823662344,25.63784004575002,21.287333896434603,35.81173419241902,30.106839834230406,L7
1999-09-12 20:53:05+00:00,82.78721649809964,67.39018648292878,57.678835324395926,52.46248942763655,47.445254381152736,42.3836965633325,36.331640755720734,40.169238245938544,37.47928355317639,33.97505619136926,32.092018515113594,20.34478866598814,27.22540179092924,25.225591586893323,27.113119965429355,24.4803469601668,22.56505877037137,35.20526552752005,29.94055999005897,L7
1999-10-14 20:53:13+00:00,91.65413486511554,73.99937722744173,62.20623979936378,56.92191941368338,52.93509744225012,49.58813759542287,45.58038468048863,41.52928085043969,36.06267801398759,26.681489314086065,22.57010378175012,12.074577848005683,12.445670840960446,7.903682237878725,8.437193886085474,7.026945546385316,4.086526277490761,16.043042090836956,7.3938776270239,L7
1999-12-26 20:46:52+00:00,,,,,,,,,,,,,,,,,,,,L7
2000-02-12 20:46:47+00:00,74.39802132664947,62.43887604723003,50.460118054669,41.69518112192323,34.9275654410318,30.31176832171545,28.02624064453548,33.22260896393572,29.671751995129664,25.371752027447176,26.485041418894426,19.703917124044576,24.59711066768805,19.77113705160298,22.24016418665509,20.317141338603182,14.451062422272551,27.386470031455897,25.17694143814511,L7
2000-02-19 20:52:54+00:00,74.8273290658694,62.85488595413889,54.33195391906912,49.22052339804275,44.52840475899842,40.19199367583926,36.91111425906839,35.21987489342464,35.607846425714314,38.83747614941349,43.45647246339502,35.44989456694516,,,,,,,,L7
2000-02-28 20:46:42+00:00,84.32314118474376,65.92960931132168,56.62486884505012,48.550976997679726,45.92441863892153,45.03277626756611,39.20510520905665,39.826126264191785,35.08089100852314,29.69671657851286,30.445681508201016,23.84230056746843,31.4176784967724,20.22283797341744,22.45941307611964,22.97987831899356,18.84796637196777,31.80196954389321,29.023661422831584,L7
2000-03-06 20:52:49+00:00,91.56550877411908,75.36868389832743,61.06870114762848,54.46929164065332,50.728875058459,47.10452842816799,43.276742124378096,41.445107251614296,37.15409953991892,32.65287702213768,31.826553004045763,22.646454303150435,28.93787013904327,19.32214075826656,22.814889451585884,24.300588741402155,20.0137395343666,31.1874730921628,29.074476100950022,L7
2000-04-07 20:52:39+00:00,,60.85701918228614,55.81895569588645,53.72347758809581,50.49209788745556,43.19891176646063,35.93251976455026,32.26364089318691,32.5032763702701,32.297315433548064,37.06028735277776,27.23461850080637,26.93733816297034,20.354019314522525,21.87000591802745,18.897995912241207,11.532659294149836,20.87039446819186,12.619022788228582,L7
2000-04-16 20:46:20+00:00,,,,,,,,,,,,,,,,,,,,L7
2000-04-23 20:52:33+00:00,81.19214450851806,62.75570433286548,51.73738536809279,43.67326806567764,35.94088726427965,31.86598086630671,28.70057585800937,29.856472859603542,28.59981436523205,26.556407556862823,28.71116386049025,,,,,,,,,L7
2000-05-18 20:46:08+00:00,,,,20.76452884052826,21.108994213562507,19.44750913850451,15.395098796250789,25.09871657329292,27.68030964875708,20.122214646188333,14.769651900699545,7.327595911971402,11.50049427920601,9.89502406241734,7.993067555300707,8.408970163605145,7.963734377923563,18.9461365482459,6.783201716446969,L7
2000-06-03 20:45:56+00:00,,,,,,,,,,,,,,,,,25.790995475852792,32.112772891087246,30.078858608827726,L7
2000-06-10 20:52:06+00:00,,,,,,,,,,,,,,,,,,25.48575372630392,18.699270494302286,L7
2000-06-19 20:45:53+00:00,,,,,,,,,,,,,,,,,19.872205341664102,37.35953468303898,33.52436217794237,L7
2000-06-26 20:51:56+00:00,,59.586034800844885,50.27049767404215,45.95704811110309,41.96614286020047,36.79919840746663,31.52709462318928,29.00231517221447,28.84592718413002,22.297867838892493,22.86604408127155,17.503772375505022,25.452147884639608,18.944179583188934,21.93282763322972,21.67182827831825,17.437756883166912,27.303887980248987,18.07182301285335,L7
2000-07-05 20:45:39+00:00,96.4261637238129,76.73753586584182,63.4089927592058,57.10879871474869,52.6077976166446,48.73285559893762,44.51279814941033,45.31795480075368,43.51926020883843,43.26946471104584,43.62623230396214,33.91938692884679,29.372904607604685,22.635650279647287,24.26783959612749,22.871512652871804,18.41404855108757,29.279652231223658,27.32741861005432,L7
2000-07-21 20:45:23+00:00,73.54928228374582,60.12427144304641,50.65811635989073,46.036088797291626,41.18104930903824,34.120538789616674,28.436971564041546,26.67558432936415,28.27741037316688,23.45096964514692,21.08132615457476,,,,,,,,,L7
2000-08-06 20:45:09+00:00,,,,,,,,,,,,,,,,,,,,L7
2000-09-30 20:50:41+00:00,81.48196825039057,66.51022972069401,59.085100874989,54.399861964298594,49.800493003180335,42.56509061570292,35.020675484808805,34.258488318444066,35.12500584549076,29.27927359632012,29.366472070108934,24.37547353129716,29.76096934176352,22.9944786838021,23.312890378072424,20.747969541991,16.909656613560138,28.30681825845926,21.58884489108853,L7
2000-10-25 20:44:20+00:00,85.85975824881643,69.44677125704068,59.72618248034614,51.66008017842516,41.69194039532144,34.37168504449521,32.98466481803163,40.3849046057384,39.4867576804777,40.78841041683212,40.56144299042072,27.057442940233376,33.36955364261168,27.21107864099226,27.26713995659928,24.89090279919792,20.844979319779,35.9653298301424,29.569942986217487,L7
2000-11-10 20:44:23+00:00,,,,,,,,,,,,,,,,,18.31759029848761,25.342284575169355,27.123802938566985,L7
2000-11-17 20:50:34+00:00,95.58511898077664,74.26208039511418,59.88524162064491,51.49010980288256,44.29642859117295,39.20975864635868,41.296034573525226,41.42608537066556,38.13099736726817,33.76658127539829,32.251091130501464,22.34187076156996,30.71175536257285,21.7692262781115,24.64938804356335,24.21547889273044,19.714002067239743,33.998763056627496,29.573235041381,L7
2000-11-26 20:44:25+00:00,74.5332013045879,60.8844888096808,56.56745415248605,52.921344108062,47.618545267882126,44.425850786398215,41.360817279665554,38.62088500831633,38.24455225031871,35.88384595726505,32.4838773747329,20.72939120760912,27.106027304830235,25.32916556221973,26.365579539519523,23.325106919627103,20.69654170076707,34.631290849183024,28.05424744243542,L7
2000-12-12 20:44:27+00:00,90.96160134190238,74.38143525121174,65.29658616839552,57.11938046890664,51.27965042562007,46.91219570236312,42.59967101430454,40.224794198757,38.35818794686653,35.61002495062863,37.17426987880634,29.24316641667804,28.759072986448142,17.885679067497946,19.162699385135834,15.998065588179504,14.358514821810235,23.71592969007412,16.34049890683823,L7
2000-12-19 20:50:39+00:00,86.38737362655205,68.68766585925522,58.20610344032741,52.79391764432835,50.76011300733348,45.49678582541703,39.15785876820554,39.51454545862664,38.57024226254408,34.204913399759384,30.37926859747525,20.405728528092894,27.866766428268367,19.15613741566555,23.930674577154125,25.12293463104441,19.243467670284865,32.02042452568803,30.98313272086197,L7
2000-12-28 20:44:30+00:00,,66.02478085470473,55.83533643440367,42.16958281112403,28.85265902057973,23.01322849541826,26.8204086565404,39.879808617048106,38.316753719425805,33.45299014018578,35.174426960591354,28.00825775397527,35.30207753600272,30.73958350478445,30.001766246975528,25.63113441548084,22.292875430443893,40.32869161485095,32.59551052396003,L7
2001-01-13 20:44:32+00:00,,,,,,,,,,,,,,,40.00222376528112,14.816248756074,12.810175282809272,21.816869144662423,4.862767283500806,L7
2001-02-05 20:50:39+00:00,77.02256989927223,62.41292110342775,52.2223370294186,48.0901035617417,45.63618948747586,42.48703940139861,40.46825886503692,40.971728791325305,36.48716748189428,28.573391972984485,27.312828030835306,21.64631878752889,30.392949287903967,21.54489212857661,24.670912771604584,23.94385721855213,18.57673400915841,30.216936400132816,27.49580061122717,L7
2001-02-14 20:44:29+00:00,,,,,,,,,,,,,,,,,,,,L7
2001-03-09 20:50:34+00:00,,,,,,,,,,38.759064147690445,38.0034800219554,30.31748420759493,31.74957825818703,24.07126220746462,31.02939266572013,27.40426778800223,17.002033524981833,31.493957920474685,27.30123243216515,L7
2001-03-18 20:44:17+00:00,,,,,,,,,,,,,,,,,19.90760296539713,36.33572168102405,32.87465573063635,L7
2001-03-25 20:50:25+00:00,80.86970335394646,65.19835899942947,56.606319916523645,51.32694201602197,47.650202838799615,42.80061418370138,38.81027248262679,37.29561122165736,32.91042262750989,26.264344158041965,21.65065732964015,11.280440555720006,17.560441516789748,20.031866778633407,22.45263945095679,19.989005451471712,16.54086542209607,26.526806525931576,23.90955011363128,L7
