dates,oahu0073_0001,oahu0073_0002,oahu0073_0003,oahu0073_0004,oahu0073_0005,oahu0073_0006,oahu0073_0007,oahu0073_0008,oahu0073_0009,oahu0073_0010,satname
1990-08-19 20:14:00+00:00,46.16083988364266,55.08396079358639,63.85064932500264,60.11502238730074,63.80515341271472,56.5431244613321,50.77649076249954,46.83331494684718,38.55036826015921,31.39983488056998,L5
1990-09-20 20:13:50+00:00,36.2771300845315,38.9886293112967,55.8499580834427,53.81662244474509,41.06006285568867,39.154769338783,35.9445210837355,32.88139028826329,30.079160253469823,22.92031838309905,L5
1991-10-25 20:18:11+00:00,33.26703812326591,39.85937929793339,51.33278295839534,50.976136285399,49.152443123484325,43.81975421903428,39.123832593603815,33.38447790839117,27.117090292594927,16.658672442308394,L5
1991-12-12 20:18:31+00:00,14.699359606403172,30.60361725831916,42.22780860077877,41.14868162418854,46.49220308725378,39.06707957796837,36.94100905124832,34.62179239887189,27.88879860136546,18.75433719010589,L5
1991-12-28 20:18:23+00:00,,,,,,,12.416956811501889,8.307296268968777,0.2040950098506429,-8.553189835224092,L5
1999-07-03 20:46:48+00:00,,31.13422664371289,53.48949353814905,48.97631305877428,58.612668549593934,50.304744302863945,46.50837134666882,39.95782824876918,32.184430511711355,23.283985316016064,L7
1999-08-20 20:46:55+00:00,41.88916756437751,42.44020054081656,54.80108339032081,58.33609953001583,47.33365726916381,42.05100322097125,40.97837813894504,40.89556461591972,32.96165682874318,25.19451136097508,L7
1999-09-05 20:46:59+00:00,22.185439516715945,33.486495951403974,47.24410787149676,47.0341240241277,44.3156151700502,43.791532012823104,38.50820276484296,31.84337521560319,26.056498960044813,16.772863952423563,L7
1999-11-08 20:46:58+00:00,36.66684024500298,38.10873485815629,52.44389108481727,48.71443319791009,57.37937664332413,48.77737653733467,46.25293903873636,41.817142910329125,33.554833069447845,25.73293372380053,L7
2000-02-12 20:46:47+00:00,43.125683034039525,47.58494554855667,61.954457632041006,58.6437566297017,55.311027030856174,56.13191219691937,50.09959871565348,41.56167957953158,32.49752644273653,21.30052718354608,L7
2000-03-15 20:46:37+00:00,42.91347816492408,50.45592946496164,61.48513632739158,60.068629038035226,55.90690190084531,57.53180699724331,52.13259325964072,45.25411794286998,38.06263876002534,28.503782666621262,L7
2000-06-03 20:45:56+00:00,,,27.348674446618897,,39.6961322994464,24.372744032097504,26.13779697352693,27.46510329988444,21.636578124738165,16.067018865283075,L7
2000-06-19 20:45:53+00:00,38.79944223871964,39.05107203178519,59.12215059917754,54.13066967689577,51.53602075531043,54.583617911852826,47.63013237589979,40.901363337243424,31.894533312637343,24.47187616617571,L7
2000-11-10 20:44:23+00:00,40.57122815941987,46.7242189968316,59.75162489580055,54.68717515276465,53.18346237442818,54.11224079491872,50.295907554834784,44.01561917234548,36.15336309770292,25.89667053021741,L7
2000-11-26 20:44:25+00:00,42.602751538732576,45.89312086869882,59.61710446020731,57.66324016039958,54.72480666327072,52.68382247235248,48.74800320514183,43.40499274572594,36.405026621730265,25.697362485979383,L7
2000-12-28 20:44:30+00:00,44.279054706313815,48.87460466979852,60.89103987498444,55.97570445943919,56.1497389763632,56.34601011402197,50.92989705150612,43.93588094703109,36.195657739822586,25.171759912978818,L7
2001-01-13 20:44:32+00:00,16.26966868351622,34.93314875986628,48.35968466512314,44.99276452014065,52.99199100351935,45.88362801573341,41.81694229214709,36.55778450473571,28.865814218921727,17.19218805551546,L7
2001-02-14 20:44:29+00:00,,,,,,,,,,,L7
2001-03-18 20:44:17+00:00,47.698908038254544,48.541769356324586,61.215975901296886,58.86883863288994,56.74282689461845,57.02351008778887,51.249148053829664,49.23277903108164,40.46006490189811,33.78183469145585,L7
2001-04-03 20:44:06+00:00,41.45759845604907,46.84389600968253,61.25470267235838,57.6137935337234,55.1751482050907,53.726686979104905,47.841221502754586,36.413886997207975,25.77026663543176,17.20653394966716,L7
2001-07-24 20:43:19+00:00,37.97969862779164,40.0590773824184,57.26414415119767,51.289576840287886,51.28186231260041,50.24495343515786,43.9617139993448,33.16054541417895,24.41631348366193,15.42331887911834,L7
2001-09-10 20:42:38+00:00,22.26245230591325,34.14637798039255,47.14182681931846,45.81112777933382,47.608374727016525,42.26408142222638,38.54511142135744,31.329711558453795,24.5047604739304,15.0997437790793,L7
2001-10-12 20:42:13+00:00,39.17147780971575,39.533033152623325,51.80526052342659,48.6137911900444,52.51993074867732,45.98194917651343,40.48641553048034,35.42095355410868,29.98314216787534,22.76049007021846,L7
2001-10-28 20:42:21+00:00,37.3450467011309,38.19191908862572,50.93626449753769,48.11143303376993,58.33333231349577,48.703499313648805,45.542058836666655,42.38053005719431,34.90437087470209,26.09437799861005,L7
2001-11-29 20:42:36+00:00,38.9475870000324,46.14388030303586,57.415923121625525,51.38592274911124,53.73730041453695,47.00553036660963,41.59981041762441,33.396817348084376,24.62623037396752,15.643420966623452,L7
2001-12-31 20:42:36+00:00,21.250947888850373,34.67725900168704,48.52239431508232,45.67823870739029,45.49532677097951,46.30115878581482,40.583563640668125,32.44983021317,22.034058236477204,15.04897159845886,L7
2002-01-16 20:42:50+00:00,41.847571852059055,47.68268209169077,58.11156514068327,56.86701870480357,53.63177672426687,49.71915020534243,45.94510651760884,41.18818130816444,33.90218313275683,25.697765987347484,L7
2002-02-01 20:42:53+00:00,45.69365437793425,50.87284020187106,59.67574073946737,56.9893853828587,56.19204935884747,52.672937454439584,47.996303320247854,42.9702147684306,35.408279421997065,26.810419267428934,L7
2002-03-05 20:42:58+00:00,40.57856061410919,46.6248890367009,56.271889040075486,56.62337457900628,51.49930149587504,51.04859560190327,46.86520359887994,41.34002120910729,33.54995308791368,25.097397297583388,L7
2002-03-21 20:42:50+00:00,37.92504697931093,40.36501633844112,54.04830621589444,50.26580972597698,50.64130553396176,48.03478246102438,44.000798942794,36.12684980488365,29.17772694677612,20.799382143566337,L7
2002-04-22 20:42:49+00:00,38.73343577080959,47.10351007775756,54.985187062564606,50.425340573481726,51.63247564628518,46.395646950317925,42.511990947989325,37.772660435460935,30.737851711373388,22.72785899903979,L7
2002-07-11 20:42:27+00:00,42.29849187431832,49.33939868542863,59.26819918746819,56.05089080318606,54.86063689253024,50.23623674155083,44.34596883740351,35.41468591751854,29.742727744938485,20.73640019719184,L7
2002-07-27 20:42:18+00:00,42.31967354046037,47.87280133598143,59.35110855230014,54.62729121766864,54.39790906548103,52.0251096184417,47.0594301327853,41.70108511207597,34.629385475982204,27.912482823271137,L7
2002-08-28 20:42:02+00:00,38.27380591610836,36.7585101189522,50.15428585995678,48.84244433051814,47.82407382817302,45.43316174588178,38.08848198585964,31.15338185001573,24.49915374262187,16.111695102440724,L7
2002-09-13 20:41:56+00:00,36.496665639192805,35.80209936546161,49.186667933880095,47.14658553100302,54.10511653495109,47.14609943747041,42.99600514757484,39.188775999128985,31.07567220589443,22.93970068708256,L7
2002-11-16 20:42:04+00:00,,,,,,,,,,19.871622166054227,L7
2002-12-18 20:42:19+00:00,56.60440919963485,74.38692640549479,,83.06178244321177,59.40456407240881,53.80446766464388,48.33084846923299,37.50214566429231,31.023867227843144,22.83323959498072,L7
2003-02-04 20:42:40+00:00,42.42797239171857,46.822778544301045,58.35547108290406,56.65312226179703,52.950471031291045,53.59564477888513,49.98766195935103,43.54272762200812,35.86695763087251,27.8106049650724,L7
2003-03-24 20:42:41+00:00,23.525971402147643,31.72588103122925,44.70928438856115,46.217360644439,54.21734478938692,45.45483828631907,43.15148182217227,38.35292844402901,31.7812844460985,23.95091621461392,L7
2003-04-25 20:42:48+00:00,,,,,,,,,-4.476616682657268,-8.721488544172301,L7
2003-05-11 20:42:47+00:00,36.83203823846038,38.8177117415546,52.529147040248894,49.95462797734696,49.43515441072138,46.78509264682901,40.87203388041431,33.54381481195415,26.276271591772257,17.130417525965914,L7
2003-05-27 20:42:45+00:00,36.567133784802046,35.604793815257814,51.3036548578932,49.16404266256644,48.90071314524879,47.843989797193785,45.05256932633648,39.24994792250227,31.580389415683417,23.795954273737426,L7
2003-08-15 20:42:28+00:00,,,,,,,37.19839557045826,29.63434042154187,20.80158822486555,13.087271135701886,L7
2003-10-02 20:42:13+00:00,45.19020242399385,51.10888298578431,56.47419099171102,62.28234127675895,46.975143408052965,,,,,,L7
2004-01-06 20:42:58+00:00,52.04823673089176,54.83364293421117,62.70635002381901,62.80817408741283,59.485842958506005,58.81028791379171,,,,,L7
2004-01-22 20:43:05+00:00,37.47291500818361,36.47082317948145,52.544528796115706,49.34898476866911,49.15484569471379,47.81053645949297,42.574817938787824,34.439949968147765,23.71377275454502,16.678350163356154,L7
2004-02-07 20:43:10+00:00,48.92707682442343,66.71539552845901,58.41974688483557,,,,,,,,L7
2004-04-11 20:43:15+00:00,38.12304731907132,38.09411851068882,57.79972647700457,55.06648366566624,58.30655861064312,51.37674026636624,46.43628949385634,39.527547753961024,30.175379840742487,18.62315750871141,L7
2004-04-27 20:43:12+00:00,,,,,,,,,,,L7
2004-05-13 20:43:15+00:00,36.43330006293236,36.638646963070194,47.87924679653642,46.89105167272688,54.35436424300793,46.202061036582464,42.1533231413798,37.01265870462555,28.21357134253581,19.247997335038384,L7
2004-06-14 20:43:05+00:00,,33.802856489500435,48.503397857566405,45.699670695340295,52.07947438337159,45.121569408518816,39.45803259711754,31.439702752773098,21.330115219020243,11.670848667038662,L7
2004-07-16 20:43:01+00:00,39.48037074277253,46.16391072449924,60.40404951094289,55.52200297399756,52.81012634147172,53.04598816986303,47.66335577046208,39.076223336622014,32.21042606891986,20.406487557063308,L7
2004-08-01 20:42:53+00:00,37.74278876432697,39.83943481829655,54.47226650915454,49.822096365927024,49.4960310113624,45.537341582646505,39.75698488824339,31.344092518705928,21.98988628285064,13.706506357509497,L7
2004-09-18 20:42:41+00:00,35.397624840888874,35.223756926368566,46.12264663410149,47.59298492887184,46.62293936347766,44.42215638960023,39.265907426585166,32.44192445414293,22.69656499630521,15.532641827331837,L7
2004-10-20 20:42:46+00:00,,33.45652077624722,46.32238961959532,45.26290834444612,50.56434704409953,43.82781693637604,41.5608385908273,35.87111379482182,30.5452664833697,22.73089165293706,L7
2004-11-21 20:43:04+00:00,41.75165867415991,43.70633100817994,57.281033778039706,52.633385046903015,51.95783491612636,47.8243057795678,44.59499071939704,37.791695333430525,26.452896162893182,19.2447926216488,L7
2004-12-07 20:43:13+00:00,40.07049064799299,39.055403209772486,59.1268921553109,53.24797890824888,52.96113416534976,53.19172694923775,49.67898544547874,43.1768358729586,30.734924623276555,20.70910390625093,L7
2005-01-08 20:43:27+00:00,51.73435898755006,54.23062655415694,62.38652690107436,61.12717250394,59.204932264768246,56.23625234186771,50.932592257070816,45.00094707015525,36.66758166958205,25.14579088872533,L7
2005-04-30 20:43:38+00:00,,,46.762903766950025,47.7802526387328,50.18766589603249,49.44905510736216,46.341099193342494,38.68465541929672,28.45680659027777,18.08658456231394,L7
2005-05-16 20:43:40+00:00,,,,,,,,,,,L7
2005-06-17 20:43:29+00:00,58.12344675032482,63.19759313950976,77.94865315988096,69.80781239560449,67.5328423659482,59.53326235974432,50.28493862670518,40.373644460263534,26.872859664080103,16.984536190902666,L7
2005-07-03 20:43:28+00:00,,,,,,,,,,,L7
2005-07-19 20:43:29+00:00,40.93915723085677,47.12222960943822,59.47370449044339,56.59792044894861,58.83181211885323,52.78834015700029,47.92088955773308,38.76496388205708,31.69787749230017,21.81549215227196,L7
2005-08-04 20:43:26+00:00,47.86373817166042,47.94356512212617,62.032074669571614,58.97002669861562,57.092286200362416,54.54123244766284,50.16909690864278,38.93081439694225,29.47378738869324,19.78955229847982,L7
2005-08-20 20:43:21+00:00,41.38954029962698,45.75540170538468,60.34156528322217,57.160697158177655,54.06985557732006,53.94680839661741,48.65296955349108,40.0867223905266,30.47794658796344,19.260435770258383,L7
2005-09-05 20:43:12+00:00,37.64834063774528,39.8573394346201,52.076950240334334,48.50457230152929,49.110881701022,45.73521946057499,42.72966756908184,35.60780177190906,26.815211476061545,17.771208121847884,L7
