dates,oahu0087_0001,oahu0087_0002,oahu0087_0003,oahu0087_0004,oahu0087_0005,oahu0087_0006,oahu0087_0007,oahu0087_0008,oahu0087_0009,oahu0087_0010,oahu0087_0011,oahu0087_0012,oahu0087_0013,oahu0087_0014,oahu0087_0015,oahu0087_0016,oahu0087_0017,oahu0087_0018,oahu0087_0019,oahu0087_0020,oahu0087_0021,oahu0087_0022,oahu0087_0023,oahu0087_0024,oahu0087_0025,oahu0087_0026,oahu0087_0027,oahu0087_0028,oahu0087_0029,oahu0087_0030,oahu0087_0031,oahu0087_0032,oahu0087_0033,oahu0087_0034,oahu0087_0035,oahu0087_0036,oahu0087_0037,oahu0087_0038,oahu0087_0039,oahu0087_0040,oahu0087_0041,oahu0087_0042,oahu0087_0043,oahu0087_0044,oahu0087_0045,oahu0087_0046,oahu0087_0047,oahu0087_0048,oahu0087_0049,oahu0087_0050,oahu0087_0051,oahu0087_0052,oahu0087_0053,oahu0087_0054,oahu0087_0055,oahu0087_0056,oahu0087_0057,oahu0087_0058,oahu0087_0059,oahu0087_0060,oahu0087_0061,oahu0087_0062,oahu0087_0063,oahu0087_0064,oahu0087_0065,oahu0087_0066,oahu0087_0067,oahu0087_0068,oahu0087_0069,oahu0087_0070,oahu0087_0071,oahu0087_0072,oahu0087_0073,oahu0087_0074,oahu0087_0075,oahu0087_0076,oahu0087_0077,oahu0087_0078,oahu0087_0079,oahu0087_0080,oahu0087_0081,oahu0087_0082,oahu0087_0083,oahu0087_0084,oahu0087_0085,oahu0087_0086,oahu0087_0087,oahu0087_0088,oahu0087_0089,oahu0087_0090,oahu0087_0091,oahu0087_0092,oahu0087_0093,oahu0087_0094,oahu0087_0095,oahu0087_0096,oahu0087_0097,oahu0087_0098,oahu0087_0099,oahu0087_0100,oahu0087_0101,oahu0087_0102,oahu0087_0103,oahu0087_0104,oahu0087_0105,oahu0087_0106,oahu0087_0107,oahu0087_0108,oahu0087_0109,oahu0087_0110,oahu0087_0111,oahu0087_0112,oahu0087_0113,oahu0087_0114,oahu0087_0115,oahu0087_0116,oahu0087_0117,oahu0087_0118,oahu0087_0119,oahu0087_0120,oahu0087_0121,oahu0087_0122,satname
1990-08-19 20:14:00+00:00,13.412844989572772,13.303868816126798,12.687343555260904,9.874737466981667,9.717707503169816,9.768150587259726,8.691701136926927,7.738390897564724,9.12908770958241,8.632263286220061,10.274746114750798,7.205805447119527,7.140677155982029,8.716271138522483,7.212365243276759,3.6052417664069454,4.21800391589826,5.927202527949435,5.731987801246877,6.508917651811881,9.039680235625816,9.34754555224266,10.745278820827892,11.418610663860733,12.314540290931347,13.03909244242472,13.613967779635656,13.862766828603467,12.764297182454571,13.914012382539296,10.737741813876855,3.737581255560652,3.60000557527601,1.7460801825640369,9.157084136954053,10.3590800591129,15.9522682459769,24.14485831489024,30.854211371408805,29.06820451569187,27.219520203584302,15.23992674811419,20.07694787044009,20.92175213752021,18.31258408169575,15.644426141231497,18.11882073771022,19.75261114776688,17.54026949275467,16.641463152331163,18.43057083822394,19.18003747410463,12.6855691903373,14.709664159535151,10.628255081107737,24.17745195407017,14.406534883591537,12.340525965379245,15.4663929465022,13.32783636990194,18.74928368528034,22.352429225516783,20.88268481902411,18.56276958217957,21.19507209803681,23.581437482988505,,,,,,,,,,,,,,,,,,,,,,,,,9.71190466999658,8.104212957478076,8.496501921327066,7.37347282875076,,,,,,,,,,0.8654388336106908,1.6513269095660976,1.0126569757970496,6.912654985878502,11.723377597874896,15.74014823927601,,,,,,,,,,,,,,L5
1990-09-11 20:20:05+00:00,7.137117694066351,6.2911196358012464,7.398502602045522,5.7851416382468175,5.487540159257302,4.57721140778797,4.644960228223939,3.4826888856460805,4.553909673113834,4.951261696840017,7.806084224634862,5.318578000595586,3.972108585920034,5.319519082922882,3.393615762200117,-2.031079237942136,-3.503603986569425,-0.0067734748831802,1.5275092839520634,3.715717511756489,8.3813462111894,9.671563610435602,9.662491092164077,9.897703528369425,10.7994422512282,11.227392961008732,11.72787677130499,10.717819916736726,4.240923560862909,0.6447484584808789,-1.2938193498157142,-3.3748830982582425,-3.1279369316371013,-4.306399734950535,4.116097567998015,6.318291107801716,10.179719043778157,16.852231503024132,23.802537610917497,23.49827736461209,22.066114001573062,10.132711799094391,10.61093313765588,13.123872466012616,11.02986108572335,5.677242627886992,8.639157518400406,10.68305480601494,9.63737841101474,5.8299628026256745,10.297190234104937,11.504588555977104,7.726874879776885,8.462795298265176,0.9529298674140988,11.068082339781116,1.2448626781720171,-0.6964543523606466,3.232363230087287,1.575878269563218,8.913323909404527,13.255560140000616,10.160645751154064,1.2652577889104275,-9.347452837101072,,-14.976449734782792,,,,,,,-14.113763657526084,-16.091997271672998,-15.400945953304214,-17.594353966255383,-16.244909549418278,-18.46216881653848,,,,,,,,,,,,,,,,,,,,,,,-8.746926720879976,,,,-1.7919116217686537,-2.385326733735051,7.048012136429149,11.74897240589574,13.81338715689736,-0.8676366069953771,-2.911057491015718,-5.194208895642262,-0.206764970959256,-0.9420525532038376,-3.3055113069623574,-6.222721444774759,-4.626826789955597,1.5953340503770634,2.0887998091949744,2.343406055159603,0.2537934981341929,L5
1990-09-20 20:13:50+00:00,-3.6097438668708177,-5.134179345256067,-5.472699440451711,-7.976436857762305,-8.003823289601552,-8.188867063316735,-7.090185588788881,-7.243474813060532,-7.308047769888475,-7.393822249138768,-5.427770667054162,-7.758541537711329,-12.168344446930874,-12.124721715346585,-14.539754656682655,-20.03041841540329,-22.65388438175273,-22.954435645926065,-22.922081284595315,-21.90865788882664,-19.668724018746587,-17.452272049023456,-15.966939929822766,-14.755728978912272,-12.08372169021906,-12.709327197543482,-13.489250260544871,-14.71997748891237,-14.983968326324351,-13.97804200974394,-14.402831129586543,-14.773844312183838,-16.509549808773645,-20.06409877365728,-13.411217745415575,-9.962949172769308,-6.0430085196944106,1.12419012561617,6.946190739112774,5.692641211224021,4.934913617211938,-7.6276911464716175,,,,,,,,,,,,,,,,,,,-2.810274996017592,12.248579674597462,9.502807349334953,2.5082286936976383,-2.950275103583117,-3.12114524717676,-7.681458758443981,-8.57804439008926,-7.766100626078627,-9.582055716543982,-8.561271136061873,-10.8306721633756,-9.900021240565406,-6.4160402894320026,-3.815393308065088,-1.3478465046145454,-3.4806124651714145,-3.342505245465069,-3.5913561975157227,0.1731469777830379,-0.735866471289317,1.0040394099395304,1.18337033459692,3.6418570258623775,9.99409288752132,11.315148242828606,8.905540360575197,7.07369162745008,4.676406756058457,1.8883689005485984,0.676035314770703,-0.3587295624894655,0.0290286077873216,-0.0336712535981967,-1.4749127398121369,-4.885942096692158,9.5574104325882,7.551900004700311,5.368284565565743,3.977409523996682,6.017168547259155,5.866365046599139,4.928445471070514,1.8507627740969723,1.4323170188176642,1.51889104957802,4.230198119254645,9.848707592545496,14.384827169047885,15.34549279663137,1.770813636317997,-3.11707192512358,-2.0740263378182724,1.7127364613214349,2.451487373693487,0.9561255043635216,0.0798870758856593,2.286018367909742,5.333139518445593,3.642892028175719,3.2694002689279658,1.937796326442536,L5
1991-12-12 20:18:31+00:00,9.182961863664325,9.280151009716052,9.590761115521252,5.953183586974493,4.698817548423914,3.035172048729741,-0.4565549505296064,-1.254556824128382,0.9363817293887424,3.2303695138511834,5.371661270791914,2.5576268240274964,1.885824995323616,3.8984067888609295,2.174630403988348,-2.542625628806906,-5.122185554932609,-6.443650036859346,-6.568740742790872,-2.575367637921368,-1.3552814581606327,-0.3072003786545935,-0.2829216755587694,-0.1285170269817604,0.980212889993022,0.5410416296170935,1.8324196069306915,3.463973042794375,3.610810328392675,4.553834229130995,0.6928474544975379,0.3246602584986588,1.2886374800495628,1.707653851045126,9.467414256607846,11.454443538595092,16.138142312449887,23.91145117214179,29.909479756817635,28.109051354240723,26.095696733359027,13.918477207635394,17.666763310463555,17.58650930985515,13.710642312938852,7.193926075607813,9.355452924283968,11.132661490699943,9.58825175366943,8.61049524059033,11.399696603203443,12.015063803784702,5.083164947749459,1.0137920106438454,-9.488996770693086,1.088053907957232,-7.806362012220847,-9.06879655534764,-2.186628284735881,-2.362587557096924,1.2001180219084229,7.685734675429776,4.931150189683924,3.5291903548886534,-5.6575564336070885,-4.932586008972329,-7.001994996550406,-3.444235246577261,0.4301888297550673,3.2245578165893654,3.1551323920798584,5.589608906464828,4.701026850319034,2.8222765329058315,-2.545483800546562,-7.995133048412388,-9.512568668607257,-10.17300949456177,-9.816948533661938,-4.734229092346617,-6.77807738944136,-6.300982215029168,-6.147242335612042,-3.359406237775426,-1.2827747101424714,-3.211464883426162,-2.93723815560923,-2.7696051559394963,-2.112935702658263,-2.2774747917870486,-2.165835367707202,-2.1659104649688605,-1.9824397644872165,-5.196213449646601,-5.699650308351291,-7.626960621800553,9.212057440754124,7.333870836205893,2.480077436497918,-0.3348358987470022,-0.2607458197371107,2.815507823910141,1.6063222272020754,-0.5560821505921446,-3.7362256236060456,-8.653305474965348,-9.13533148105386,0.3229068723911194,4.428008403073802,5.922187132506708,-8.206138111926117,-14.8067478127445,-14.195533974138058,-10.162016943667686,-7.950143959774076,-9.346790483331908,-12.466015459276829,-15.122550988157078,-14.33755495075618,-10.181430465320684,-8.007009464282644,-8.36959631438813,L5
1991-12-28 20:18:23+00:00,1.112820589068685,0.9347376646819772,2.154520998149448,0.8827721035116292,1.312893264767735,2.9575940914575023,-0.5070011661557765,-0.6386127489409943,-2.205241642044947,-0.5776034208701357,1.7467032935415945,0.506609591295526,2.4890176372598467,4.653897306916528,5.16061137290542,0.6403728639538172,-2.181259307206856,-2.224498376174408,-2.8147761425160875,-2.860873219444744,-1.0832094641978454,-0.406344012838391,3.641681626391528,4.361904051147789,4.95066705135077,3.6788393906377217,3.20255236176638,2.0461411059813712,0.9893354867840708,2.3236396260519494,1.9988518546315823,3.744226816573712,3.635645057784981,3.3490076915454794,11.262370417178984,10.625927724632511,15.298951051419614,17.56466726253381,20.0507294356268,17.630105046088634,17.025923595969083,5.284913149327736,7.131542854712779,8.620973389387329,5.244766970889744,-2.06690603977168,-1.3805882856772798,0.6057582675179032,2.8777304630666243,1.941540981893788,6.33549217854601,6.280355970168789,0.2157512985868369,0.8863017890247327,-6.996075337352793,4.372062962792481,-4.454444977698159,-1.1310708336038555,2.501858065174608,0.4233925856613587,6.615760953308951,12.873799572107636,8.099930663890204,-1.3782445004168715,-2.566561736235604,-2.195631617055373,-3.685653037271742,1.1212140433589304,5.3982227045707685,6.02147014496723,8.013059696494276,5.648962450174659,4.128143295678735,1.0244845245478476,-1.1165549446567458,-2.10474867871778,-1.6421611057772192,0.7135765354393491,-3.758258033193776,0.0903777101521891,-2.1575833848083747,-1.8983040080963909,-2.508665261129172,-0.2342829009471138,0.112686982577166,-0.2994318407434879,-3.95605785077712,-9.03634375380647,-14.164398509528578,-15.118023668117653,-15.115002273502386,-13.37963869602981,-11.991723342657869,-10.823438118550213,-11.243487805497882,-11.99539359075516,4.487636377089942,4.066494369029128,1.0290994661220132,-5.824552854185199,-7.431249516626561,-8.299963067636831,-6.813279284103873,-7.227187598198709,-7.552977684461027,-9.7390976073806,-10.251371717535342,-6.050504488913089,2.051139646552522,3.880705417307468,-10.048496828173896,-12.597264540908125,-12.164149809435646,-6.104262936523221,-8.074356726379389,-11.764886855538538,-14.41298536296917,-15.042891086350611,-14.44033043081183,-7.9714999126351636,-7.644358205881984,-11.050069031743568,L5
1999-07-03 20:46:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.669056279474916,,,0.0086040654448827,0.1556404391800391,1.4795217286704374,4.9295383997889735,3.482518192774644,3.5405862182180203,1.512095744005546,3.2864963394851734,3.7800917832259846,4.844493313019986,3.869007437262908,6.3169342585246895,5.39751353822975,5.99741645850485,7.156335451359861,,,,,,,,,,,,,,,,,,20.02446716310909,18.76983391364992,2.7544313809818943,0.3020151077117367,2.341696098095188,7.721817769682821,8.285902554071015,,,,,,-12.973397028449495,-16.19283794571379,L7
1999-07-10 20:53:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.11737741112797,,,,,,,-16.17989241636886,,,,,,,,,,,,,,,,,,-2.3764752237095426,-6.207552116185387,-7.828106743388624,-8.135740878196318,-10.302322304764727,-10.51830133257778,-11.497863664646786,-6.884714714391586,-6.4612678166862585,-2.0638707897498456,-6.298530733255381,-9.38940934402722,-11.039324015935936,-9.2925631304593,-9.689800310303472,-17.715399810333356,-22.87611062580108,-19.952759603988447,-16.073161590948622,-10.185870480971271,-9.144509263673276,-9.479995010323016,-9.053813952046369,-14.437791520949162,-17.12602641663193,-18.76925070569045,3.4464273048666563,2.399475859556558,0.4243799014819412,0.1363373521189589,-1.50436547104459,-0.826204843330785,-1.63131982051474,-3.329866932525858,-3.314575961230912,-4.655049575292038,-6.823353204152841,-2.738901035938282,7.728673488121069,8.445175307050059,-6.485705837238871,-11.793481391392987,-12.076433771868292,-12.473311616947752,-12.849704606040955,-14.968882937087706,-16.50908608886429,-16.30818772207205,-14.182782446494796,-9.3558358809379,-8.755368528818176,-7.924266450036399,L7
1999-07-26 20:53:05+00:00,11.208512975634626,11.69109414299582,11.293241795414335,5.944696107350557,4.265911016999352,4.45609930492731,2.339907346774267,1.3606704612136915,1.2954962231155052,0.5802809217645971,3.4924808831362344,1.6834795734339665,3.1252855961894377,7.241512008735919,7.048588167725658,2.5132457564325086,-1.2659738032733787,-1.8909812585965136,-2.355085556480732,-4.132442658543884,-1.7257375171939855,-1.2017526440077804,2.278934130181344,2.5907946379557383,5.0512260013053325,2.6403824974887136,0.9957921770805398,1.8048787853416768,-1.2390227807400662,0.4431848913579678,1.1112292590588475,1.5488043588550844,1.7705502977601744,1.0903297590080787,8.478363394430955,8.904057028256954,12.007670557666987,13.75093619563939,19.76365685798605,22.1234352577575,20.961694559487537,9.989175507291495,13.72650254626307,14.065904980662712,10.655496620738376,3.700098262070637,4.385757923104233,6.8446672617076345,8.781292575169537,10.296605775941222,12.61556467392916,12.7746268800548,5.073054761585564,5.030443420813024,-1.636837865749437,10.540667012224826,2.370462781562975,2.9280940574732663,7.1137072296467405,7.223528956690048,7.405550433944496,10.559026829395808,5.737486059630255,5.435162683513878,2.619577411017079,3.41232538297054,1.1262079484149077,4.859970995025442,6.914784089869208,3.4253921366360847,3.432632807599703,0.8957536448321923,1.1077528255632658,1.2256016178204083,-1.8092079441881457,-1.5467789626317132,-2.8585259927201263,-4.143807773496216,-5.585842991920721,-0.7050641052215187,-2.0958584186104905,-4.453339693523468,-3.3808091961910147,1.1052421563543144,1.8363755365951389,2.123651896880213,-2.9174335961194484,-5.238326973095685,-4.856012683732583,-7.007739724602484,-6.952406116964102,-6.935679179810595,-6.736293794024865,-8.569262503432263,-8.856131341454585,-9.900746036915468,5.608912097076841,4.677744589566382,2.7007247073678013,3.4457073169259824,2.8272268065082296,2.4822070514852945,2.522684597935474,-0.2267413943779249,-0.7062005449073534,-2.8327017928462537,-2.269670157377165,3.523848611696311,11.6019051977197,12.5695799531248,-2.6746999061072363,-6.989252038140197,-7.880523008677814,-3.945465560107401,-0.3014973948203626,-4.079992033829525,-7.69028864673894,-8.658552481745934,-8.967660347710236,-7.756678723736519,-6.87222832786548,-5.766843051879791,L7
1999-08-20 20:46:55+00:00,4.634664135279367,4.7942220420314685,5.490371631339921,5.069425547219794,6.558723130789405,9.88424764759026,8.230296106323623,6.988594558380448,6.453596685924274,5.285470797589178,7.255295856658762,4.20298031536941,3.575206075997106,7.383148730526284,7.37599884800676,2.641994986615293,-1.031286737212805,-0.2590695084710879,-0.6915649623290863,-0.9793351327675311,0.8257791176845555,1.2690555897214322,5.549896546911493,5.460302206761386,8.588257069321555,5.049874756988738,4.502836798033868,6.088696924623071,3.9922229199456334,3.178894991754074,3.8135777079579656,3.6548999618558575,4.63355495717945,6.020556445035799,13.173982182706162,14.05769928644381,16.729929453895146,23.631535190114704,32.80256808382128,32.5902826153932,32.04512642618224,22.30329313755575,23.615349247133945,27.65324583742192,25.220419418455467,13.3228412343026,10.198172473652887,8.998747081127432,6.695616121196817,6.759292709943749,10.524502489888862,13.401226073225915,5.345310907610293,10.21566668477116,2.458771290399341,13.654425342200492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1872986808974677,2.1696957201840563,2.9796807343512235,3.05975309975716,1.065853206562612,-2.23566383675019,-3.8880971333699454,-4.1115990972938485,-2.0643681773564966,13.424956819980412,13.281638978022771,6.933587726111828,-1.2317063118583007,-3.475937760835765,-6.295757145308762,-6.240875969786836,-1.4303493935552007,-0.5194521398192762,-1.6031890676039076,1.656428503914506,7.534361056486173,11.047605953146816,12.005082972203954,-1.4929236998900963,-6.188026833446487,-3.3021875500922064,3.6666243131220897,4.142491125767881,2.0957544332009883,-5.281912968261462,-7.476024505640134,-4.212068672450789,-1.9660232174408057,-1.130400918542764,-3.2730049075120187,L7
1999-09-12 20:53:05+00:00,13.367943206319875,11.742285441881254,14.511000350944157,10.827704510600002,7.902463987238159,6.588129872945329,3.2930162367509137,0.7345086382818768,1.0517352325522242,-0.6228955440551032,3.33142853241929,1.7195564102941254,5.40362793263876,8.812107101860494,7.468739051859602,1.4764433990202142,-3.33770109418864,-3.3425273083968774,-4.118509490535836,-1.8938498126058667,-0.9135722209451363,5.370776327735662,4.4684300847727485,4.409961359735214,3.626915927736584,1.1527445988633194,2.6051191669880014,4.316581886726192,5.491159483269716,9.545966185788767,8.133347291375278,9.74354419975695,8.19626176280579,5.982825535720047,12.432852344522786,14.006851364129693,17.90415720528032,27.836096423809973,33.83544317230174,32.13567835736828,28.59271067126621,17.043716683793058,17.983013091629324,19.857477832271208,17.009743966073458,11.349474883812707,15.38543364156194,18.23622739353809,16.61995507044648,14.263911221628389,17.30646231895259,19.28714437763968,13.32204801576605,9.303264125872577,2.36497937854861,12.089995308629026,1.3142631650527503,-0.2091742281467354,10.069763274068348,9.072953847128607,13.404875074781923,16.199356474887615,12.613927950353233,6.157840781196518,2.1789215799151984,3.655177246670181,2.913200065591376,6.419146048350337,8.150769498422566,5.06202255179986,4.47945627210788,3.091946811358772,3.432397722883187,2.4514184568012443,1.6419561235630071,2.7833006700367964,1.9036926486185088,0.4171486967205948,-1.1916952890695884,2.8767603279516543,1.4008581660859172,0.0645938499803753,-5.149304143423049,-1.6680346367578789,-2.31037110018678,-1.284921672146738,-1.1694650474403938,-0.688342523618074,0.9897161939374016,0.5862700972944646,0.5974729033477224,-2.369558848008892,-4.419074892866806,-5.648922505963744,-6.520538536556259,-6.026903407424364,10.81921887812625,10.104750765153671,6.119091029926289,2.469289271308682,0.4526089668732103,-0.559597320606529,0.6388033310109711,-0.0033761017356483,1.3719711875011025,2.000819110540741,1.414610501336505,3.796089026951941,7.191425488303043,7.339028415323973,-6.175483623255806,-7.142971241219234,-3.979709419567957,0.2814344010937379,1.4468784797569076,-5.13637706512491,-9.93142165834988,-10.592977881471567,-9.079009479004156,-5.899508677844366,-4.271823329289261,-4.156533303176456,L7
