dates,oahu0080_0001,oahu0080_0002,oahu0080_0003,oahu0080_0004,oahu0080_0005,oahu0080_0006,oahu0080_0007,oahu0080_0008,oahu0080_0009,oahu0080_0010,oahu0080_0011,oahu0080_0012,oahu0080_0013,oahu0080_0014,oahu0080_0015,oahu0080_0016,oahu0080_0017,oahu0080_0018,oahu0080_0019,oahu0080_0020,oahu0080_0021,oahu0080_0022,oahu0080_0023,oahu0080_0024,satname
1990-08-19 20:14:00+00:00,-0.4611114275310417,2.1865514420844177,2.9065732386395533,10.13399838150659,13.465904493005352,13.931542180311409,13.1327264398689,14.123679303412644,14.39175955703626,17.618021263612327,19.54443141960332,19.43745182775153,19.65387041120253,18.373036017218933,19.28661058081037,16.569178271692838,17.619070940267097,16.730445541249118,20.49845480252363,20.52699112632753,18.273211649689934,12.749635195822169,8.640598416302346,189.71065950164785,L5
1990-09-20 20:13:50+00:00,-12.23330602409235,-9.776549924245968,-6.732242692164037,-5.765846192190735,-5.432435670672759,-5.35078939798372,-4.894386583634364,-0.9580842239785576,11.302301092628936,,,,,,,33.152638320348366,32.416792170472334,29.42956592332169,26.646800007044515,27.10739041404748,26.08367797530776,26.85186382937599,,,L5
1991-10-09 20:18:07+00:00,-15.668681060616487,-13.999345951215997,-13.4440771975467,-12.66117682925491,-10.393019473162145,-9.259118831698787,-8.513797395492434,-3.346620052619904,3.715386537152916,5.293701886558877,5.33277806539255,5.84220552808819,8.115749589527221,10.885010740777364,12.433147250111132,11.008504309498528,10.95578471066956,8.790482577892755,3.967133006835157,0.7501628480079235,-3.1502461137418174,-5.904462952295384,-11.00900525884694,177.4737170479541,L5
1991-10-25 20:18:11+00:00,-8.528669423384068,-6.488665871158274,-5.616419534352876,-4.717296995946668,-3.4536357996723543,-0.2811481909340205,0.8699059313044741,2.1384125927175144,3.0250296932212586,2.2712608799677425,-0.1228136461921362,0.2271310193357736,1.2792326220579344,1.294756964341529,3.008705842014153,-1.6836418774851176,-3.248246416305179,-3.946879703654469,-4.912063532593923,-6.256266695588584,-10.76461614264352,-15.663351455644758,-18.60947967371081,171.80098027024627,L5
1991-12-12 20:18:31+00:00,-11.03117333578505,-9.54271436702999,-10.156643778965767,-9.854508095408567,-9.017516380518083,-8.533481876009692,-7.692676122066328,-5.733604264017265,0.3315168512468543,2.246623144331859,2.157049388491939,1.6158468342464911,1.8836715239839856,3.784746448225466,6.103730117446447,4.232201997223311,1.9513639071930304,-0.956408158931436,-1.6184733055113087,-3.1279708478869663,-7.326205333622105,-11.319078824429257,-14.182478724566506,176.19940417226113,L5
1991-12-28 20:18:23+00:00,-20.75719269963685,-18.010396344527468,-18.08596920218393,-17.563939034513904,-17.86121824842903,-18.004217455243275,-18.02953972336794,-13.860692593865856,-6.688758054467561,-1.8131461641301363,0.7155894816964663,5.817323058392707,6.230183020996234,0.8478610450737702,-2.053128211760812,-6.939744566411043,,,,,,,,,L5
1999-07-03 20:46:48+00:00,-3.986363347200059,-1.874295194525433,0.2827424934715934,1.2589928070300684,0.727056003905109,-1.38159492239489,-0.1454056357266208,6.493948263908227,18.96944453149489,19.62836938659179,18.973272249162203,16.998200446964507,17.18834179572786,17.257664145448782,19.258342852154897,18.0102644998457,18.974576979573584,19.08303479443197,16.28349918669564,13.951487842503155,4.296100515886985,-5.6581396686649,-10.816428066816645,179.3579499288857,L7
1999-07-10 20:53:01+00:00,-13.66706189446062,-11.74711141336719,-9.966544864002667,-8.562596752313123,-8.020207840746416,-7.755010615835364,-7.443081756039509,-6.700774853261483,-3.3513614520385806,-2.8232078777547773,-1.7203335633217074,-1.5276626371973463,-0.14353667847197,3.3325156864659267,5.717063501775836,4.910917929942524,3.795157806656132,2.1934950236388864,-2.2926980092994347,,,,,,L7
1999-07-26 20:53:05+00:00,-11.26458935403441,-9.147419938984063,-7.658115542149877,-6.875589471985201,-7.911901963055786,-7.942239494992983,-7.117779366458612,1.5803764743810294,3.7834688832146615,2.357542890612191,2.4779638981035443,3.9473785551337697,8.416989682450142,10.888146278853686,12.348774780266378,8.68979164677771,4.354763586959243,-1.1290923550411325,-6.117234868466395,-7.014856201806202,-10.521958399021091,-13.855549011508757,-18.17510773890661,172.01449853383107,L7
1999-09-12 20:53:05+00:00,-6.337415430878268,-4.081276217609936,-3.1536322401756234,-2.159268673112214,-1.656678955565825,-1.5255633793359162,-0.7298697849455299,1.5424684717515,6.475724864852488,13.53526648497297,15.298697282822967,14.793290907163604,12.49740058102837,10.953390469085688,11.794071967213355,10.687500408980132,12.355392322035875,12.40277950943229,10.949661653420616,5.3996864442561225,-4.82564291022061,-9.88135028702671,-12.234778179584096,177.5086976441152,L7
