dates,oahu0092_0001,oahu0092_0002,oahu0092_0003,oahu0092_0004,oahu0092_0005,oahu0092_0006,oahu0092_0007,oahu0092_0008,satname
1990-08-19 20:14:00+00:00,68.74221361466604,64.94655824456817,60.90127447628615,50.85463151277338,47.04163088891701,36.99720079416828,33.94525248130225,31.61897581877122,L5
1990-09-11 20:20:05+00:00,65.4465126585932,61.51881635827866,53.93069397595803,47.664737452787264,46.52644928455805,41.311084777665215,37.90211933016965,30.5989862698709,L5
1990-09-20 20:13:50+00:00,,,,,,20.933898176864385,26.149145688541672,22.77730453095297,L5
1991-10-25 20:18:11+00:00,51.42640622856199,48.51836934700922,40.657579791850345,30.1389281977318,34.43264713298313,25.06603956369056,20.583463986444105,17.915640540740515,L5
1991-12-12 20:18:31+00:00,57.75552374827325,57.69203137695385,54.06362196713164,43.54814028890191,40.38150082701176,26.50744844580868,20.066615395867387,21.746464738881865,L5
1991-12-28 20:18:23+00:00,49.6571626297828,48.09676927332965,42.82398297803841,34.72568954481937,38.68949681055185,28.984038796794312,21.747839055129955,13.533627360213748,L5
1999-07-03 20:46:48+00:00,63.54491197903083,59.258605703909865,54.874709138806274,44.23363247774271,41.33068944584176,33.04502424534216,31.901924388408545,30.84836400687492,L7
1999-07-10 20:53:01+00:00,68.4335064027078,63.892566315461,61.58902947003772,49.07644741001042,40.11089164658491,29.82524170530841,3.86004281916552,,L7
1999-07-26 20:53:05+00:00,51.79967272402658,50.54404429797269,49.392880390817886,40.26740848279599,38.38066022702535,30.250226895788067,19.86782274387292,12.158418946058331,L7
1999-08-11 20:53:07+00:00,51.70333148910653,52.11248943023037,49.7209481820495,42.97674941179551,41.94784959511271,35.90508445890522,30.86413844437217,23.87261944343227,L7
1999-08-20 20:46:55+00:00,62.07811587734199,53.26537874123647,50.6918576415379,43.81274423977885,42.21334312289943,29.714895424418213,28.05126272913916,21.6528816942893,L7
1999-09-12 20:53:05+00:00,58.50248992417381,58.2836757322542,55.89955090069104,45.01805600907693,43.225282767252565,37.20627681764871,31.81680288627797,21.19226478304352,L7
1999-09-21 20:46:59+00:00,67.37821369571859,54.40612696336821,43.67272291633425,34.58788524472158,42.885746946213615,38.854428464605725,33.195906129166474,20.03827366235423,L7
1999-11-08 20:46:58+00:00,57.31666339955809,58.129854887326985,58.332245753554375,48.85389974126815,42.8091474155821,31.70171766082329,30.532330974981928,28.637846064810617,L7
1999-11-15 20:53:07+00:00,79.56093171551099,31.47206920282915,,,,,,,L7
1999-12-17 20:53:11+00:00,76.9840465442926,71.79695031331323,68.05329510679219,58.74126293250527,56.156776236673664,52.39137945466055,45.61206796168081,39.34619594845724,L7
1999-12-26 20:46:52+00:00,56.35299074562009,53.893736558457775,52.794278083464015,45.602457891106106,45.587056810843855,39.08237386713344,36.30757754511598,31.93058307817376,L7
2000-01-18 20:53:00+00:00,65.46544055808268,62.449705384021776,60.9344250790308,46.973977765905616,43.43667062402105,32.73902831966634,24.26624617326901,23.42946292249391,L7
2000-01-27 20:46:52+00:00,59.51211615789759,47.21380446218253,44.50920440037364,43.64194061337916,43.46518502471866,29.44210806747146,31.51690272134506,32.2892603862182,L7
2000-02-12 20:46:47+00:00,64.48150126288488,61.80537548280417,54.992896315580445,45.88383094332478,46.44733759385847,37.861925562875165,36.5285433228033,34.58879847932896,L7
2000-02-19 20:52:54+00:00,77.69012002054146,76.64374679648958,68.16028341510065,53.98353243193287,51.08055319048698,45.50487816063768,42.59813324221509,39.30588457148004,L7
2000-02-28 20:46:42+00:00,62.90522936642859,62.80851829091606,52.849348368966936,40.142559752155705,45.001419479259575,49.88656884325896,50.03260876088653,48.927677189335554,L7
2000-03-15 20:46:37+00:00,64.69185185427322,60.59435169668717,53.07475165078941,44.82668449258199,46.14405755600448,38.7549397642804,35.959921760221285,28.040430818455995,L7
2000-03-22 20:52:50+00:00,63.54635080349852,60.93812828242165,57.103471155966986,43.58138982798663,38.57332747747322,27.516961034368748,25.35394130658463,21.235957189196032,L7
2000-04-07 20:52:39+00:00,60.22356742726906,56.55721633364646,54.792555012518726,46.02392279239001,45.28815594943828,38.957511111917405,36.11392463861445,27.45359219976845,L7
2000-05-18 20:46:08+00:00,66.57814537394331,60.46649396580576,56.476763302525534,42.70405300243396,40.026042034345565,31.80459353567325,28.718467527379925,26.550245973797875,L7
