dates,oahu0013_0001,oahu0013_0002,oahu0013_0003,oahu0013_0004,oahu0013_0005,oahu0013_0006,oahu0013_0007,oahu0013_0008,oahu0013_0009,oahu0013_0010,oahu0013_0011,oahu0013_0012,oahu0013_0013,oahu0013_0014,oahu0013_0015,oahu0013_0016,oahu0013_0017,oahu0013_0018,oahu0013_0019,oahu0013_0020,oahu0013_0021,oahu0013_0022,oahu0013_0023,oahu0013_0024,oahu0013_0025,oahu0013_0026,oahu0013_0027,oahu0013_0028,oahu0013_0029,oahu0013_0030,oahu0013_0031,oahu0013_0032,oahu0013_0033,oahu0013_0034,oahu0013_0035,satname
1990-09-11 20:20:05+00:00,,,,39.139187846031874,40.27859086292009,,,,35.083503822967494,33.877060724127965,,,,,,,,,,39.7507183660796,38.97543887760836,30.58145989724112,26.38307562664839,25.166415813655966,28.040724405758183,24.837040586266795,23.607107759049903,22.532818317029097,22.15887954146845,20.65910441983013,18.886198418351725,23.82996633679445,33.04110398158115,38.94277711905645,43.116363506541305,L5
1991-12-03 20:24:42+00:00,,,,9.20037329600584,6.70482184588067,,,,,,,,,,,,16.53253506749658,17.639884645236368,14.73243993895026,19.494058100664905,19.174976589682192,15.401127167082068,12.175175936286257,15.343335069412287,20.130415813933627,13.253602267079623,10.03799289376149,9.709710073325578,8.438641419702588,6.300787641699846,5.40358398277244,5.226188035577235,8.413110904855543,10.479526411201595,13.707791275767628,L5
1991-12-12 20:18:31+00:00,32.69373497595948,30.226610116630347,20.904959301055456,18.37559046767544,17.43867702503649,13.599867449170542,12.449830587116969,11.688068235298957,10.50701404019285,9.051525348317616,11.589499164224186,12.469754150320297,22.25204428299413,26.509180628381387,24.51325489935768,22.97753734714312,26.78009914899427,27.09596899826599,24.081566446472884,24.833519782989583,22.76833161057704,21.20581072591733,20.14593150495116,19.83063300226748,21.44273392423067,19.59316327881666,16.503695307995187,11.677278534555594,10.71129313257624,11.64401470513827,7.573118355460973,7.280561119832806,9.479999998703528,9.583736158187817,13.954209693441165,L5
1999-07-03 20:46:48+00:00,46.41556878940518,48.33029555432672,50.116297926802574,47.89716963286475,44.262092084630815,42.69027192292034,38.04340363247739,39.25135542301827,36.713744595078566,36.61411403980384,33.01452926097628,40.65289952836572,41.93145338101245,46.70482725524314,48.202627383973294,50.484406426372445,55.105496326911855,53.40046738764861,44.541791867919024,42.65706599936728,42.04356037593934,37.92162731638699,34.61510327739352,28.988877308395825,29.423480432480243,31.87025547709633,33.74200449819401,34.24708357688596,32.7000511366458,29.431607494352505,30.515812301765525,37.89432942447704,44.495438095166925,36.880515109960605,34.8230371952152,L7
1999-07-26 20:53:05+00:00,44.0380542829045,51.93762973672539,58.58194351054962,51.15692603399651,50.11825285666895,46.21925438225773,,,,,-5.051879896270284,38.4886697273091,42.1561511366175,46.81116627140364,50.400000477006216,56.09664030669346,56.30163275272719,48.96922358029192,43.702641774431,39.62003985703074,42.82532987606742,41.91409786645325,27.59232703146072,20.846022982164087,24.283795869999366,26.41875176004507,26.802550690426145,30.60787341739621,29.671382339042403,32.48182512581738,26.44218833060217,24.67053985522812,35.94057064464223,28.375538571405148,25.316832540080007,L7
1999-08-04 20:46:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.858536244929,37.68948156305699,36.33884561930491,42.61757741671252,,,,L7
1999-08-11 20:53:07+00:00,36.739683948957484,45.07908573064832,46.49823860083256,43.20323315264528,38.79193159456366,32.6576658966863,28.37902883123643,32.30488049788649,31.48458566357026,27.96561734311799,27.27563300287544,33.43680301281606,36.444389453821074,42.79922071139713,46.76329230664879,48.91062408133696,50.91581164935822,40.51128806016886,38.72631396875141,38.91318885426143,34.63172666317813,31.04239521942763,24.06577032934087,15.855645999048024,17.37137604527211,22.03729239512384,31.51384233921764,29.38670674706994,30.531565995755003,,,,,,,L7
1999-08-20 20:46:55+00:00,45.3992248410685,50.44627524798224,48.88149685722823,50.88492169171755,45.610889960699225,41.21724795525336,37.98029799726223,41.77289642270016,38.14730046322946,37.33557936888107,34.51488423656166,43.41681309539403,46.81245025214313,53.98123234327227,54.08856064082566,59.0715178395241,60.52144802050479,58.38533154246626,51.522804701255296,49.790285011544086,47.65802860232012,42.38850020517605,33.57808315510644,27.17085967120029,26.68808627496335,25.08400812638996,30.08483558066721,32.22251315325284,29.15120806796444,26.231167769646323,25.80131173450012,31.79839131753123,41.015008601193344,42.57428448535054,42.54467450020159,L7
1999-09-05 20:46:59+00:00,39.84841864062951,35.706448354508865,46.090476776405744,48.02741216360189,43.72734020916812,35.93175841442791,28.84175612031923,29.642202543402444,29.40174065501688,26.479808231470468,27.63124586975108,38.322774829126445,44.08562987587839,48.44881635815332,51.7370289750802,58.44327954862485,57.34170196087364,43.56741308515296,39.975316363692926,43.6189862807775,42.5954002691855,34.71292789283848,27.623637603409104,23.421798310024503,25.531364591088263,21.53347486987143,21.75288549103957,22.44109343379269,22.409129116189167,21.919234299633327,19.27259380344548,22.47769588812652,23.012950484533565,28.195247018644515,32.84024145176866,L7
1999-10-14 20:53:13+00:00,36.776379068047255,29.956791982488173,35.97417614313019,39.39731690381309,34.1667429960042,23.84999577043989,16.88939267876317,12.936824841353182,18.16401740190194,15.251047585293538,21.875243591677883,34.14109460050229,38.43084895569525,42.28612455004481,39.5182136536251,35.03209468374458,42.99491738857384,39.350521700652514,39.940345756147146,42.91947497976314,39.19374463138822,33.644011203702966,25.179303294587964,17.97485522455244,19.718187120585096,18.09106933921107,21.001465707042584,24.7453144796975,21.756029373111343,14.551106736302357,13.496973838798462,13.210346899522191,18.474883090719235,28.495495861182054,29.89006471781892,L7
2000-01-02 20:53:03+00:00,23.017087709028385,24.18380248285121,18.681088269708173,15.856846415287285,15.913933780994707,8.792361750859085,1.058511115121919,2.0314992897240414,-1.107356616787688,-1.4765847183695875,3.5180219046161154,17.055805323810517,22.38639268449924,24.53594758355984,28.75209160002472,33.94717977814762,36.60139668186852,30.359752022409413,22.740058641300443,22.18966987621051,20.01727853945849,15.945435428725352,8.466617923607648,6.414586918154522,8.618088857146764,7.1295427370302304,6.33572713197298,5.655171502318093,3.555796593874781,2.841634837507893,6.115953650820702,8.705794254575457,13.194269689498702,20.458632452932825,20.34243085352542,L7
2000-01-27 20:46:52+00:00,,,,,,,,,,,,,,,,,68.0160859623064,45.49236649055783,35.860915340036044,31.61996348046937,26.91426923526523,24.1313713305145,19.78145913075982,20.618128931321884,17.108387773731135,19.41670452676645,20.00771035700318,22.40547951808981,23.789643457534044,23.54768270415177,18.588855719013942,22.134255866323176,21.447878707494365,30.65420579703431,36.85386672337437,L7
