dates,oahu0091_0001,oahu0091_0002,oahu0091_0003,oahu0091_0004,oahu0091_0005,oahu0091_0006,oahu0091_0007,satname
1990-08-19 20:14:00+00:00,58.22691633151644,61.99053901671076,61.15115710417811,69.61035697327671,64.05811580458149,52.32800683993944,40.327568682390456,L5
1990-09-11 20:20:05+00:00,42.026338859021486,52.72676567130878,55.67836141237193,65.2800719352485,57.87660266450708,45.26312472170069,37.7670747404308,L5
1990-09-20 20:13:50+00:00,59.91005309539793,60.62339003042575,60.50215356469944,69.53858088328427,62.003048026626665,53.658288529323,41.41714676832112,L5
1991-10-25 20:18:11+00:00,36.6996930260688,48.76310362979956,51.35153133423324,59.76073090094929,52.58785674425794,39.41302325973251,29.821680755166906,L5
1991-12-12 20:18:31+00:00,38.05398404035804,45.565408331663846,46.42731430201261,59.344906531456125,54.96544223461778,45.95764396164397,36.38796623894319,L5
1991-12-28 20:18:23+00:00,31.49700365831829,37.48092037797049,35.0076314422235,45.01789850515797,47.49087398190609,40.3812479417667,24.07981504668909,L5
1999-07-03 20:46:48+00:00,46.41558608291034,54.06681022693069,58.34065867754633,68.85893545219152,60.7832217408272,45.81943735112701,40.42159099117236,L7
1999-07-10 20:53:01+00:00,39.621546820658985,45.63899998225568,49.23424520109111,60.259948320632745,54.36747310476368,42.22826502765006,30.31884764762366,L7
1999-07-26 20:53:05+00:00,42.13690903796751,47.26003005702353,50.70587305079624,61.42131884686376,55.20881561674949,42.97652933162951,29.611842196800406,L7
1999-08-11 20:53:07+00:00,52.7262052367257,56.172844672465054,53.14841549180815,60.287550754522194,52.43413730046343,39.99077413792276,25.50085963684052,L7
1999-08-20 20:46:55+00:00,49.64827296708975,53.40477898092144,56.31496695855133,61.34359201822397,56.99042291250265,42.8301223489492,34.498532000861935,L7
1999-09-05 20:46:59+00:00,46.77935436153592,52.328642521156354,53.27645210304766,59.70601980627527,53.54278496593423,41.30558786637366,25.57553730376785,L7
1999-09-12 20:53:05+00:00,43.64265333446692,53.336299789020565,56.69437707655028,67.04953964013993,59.71546760685203,48.772374683414256,37.08893181723524,L7
1999-09-21 20:46:59+00:00,44.120309199191546,54.11531498516254,58.57351093651065,66.40770404272801,59.70030606459552,42.52231047751866,37.44581604163527,L7
1999-10-14 20:53:13+00:00,49.01808265804286,54.97635559896681,56.91459206530551,66.17195826630643,60.09755994018602,43.0799054267478,31.08470402285131,L7
1999-11-08 20:46:58+00:00,20.300568038837103,40.474326344409306,50.24452961223309,62.51908143319486,54.90986930356145,41.41595710760924,35.778826723309244,L7
1999-11-15 20:53:07+00:00,48.62725579794131,58.68693366925935,62.97590140874832,73.26797336544553,64.4823475185692,53.69732956114705,43.722268793234704,L7
1999-12-17 20:53:11+00:00,68.8703776584434,61.871047029236266,63.36480937226769,70.80736957993898,63.01943882729068,48.2136355939462,37.65982467497215,L7
1999-12-26 20:46:52+00:00,44.79156272598204,53.4053428132188,54.17266872611925,59.009056752648334,56.70857836977683,49.71403548738381,37.20988112750268,L7
2000-01-18 20:53:00+00:00,44.66091670538224,43.01392348644832,37.190498492050295,47.75808901717002,48.54178431290464,41.07153276408528,36.60234488924744,L7
2000-01-27 20:46:52+00:00,44.28632840682685,53.473834482996224,57.65569414832259,65.60095106975866,57.63862138895351,43.08408463474884,36.30680486409717,L7
2000-02-12 20:46:47+00:00,58.593967137659696,58.871613394198,61.24834912260555,69.31854680898273,60.33761635777925,46.27072525297172,40.97737699810284,L7
2000-02-19 20:52:54+00:00,64.4324148085285,60.91755959314848,63.03695144346165,72.34872568820296,65.79891591697987,59.7576423432103,47.44994499266024,L7
2000-02-28 20:46:42+00:00,43.59959928588779,52.098088485188434,55.50712684185309,65.85833222862307,60.1974740260476,48.48709371076258,40.32991194876305,L7
2000-03-15 20:46:37+00:00,56.51015220391567,57.71241513775609,60.36385968253813,70.06817294599755,61.34434377697402,47.87681210429238,38.33506953799435,L7
2000-03-22 20:52:50+00:00,62.26981969976586,60.89237247197066,58.24968307657616,63.044310245903006,55.1104395278152,41.80654018450748,30.333513052326744,L7
2000-04-07 20:52:39+00:00,51.72389667476417,55.77123955391753,56.2453990115776,63.05023713008063,55.953956704218434,43.46430677148181,35.56801750177852,L7
2000-04-23 20:52:33+00:00,45.07271117417248,50.638443440366,50.048870976589264,57.539408612828026,52.84701812999743,40.74604186406758,23.793487596210177,L7
2000-05-18 20:46:08+00:00,51.91980834796979,54.760804847418775,55.95748926579096,65.58822185509794,59.39217495922753,49.32552303834423,39.50561784697442,L7
2000-06-03 20:45:56+00:00,61.10348228680334,58.19300571203174,59.049386804182426,68.87386488569801,60.42816237168061,51.32672194963155,40.76527082791963,L7
2000-06-10 20:52:06+00:00,42.08294138525316,49.08034738604049,52.1562168994562,60.63606307458722,52.32088345808431,38.577111566416576,29.70697052715184,L7
2000-06-19 20:45:53+00:00,47.58695109673034,54.8735269807813,58.85208321273266,69.2028491584166,60.17482424254028,47.59891306041898,37.25949019578024,L7
2000-06-26 20:51:56+00:00,28.655010014473543,41.86115613266002,52.878336989800815,65.10888642404997,56.70856055304446,37.85574717568995,33.96600335429993,L7
2000-07-21 20:45:23+00:00,39.15107700215777,49.16307034203231,52.40585961854584,61.382157289274176,53.477962074630106,42.67848417695987,33.900733622231705,L7
2000-09-07 20:44:48+00:00,52.04029322881655,54.48309187336961,57.11964664309821,64.55827401455375,59.18530161805189,43.96686587844804,28.994944858417767,L7
2000-09-30 20:50:41+00:00,46.43957361117647,54.2510114016606,58.123671169034175,68.05032127988625,61.31705892517457,50.95184372666434,38.819558726783214,L7
2000-10-25 20:44:20+00:00,47.46716389241985,47.681423197876775,46.68821247824385,59.05760146957126,56.30415934835661,41.93572902014608,35.31939793716701,L7
2000-11-10 20:44:23+00:00,46.11376681666513,54.01277224571506,55.96665466652146,63.98284557297799,55.95076104619874,42.77568717070239,35.65445331338144,L7
2000-11-17 20:50:34+00:00,51.99806249175236,57.6331961129863,60.5587108330928,71.63994116779848,62.451552922033976,47.74842942996546,41.84616935470181,L7
2000-11-26 20:44:25+00:00,56.93456973064483,59.969436486875686,61.36258400132641,70.64168912708651,62.83848165648578,56.07973166986658,44.86907249058744,L7
2000-12-12 20:44:27+00:00,53.22434328398021,58.4978778399725,61.55513756407972,71.01252424666029,61.98829510010444,49.0728523796808,34.73484478929898,L7
2000-12-19 20:50:39+00:00,52.34971969847407,57.6649279797282,60.15293475722568,68.43286277872599,61.36331767299874,46.38734205375228,36.40884997014988,L7
2000-12-28 20:44:30+00:00,51.92703088105395,56.78908390846375,59.68201785514502,69.80069862906316,61.046615209728735,48.064603227156006,38.00726618035716,L7
2001-01-13 20:44:32+00:00,62.85098717544231,66.94053319434192,67.27473741555285,75.26951169642986,68.03989201793567,59.94381834240175,46.08119419398868,L7
2001-02-14 20:44:29+00:00,,,,,,,,L7
2001-02-21 20:50:38+00:00,63.747554141142615,61.27733163268996,60.91588299644589,69.35302445408783,60.82996447236377,49.08606514558895,38.89990562378474,L7
2001-03-18 20:44:17+00:00,46.557024648177,54.253912721044586,56.32172759862331,65.95197075702356,60.375753889758506,48.91028732115789,39.89175755121179,L7
