dates,oahu0004_0001,oahu0004_0002,oahu0004_0003,oahu0004_0004,oahu0004_0005,oahu0004_0006,satname
1990-09-11 20:20:05+00:00,48.76347514016984,45.40630471064257,39.97831088154188,24.189892934114987,12.28413000823362,3.907271122282223,L5
1991-10-09 20:18:07+00:00,51.67822044235248,54.76738944015658,48.48376474120106,36.73401621547837,28.78324830275385,33.150154506896335,L5
1991-11-10 20:18:16+00:00,,,,,,,L5
1991-12-03 20:24:42+00:00,28.908870580036105,30.51606496659309,22.87122870306491,17.869276903676262,9.84036603223212,8.639381856528777,L5
1991-12-12 20:18:31+00:00,44.46175345068709,47.176231295196864,42.86742208217715,28.617698884447872,18.11573940240064,23.233373741341698,L5
1991-12-28 20:18:23+00:00,,,,,24.719023414365527,51.13921201905084,L5
1999-07-03 20:46:48+00:00,21.54348331243634,28.355388506663964,31.26584868313824,23.58840871636784,20.14608474270538,22.891568003490907,L7
1999-07-26 20:53:05+00:00,,,,,,,L7
1999-08-04 20:46:58+00:00,30.170269503708628,38.78414803764312,32.26394105563367,24.800410525933987,25.35225000369697,25.62419165589676,L7
1999-08-20 20:46:55+00:00,,,,,,,L7
1999-09-05 20:46:59+00:00,41.233796986819215,39.79271766168665,29.7810643845444,26.25390762855023,24.24651527578868,26.7370981016536,L7
1999-09-12 20:53:05+00:00,29.29923626051389,25.26560905848336,20.41763613901612,14.912035305745858,12.018334933029069,17.767564190467283,L7
1999-10-14 20:53:13+00:00,32.097960374287034,28.605006557789245,22.08590353139203,20.63081402551515,20.128256551325904,25.40636725868505,L7
1999-12-17 20:53:11+00:00,37.09070719138817,30.12058904305158,23.30794603226373,19.50191430491004,16.207122361615127,20.29096554089165,L7
1999-12-26 20:46:52+00:00,,,,,,,L7
2000-02-12 20:46:47+00:00,35.42716013962451,30.098611713220578,24.38387264040524,20.380748212809163,15.191847234314915,19.061859992070666,L7
2000-02-19 20:52:54+00:00,51.5715488500864,43.98008277537668,24.770527582762217,22.02650475113994,15.577208593660655,15.591941193284192,L7
2000-02-28 20:46:42+00:00,37.9895317614935,32.50748087728924,23.01953972270264,19.477088765759685,16.12437789425957,18.923781117080228,L7
2000-03-15 20:46:37+00:00,,,,,,,L7
2000-04-07 20:52:39+00:00,,,57.760933135925015,44.2535852459585,31.16613204728421,35.818518924586584,L7
2000-04-16 20:46:20+00:00,,,,,,,L7
2000-04-23 20:52:33+00:00,30.261715358324498,28.05667327915389,18.99822555347677,9.595526340228648,-2.4660750218286163,-8.189073623990664,L7
2000-05-18 20:46:08+00:00,53.78144216102974,43.32219325159418,28.52030931124252,17.281228481294644,15.69741548960211,19.6377870448914,L7
2000-06-03 20:45:56+00:00,46.90280091954705,47.2701001415068,29.63682522124174,24.104374776310102,21.86341137393256,29.508604269414352,L7
2000-06-10 20:52:06+00:00,,,,,,52.84472545592026,L7
2000-06-19 20:45:53+00:00,51.29730620306403,45.853669521677325,33.952109668141304,25.728612347442542,22.978632858254137,25.804430945107605,L7
2000-06-26 20:51:56+00:00,,,,,,58.632493563055306,L7
2000-07-05 20:45:39+00:00,48.3780720442732,47.23425792924762,33.45058488099228,26.98704687006128,26.11004867229396,29.92762749984213,L7
2000-07-21 20:45:23+00:00,34.33625829793952,24.507988248822027,11.98663962796276,11.137562568742547,4.546264717942801,2.104172048276024,L7
2000-08-06 20:45:09+00:00,,,,,,,L7
2000-09-30 20:50:41+00:00,41.732841223801,40.09559127080369,25.06336462307453,20.94698256659506,15.760691555413262,16.89816452127041,L7
2000-10-25 20:44:20+00:00,35.90251446760666,35.8926111252268,25.27919618211128,20.38343515223025,13.076583127717864,13.014457876773095,L7
2000-11-10 20:44:23+00:00,35.398783913971975,36.48287328489676,29.14706217158706,25.053893793581345,18.80422602246981,21.37156377608963,L7
2000-11-17 20:50:34+00:00,39.120996997140914,45.26756372142872,40.16859607321848,28.379591877542783,21.03550292917899,28.22896336775749,L7
2000-11-26 20:44:25+00:00,32.014579525853904,28.332491418785303,23.12250520947046,16.43191731763482,10.33756401194044,17.80238750975563,L7
2000-12-12 20:44:27+00:00,,,,,,,L7
2000-12-19 20:50:39+00:00,37.46457401103507,34.90515763101201,26.544639808304822,23.61680860825905,21.96230663392357,28.68815583647081,L7
2000-12-28 20:44:30+00:00,,,,,,,L7
2001-01-13 20:44:32+00:00,42.33658906063478,,,,,,L7
2001-02-05 20:50:39+00:00,42.85602199446192,37.83576919629851,25.05176999764048,19.851041449352536,17.546394906123076,26.63293306477186,L7
2001-02-14 20:44:29+00:00,,,,,,,L7
2001-02-21 20:50:38+00:00,45.24112903526657,35.591237112357376,27.553529688003334,23.64398367844316,19.104200613989835,23.614911013159368,L7
2001-03-18 20:44:17+00:00,60.31838168331765,47.9765278900047,35.341233310677175,25.30620675145873,20.7308565284507,27.91771441597428,L7
2001-03-25 20:50:25+00:00,48.33645777229952,41.969918028431394,29.80696850374783,25.96232312286756,19.225929190976835,20.429302835150946,L7
2001-05-12 20:50:10+00:00,33.14511149448693,36.51951261420516,28.015801770763183,14.577046275650591,-0.5970521674281368,-2.6188363459279014,L7
2001-05-21 20:43:54+00:00,57.67058556606206,49.62528548642624,36.48965355818168,27.75509477723662,21.19666128533684,26.469317741037244,L7
2001-06-06 20:43:42+00:00,50.97153643502444,45.9112489676914,30.71559567276363,27.39285634507607,24.738416065398184,28.261287953855867,L7
2001-06-13 20:49:50+00:00,45.64180085454841,37.10315478508019,23.437867354129384,14.264157544469551,8.287685316810983,9.493441212218157,L7
