dates,oahu0068_0001,oahu0068_0002,oahu0068_0003,oahu0068_0004,oahu0068_0005,oahu0068_0006,oahu0068_0007,oahu0068_0008,oahu0068_0009,satname
1990-08-19 20:14:00+00:00,39.05635030549874,21.078372022845333,18.03193761362506,18.50606767088499,26.78851620570796,29.37251564489076,33.420866281481075,35.455525179947,29.65250130476253,L5
1990-09-20 20:13:50+00:00,,,22.89185768731811,24.119187019835586,26.477979002712768,26.40866879676364,29.03188800702897,26.46066156182948,20.747570609034728,L5
1991-10-09 20:18:07+00:00,,,,,,,29.682695355799595,28.41513812099464,22.59271212800329,L5
1991-10-25 20:18:11+00:00,,,14.43132110906186,18.077104413119628,28.031593289760806,31.21347166826743,30.486783818616217,32.04511045710441,30.192613221560563,L5
1991-12-12 20:18:31+00:00,,,17.065948668813125,25.482612209581923,30.609912490658285,32.24649597338126,38.03350200369242,47.37178796510194,46.26720223111896,L5
1999-07-03 20:46:48+00:00,,,,,,39.14568249423012,41.54053085893232,38.74179019056357,32.556094556111084,L7
1999-08-20 20:46:55+00:00,,,,,,,35.855506949696355,33.971241966826135,27.32261263263248,L7
1999-09-05 20:46:59+00:00,,,13.220039383616225,15.298650747473792,,31.78112999610614,36.86862284948511,35.61054721790456,29.68422512811594,L7
1999-11-08 20:46:58+00:00,,,16.66455129350868,18.496800900685187,,34.54293703590068,39.06133611099968,36.229549195506586,30.33466759938468,L7
1999-11-24 20:46:49+00:00,,,,,,35.154879858756246,40.39531229689028,38.470928285798216,33.15412946780369,L7
2000-02-12 20:46:47+00:00,,,15.790400227131611,,,,43.24020445348469,40.79416457541918,35.07318062153615,L7
2000-02-28 20:46:42+00:00,,8.66395556969048,5.696863364689756,,,,34.770951761543564,36.17280553504754,35.21068512066931,L7
2000-03-15 20:46:37+00:00,,,23.556020478870085,30.07722378739061,37.45100577290417,41.565877262608616,46.59070128399707,45.36741045825549,37.58655367761833,L7
2000-11-10 20:44:23+00:00,,,27.364764827277924,29.464075477082844,32.063959070062594,32.4047885342347,36.46560716942098,36.074852045013415,30.830083825976008,L7
2000-11-26 20:44:25+00:00,,,27.64271317194024,31.582903889431936,33.01772943907802,33.25558511086804,37.52568540004597,37.03247522258154,30.961413076199328,L7
2001-01-13 20:44:32+00:00,,,25.725479795197124,30.66627469430996,30.4657296263834,31.95630240442353,34.79448265567948,32.89494245398657,26.924193996121502,L7
2001-01-29 20:44:33+00:00,,,21.98377453899531,24.71749222776572,26.613714999876457,27.38478440546332,36.22160692179568,36.22105435580204,30.37837487615963,L7
2001-02-14 20:44:29+00:00,,,,,,,,,,L7
2001-03-18 20:44:17+00:00,,38.56287592470661,35.066298381249744,37.71775549734793,39.88321795719988,43.375082674542,43.23085547339584,42.277384057110815,37.62885440815885,L7
2001-04-03 20:44:06+00:00,,,33.02078854477775,34.950059240098746,40.90017833952807,46.190922343118224,46.754319974653576,45.44800701808855,40.28690958196901,L7
2001-06-22 20:43:29+00:00,,34.15117976089463,28.267374205411528,31.977609108659056,32.88557868316749,33.51367058828295,34.08888341831726,36.02969449275279,29.42841930133808,L7
2001-07-24 20:43:19+00:00,52.80836656951359,48.80199122410336,,,,,,,,L7
2001-09-10 20:42:38+00:00,,,11.650841514946602,14.61157724989939,15.738889180947384,20.51943253104302,19.856831726507057,28.59750623686069,23.445437149994977,L7
2001-10-28 20:42:21+00:00,,,13.325028496153514,14.524907176529757,11.12137556308125,,,,,L7
2001-11-29 20:42:36+00:00,47.73388846655347,39.01988641236925,32.40205701537002,32.145358383462906,33.370747895797635,33.31915270936275,35.63989688197146,33.884646106855605,28.219069158034834,L7
2001-12-31 20:42:36+00:00,31.204313728702623,26.67523213804184,23.196767846527745,27.75211971686144,29.42034598085664,30.4685578962165,32.872588047679095,30.70561153244681,25.400151755314045,L7
2002-01-16 20:42:50+00:00,,,29.28429802585522,33.939384826423485,35.759155743536134,36.29495731908655,37.21645649460458,35.042575287664135,29.396191575524185,L7
