dates,oahu0018_0001,oahu0018_0002,oahu0018_0003,oahu0018_0004,oahu0018_0005,oahu0018_0006,oahu0018_0007,oahu0018_0008,oahu0018_0009,oahu0018_0010,oahu0018_0011,oahu0018_0012,oahu0018_0013,oahu0018_0014,oahu0018_0015,oahu0018_0016,oahu0018_0017,oahu0018_0018,oahu0018_0019,oahu0018_0020,oahu0018_0021,oahu0018_0022,oahu0018_0023,oahu0018_0024,oahu0018_0025,oahu0018_0026,oahu0018_0027,oahu0018_0028,oahu0018_0029,oahu0018_0030,oahu0018_0031,oahu0018_0032,oahu0018_0033,oahu0018_0034,oahu0018_0035,oahu0018_0036,oahu0018_0037,oahu0018_0038,oahu0018_0039,oahu0018_0040,oahu0018_0041,oahu0018_0042,oahu0018_0043,oahu0018_0044,oahu0018_0045,oahu0018_0046,oahu0018_0047,oahu0018_0048,oahu0018_0049,oahu0018_0050,oahu0018_0051,oahu0018_0052,oahu0018_0053,oahu0018_0054,oahu0018_0055,oahu0018_0056,oahu0018_0057,oahu0018_0058,oahu0018_0059,oahu0018_0060,oahu0018_0061,oahu0018_0062,oahu0018_0063,oahu0018_0064,oahu0018_0065,satname
1990-09-11 20:20:05+00:00,52.41591098907125,40.58706248063176,38.90972170642883,38.60208204999569,35.462986466071925,38.076086888333776,42.46102739404483,45.51832782244411,44.7985185832043,35.48476912459729,32.933113578654385,40.77733876040987,58.41368721378498,59.78744373442801,29.528865216512923,20.68663272411526,22.422030058116714,26.94440395635717,24.76399893036004,27.81769845618416,32.85983997557288,37.63714965264965,43.29291785104342,44.68396725503431,41.92582319926452,46.71437730108184,52.15303551909433,50.94500913466939,41.22620784411402,33.378202760397095,37.328811742293695,44.37662127717113,42.44812065886613,41.25603212296173,39.51756892988858,43.52032501430555,43.927739307000266,,61.10888736461918,56.35339067765023,51.59438633789675,49.33004372172981,41.68312019755135,36.6510851943872,38.60535018423399,42.73708892158063,45.5004950679534,46.447603311250376,48.27075934490981,47.203520649537225,45.92176299278889,47.07150729290885,45.42583641341621,51.760861423727256,53.104015283998905,47.35331136029676,51.30536722965383,56.47961285955843,59.99348670431564,56.183381217713546,51.29387472384435,45.01383893233649,38.09439173162576,41.38764804328335,39.79122041038602,L5
1991-10-09 20:18:07+00:00,41.298014715423406,32.57735836889462,34.46371468081307,39.12289776696696,40.49063911360284,41.886088515612805,42.1042057046614,41.46518711284414,41.55634835765094,35.368082772898774,35.94236103986581,41.69430875513893,51.72972577744974,54.62539824314664,39.89002227044103,28.571763247167176,22.469641860020097,15.844591616484488,15.771188924410056,21.78858448725228,28.88344290455433,33.940758761799366,33.13709085246959,35.40068876454318,33.367081921524,34.03052210811183,37.363888802767725,41.2692162552258,35.001302604360696,7.888364863649291,3.2844062509799783,18.76941516503585,26.03499315387314,32.259020719484575,31.30806184855517,37.72743955842076,40.194118776634575,50.60487123386884,51.23333125423671,45.9543476429678,35.9725354671937,36.04396803260249,30.722301759156345,17.25020344303467,21.29061056251224,30.5462260449605,37.00170617235453,32.46357457286294,29.546722606113946,26.89776210885031,29.178286363794847,29.55765528143333,31.587945246449543,36.74107439689865,35.4638376043315,34.921948253212335,37.85292060192037,46.07444164230649,52.75063051388678,48.933832265694086,41.01944020599604,36.711064739599045,31.6459313297523,24.58523294274944,17.88563597137701,L5
1991-11-10 20:18:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.59971095038436,51.14311879977626,54.21762663520519,51.40691414587416,45.04633992886201,,,L5
1991-12-03 20:24:42+00:00,,,,,,,,,,,,12.150489737272515,16.26352950484627,16.145020411284687,14.450969083283775,12.849718302552922,7.035370853044006,3.990717091839796,7.867217015541245,9.982166197079165,7.371893086234989,-1.604330355585455,1.0302342641654207,6.919466748345945,7.609471165744177,8.017687423559758,11.1326588476663,12.173020451985716,4.143438966056509,-1.0843877103745014,-4.765475634756189,,0.0407560539791824,13.300162858037575,17.497020657682345,21.234170107044736,21.876763899849188,28.44039163314734,29.56406031798812,19.261621692295098,10.88322372318031,7.187419227553525,2.769553986605536,-0.1339908676341408,-1.7364315195222144,-1.149124612982371,5.941209174739958,4.898014309724369,5.950004216222721,8.455023407786618,14.512883801787533,13.2098103004385,12.136145080790032,23.90094645304941,19.454990582087788,10.872172793169684,18.08392855494172,27.298377667736712,31.51052269430216,26.41272870854425,28.29974360449665,24.031431855022344,24.38996538459202,24.03064196856248,20.52118061942262,L5
1991-12-12 20:18:31+00:00,46.452199756254814,29.48768148863501,25.49615712413782,19.96889918356005,17.176741848369954,15.075580747847054,16.827964214743094,19.39582689061026,14.680574396764548,-1.5265493145007856,2.3024529636870152,1.5472376765626183,5.801561283907153,14.209107614068428,17.29257087646234,17.38284602552395,18.42413196383772,13.590434759237906,2.858980918817535,-1.50035968265008,-0.3265397296238587,1.136965153555737,6.265004996892477,8.021721501799197,7.040954760102656,8.427482805939503,8.182815218622702,10.044106850993186,2.0936254573077044,,,,1.5172288620262666,17.67446710107522,21.17796058366287,19.82070722593597,21.86779260886049,30.143379855139624,34.16109695129422,27.26905713537429,22.059848295855883,16.871484078335552,11.623660813932462,10.12879389232412,8.037606758398956,11.696516027537202,15.447730433907642,9.114035669018548,11.443265225960532,20.704593417506263,25.41119066145067,19.51609496822915,20.899658020021068,23.886076486820407,32.124139550865685,33.31402626971025,32.83878341439349,38.19898627121187,44.86974576343182,42.86007594594805,44.35967079445479,39.331218225615146,31.29674114703465,28.975494470409554,24.60846462485881,L5
1999-07-03 20:46:48+00:00,60.51261800869844,39.90504948293657,42.09442556971906,50.67362965939731,50.205556403874326,47.646553248841386,49.25337568057522,54.33930985856476,58.98093039699796,48.281734775554106,41.7994266472415,49.752350954174055,60.173629340234754,62.11229413012765,54.136968808331744,41.01585860026406,33.135729976183725,24.482582737677376,21.143172574379744,26.31349528121984,33.29530283125989,40.2061498435351,,,52.99084284149073,51.04884892873869,51.51749779902299,52.89379564369253,49.65343522283173,47.48191518570087,46.9275308445181,49.58794489450047,54.90674499270117,51.622399694545,40.972456564599945,36.5024258391954,43.00682529152854,53.02813385623034,50.46678801472408,48.72340721857712,44.94264898464743,44.58322233986912,38.90628524146929,36.55184911815522,36.17110890557128,37.661904680003104,41.67777636902945,40.71363948538463,47.7990154729214,41.43495115469201,39.959365012485215,40.68151024861464,39.76193357468014,43.18229279512785,44.39356759664035,44.83482628839437,42.802471656649104,49.84042380895025,56.75370617339038,54.53182282390412,49.41971471247605,43.11385203272553,32.76335756993612,30.90087463630376,32.00400446504134,L7
1999-07-26 20:53:05+00:00,40.75585045431016,33.57360026682435,40.2077136207328,48.5021153272285,50.37371379329421,43.24159960936051,35.18554348510186,34.75719458885003,39.92550205081477,36.62329118230925,24.5075312091147,36.61385175885927,42.77672948948942,41.586440655309616,34.44503830292852,24.77793013036164,23.01805316372325,24.46633942420166,24.15033068250874,19.636200119175623,14.294737751491798,16.78705715534115,22.756461488138992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-08-11 20:53:07+00:00,41.938043276593554,32.46646013288164,35.262391479707475,40.86036519111504,41.019139124927904,42.98556846126068,44.2506737431483,42.19182555367137,40.87059657456388,35.516366870109124,35.101700996828725,47.96759747385576,54.73290824307212,52.56302224369955,24.446842724822748,20.057760392106,16.327350434427395,9.315780492147791,15.14247508158882,20.361112851997863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-08-20 20:46:55+00:00,63.60358204683823,41.513232326009394,42.380519294864406,46.58751875554928,44.43485693759929,46.36120505562249,50.322708036770905,54.04525841930534,53.23695783197024,42.2169013981258,36.83800910861081,45.29502006637986,48.225236720894,47.04332923540616,41.592782784203,35.46339408655067,28.463230681276784,33.15439859700355,34.81579693815346,27.633932602242524,22.001775707067573,21.94254663064729,28.09930276381236,34.290107938465724,48.1815757946453,54.00073511364097,53.84818258890621,56.47073722047684,,42.98884208421149,48.221783333434026,48.433718419911926,51.85370808033253,52.37177574097714,51.41202543537808,54.93963124165337,,,54.11026907513998,52.55869124429326,48.01908949193724,46.44268681381493,39.11381301429554,38.1708737426812,40.25958328097472,45.46216425224464,48.03004048862376,44.285811379035415,39.6837572088817,40.84157112134097,40.830201801633166,43.06425988892492,44.1758765965788,51.863353796478194,55.65808001430408,55.172396302368405,,,,,,,,,,L7
1999-10-14 20:53:13+00:00,43.95743391060878,34.40832777330886,37.27427568732423,41.18600235389547,37.14985339894839,37.70594851268452,32.15014431825753,32.5189763025116,37.49164707735137,34.15323594070406,30.0318637221336,37.05940353209515,49.8860765843864,52.07924727438719,27.82538963340552,13.9426184025709,13.740300629949806,13.776931809661766,16.543607688333317,21.943381650152578,25.18137626779186,24.054969411268,21.799669899392345,21.44338147160212,23.612170798534287,25.44599494986145,29.77446198757536,32.60017843045343,28.40871981553152,21.449205634780768,20.02728615302833,27.618918049269976,33.09948121304266,38.74693369688528,30.117338616326453,32.45574745053026,30.67191550257272,37.486842230749865,39.92303959205272,35.447317376279344,28.80920703924422,26.412137449702147,23.10682218956996,20.25818213762821,23.994969553109428,31.602145428204096,39.77434269379112,34.955109676542534,29.606271023457182,34.304123322124944,36.97725205958701,34.02963164469049,36.36258344817863,39.56499041501973,37.49471083792341,33.280716282554025,33.12974854717401,39.366533136285895,48.58986828257962,49.53732410631829,46.38969340733858,40.82327109265083,34.66095546280682,33.42238731478647,30.526985890815737,L7
