dates,oahu0041_0001,oahu0041_0002,oahu0041_0003,oahu0041_0004,oahu0041_0005,oahu0041_0006,oahu0041_0007,oahu0041_0008,satname
1991-10-09 20:18:07+00:00,,,,,,,,,L5
1991-12-12 20:18:31+00:00,186.83937451616043,190.6776505240217,197.6438923689012,202.1123192287168,206.2167325818276,207.69679036721803,,,L5
1991-12-28 20:18:23+00:00,179.8560522265372,183.20771428004383,185.99438028672245,191.7381742613485,188.7067209965888,189.0617653275096,186.6847662165338,184.026965036591,L5
1999-07-03 20:46:48+00:00,191.9611914113008,194.7565984461336,198.3798618858873,198.006883785218,,196.6573674027652,197.6721719496713,196.878023258138,L7
1999-08-20 20:46:55+00:00,189.1577741467353,189.321423268197,196.75556104309385,197.0337353863252,199.942239660096,198.3511924233295,197.42353500936647,198.39477444765205,L7
1999-11-08 20:46:58+00:00,185.83935078761027,184.16490824983865,187.1459073727492,186.5476811594613,188.0078411038016,189.9816818262158,186.93631010176367,183.1815721982412,L7
2000-02-12 20:46:47+00:00,188.5184762897896,187.29205118330384,190.8998195116094,190.2752500993447,192.02010695146248,194.6352506732863,193.40718861898165,191.8308556571218,L7
2000-02-28 20:46:42+00:00,187.0514563792161,193.35215271722143,201.33360579652287,203.38764757755564,203.0276607330888,197.9737332959268,198.62013365857968,200.55444938777828,L7
2000-03-15 20:46:37+00:00,190.1021000327313,191.3654473503477,194.430103346888,201.04374006857967,202.4130632107726,199.81480243769656,196.9734301568169,201.1783166040436,L7
2000-06-03 20:45:56+00:00,194.40976417936943,199.32870870526705,198.1376941628686,199.34840268084807,202.33724009145087,200.31943745329,197.2207212627376,196.498137281082,L7
2000-06-19 20:45:53+00:00,188.1403123649778,191.1800320377785,195.23492306324889,192.36762381629515,195.98807518767728,195.79541786013647,194.4134699463688,193.62092121357816,L7
2000-10-09 20:44:25+00:00,191.65565516182195,190.8680155121262,195.89303202651573,195.5554235393928,198.72589498794324,197.81570896988487,197.03965305500208,197.16916877598968,L7
2000-11-10 20:44:23+00:00,197.3300302573097,193.59020418651605,195.8915848841102,196.5967319467146,198.3845224241753,195.6070745987421,196.6782424231691,198.9607816063328,L7
2000-12-12 20:44:27+00:00,177.3611003325557,182.76432321853048,187.7328108756867,186.4467036643744,186.09626644035708,,,,L7
2000-12-28 20:44:30+00:00,184.95011987863413,184.9555619020093,189.87942603904432,190.7891516958442,192.23740334872969,191.74760297351028,190.8334019790101,190.1071741576108,L7
2001-02-14 20:44:29+00:00,,,,,,,,,L7
2001-07-24 20:43:19+00:00,189.8210664399976,190.7139617718441,195.3374589971397,192.2643684452588,195.5394942483276,195.28739691113623,193.85131781012777,193.89119593241625,L7
2001-08-25 20:42:49+00:00,188.69546474023008,189.21762600221547,195.4439022890163,197.308756742724,201.44446546852305,201.87518008017864,202.1468015843689,206.61710882635123,L7
2001-09-10 20:42:38+00:00,196.2961360886781,196.8393932012132,201.5519959604553,202.2109510851896,204.2308597457759,201.84821061539668,200.0152323135551,201.2046852035627,L7
2001-10-12 20:42:13+00:00,194.19121129370632,196.2287533141485,200.66259928894883,203.88609065887508,204.6085363319424,,197.6753667417016,198.52357664617392,L7
2002-01-16 20:42:50+00:00,187.10068093219948,185.849973840028,189.85728008567773,185.8643268770222,188.2827085270408,192.6317671168622,192.69827818725304,191.4129036515816,L7
2002-05-24 20:42:43+00:00,191.65492356283423,,194.2192232420624,192.9598718996835,196.5150101752109,195.83075102795544,195.0577611544209,196.34980235803465,L7
2002-06-25 20:42:29+00:00,186.8428377774503,190.15261560182591,194.83471839201704,195.93725160562013,197.85423281956776,195.05567566641847,192.6828258165125,191.68451548576888,L7
2002-07-11 20:42:27+00:00,195.85172088776653,201.16857362928044,198.76702553763715,199.7937351731016,204.2345443464424,,198.31080616621765,195.10629038353173,L7
2002-07-27 20:42:18+00:00,185.47171601926868,186.1908279459608,191.21525392998217,191.17112729584943,195.00856714545267,194.85678620723303,192.3985417724241,190.5262104180001,L7
2002-09-13 20:41:56+00:00,190.2257516031159,189.2879496097255,195.2126175356096,195.162776919796,196.35932079094067,198.9862752443536,197.33431960740063,188.9150834072189,L7
2002-11-16 20:42:04+00:00,191.60432682573804,190.90612473540764,197.90070127568288,198.45248495719943,199.6922701846456,197.2137052111684,194.8951026461572,196.3715838688176,L7
2003-02-04 20:42:40+00:00,188.49057524670167,188.08350685494943,192.7249251900264,191.983056698616,195.28831719136545,193.5651982653391,191.6128053822524,192.28494474204248,L7
2003-04-25 20:42:48+00:00,186.6414619552193,185.59294689224112,190.2723762594132,191.23496381148016,191.850984790604,193.8211349439593,192.9446005414826,192.76738448118016,L7
2003-05-11 20:42:47+00:00,184.94412995565304,184.13601416347183,189.46857691471465,192.8587757963262,193.71718834420528,196.88707822712288,200.3133764058108,204.9488273934869,L7
2003-07-30 20:42:30+00:00,189.1855056234449,188.59588455565853,193.63046319579183,192.19141911410327,195.1344626724347,194.12357458998787,192.2132678101829,191.497141420272,L7
2003-08-15 20:42:28+00:00,193.669248497176,199.10324682472125,,,,,188.52680530612068,188.6957483909748,L7
2003-08-31 20:42:24+00:00,,,,,,,,,L7
2003-10-02 20:42:13+00:00,,,200.9336238774996,199.99595302477303,203.59307627562987,203.41416191535828,204.14105812706475,206.6470628166508,L7
2003-10-18 20:42:18+00:00,194.1202708795133,194.72353903758585,202.376346343013,205.61752224946807,211.7488563806845,204.453851750882,199.96516135885847,201.46405025955025,L7
2004-02-23 20:43:09+00:00,178.6969797752653,181.0270397781313,186.81282904292385,183.33839582561663,187.23228315122887,192.3523021373376,193.9318787534159,196.20457295600505,L7
2004-08-01 20:42:53+00:00,,,,,,,,,L7
2004-08-17 20:42:51+00:00,,,,,,,,,L7
